               Y_n               Y_p             Y_he4             Y_c12            Y_ne20            Y_na23            Y_mg23             E_nuc              Time
     1.28837813538330E-05     2.14734646546239E-01     2.64183060055867E-01     4.21388192330787E-02     2.64183060055867E-01     2.13554415162895E-01     1.19311516469814E-03     1.63561459137865E+18     6.00000000000000E+03
     1.22815195437433E-05     2.14883699017228E-01     2.64365683951317E-01     4.14766710238237E-02     2.64365683951317E-01     2.13702040597998E-01     1.19393993877355E-03     1.63674479414996E+18     6.10000000000000E+03
     1.17197340001444E-05     2.15028117843739E-01     2.64542657317369E-01     4.08350102097849E-02     2.64542657317369E-01     2.13845098384059E-01     1.19473919367937E-03     1.63784004403055E+18     6.20000000000000E+03
     1.11951857772719E-05     2.15168116190462E-01     2.64714238405306E-01     4.02129004369093E-02     2.64714238405306E-01     2.13983797280498E-01     1.19551409574141E-03     1.63890193745460E+18     6.30000000000000E+03
     1.07049171046775E-05     2.15303894342019E-01     2.64880669967217E-01     3.96094615473190E-02     2.64880669967217E-01     2.14118333517836E-01     1.19626574128733E-03     1.63993197511446E+18     6.40000000000000E+03
     1.02462261984150E-05     2.15435640656942E-01     2.65042180398593E-01     3.90238654365338E-02     2.65042180398593E-01     2.14248891721333E-01     1.19699516180692E-03     1.64093156900844E+18     6.50000000000000E+03
     9.81664424123045E-06     2.15563532441899E-01     2.65198984785487E-01     3.84553322567443E-02     2.65198984785487E-01     2.14375645757459E-01     1.19770332868127E-03     1.64190204890754E+18     6.60000000000000E+03
     9.41391450782015E-06     2.15687736747892E-01     2.65351285858315E-01     3.79031269585703E-02     2.65351285858315E-01     2.14498759504910E-01     1.19839115749039E-03     1.64284466824861E+18     6.70000000000000E+03
     9.03597327888470E-06     2.15808411102707E-01     2.65499274869440E-01     3.73665561091483E-02     2.65499274869440E-01     2.14618387564009E-01     1.19905951197665E-03     1.64376060955273E+18     6.80000000000000E+03
     8.68093261209074E-06     2.15925704177320E-01     2.65643132391796E-01     3.68449649965446E-02     2.65643132391796E-01     2.14734675902281E-01     1.19970920765147E-03     1.64465098935645E+18     6.90000000000000E+03
     8.34706461794427E-06     2.16039756400395E-01     2.65783029055491E-01     3.63377349589921E-02     2.65783029055491E-01     2.14847762449891E-01     1.20034101512206E-03     1.64551686275484E+18     7.00000000000000E+03
     8.03278719100893E-06     2.16150700520027E-01     2.65919126221325E-01     3.58442809429138E-02     2.65919126221325E-01     2.14957777644085E-01     1.20095566313315E-03     1.64635922756582E+18     7.10000000000000E+03
     7.73665097588394E-06     2.16258662123011E-01     2.66051576603548E-01     3.53640492449294E-02     2.66051576603548E-01     2.15064844932608E-01     1.20155384137958E-03     1.64717902817714E+18     7.20000000000000E+03
     7.45732760546291E-06     2.16363760110137E-01     2.66180524840110E-01     3.48965154442943E-02     2.66180524840110E-01     2.15169081234661E-01     1.20213620308162E-03     1.64797715906616E+18     7.30000000000000E+03
     7.19359896702021E-06     2.16466107135609E-01     2.66306108020028E-01     3.44411824907929E-02     2.66306108020028E-01     2.15270597367209E-01     1.20270336736672E-03     1.64875446805583E+18     7.40000000000000E+03
     6.94434748142775E-06     2.16565810010825E-01     2.66428456168156E-01     3.39975789470755E-02     2.66428456168156E-01     2.15369498436847E-01     1.20325592145884E-03     1.64951175930948E+18     7.50000000000000E+03
     6.70854725990647E-06     2.16662970077420E-01     2.66547692693230E-01     3.35652573641807E-02     2.66547692693230E-01     2.15465884201978E-01     1.20379442270196E-03     1.65024979609636E+18     7.60000000000000E+03
     6.48525605332229E-06     2.16757683552526E-01     2.66663934802696E-01     3.31437927774490E-02     2.66663934802696E-01     2.15559849408146E-01     1.20431940043351E-03     1.65096930335976E+18     7.70000000000000E+03
     6.27360752123616E-06     2.16850041863168E-01     2.66777293904580E-01     3.27327812494615E-02     2.66777293904580E-01     2.15651484112890E-01     1.20483135779931E-03     1.65167097018948E+18     7.80000000000000E+03
     6.07280495597265E-06     2.16940131929337E-01     2.66887875948010E-01     3.23318386353944E-02     2.66887875948010E-01     2.15740873961002E-01     1.20533077329147E-03     1.65235545192431E+18     7.90000000000000E+03
     5.88211536619568E-06     2.17028036433228E-01     2.66995781747140E-01     3.19405994085323E-02     2.66995781747140E-01     2.15828100446383E-01     1.20581810221132E-03     1.65302337217928E+18     8.00000000000000E+03
     5.70086386457734E-06     2.17113834077607E-01     2.67101107292104E-01     3.15587155328477E-02     2.67101107292104E-01     2.15913241163398E-01     1.20629377807374E-03     1.65367532474521E+18     8.10000000000000E+03
     5.52842860416779E-06     2.17197599824065E-01     2.67203944035878E-01     3.11858554229048E-02     2.67203944035878E-01     2.15996370038767E-01     1.20675821390266E-03     1.65431187535739E+18     8.20000000000000E+03
     5.36423621328444E-06     2.17279405113049E-01     2.67304379159353E-01     3.08217029827692E-02     2.67304379159353E-01     2.16077557545835E-01     1.20721180342827E-03     1.65493356333364E+18     8.30000000000000E+03
     5.20775749986894E-06     2.17359318073864E-01     2.67402495824390E-01     3.04659566884934E-02     2.67402495824390E-01     2.16156870909134E-01     1.20765492222984E-03     1.65554090313831E+18     8.40000000000000E+03
     5.05850386836086E-06     2.17437403708331E-01     2.67498373395356E-01     3.01183287848898E-02     2.67498373395356E-01     2.16234374283463E-01     1.20808792873620E-03     1.65613438575968E+18     8.50000000000000E+03
     4.91602386501169E-06     2.17513724069060E-01     2.67592087654180E-01     2.97785445057893E-02     2.67592087654180E-01     2.16310128927729E-01     1.20851116519704E-03     1.65671448003865E+18     8.60000000000000E+03
     4.77990003347955E-06     2.17588338425499E-01     2.67683711000756E-01     2.94463413474235E-02     2.67683711000756E-01     2.16384193366944E-01     1.20892495858794E-03     1.65728163390312E+18     8.70000000000000E+03
     4.64974605904219E-06     2.17661303418599E-01     2.67773312639712E-01     2.91214683912590E-02     2.67773312639712E-01     2.16456623543205E-01     1.20932962145390E-03     1.65783627552066E+18     8.80000000000000E+03
     4.52520417106944E-06     2.17732673205137E-01     2.67860958754744E-01     2.88036856718959E-02     2.67860958754744E-01     2.16527472956612E-01     1.20972545269664E-03     1.65837881437572E+18     8.90000000000000E+03
     4.40594272610271E-06     2.17802499594647E-01     2.67946712674111E-01     2.84927635770300E-02     2.67946712674111E-01     2.16596792799052E-01     1.21011273832202E-03     1.65890964229270E+18     9.00000000000000E+03
     4.29165413290685E-06     2.17870832172457E-01     2.68030635019432E-01     2.81884823079574E-02     2.68030635019432E-01     2.16664632074478E-01     1.21049175211207E-03     1.65942913435840E+18     9.10000000000000E+03
     4.18205285744950E-06     2.17937718419001E-01     2.68112783850017E-01     2.78906313562485E-02     2.68112783850017E-01     2.16731037715582E-01     1.21086275627681E-03     1.65993764981352E+18     9.20000000000000E+03
     4.07687362697269E-06     2.18003203820578E-01     2.68193214796908E-01     2.75990090177736E-02     2.68193214796908E-01     2.16796054692146E-01     1.21122600205958E-03     1.66043553288015E+18     9.30000000000000E+03
     3.97586979520130E-06     2.18067331972996E-01     2.68271981188373E-01     2.73134219376701E-02     2.68271981188373E-01     2.16859726112488E-01     1.21158173030388E-03     1.66092311353724E+18     9.40000000000000E+03
     3.87881184125436E-06     2.18130144679196E-01     2.68349134168161E-01     2.70336846816034E-02     2.68349134168161E-01     2.16922093319050E-01     1.21193017198734E-03     1.66140070825144E+18     9.50000000000000E+03
     3.78548599451232E-06     2.18191682041123E-01     2.68424722806825E-01     2.67596193321151E-02     2.68424722806825E-01     2.16983195978393E-01     1.21227154872455E-03     1.66186862066553E+18     9.60000000000000E+03
     3.69569301761565E-06     2.18251982544266E-01     2.68498794204226E-01     2.64910551169805E-02     2.68498794204226E-01     2.17043072164054E-01     1.21260607322998E-03     1.66232714223277E+18     9.70000000000000E+03
     3.60924705163975E-06     2.18311083139042E-01     2.68571393588236E-01     2.62278280513410E-02     2.68571393588236E-01     2.17101758436330E-01     1.21293394976374E-03     1.66277655282687E+18     9.80000000000000E+03
     3.52597457417783E-06     2.18369019316697E-01     2.68642564406823E-01     2.59697806038108E-02     2.68642564406823E-01     2.17159289916724E-01     1.21325537454746E-03     1.66321712131117E+18     9.90000000000000E+03
     3.44571344904916E-06     2.18425825180594E-01     2.68712348414587E-01     2.57167613827384E-02     2.68712348414587E-01     2.17215700357888E-01     1.21357053615510E-03     1.66364910607355E+18     1.00000000000000E+04
     3.36831204622978E-06     2.18481533513870E-01     2.68780785754907E-01     2.54686248383529E-02     2.68780785754907E-01     2.17271022210032E-01     1.21387961588394E-03     1.66407275553436E+18     1.01000000000000E+04
     3.29362844566742E-06     2.18536175842721E-01     2.68847915036815E-01     2.52252309840352E-02     2.68847915036815E-01     2.17325286683065E-01     1.21418278810181E-03     1.66448830862183E+18     1.02000000000000E+04
     3.22152971489553E-06     2.18589782495691E-01     2.68913773407043E-01     2.49864451351016E-02     2.68913773407043E-01     2.17378523804834E-01     1.21448022057240E-03     1.66489599521768E+18     1.03000000000000E+04
     3.15189123122105E-06     2.18642382660420E-01     2.68978396619000E-01     2.47521376586985E-02     2.68978396619000E-01     2.17430762476884E-01     1.21477207476684E-03     1.66529603658366E+18     1.04000000000000E+04
     3.08459606685640E-06     2.18694004436859E-01     2.69041819097489E-01     2.45221837391717E-02     2.69041819097489E-01     2.17482030526770E-01     1.21505850615594E-03     1.66568864576168E+18     1.05000000000000E+04
     3.01953442678109E-06     2.18744674887415E-01     2.69104073999694E-01     2.42964631569288E-02     2.69104073999694E-01     2.17532354757357E-01     1.21533966448562E-03     1.66607402795095E+18     1.06000000000000E+04
     2.95660312404155E-06     2.18794420084838E-01     2.69165193273448E-01     2.40748600771797E-02     2.69165193273448E-01     2.17581760993922E-01     1.21561569404012E-03     1.66645238086834E+18     1.07000000000000E+04
     2.89570513561976E-06     2.18843265155191E-01     2.69225207709552E-01     2.38572628602420E-02     2.69225207709552E-01     2.17630274126449E-01     1.21588673387818E-03     1.66682389507147E+18     1.08000000000000E+04
     2.83674911202570E-06     2.18891234323583E-01     2.69284146997432E-01     2.36435638597465E-02     2.69284146997432E-01     2.17677918154611E-01     1.21615291808451E-03     1.66718875430253E+18     1.09000000000000E+04
     2.77964905605521E-06     2.18938350949077E-01     2.69342039767683E-01     2.34336592683683E-02     2.69342039767683E-01     2.17724716222172E-01     1.21641437596185E-03     1.66754713575503E+18     1.10000000000000E+04
     2.72432373399765E-06     2.18984637576668E-01     2.69398913655289E-01     2.32274488886188E-02     2.69398913655289E-01     2.17770690668085E-01     1.21667123231655E-03     1.66789921046343E+18     1.11000000000000E+04
     2.67069671922896E-06     2.19030115949956E-01     2.69454795315275E-01     2.30248360760997E-02     2.69454795315275E-01     2.17815863039146E-01     1.21692360752919E-03     1.66824514338872E+18     1.12000000000000E+04
     2.61869557357279E-06     2.19074807076701E-01     2.69509710502338E-01     2.28257274507734E-02     2.69509710502338E-01     2.17860254154361E-01     1.21717161791427E-03     1.66858509392307E+18     1.13000000000000E+04
     2.56825212281032E-06     2.19118731224316E-01     2.69563684065640E-01     2.26300329158443E-02     2.69563684065640E-01     2.17903884100742E-01     1.21741537569668E-03     1.66891921586692E+18     1.14000000000000E+04
     2.51930171084668E-06     2.19161907983047E-01     2.69616740025622E-01     2.24376653792394E-02     2.69616740025622E-01     2.17946772295400E-01     1.21765498935858E-03     1.66924765788847E+18     1.15000000000000E+04
     2.47178331261118E-06     2.19204356270354E-01     2.69668901579526E-01     2.22485407336154E-02     2.69668901579526E-01     2.17988937490002E-01     1.21789056366438E-03     1.66957056356382E+18     1.16000000000000E+04
     2.42563905508781E-06     2.19246094376263E-01     2.69720191156604E-01     2.20625776561561E-02     2.69720191156604E-01     2.18030397815409E-01     1.21812219991006E-03     1.66988807171740E+18     1.17000000000000E+04
     2.38081414037158E-06     2.19287139980176E-01     2.69770630438694E-01     2.18796975339787E-02     2.69770630438694E-01     2.18071170798301E-01     1.21834999601608E-03     1.67020031654227E+18     1.18000000000000E+04
     2.33725658968417E-06     2.19327510180182E-01     2.69820240395974E-01     2.16998243345074E-02     2.69820240395974E-01     2.18111273390083E-01     1.21857404668889E-03     1.67050742782917E+18     1.19000000000000E+04
     2.29491704947061E-06     2.19367221518176E-01     2.69869041317618E-01     2.15228844943136E-02     2.69869041317618E-01     2.18150721991666E-01     1.21879444355935E-03     1.67080953115030E+18     1.20000000000000E+04
     2.25374871495812E-06     2.19406289995104E-01     2.69917052830460E-01     2.13488068514418E-02     2.69917052830460E-01     2.18189532468552E-01     1.21901127526703E-03     1.67110674798351E+18     1.21000000000000E+04
     2.21370702518667E-06     2.19444731104881E-01     2.69964293940340E-01     2.11775224955075E-02     2.69964293940340E-01     2.18227720184260E-01     1.21922462764694E-03     1.67139919596118E+18     1.22000000000000E+04
     2.17474970442301E-06     2.19482559839727E-01     2.70010783038726E-01     2.10089647436859E-02     2.70010783038726E-01     2.18265300005672E-01     1.21943458375944E-03     1.67168698891720E+18     1.23000000000000E+04
     2.13683646117094E-06     2.19519790723838E-01     2.70056537943759E-01     2.08430689918843E-02     2.70056537943759E-01     2.18302286336224E-01     1.21964122407560E-03     1.67197023713850E+18     1.24000000000000E+04
     2.09992900158254E-06     2.19556437820216E-01     2.70101575908680E-01     2.06797726842036E-02     2.70101575908680E-01     2.18338693122703E-01     1.21984462651527E-03     1.67224904741423E+18     1.25000000000000E+04
     2.06399080804552E-06     2.19592514757914E-01     2.70145913655065E-01     2.05190151924261E-02     2.70145913655065E-01     2.18374533882125E-01     1.22004486659716E-03     1.67252352324505E+18     1.26000000000000E+04
     2.02898710471758E-06     2.19628034742176E-01     2.70189567385266E-01     2.03607377709054E-02     2.70189567385266E-01     2.18409821711786E-01     1.22024201749506E-03     1.67279376491545E+18     1.27000000000000E+04
     1.99488471217044E-06     2.19663010574990E-01     2.70232552807506E-01     2.02048834655833E-02     2.70232552807506E-01     2.18444569309551E-01     1.22043615015112E-03     1.67305986965267E+18     1.28000000000000E+04
     1.96165197227528E-06     2.19697454668752E-01     2.70274885152610E-01     2.00513970533317E-02     2.70274885152610E-01     2.18478788987373E-01     1.22062733335147E-03     1.67332193172841E+18     1.29000000000000E+04
     1.92925867453205E-06     2.19731379059664E-01     2.70316579190384E-01     1.99002249825552E-02     2.70316579190384E-01     2.18512492684539E-01     1.22081563380017E-03     1.67358004256215E+18     1.30000000000000E+04
     1.89767593587975E-06     2.19764795425976E-01     2.70357649251912E-01     1.97513152923530E-02     2.70357649251912E-01     2.18545691985692E-01     1.22100111621987E-03     1.67383429085804E+18     1.31000000000000E+04
     1.86687618543211E-06     2.19797715095064E-01     2.70398109238251E-01     1.96046175809996E-02     2.70398109238251E-01     2.18578398127858E-01     1.22118384339115E-03     1.67408476265931E+18     1.32000000000000E+04
     1.83683302842026E-06     2.19830149063424E-01     2.70437972644852E-01     1.94600829173918E-02     2.70437972644852E-01     2.18610622020190E-01     1.22136387626276E-03     1.67433154149953E+18     1.33000000000000E+04
     1.80752124325145E-06     2.19862108001948E-01     2.70477252568050E-01     1.93176638175167E-02     2.70477252568050E-01     2.18642374249211E-01     1.22154127398094E-03     1.67457470844136E+18     1.34000000000000E+04
     1.77891666633922E-06     2.19893602273837E-01     2.70515961726961E-01     1.91773141650715E-02     2.70515961726961E-01     2.18673665096515E-01     1.22171609398833E-03     1.67481434221341E+18     1.35000000000000E+04
     1.75099617644793E-06     2.19924641940808E-01     2.70554112471096E-01     1.90389891838378E-02     2.70554112471096E-01     2.18704504544927E-01     1.22188839205832E-03     1.67505051925600E+18     1.36000000000000E+04
     1.72373761027980E-06     2.19955236777585E-01     2.70591716798083E-01     1.89026453734442E-02     2.70591716798083E-01     2.18734902292820E-01     1.22205822237513E-03     1.67528331383174E+18     1.37000000000000E+04
     1.69711973051627E-06     2.19985396279853E-01     2.70628786363418E-01     1.87682404739970E-02     2.70628786363418E-01     2.18764867762006E-01     1.22222563757784E-03     1.67551279808565E+18     1.38000000000000E+04
