!47ca -> 47sc, beta-decay
!Q=-2.5029 MeV
!
!log(rhoY)    log(temp)     mu             dQ    VS     log(beta-decay-rate)   nu-energy-loss   gamma-energy
!log(g/cm^3)  log(K)        1/s            erg   erg    log(1/s)               erg/s            erg/s
1.000000      7.000000      -4.806530e-09  0.00  0.00   -5.732000              1.669977e-12     0.00  
1.000000      8.000000      -9.292624e-08  0.00  0.00   -5.732000              1.669977e-12     0.00  
1.000000      8.301030      -2.146917e-07  0.00  0.00   -5.732000              1.669977e-12     0.00  
1.000000      8.602060      -4.902661e-07  0.00  0.00   -5.732000              1.669977e-12     0.00  
1.000000      8.845098      -8.058948e-07  0.00  0.00   -5.732000              1.669977e-12     0.00  
1.000000      9.000000      -8.187123e-07  0.00  0.00   -5.732000              1.673826e-12     0.00  
1.000000      9.176091      -8.187123e-07  0.00  0.00   -5.734000              1.764861e-12     0.00  
1.000000      9.301030      -8.187123e-07  0.00  0.00   -5.737000              2.375256e-12     0.00  
1.000000      9.477121      -8.187123e-07  0.00  0.00   -5.651000              1.326510e-11     0.00  
1.000000      9.698970      -8.187123e-07  0.00  0.00   -4.387000              6.452238e-10     0.00  
1.000000      10.000000     -8.187123e-07  0.00  0.00   -1.956000              1.673826e-07     0.00  
1.000000      10.477121     -8.187123e-07  0.00  0.00   -0.742000              9.788370e-05     0.00  
1.000000      11.000000     -8.187123e-07  0.00  0.00   -0.817000              6.077296e-02     0.00  
2.000000      7.000000      -1.602177e-09  0.00  0.00   -5.732000              1.669977e-12     0.00  
2.000000      8.000000      -6.088271e-08  0.00  0.00   -5.732000              1.669977e-12     0.00  
2.000000      8.301030      -1.522068e-07  0.00  0.00   -5.732000              1.669977e-12     0.00  
2.000000      8.602060      -3.636941e-07  0.00  0.00   -5.732000              1.669977e-12     0.00  
2.000000      8.845098      -7.145708e-07  0.00  0.00   -5.732000              1.669977e-12     0.00  
2.000000      9.000000      -8.107014e-07  0.00  0.00   -5.732000              1.673826e-12     0.00  
2.000000      9.176091      -8.187123e-07  0.00  0.00   -5.734000              1.764861e-12     0.00  
2.000000      9.301030      -8.187123e-07  0.00  0.00   -5.737000              2.375256e-12     0.00  
2.000000      9.477121      -8.187123e-07  0.00  0.00   -5.651000              1.323459e-11     0.00  
2.000000      9.698970      -8.187123e-07  0.00  0.00   -4.387000              6.452238e-10     0.00  
2.000000      10.000000     -8.187123e-07  0.00  0.00   -1.956000              1.673826e-07     0.00  
2.000000      10.477121     -8.187123e-07  0.00  0.00   -0.742000              9.788370e-05     0.00  
2.000000      11.000000     -8.187123e-07  0.00  0.00   -0.817000              6.077296e-02     0.00  
3.000000      7.000000       3.204353e-09  0.00  0.00   -5.733000              1.662304e-12     0.00  
3.000000      8.000000      -2.883918e-08  0.00  0.00   -5.732000              1.666136e-12     0.00  
3.000000      8.301030      -8.811971e-08  0.00  0.00   -5.732000              1.666136e-12     0.00  
3.000000      8.602060      -2.355200e-07  0.00  0.00   -5.732000              1.666136e-12     0.00  
3.000000      8.845098      -5.030835e-07  0.00  0.00   -5.732000              1.666136e-12     0.00  
3.000000      9.000000      -7.450121e-07  0.00  0.00   -5.732000              1.669977e-12     0.00  
3.000000      9.176091      -8.107014e-07  0.00  0.00   -5.734000              1.760801e-12     0.00  
3.000000      9.301030      -8.171101e-07  0.00  0.00   -5.737000              2.369793e-12     0.00  
3.000000      9.477121      -8.187123e-07  0.00  0.00   -5.651000              1.323459e-11     0.00  
3.000000      9.698970      -8.187123e-07  0.00  0.00   -4.387000              6.452238e-10     0.00  
3.000000      10.000000     -8.187123e-07  0.00  0.00   -1.956000              1.673826e-07     0.00  
3.000000      10.477121     -8.187123e-07  0.00  0.00   -0.742000              9.788370e-05     0.00  
3.000000      11.000000     -8.187123e-07  0.00  0.00   -0.817000              6.077296e-02     0.00  
4.000000      7.000000       1.922612e-08  0.00  0.00   -5.740000              1.628210e-12     0.00  
4.000000      8.000000       8.010883e-09  0.00  0.00   -5.738000              1.639496e-12     0.00  
4.000000      8.301030      -2.082830e-08  0.00  0.00   -5.737000              1.647064e-12     0.00  
4.000000      8.602060      -1.073458e-07  0.00  0.00   -5.735000              1.654666e-12     0.00  
4.000000      8.845098      -2.787787e-07  0.00  0.00   -5.734000              1.658481e-12     0.00  
4.000000      9.000000      -4.838573e-07  0.00  0.00   -5.734000              1.662304e-12     0.00  
4.000000      9.176091      -7.434100e-07  0.00  0.00   -5.734000              1.732648e-12     0.00  
4.000000      9.301030      -7.962818e-07  0.00  0.00   -5.737000              2.315850e-12     0.00  
4.000000      9.477121      -8.123036e-07  0.00  0.00   -5.652000              1.311325e-11     0.00  
4.000000      9.698970      -8.171101e-07  0.00  0.00   -4.387000              6.437398e-10     0.00  
4.000000      10.000000     -8.187123e-07  0.00  0.00   -1.956000              1.673826e-07     0.00  
4.000000      10.477121     -8.187123e-07  0.00  0.00   -0.742000              9.788370e-05     0.00  
4.000000      11.000000     -8.187123e-07  0.00  0.00   -0.817000              6.077296e-02     0.00  
5.000000      7.000000       8.491536e-08  0.00  0.00   -5.773000              1.481530e-12     0.00  
5.000000      8.000000       8.331318e-08  0.00  0.00   -5.772000              1.488368e-12     0.00  
5.000000      8.301030       7.530230e-08  0.00  0.00   -5.769000              1.502140e-12     0.00  
5.000000      8.602060       4.165659e-08  0.00  0.00   -5.763000              1.530067e-12     0.00  
5.000000      8.845098      -4.165659e-08  0.00  0.00   -5.756000              1.562106e-12     0.00  
5.000000      9.000000      -1.570133e-07  0.00  0.00   -5.751000              1.587488e-12     0.00  
5.000000      9.176091      -3.941355e-07  0.00  0.00   -5.746000              1.624465e-12     0.00  
5.000000      9.301030      -6.136337e-07  0.00  0.00   -5.744000              1.975652e-12     0.00  
5.000000      9.477121      -7.626361e-07  0.00  0.00   -5.654000              1.195943e-11     0.00  
5.000000      9.698970      -8.042927e-07  0.00  0.00   -4.387000              6.349074e-10     0.00  
5.000000      10.000000     -8.155079e-07  0.00  0.00   -1.956000              1.669977e-07     0.00  
5.000000      10.477121     -8.187123e-07  0.00  0.00   -0.742000              9.788370e-05     0.00  
5.000000      11.000000     -8.187123e-07  0.00  0.00   -0.817000              6.077296e-02     0.00  
6.000000      7.000000       3.444680e-07  0.00  0.00   -5.962000              9.114029e-13     0.00  
6.000000      8.000000       3.428658e-07  0.00  0.00   -5.961000              9.135039e-13     0.00  
6.000000      8.301030       3.412636e-07  0.00  0.00   -5.958000              9.198360e-13     0.00  
6.000000      8.602060       3.316506e-07  0.00  0.00   -5.948000              9.499711e-13     0.00  
6.000000      8.845098       3.028114e-07  0.00  0.00   -5.925000              1.017912e-12     0.00  
6.000000      9.000000       2.579504e-07  0.00  0.00   -5.899000              1.098273e-12     0.00  
6.000000      9.176091       1.490024e-07  0.00  0.00   -5.860000              1.220985e-12     0.00  
6.000000      9.301030       1.602177e-09  0.00  0.00   -5.828000              1.373126e-12     0.00  
6.000000      9.477121      -3.396614e-07  0.00  0.00   -5.687000              6.133529e-12     0.00  
6.000000      9.698970      -6.729142e-07  0.00  0.00   -4.389000              5.568143e-10     0.00  
6.000000      10.000000     -7.866687e-07  0.00  0.00   -1.957000              1.650861e-07     0.00  
6.000000      10.477121     -8.155079e-07  0.00  0.00   -0.742000              9.765858e-05     0.00  
6.000000      11.000000     -8.187123e-07  0.00  0.00   -0.817000              6.077296e-02     0.00  
7.000000      7.000000       1.140750e-06  0.00  0.00   -6.790000              2.273581e-13     0.00  
7.000000      8.000000       1.139148e-06  0.00  0.00   -6.790000              2.273581e-13     0.00  
7.000000      8.301030       1.139148e-06  0.00  0.00   -6.789000              2.278822e-13     0.00  
7.000000      8.602060       1.134341e-06  0.00  0.00   -6.783000              2.299908e-13     0.00  
