!61zn -> 61cu, e- capture
!Q=-5.126 MeV
!
!rhoY         temp          mu             dQ    Vs     e-cap-rate        nu-energy-loss gamma-energy
!g/cm^3       K             1/s            erg   erg    1/s               erg/s          erg/s
1.000000e+01  1.000000e+07  -4.806530e-09  0.00  0.00   1.644372e-07      2.646735e-08   0.00  
1.000000e+01  1.000000e+08  -9.292624e-08  0.00  0.00   5.260173e-08      2.646735e-08   0.00  
1.000000e+01  2.000000e+08  -2.146917e-07  0.00  0.00   3.758374e-08      2.640647e-08   0.00  
1.000000e+01  4.000000e+08  -4.902661e-07  0.00  0.00   2.691535e-08      2.539279e-08   0.00  
1.000000e+01  7.000000e+08  -8.058948e-07  0.00  0.00   8.953648e-08      2.310524e-08   0.00  
1.000000e+01  1.000000e+09  -8.187123e-07  0.00  0.00   1.603245e-06      2.176258e-08   0.00  
1.000000e+01  1.500000e+09  -8.187123e-07  0.00  0.00   2.137962e-05      2.166259e-08   0.00  
1.000000e+01  2.000000e+09  -8.187123e-07  0.00  0.00   9.660509e-05      2.353479e-08   0.00  
1.000000e+01  3.000000e+09  -8.187123e-07  0.00  0.00   6.309573e-04      3.248706e-08   0.00  
1.000000e+01  5.000000e+09  -8.187123e-07  0.00  0.00   6.039486e-03      8.408343e-08   0.00  
1.000000e+01  1.000000e+10  -8.187123e-07  0.00  0.00   1.887991e-01      1.613282e-06   0.00  
1.000000e+01  3.000000e+10  -8.187123e-07  0.00  0.00   8.279422e+01      1.620729e-03   0.00  
1.000000e+01  1.000000e+11  -8.187123e-07  0.00  0.00   4.634469e+04      3.116810e+00   0.00  
1.000000e+02  1.000000e+07  -1.602177e-09  0.00  0.00   1.566751e-06      2.646735e-08   0.00  
1.000000e+02  1.000000e+08  -6.088271e-08  0.00  0.00   5.260173e-07      2.646735e-08   0.00  
1.000000e+02  2.000000e+08  -1.522068e-07  0.00  0.00   3.758374e-07      2.640647e-08   0.00  
1.000000e+02  4.000000e+08  -3.636941e-07  0.00  0.00   2.691535e-07      2.539279e-08   0.00  
1.000000e+02  7.000000e+08  -7.145708e-07  0.00  0.00   2.317395e-07      2.310524e-08   0.00  
1.000000e+02  1.000000e+09  -8.107014e-07  0.00  0.00   1.682674e-06      2.176258e-08   0.00  
1.000000e+02  1.500000e+09  -8.187123e-07  0.00  0.00   2.147830e-05      2.166259e-08   0.00  
1.000000e+02  2.000000e+09  -8.187123e-07  0.00  0.00   9.682779e-05      2.353479e-08   0.00  
1.000000e+02  3.000000e+09  -8.187123e-07  0.00  0.00   6.324119e-04      3.248706e-08   0.00  
1.000000e+02  5.000000e+09  -8.187123e-07  0.00  0.00   6.039486e-03      8.408343e-08   0.00  
1.000000e+02  1.000000e+10  -8.187123e-07  0.00  0.00   1.887991e-01      1.613282e-06   0.00  
1.000000e+02  3.000000e+10  -8.187123e-07  0.00  0.00   8.279422e+01      1.620729e-03   0.00  
1.000000e+02  1.000000e+11  -8.187123e-07  0.00  0.00   4.634469e+04      3.116810e+00   0.00  
1.000000e+03  1.000000e+07   3.204353e-09  0.00  0.00   1.161449e-05      2.652836e-08   0.00  
1.000000e+03  1.000000e+08  -2.883918e-08  0.00  0.00   5.176068e-06      2.646735e-08   0.00  
