!59fe -> 59co, beta-decay
!Q=-2.0762 MeV
!
!log(rhoY)    log(temp)     mu             dQ    VS     log(beta-decay-rate)   nu-energy-loss   gamma-energy
!log(g/cm^3)  log(K)        1/s            erg   erg    log(1/s)               erg/s            erg/s
1.000000      7.000000      -4.806530e-09  0.00  0.00   -6.742000              7.459512e-14     0.00  
1.000000      8.000000      -9.292624e-08  0.00  0.00   -6.742000              7.459512e-14     0.00  
1.000000      8.301030      -2.146917e-07  0.00  0.00   -6.742000              7.459512e-14     0.00  
1.000000      8.602060      -4.902661e-07  0.00  0.00   -6.741000              7.545889e-14     0.00  
1.000000      8.845098      -8.058948e-07  0.00  0.00   -6.528000              2.855686e-13     0.00  
1.000000      9.000000      -8.187123e-07  0.00  0.00   -5.879000              2.221828e-12     0.00  
1.000000      9.176091      -8.187123e-07  0.00  0.00   -5.161000              1.281476e-11     0.00  
1.000000      9.301030      -8.187123e-07  0.00  0.00   -4.788000              3.116810e-11     0.00  
1.000000      9.477121      -8.187123e-07  0.00  0.00   -4.318000              1.160674e-10     0.00  
1.000000      9.698970      -8.187123e-07  0.00  0.00   -3.170000              3.038858e-09     0.00  
1.000000      10.000000     -8.187123e-07  0.00  0.00   -1.508000              2.252736e-07     0.00  
1.000000      10.477121     -8.187123e-07  0.00  0.00   -0.344000              1.083204e-04     0.00  
1.000000      11.000000     -8.187123e-07  0.00  0.00   0.062000               1.139490e-01     0.00  
2.000000      7.000000      -1.602177e-09  0.00  0.00   -6.743000              7.442355e-14     0.00  
2.000000      8.000000      -6.088271e-08  0.00  0.00   -6.742000              7.459512e-14     0.00  
2.000000      8.301030      -1.522068e-07  0.00  0.00   -6.742000              7.459512e-14     0.00  
2.000000      8.602060      -3.636941e-07  0.00  0.00   -6.741000              7.545889e-14     0.00  
2.000000      8.845098      -7.145708e-07  0.00  0.00   -6.528000              2.855686e-13     0.00  
2.000000      9.000000      -8.107014e-07  0.00  0.00   -5.879000              2.221828e-12     0.00  
2.000000      9.176091      -8.187123e-07  0.00  0.00   -5.161000              1.281476e-11     0.00  
2.000000      9.301030      -8.187123e-07  0.00  0.00   -4.788000              3.116810e-11     0.00  
2.000000      9.477121      -8.187123e-07  0.00  0.00   -4.318000              1.160674e-10     0.00  
2.000000      9.698970      -8.187123e-07  0.00  0.00   -3.170000              3.038858e-09     0.00  
2.000000      10.000000     -8.187123e-07  0.00  0.00   -1.508000              2.252736e-07     0.00  
2.000000      10.477121     -8.187123e-07  0.00  0.00   -0.344000              1.083204e-04     0.00  
2.000000      11.000000     -8.187123e-07  0.00  0.00   0.062000               1.139490e-01     0.00  
3.000000      7.000000       3.204353e-09  0.00  0.00   -6.748000              7.323360e-14     0.00  
3.000000      8.000000      -2.883918e-08  0.00  0.00   -6.745000              7.408161e-14     0.00  
3.000000      8.301030      -8.811971e-08  0.00  0.00   -6.744000              7.425238e-14     0.00  
3.000000      8.602060      -2.355200e-07  0.00  0.00   -6.742000              7.511218e-14     0.00  
3.000000      8.845098      -5.030835e-07  0.00  0.00   -6.528000              2.855686e-13     0.00  
3.000000      9.000000      -7.450121e-07  0.00  0.00   -5.879000              2.221828e-12     0.00  
