!58mn -> 58fe, beta-decay
!Q=-6.758 MeV
!
!log(rhoY)    log(temp)     mu             dQ    VS     log(beta-decay-rate)   nu-energy-loss   gamma-energy
!log(g/cm^3)  log(K)        1/s            erg   erg    log(1/s)               erg/s            erg/s
1.000000      7.000000      -4.806530e-09  0.00  0.00   -0.566000              1.401879e-06     0.00  
1.000000      8.000000      -9.292624e-08  0.00  0.00   -0.581000              1.351171e-06     0.00  
1.000000      8.301030      -2.146917e-07  0.00  0.00   -0.667000              1.098273e-06     0.00  
1.000000      8.602060      -4.902661e-07  0.00  0.00   -0.846000              7.123778e-07     0.00  
1.000000      8.845098      -8.058948e-07  0.00  0.00   -0.995000              4.939812e-07     0.00  
1.000000      9.000000      -8.187123e-07  0.00  0.00   -1.067000              4.118228e-07     0.00  
1.000000      9.176091      -8.187123e-07  0.00  0.00   -1.122000              3.603383e-07     0.00  
1.000000      9.301030      -8.187123e-07  0.00  0.00   -1.133000              3.521360e-07     0.00  
1.000000      9.477121      -8.187123e-07  0.00  0.00   -1.079000              4.137237e-07     0.00  
1.000000      9.698970      -8.187123e-07  0.00  0.00   -0.852000              7.757297e-07     0.00  
1.000000      10.000000     -8.187123e-07  0.00  0.00   -0.405000              2.895412e-06     0.00  
1.000000      10.477121     -8.187123e-07  0.00  0.00   0.061000               3.595095e-04     0.00  
1.000000      11.000000     -8.187123e-07  0.00  0.00   0.210000               5.898076e-01     0.00  
2.000000      7.000000      -1.602177e-09  0.00  0.00   -0.566000              1.401879e-06     0.00  
2.000000      8.000000      -6.088271e-08  0.00  0.00   -0.581000              1.351171e-06     0.00  
2.000000      8.301030      -1.522068e-07  0.00  0.00   -0.667000              1.098273e-06     0.00  
2.000000      8.602060      -3.636941e-07  0.00  0.00   -0.846000              7.123778e-07     0.00  
2.000000      8.845098      -7.145708e-07  0.00  0.00   -0.995000              4.939812e-07     0.00  
2.000000      9.000000      -8.107014e-07  0.00  0.00   -1.067000              4.118228e-07     0.00  
2.000000      9.176091      -8.187123e-07  0.00  0.00   -1.122000              3.603383e-07     0.00  
2.000000      9.301030      -8.187123e-07  0.00  0.00   -1.133000              3.521360e-07     0.00  
2.000000      9.477121      -8.187123e-07  0.00  0.00   -1.079000              4.137237e-07     0.00  
2.000000      9.698970      -8.187123e-07  0.00  0.00   -0.852000              7.757297e-07     0.00  
2.000000      10.000000     -8.187123e-07  0.00  0.00   -0.405000              2.895412e-06     0.00  
2.000000      10.477121     -8.187123e-07  0.00  0.00   0.061000               3.595095e-04     0.00  
2.000000      11.000000     -8.187123e-07  0.00  0.00   0.210000               5.898076e-01     0.00  
3.000000      7.000000       3.204353e-09  0.00  0.00   -0.566000              1.401879e-06     0.00  
3.000000      8.000000      -2.883918e-08  0.00  0.00   -0.581000              1.351171e-06     0.00  
3.000000      8.301030      -8.811971e-08  0.00  0.00   -0.667000              1.098273e-06     0.00  
3.000000      8.602060      -2.355200e-07  0.00  0.00   -0.846000              7.123778e-07     0.00  
3.000000      8.845098      -5.030835e-07  0.00  0.00   -0.995000              4.939812e-07     0.00  
3.000000      9.000000      -7.450121e-07  0.00  0.00   -1.067000              4.118228e-07     0.00  
3.000000      9.176091      -8.107014e-07  0.00  0.00   -1.122000              3.603383e-07     0.00  
3.000000      9.301030      -8.171101e-07  0.00  0.00   -1.133000              3.521360e-07     0.00  
3.000000      9.477121      -8.187123e-07  0.00  0.00   -1.079000              4.137237e-07     0.00  
3.000000      9.698970      -8.187123e-07  0.00  0.00   -0.852000              7.757297e-07     0.00  
3.000000      10.000000     -8.187123e-07  0.00  0.00   -0.405000              2.895412e-06     0.00  
