!53cr -> 53mn, beta-decay
!Q=0.086 MeV
!
!log(rhoY)    log(temp)     mu             dQ    VS     log(beta-decay-rate)   nu-energy-loss   gamma-energy
!log(g/cm^3)  log(K)        1/s            erg   erg    log(1/s)               erg/s            erg/s
1.000000      7.000000      -4.806530e-09  0.00  0.00   -99.999000             1.605870e-106    0.00  
1.000000      8.000000      -9.292624e-08  0.00  0.00   -56.668000             9.631865e-64     0.00  
1.000000      8.301030      -2.146917e-07  0.00  0.00   -31.318000             2.171253e-38     0.00  
1.000000      8.602060      -4.902661e-07  0.00  0.00   -18.643000             1.650861e-25     0.00  
1.000000      8.845098      -8.058948e-07  0.00  0.00   -13.197000             1.805969e-19     0.00  
1.000000      9.000000      -8.187123e-07  0.00  0.00   -10.974000             1.724687e-17     0.00  
1.000000      9.176091      -8.187123e-07  0.00  0.00   -9.151000              1.147388e-15     0.00  
1.000000      9.301030      -8.187123e-07  0.00  0.00   -8.142000              1.728663e-14     0.00  
1.000000      9.477121      -8.187123e-07  0.00  0.00   -6.614000              9.698630e-13     0.00  
1.000000      9.698970      -8.187123e-07  0.00  0.00   -4.386000              1.818488e-10     0.00  
1.000000      10.000000     -8.187123e-07  0.00  0.00   -2.296000              4.599498e-08     0.00  
1.000000      10.477121     -8.187123e-07  0.00  0.00   -0.912000              5.619665e-05     0.00  
1.000000      11.000000     -8.187123e-07  0.00  0.00   -0.430000              6.834557e-02     0.00  
2.000000      7.000000      -1.602177e-09  0.00  0.00   -99.999000             1.605870e-106    0.00  
2.000000      8.000000      -6.088271e-08  0.00  0.00   -56.668000             9.631865e-64     0.00  
2.000000      8.301030      -1.522068e-07  0.00  0.00   -31.318000             2.156306e-38     0.00  
2.000000      8.602060      -3.636941e-07  0.00  0.00   -18.643000             1.083204e-25     0.00  
2.000000      8.845098      -7.145708e-07  0.00  0.00   -13.197000             8.764162e-20     0.00  
2.000000      9.000000      -8.107014e-07  0.00  0.00   -10.974000             1.666136e-17     0.00  
