!57v -> 57cr, beta-decay
!Q=-8.531 MeV
!
!log(rhoY)    log(temp)     mu             dQ    VS     log(beta-decay-rate)   nu-energy-loss   gamma-energy
!log(g/cm^3)  log(K)        1/s            erg   erg    log(1/s)               erg/s            erg/s
1.000000      7.000000      -4.806530e-09  0.00  0.00   0.355000               1.434533e-05     0.00  
1.000000      8.000000      -9.292624e-08  0.00  0.00   0.355000               1.434533e-05     0.00  
1.000000      8.301030      -2.146917e-07  0.00  0.00   0.356000               1.437839e-05     0.00  
1.000000      8.602060      -4.902661e-07  0.00  0.00   0.359000               1.447806e-05     0.00  
1.000000      8.845098      -8.058948e-07  0.00  0.00   0.363000               1.467947e-05     0.00  
1.000000      9.000000      -8.187123e-07  0.00  0.00   0.365000               1.474723e-05     0.00  
1.000000      9.176091      -8.187123e-07  0.00  0.00   0.364000               1.481530e-05     0.00  
1.000000      9.301030      -8.187123e-07  0.00  0.00   0.363000               1.478122e-05     0.00  
1.000000      9.477121      -8.187123e-07  0.00  0.00   0.359000               1.471331e-05     0.00  
1.000000      9.698970      -8.187123e-07  0.00  0.00   0.347000               1.461202e-05     0.00  
1.000000      10.000000     -8.187123e-07  0.00  0.00   0.378000               1.930680e-05     0.00  
1.000000      10.477121     -8.187123e-07  0.00  0.00   0.516000               4.433129e-04     0.00  
1.000000      11.000000     -8.187123e-07  0.00  0.00   0.458000               3.878916e-01     0.00  
2.000000      7.000000      -1.602177e-09  0.00  0.00   0.355000               1.434533e-05     0.00  
2.000000      8.000000      -6.088271e-08  0.00  0.00   0.355000               1.434533e-05     0.00  
2.000000      8.301030      -1.522068e-07  0.00  0.00   0.356000               1.437839e-05     0.00  
2.000000      8.602060      -3.636941e-07  0.00  0.00   0.359000               1.447806e-05     0.00  
2.000000      8.845098      -7.145708e-07  0.00  0.00   0.363000               1.467947e-05     0.00  
2.000000      9.000000      -8.107014e-07  0.00  0.00   0.365000               1.474723e-05     0.00  
2.000000      9.176091      -8.187123e-07  0.00  0.00   0.364000               1.481530e-05     0.00  
2.000000      9.301030      -8.187123e-07  0.00  0.00   0.363000               1.478122e-05     0.00  
2.000000      9.477121      -8.187123e-07  0.00  0.00   0.359000               1.471331e-05     0.00  
2.000000      9.698970      -8.187123e-07  0.00  0.00   0.347000               1.461202e-05     0.00  
2.000000      10.000000     -8.187123e-07  0.00  0.00   0.378000               1.930680e-05     0.00  
2.000000      10.477121     -8.187123e-07  0.00  0.00   0.516000               4.433129e-04     0.00  
2.000000      11.000000     -8.187123e-07  0.00  0.00   0.458000               3.878916e-01     0.00  
3.000000      7.000000       3.204353e-09  0.00  0.00   0.355000               1.434533e-05     0.00  
3.000000      8.000000      -2.883918e-08  0.00  0.00   0.355000               1.434533e-05     0.00  
3.000000      8.301030      -8.811971e-08  0.00  0.00   0.356000               1.437839e-05     0.00  
3.000000      8.602060      -2.355200e-07  0.00  0.00   0.359000               1.447806e-05     0.00  
3.000000      8.845098      -5.030835e-07  0.00  0.00   0.363000               1.467947e-05     0.00  
3.000000      9.000000      -7.450121e-07  0.00  0.00   0.365000               1.474723e-05     0.00  
3.000000      9.176091      -8.107014e-07  0.00  0.00   0.364000               1.481530e-05     0.00  
3.000000      9.301030      -8.171101e-07  0.00  0.00   0.363000               1.478122e-05     0.00  
3.000000      9.477121      -8.187123e-07  0.00  0.00   0.359000               1.471331e-05     0.00  
3.000000      9.698970      -8.187123e-07  0.00  0.00   0.347000               1.461202e-05     0.00  
3.000000      10.000000     -8.187123e-07  0.00  0.00   0.378000               1.930680e-05     0.00  
3.000000      10.477121     -8.187123e-07  0.00  0.00   0.516000               4.433129e-04     0.00  
3.000000      11.000000     -8.187123e-07  0.00  0.00   0.458000               3.878916e-01     0.00  
4.000000      7.000000       1.922612e-08  0.00  0.00   0.355000               1.434533e-05     0.00  
4.000000      8.000000       8.010883e-09  0.00  0.00   0.355000               1.434533e-05     0.00  
4.000000      8.301030      -2.082830e-08  0.00  0.00   0.356000               1.434533e-05     0.00  
4.000000      8.602060      -1.073458e-07  0.00  0.00   0.359000               1.447806e-05     0.00  
4.000000      8.845098      -2.787787e-07  0.00  0.00   0.363000               1.467947e-05     0.00  
4.000000      9.000000      -4.838573e-07  0.00  0.00   0.365000               1.474723e-05     0.00  
4.000000      9.176091      -7.434100e-07  0.00  0.00   0.364000               1.481530e-05     0.00  
4.000000      9.301030      -7.962818e-07  0.00  0.00   0.363000               1.478122e-05     0.00  
4.000000      9.477121      -8.123036e-07  0.00  0.00   0.359000               1.471331e-05     0.00  
4.000000      9.698970      -8.171101e-07  0.00  0.00   0.347000               1.461202e-05     0.00  
4.000000      10.000000     -8.187123e-07  0.00  0.00   0.378000               1.926240e-05     0.00  
4.000000      10.477121     -8.187123e-07  0.00  0.00   0.516000               4.433129e-04     0.00  
4.000000      11.000000     -8.187123e-07  0.00  0.00   0.458000               3.878916e-01     0.00  
5.000000      7.000000       8.491536e-08  0.00  0.00   0.355000               1.434533e-05     0.00  
5.000000      8.000000       8.331318e-08  0.00  0.00   0.355000               1.434533e-05     0.00  
5.000000      8.301030       7.530230e-08  0.00  0.00   0.355000               1.434533e-05     0.00  
5.000000      8.602060       4.165659e-08  0.00  0.00   0.358000               1.447806e-05     0.00  
5.000000      8.845098      -4.165659e-08  0.00  0.00   0.363000               1.464571e-05     0.00  
5.000000      9.000000      -1.570133e-07  0.00  0.00   0.364000               1.474723e-05     0.00  
5.000000      9.176091      -3.941355e-07  0.00  0.00   0.364000               1.478122e-05     0.00  
5.000000      9.301030      -6.136337e-07  0.00  0.00   0.363000               1.478122e-05     0.00  
5.000000      9.477121      -7.626361e-07  0.00  0.00   0.359000               1.471331e-05     0.00  
5.000000      9.698970      -8.042927e-07  0.00  0.00   0.347000               1.461202e-05     0.00  
5.000000      10.000000     -8.155079e-07  0.00  0.00   0.378000               1.926240e-05     0.00  
5.000000      10.477121     -8.187123e-07  0.00  0.00   0.516000               4.433129e-04     0.00  
5.000000      11.000000     -8.187123e-07  0.00  0.00   0.458000               3.878916e-01     0.00  
6.000000      7.000000       3.444680e-07  0.00  0.00   0.353000               1.424657e-05     0.00  
6.000000      8.000000       3.428658e-07  0.00  0.00   0.353000               1.424657e-05     0.00  
6.000000      8.301030       3.412636e-07  0.00  0.00   0.354000               1.424657e-05     0.00  
6.000000      8.602060       3.316506e-07  0.00  0.00   0.357000               1.437839e-05     0.00  
6.000000      8.845098       3.028114e-07  0.00  0.00   0.361000               1.457842e-05     0.00  
6.000000      9.000000       2.579504e-07  0.00  0.00   0.363000               1.467947e-05     0.00  
6.000000      9.176091       1.490024e-07  0.00  0.00   0.363000               1.471331e-05     0.00  
6.000000      9.301030       1.602177e-09  0.00  0.00   0.362000               1.471331e-05     0.00  
6.000000      9.477121      -3.396614e-07  0.00  0.00   0.358000               1.464571e-05     0.00  
6.000000      9.698970      -6.729142e-07  0.00  0.00   0.346000               1.457842e-05     0.00  
6.000000      10.000000     -7.866687e-07  0.00  0.00   0.378000               1.921810e-05     0.00  
6.000000      10.477121     -8.155079e-07  0.00  0.00   0.516000               4.422933e-04     0.00  
6.000000      11.000000     -8.187123e-07  0.00  0.00   0.458000               3.878916e-01     0.00  
7.000000      7.000000       1.140750e-06  0.00  0.00   0.342000               1.369968e-05     0.00  
7.000000      8.000000       1.139148e-06  0.00  0.00   0.342000               1.369968e-05     0.00  
7.000000      8.301030       1.139148e-06  0.00  0.00   0.342000               1.369968e-05     0.00  
7.000000      8.602060       1.134341e-06  0.00  0.00   0.345000               1.379464e-05     0.00  
7.000000      8.845098       1.123126e-06  0.00  0.00   0.350000               1.398654e-05     0.00  
7.000000      9.000000       1.103900e-06  0.00  0.00   0.352000               1.408349e-05     0.00  
7.000000      9.176091       1.060641e-06  0.00  0.00   0.352000               1.414850e-05     0.00  
7.000000      9.301030       9.965539e-07  0.00  0.00   0.351000               1.418112e-05     0.00  
7.000000      9.477121       8.171101e-07  0.00  0.00   0.348000               1.414850e-05     0.00  
7.000000      9.698970       2.996070e-07  0.00  0.00   0.340000               1.414850e-05     0.00  
7.000000      10.000000     -5.046856e-07  0.00  0.00   0.375000               1.873745e-05     0.00  
7.000000      10.477121     -7.850666e-07  0.00  0.00   0.516000               4.402612e-04     0.00  
7.000000      11.000000     -8.155079e-07  0.00  0.00   0.458000               3.878916e-01     0.00  
8.000000      7.000000       3.101814e-06  0.00  0.00   0.262000               1.048843e-05     0.00  
8.000000      8.000000       3.101814e-06  0.00  0.00   0.262000               1.048843e-05     0.00  
8.000000      8.301030       3.100212e-06  0.00  0.00   0.263000               1.048843e-05     0.00  
8.000000      8.602060       3.098610e-06  0.00  0.00   0.266000               1.058548e-05     0.00  
8.000000      8.845098       3.093803e-06  0.00  0.00   0.271000               1.075748e-05     0.00  
8.000000      9.000000       3.085792e-06  0.00  0.00   0.274000               1.085701e-05     0.00  
8.000000      9.176091       3.064964e-06  0.00  0.00   0.275000               1.093227e-05     0.00  
8.000000      9.301030       3.036125e-06  0.00  0.00   0.275000               1.100805e-05     0.00  
8.000000      9.477121       2.954414e-06  0.00  0.00   0.275000               1.108435e-05     0.00  
8.000000      9.698970       2.693259e-06  0.00  0.00   0.274000               1.139490e-05     0.00  
8.000000      10.000000      1.573337e-06  0.00  0.00   0.342000               1.580194e-05     0.00  
8.000000      10.477121     -4.838573e-07  0.00  0.00   0.511000               4.108756e-04     0.00  
8.000000      11.000000     -7.882709e-07  0.00  0.00   0.458000               3.869995e-01     0.00  
9.000000      7.000000       7.480563e-06  0.00  0.00   -0.264000              1.971108e-06     0.00  
9.000000      8.000000       7.480563e-06  0.00  0.00   -0.264000              1.971108e-06     0.00  
9.000000      8.301030       7.480563e-06  0.00  0.00   -0.263000              1.975652e-06     0.00  
9.000000      8.602060       7.480563e-06  0.00  0.00   -0.258000              2.007754e-06     0.00  
9.000000      8.845098       7.477358e-06  0.00  0.00   -0.248000              2.068761e-06     0.00  
9.000000      9.000000       7.474154e-06  0.00  0.00   -0.241000              2.116949e-06     0.00  
9.000000      9.176091       7.464541e-06  0.00  0.00   -0.233000              2.181275e-06     0.00  
9.000000      9.301030       7.450121e-06  0.00  0.00   -0.227000              2.242386e-06     0.00  
9.000000      9.477121       7.413271e-06  0.00  0.00   -0.213000              2.380731e-06     0.00  
9.000000      9.698970       7.291506e-06  0.00  0.00   -0.172000              2.882109e-06     0.00  
9.000000      10.000000      6.724335e-06  0.00  0.00   0.053000               6.648297e-06     0.00  
9.000000      10.477121      2.340780e-06  0.00  0.00   0.460000               2.196395e-04     0.00  
9.000000      11.000000     -5.191052e-07  0.00  0.00   0.455000               3.799360e-01     0.00  
10.000000     7.000000       1.699429e-05  0.00  0.00   -99.999000             1.605870e-106    0.00  
10.000000     8.000000       1.699429e-05  0.00  0.00   -99.999000             1.605870e-106    0.00  
10.000000     8.301030       1.699429e-05  0.00  0.00   -70.474000             2.777860e-78     0.00  
10.000000     8.602060       1.699429e-05  0.00  0.00   -37.003000             1.650861e-44     0.00  
10.000000     8.845098       1.699269e-05  0.00  0.00   -22.345000             1.351171e-29     0.00  
10.000000     9.000000       1.699108e-05  0.00  0.00   -16.312000             2.107222e-23     0.00  
10.000000     9.176091       1.698628e-05  0.00  0.00   -11.453000             2.284075e-18     0.00  
10.000000     9.301030       1.697987e-05  0.00  0.00   -8.912000              1.048843e-15     0.00  
10.000000     9.477121       1.696224e-05  0.00  0.00   -6.214000              7.721655e-13     0.00  
10.000000     9.698970       1.690617e-05  0.00  0.00   -3.823000              3.052885e-10     0.00  
10.000000     10.000000      1.664181e-05  0.00  0.00   -1.753000              6.482020e-08     0.00  
10.000000     10.477121      1.386203e-05  0.00  0.00   -0.078000              1.822680e-05     0.00  
10.000000     11.000000      2.164541e-06  0.00  0.00   0.427000               3.131197e-01     0.00  
11.000000     7.000000       3.752778e-05  0.00  0.00   -99.999000             1.605870e-106    0.00  
11.000000     8.000000       3.752778e-05  0.00  0.00   -99.999000             1.605870e-106    0.00  
11.000000     8.301030       3.752778e-05  0.00  0.00   -99.999000             1.605870e-106    0.00  
11.000000     8.602060       3.752778e-05  0.00  0.00   -99.999000             1.605870e-106    0.00  
11.000000     8.845098       3.752618e-05  0.00  0.00   -99.999000             1.605870e-106    0.00  
11.000000     9.000000       3.752618e-05  0.00  0.00   -80.727000             7.650862e-88     0.00  
11.000000     9.176091       3.752298e-05  0.00  0.00   -54.360000             2.646735e-61     0.00  
11.000000     9.301030       3.752137e-05  0.00  0.00   -41.069000             6.834557e-48     0.00  
11.000000     9.477121       3.751176e-05  0.00  0.00   -27.626000             2.797115e-34     0.00  
11.000000     9.698970       3.748613e-05  0.00  0.00   -16.648000             4.282628e-23     0.00  
11.000000     10.000000      3.736436e-05  0.00  0.00   -8.150000              2.436186e-14     0.00  
11.000000     10.477121      3.605538e-05  0.00  0.00   -2.177000              1.036837e-07     0.00  
11.000000     11.000000      2.244810e-05  0.00  0.00   0.105000               7.256219e-02     0.00  
