!60fe -> 60co, beta-decay
!Q=-0.748 MeV
!
!log(rhoY)    log(temp)     mu             dQ    VS     log(beta-decay-rate)   nu-energy-loss   gamma-energy
!log(g/cm^3)  log(K)        1/s            erg   erg    log(1/s)               erg/s            erg/s
1.000000      7.000000      -4.806530e-09  0.00  0.00   -13.843000             2.949242e-21     0.00  
1.000000      8.000000      -9.292624e-08  0.00  0.00   -13.843000             2.949242e-21     0.00  
1.000000      8.301030      -2.146917e-07  0.00  0.00   -13.843000             2.949242e-21     0.00  
1.000000      8.602060      -4.902661e-07  0.00  0.00   -13.828000             3.286324e-21     0.00  
1.000000      8.845098      -8.058948e-07  0.00  0.00   -10.871000             5.137010e-17     0.00  
1.000000      9.000000      -8.187123e-07  0.00  0.00   -9.093000              2.380731e-15     0.00  
1.000000      9.176091      -8.187123e-07  0.00  0.00   -7.706000              7.042233e-14     0.00  
1.000000      9.301030      -8.187123e-07  0.00  0.00   -6.930000              6.290865e-13     0.00  
1.000000      9.477121      -8.187123e-07  0.00  0.00   -5.524000              1.666136e-11     0.00  
1.000000      9.698970      -8.187123e-07  0.00  0.00   -3.517000              1.613282e-09     0.00  
1.000000      10.000000     -8.187123e-07  0.00  0.00   -1.492000              2.616438e-07     0.00  
1.000000      10.477121     -8.187123e-07  0.00  0.00   -0.387000              1.427941e-04     0.00  
1.000000      11.000000     -8.187123e-07  0.00  0.00   -0.100000              1.801816e-01     0.00  
2.000000      7.000000      -1.602177e-09  0.00  0.00   -13.845000             2.935691e-21     0.00  
2.000000      8.000000      -6.088271e-08  0.00  0.00   -13.843000             2.949242e-21     0.00  
2.000000      8.301030      -1.522068e-07  0.00  0.00   -13.843000             2.949242e-21     0.00  
2.000000      8.602060      -3.636941e-07  0.00  0.00   -13.829000             3.241234e-21     0.00  
2.000000      8.845098      -7.145708e-07  0.00  0.00   -10.872000             2.487198e-17     0.00  
2.000000      9.000000      -8.107014e-07  0.00  0.00   -9.093000              2.289341e-15     0.00  
2.000000      9.176091      -8.187123e-07  0.00  0.00   -7.706000              7.026036e-14     0.00  
2.000000      9.301030      -8.187123e-07  0.00  0.00   -6.930000              6.276397e-13     0.00  
2.000000      9.477121      -8.187123e-07  0.00  0.00   -5.524000              1.666136e-11     0.00  
2.000000      9.698970      -8.187123e-07  0.00  0.00   -3.517000              1.613282e-09     0.00  
2.000000      10.000000     -8.187123e-07  0.00  0.00   -1.492000              2.616438e-07     0.00  
2.000000      10.477121     -8.187123e-07  0.00  0.00   -0.387000              1.427941e-04     0.00  
2.000000      11.000000     -8.187123e-07  0.00  0.00   -0.100000              1.801816e-01     0.00  
