!47ti -> 47sc, e- capture
!Q=1.111 MeV
!
!log(rhoY)    log(temp)     mu              dQ    Vs     log(e-cap-rate)        nu-energy-loss gamma-energy
!g/cm^3       log(K)        1/s             erg   erg    log(1/s)                    erg/s          erg/s
1.000000      7.000000      -4.806530e-09  0.00  0.00   -99.999000             1.605870e-106  0.00  
1.000000      8.000000      -9.292624e-08  0.00  0.00   -42.619000             1.013235e-50   0.00  
1.000000      8.301030      -2.146917e-07  0.00  0.00   -27.038000             7.865211e-35   0.00  
1.000000      8.602060      -4.902661e-07  0.00  0.00   -19.012000             1.724687e-26   0.00  
1.000000      8.845098      -8.058948e-07  0.00  0.00   -14.773000             5.441397e-22   0.00  
1.000000      9.000000      -8.187123e-07  0.00  0.00   -11.945000             5.428882e-19   0.00  
1.000000      9.176091      -8.187123e-07  0.00  0.00   -9.516000              2.294618e-16   0.00  
1.000000      9.301030      -8.187123e-07  0.00  0.00   -8.159000              7.340242e-15   0.00  
1.000000      9.477121      -8.187123e-07  0.00  0.00   -6.560000              4.962613e-13   0.00  
1.000000      9.698970      -8.187123e-07  0.00  0.00   -4.769000              6.678984e-11   0.00  
1.000000      10.000000     -8.187123e-07  0.00  0.00   -2.416000              3.755869e-08   0.00  
1.000000      10.477121     -8.187123e-07  0.00  0.00   0.943000               2.068761e-04   0.00  
1.000000      11.000000     -8.187123e-07  0.00  0.00   3.814000               4.474148e-01   0.00  
2.000000      7.000000      -1.602177e-09  0.00  0.00   -99.999000             1.605870e-106  0.00  
2.000000      8.000000      -6.088271e-08  0.00  0.00   -41.618000             1.017912e-49   0.00  
2.000000      8.301030      -1.522068e-07  0.00  0.00   -26.037000             7.883342e-34   0.00  
2.000000      8.602060      -3.636941e-07  0.00  0.00   -18.012000             1.724687e-25   0.00  
2.000000      8.845098      -7.145708e-07  0.00  0.00   -14.360000             1.408349e-21   0.00  
2.000000      9.000000      -8.107014e-07  0.00  0.00   -11.923000             5.697842e-19   0.00  
2.000000      9.176091      -8.187123e-07  0.00  0.00   -9.515000              2.305209e-16   0.00  
2.000000      9.301030      -8.187123e-07  0.00  0.00   -8.158000              7.340242e-15   0.00  
2.000000      9.477121      -8.187123e-07  0.00  0.00   -6.560000              4.962613e-13   0.00  
2.000000      9.698970      -8.187123e-07  0.00  0.00   -4.769000              6.678984e-11   0.00  
2.000000      10.000000     -8.187123e-07  0.00  0.00   -2.416000              3.755869e-08   0.00  
2.000000      10.477121     -8.187123e-07  0.00  0.00   0.943000               2.068761e-04   0.00  
2.000000      11.000000     -8.187123e-07  0.00  0.00   3.814000               4.474148e-01   0.00  
3.000000      7.000000       3.204353e-09  0.00  0.00   -99.999000             1.605870e-106  0.00  
3.000000      8.000000      -2.883918e-08  0.00  0.00   -40.601000             1.056113e-48   0.00  
3.000000      8.301030      -8.811971e-08  0.00  0.00   -25.032000             7.974627e-33   0.00  
3.000000      8.602060      -2.355200e-07  0.00  0.00   -17.010000             1.732648e-24   0.00  
3.000000      8.845098      -5.030835e-07  0.00  0.00   -13.412000             1.252306e-20   0.00  
3.000000      9.000000      -7.450121e-07  0.00  0.00   -11.717000             9.156097e-19   0.00  
3.000000      9.176091      -8.107014e-07  0.00  0.00   -9.500000              2.380731e-16   0.00  
3.000000      9.301030      -8.171101e-07  0.00  0.00   -8.155000              7.391122e-15   0.00  
3.000000      9.477121      -8.187123e-07  0.00  0.00   -6.560000              4.962613e-13   0.00  
3.000000      9.698970      -8.187123e-07  0.00  0.00   -4.769000              6.678984e-11   0.00  
3.000000      10.000000     -8.187123e-07  0.00  0.00   -2.416000              3.755869e-08   0.00  
3.000000      10.477121     -8.187123e-07  0.00  0.00   0.943000               2.068761e-04   0.00  
3.000000      11.000000     -8.187123e-07  0.00  0.00   3.814000               4.474148e-01   0.00  
4.000000      7.000000       1.922612e-08  0.00  0.00   -99.999000             1.605870e-106  0.00  
4.000000      8.000000       8.010883e-09  0.00  0.00   -39.441000             1.530067e-47   0.00  
4.000000      8.301030      -2.082830e-08  0.00  0.00   -23.977000             9.051288e-32   0.00  
4.000000      8.602060      -1.073458e-07  0.00  0.00   -15.992000             1.805969e-23   0.00  
4.000000      8.845098      -2.787787e-07  0.00  0.00   -12.406000             1.269727e-19   0.00  
4.000000      9.000000      -4.838573e-07  0.00  0.00   -10.895000             6.077296e-18   0.00  
4.000000      9.176091      -7.434100e-07  0.00  0.00   -9.359000              3.301493e-16   0.00  
4.000000      9.301030      -7.962818e-07  0.00  0.00   -8.124000              7.956286e-15   0.00  
4.000000      9.477121      -8.123036e-07  0.00  0.00   -6.554000              5.031650e-13   0.00  
4.000000      9.698970      -8.171101e-07  0.00  0.00   -4.768000              6.678984e-11   0.00  
4.000000      10.000000     -8.187123e-07  0.00  0.00   -2.416000              3.764527e-08   0.00  
4.000000      10.477121     -8.187123e-07  0.00  0.00   0.943000               2.068761e-04   0.00  
4.000000      11.000000     -8.187123e-07  0.00  0.00   3.814000               4.474148e-01   0.00  
5.000000      7.000000       8.491536e-08  0.00  0.00   -99.999000             1.605870e-106  0.00  
5.000000      8.000000       8.331318e-08  0.00  0.00   -37.092000             3.409655e-45   0.00  
5.000000      8.301030       7.530230e-08  0.00  0.00   -22.474000             2.882109e-30   0.00  
5.000000      8.602060       4.165659e-08  0.00  0.00   -14.821000             2.671225e-22   0.00  
5.000000      8.845098      -4.165659e-08  0.00  0.00   -11.339000             1.478122e-18   0.00  
5.000000      9.000000      -1.570133e-07  0.00  0.00   -9.864000              6.541998e-17   0.00  
5.000000      9.176091      -3.941355e-07  0.00  0.00   -8.625000              1.785297e-15   0.00  
5.000000      9.301030      -6.136337e-07  0.00  0.00   -7.835000              1.544224e-14   0.00  
5.000000      9.477121      -7.626361e-07  0.00  0.00   -6.501000              5.671663e-13   0.00  
5.000000      9.698970      -8.042927e-07  0.00  0.00   -4.760000              6.803155e-11   0.00  
5.000000      10.000000     -8.155079e-07  0.00  0.00   -2.415000              3.764527e-08   0.00  
5.000000      10.477121     -8.187123e-07  0.00  0.00   0.943000               2.068761e-04   0.00  
5.000000      11.000000     -8.187123e-07  0.00  0.00   3.814000               4.474148e-01   0.00  
6.000000      7.000000       3.444680e-07  0.00  0.00   -99.999000             1.605870e-106  0.00  
6.000000      8.000000       3.428658e-07  0.00  0.00   -28.898000             5.329794e-37   0.00  
