!56v -> 56cr, beta-decay
!Q=-9.561 MeV
!
!log(rhoY)    log(temp)     mu             dQ    VS     log(beta-decay-rate)   nu-energy-loss   gamma-energy
!log(g/cm^3)  log(K)        1/s            erg   erg    log(1/s)               erg/s            erg/s
1.000000      7.000000      -4.806530e-09  0.00  0.00   -0.639000              1.126446e-06     0.00  
1.000000      8.000000      -9.292624e-08  0.00  0.00   -0.601000              1.284430e-06     0.00  
1.000000      8.301030      -2.146917e-07  0.00  0.00   -0.320000              2.969685e-06     0.00  
1.000000      8.602060      -4.902661e-07  0.00  0.00   0.006000               6.929636e-06     0.00  
1.000000      8.845098      -8.058948e-07  0.00  0.00   0.158000               1.008580e-05     0.00  
1.000000      9.000000      -8.187123e-07  0.00  0.00   0.210000               1.139490e-05     0.00  
1.000000      9.176091      -8.187123e-07  0.00  0.00   0.224000               1.171414e-05     0.00  
1.000000      9.301030      -8.187123e-07  0.00  0.00   0.207000               1.118692e-05     0.00  
1.000000      9.477121      -8.187123e-07  0.00  0.00   0.164000               1.003946e-05     0.00  
1.000000      9.698970      -8.187123e-07  0.00  0.00   0.131000               9.390969e-06     0.00  
1.000000      10.000000     -8.187123e-07  0.00  0.00   0.199000               1.317378e-05     0.00  
1.000000      10.477121     -8.187123e-07  0.00  0.00   0.334000               4.484462e-04     0.00  
1.000000      11.000000     -8.187123e-07  0.00  0.00   0.276000               4.997012e-01     0.00  
2.000000      7.000000      -1.602177e-09  0.00  0.00   -0.639000              1.126446e-06     0.00  
2.000000      8.000000      -6.088271e-08  0.00  0.00   -0.601000              1.284430e-06     0.00  
2.000000      8.301030      -1.522068e-07  0.00  0.00   -0.320000              2.969685e-06     0.00  
2.000000      8.602060      -3.636941e-07  0.00  0.00   0.006000               6.929636e-06     0.00  
2.000000      8.845098      -7.145708e-07  0.00  0.00   0.158000               1.008580e-05     0.00  
2.000000      9.000000      -8.107014e-07  0.00  0.00   0.210000               1.139490e-05     0.00  
2.000000      9.176091      -8.187123e-07  0.00  0.00   0.224000               1.171414e-05     0.00  
2.000000      9.301030      -8.187123e-07  0.00  0.00   0.207000               1.118692e-05     0.00  
2.000000      9.477121      -8.187123e-07  0.00  0.00   0.164000               1.003946e-05     0.00  
2.000000      9.698970      -8.187123e-07  0.00  0.00   0.131000               9.390969e-06     0.00  
2.000000      10.000000     -8.187123e-07  0.00  0.00   0.199000               1.317378e-05     0.00  
2.000000      10.477121     -8.187123e-07  0.00  0.00   0.334000               4.484462e-04     0.00  
2.000000      11.000000     -8.187123e-07  0.00  0.00   0.276000               4.997012e-01     0.00  
3.000000      7.000000       3.204353e-09  0.00  0.00   -0.639000              1.126446e-06     0.00  
3.000000      8.000000      -2.883918e-08  0.00  0.00   -0.601000              1.284430e-06     0.00  
3.000000      8.301030      -8.811971e-08  0.00  0.00   -0.320000              2.969685e-06     0.00  
3.000000      8.602060      -2.355200e-07  0.00  0.00   0.006000               6.929636e-06     0.00  
3.000000      8.845098      -5.030835e-07  0.00  0.00   0.158000               1.008580e-05     0.00  
3.000000      9.000000      -7.450121e-07  0.00  0.00   0.210000               1.139490e-05     0.00  
3.000000      9.176091      -8.107014e-07  0.00  0.00   0.224000               1.171414e-05     0.00  
3.000000      9.301030      -8.171101e-07  0.00  0.00   0.207000               1.118692e-05     0.00  
3.000000      9.477121      -8.187123e-07  0.00  0.00   0.164000               1.003946e-05     0.00  
3.000000      9.698970      -8.187123e-07  0.00  0.00   0.131000               9.390969e-06     0.00  
3.000000      10.000000     -8.187123e-07  0.00  0.00   0.199000               1.317378e-05     0.00  
3.000000      10.477121     -8.187123e-07  0.00  0.00   0.334000               4.484462e-04     0.00  
3.000000      11.000000     -8.187123e-07  0.00  0.00   0.276000               4.997012e-01     0.00  
4.000000      7.000000       1.922612e-08  0.00  0.00   -0.639000              1.126446e-06     0.00  
4.000000      8.000000       8.010883e-09  0.00  0.00   -0.601000              1.281476e-06     0.00  
4.000000      8.301030      -2.082830e-08  0.00  0.00   -0.320000              2.969685e-06     0.00  
4.000000      8.602060      -1.073458e-07  0.00  0.00   0.006000               6.929636e-06     0.00  
4.000000      8.845098      -2.787787e-07  0.00  0.00   0.158000               1.008580e-05     0.00  
4.000000      9.000000      -4.838573e-07  0.00  0.00   0.210000               1.139490e-05     0.00  
4.000000      9.176091      -7.434100e-07  0.00  0.00   0.224000               1.171414e-05     0.00  
4.000000      9.301030      -7.962818e-07  0.00  0.00   0.207000               1.116119e-05     0.00  
4.000000      9.477121      -8.123036e-07  0.00  0.00   0.164000               1.003946e-05     0.00  
4.000000      9.698970      -8.171101e-07  0.00  0.00   0.131000               9.390969e-06     0.00  
4.000000      10.000000     -8.187123e-07  0.00  0.00   0.199000               1.317378e-05     0.00  
4.000000      10.477121     -8.187123e-07  0.00  0.00   0.334000               4.484462e-04     0.00  
4.000000      11.000000     -8.187123e-07  0.00  0.00   0.276000               4.997012e-01     0.00  
5.000000      7.000000       8.491536e-08  0.00  0.00   -0.640000              1.123855e-06     0.00  
5.000000      8.000000       8.331318e-08  0.00  0.00   -0.602000              1.278528e-06     0.00  
5.000000      8.301030       7.530230e-08  0.00  0.00   -0.321000              2.962855e-06     0.00  
5.000000      8.602060       4.165659e-08  0.00  0.00   0.005000               6.913698e-06     0.00  
5.000000      8.845098      -4.165659e-08  0.00  0.00   0.158000               1.008580e-05     0.00  
5.000000      9.000000      -1.570133e-07  0.00  0.00   0.210000               1.139490e-05     0.00  
5.000000      9.176091      -3.941355e-07  0.00  0.00   0.223000               1.171414e-05     0.00  
5.000000      9.301030      -6.136337e-07  0.00  0.00   0.206000               1.116119e-05     0.00  
5.000000      9.477121      -7.626361e-07  0.00  0.00   0.164000               1.003946e-05     0.00  
5.000000      9.698970      -8.042927e-07  0.00  0.00   0.131000               9.390969e-06     0.00  
5.000000      10.000000     -8.155079e-07  0.00  0.00   0.199000               1.317378e-05     0.00  
5.000000      10.477121     -8.187123e-07  0.00  0.00   0.334000               4.484462e-04     0.00  
5.000000      11.000000     -8.187123e-07  0.00  0.00   0.276000               4.997012e-01     0.00  
6.000000      7.000000       3.444680e-07  0.00  0.00   -0.645000              1.108435e-06     0.00  
6.000000      8.000000       3.428658e-07  0.00  0.00   -0.606000              1.263893e-06     0.00  
6.000000      8.301030       3.412636e-07  0.00  0.00   -0.323000              2.942459e-06     0.00  
6.000000      8.602060       3.316506e-07  0.00  0.00   0.004000               6.881932e-06     0.00  
6.000000      8.845098       3.028114e-07  0.00  0.00   0.157000               1.003946e-05     0.00  
6.000000      9.000000       2.579504e-07  0.00  0.00   0.208000               1.134254e-05     0.00  
6.000000      9.176091       1.490024e-07  0.00  0.00   0.222000               1.166032e-05     0.00  
6.000000      9.301030       1.602177e-09  0.00  0.00   0.205000               1.113552e-05     0.00  
6.000000      9.477121      -3.396614e-07  0.00  0.00   0.164000               9.993334e-06     0.00  
6.000000      9.698970      -6.729142e-07  0.00  0.00   0.130000               9.369370e-06     0.00  
6.000000      10.000000     -7.866687e-07  0.00  0.00   0.199000               1.314348e-05     0.00  
6.000000      10.477121     -8.155079e-07  0.00  0.00   0.334000               4.484462e-04     0.00  
6.000000      11.000000     -8.187123e-07  0.00  0.00   0.276000               4.997012e-01     0.00  
7.000000      7.000000       1.140750e-06  0.00  0.00   -0.675000              1.020259e-06     0.00  
7.000000      8.000000       1.139148e-06  0.00  0.00   -0.634000              1.171414e-06     0.00  
7.000000      8.301030       1.139148e-06  0.00  0.00   -0.341000              2.810026e-06     0.00  
7.000000      8.602060       1.134341e-06  0.00  0.00   -0.008000              6.648297e-06     0.00  
7.000000      8.845098       1.123126e-06  0.00  0.00   0.147000               9.720988e-06     0.00  
7.000000      9.000000       1.103900e-06  0.00  0.00   0.199000               1.098273e-05     0.00  
7.000000      9.176091       1.060641e-06  0.00  0.00   0.212000               1.129043e-05     0.00  
7.000000      9.301030       9.965539e-07  0.00  0.00   0.196000               1.078227e-05     0.00  
