!55cr -> 55mn, beta-decay
!Q=-3.1141 MeV
!
!log(rhoY)    log(temp)     mu             dQ    VS     log(beta-decay-rate)   nu-energy-loss   gamma-energy
!log(g/cm^3)  log(K)        1/s            erg   erg    log(1/s)               erg/s            erg/s
1.000000      7.000000      -4.806530e-09  0.00  0.00   -2.477000              8.011436e-09     0.00  
1.000000      8.000000      -9.292624e-08  0.00  0.00   -2.477000              8.011436e-09     0.00  
1.000000      8.301030      -2.146917e-07  0.00  0.00   -2.477000              8.011436e-09     0.00  
1.000000      8.602060      -4.902661e-07  0.00  0.00   -2.477000              8.011436e-09     0.00  
1.000000      8.845098      -8.058948e-07  0.00  0.00   -2.481000              7.937987e-09     0.00  
1.000000      9.000000      -8.187123e-07  0.00  0.00   -2.491000              7.775179e-09     0.00  
1.000000      9.176091      -8.187123e-07  0.00  0.00   -2.516000              7.340242e-09     0.00  
1.000000      9.301030      -8.187123e-07  0.00  0.00   -2.541000              7.026036e-09     0.00  
1.000000      9.477121      -8.187123e-07  0.00  0.00   -2.550000              7.408161e-09     0.00  
1.000000      9.698970      -8.187123e-07  0.00  0.00   -2.238000              2.419415e-08     0.00  
1.000000      10.000000     -8.187123e-07  0.00  0.00   -1.091000              6.119422e-07     0.00  
1.000000      10.477121     -8.187123e-07  0.00  0.00   -0.188000              1.427941e-04     0.00  
1.000000      11.000000     -8.187123e-07  0.00  0.00   0.033000               1.392228e-01     0.00  
2.000000      7.000000      -1.602177e-09  0.00  0.00   -2.477000              8.011436e-09     0.00  
2.000000      8.000000      -6.088271e-08  0.00  0.00   -2.477000              8.011436e-09     0.00  
2.000000      8.301030      -1.522068e-07  0.00  0.00   -2.477000              8.011436e-09     0.00  
2.000000      8.602060      -3.636941e-07  0.00  0.00   -2.477000              8.011436e-09     0.00  
2.000000      8.845098      -7.145708e-07  0.00  0.00   -2.481000              7.937987e-09     0.00  
2.000000      9.000000      -8.107014e-07  0.00  0.00   -2.491000              7.775179e-09     0.00  
2.000000      9.176091      -8.187123e-07  0.00  0.00   -2.516000              7.340242e-09     0.00  
2.000000      9.301030      -8.187123e-07  0.00  0.00   -2.541000              7.026036e-09     0.00  
2.000000      9.477121      -8.187123e-07  0.00  0.00   -2.550000              7.408161e-09     0.00  
2.000000      9.698970      -8.187123e-07  0.00  0.00   -2.238000              2.419415e-08     0.00  
2.000000      10.000000     -8.187123e-07  0.00  0.00   -1.091000              6.119422e-07     0.00  
2.000000      10.477121     -8.187123e-07  0.00  0.00   -0.188000              1.427941e-04     0.00  
2.000000      11.000000     -8.187123e-07  0.00  0.00   0.033000               1.392228e-01     0.00  
3.000000      7.000000       3.204353e-09  0.00  0.00   -2.477000              8.011436e-09     0.00  
3.000000      8.000000      -2.883918e-08  0.00  0.00   -2.477000              8.011436e-09     0.00  
3.000000      8.301030      -8.811971e-08  0.00  0.00   -2.477000              8.011436e-09     0.00  
3.000000      8.602060      -2.355200e-07  0.00  0.00   -2.477000              8.011436e-09     0.00  
3.000000      8.845098      -5.030835e-07  0.00  0.00   -2.481000              7.937987e-09     0.00  
3.000000      9.000000      -7.450121e-07  0.00  0.00   -2.491000              7.775179e-09     0.00  
3.000000      9.176091      -8.107014e-07  0.00  0.00   -2.516000              7.340242e-09     0.00  
3.000000      9.301030      -8.171101e-07  0.00  0.00   -2.541000              7.026036e-09     0.00  
3.000000      9.477121      -8.187123e-07  0.00  0.00   -2.550000              7.408161e-09     0.00  
3.000000      9.698970      -8.187123e-07  0.00  0.00   -2.238000              2.419415e-08     0.00  
3.000000      10.000000     -8.187123e-07  0.00  0.00   -1.091000              6.119422e-07     0.00  
3.000000      10.477121     -8.187123e-07  0.00  0.00   -0.188000              1.427941e-04     0.00  
3.000000      11.000000     -8.187123e-07  0.00  0.00   0.033000               1.392228e-01     0.00  
4.000000      7.000000       1.922612e-08  0.00  0.00   -2.478000              7.993011e-09     0.00  
4.000000      8.000000       8.010883e-09  0.00  0.00   -2.477000              7.993011e-09     0.00  
4.000000      8.301030      -2.082830e-08  0.00  0.00   -2.477000              8.011436e-09     0.00  
4.000000      8.602060      -1.073458e-07  0.00  0.00   -2.477000              8.011436e-09     0.00  
4.000000      8.845098      -2.787787e-07  0.00  0.00   -2.481000              7.937987e-09     0.00  
4.000000      9.000000      -4.838573e-07  0.00  0.00   -2.491000              7.757297e-09     0.00  
4.000000      9.176091      -7.434100e-07  0.00  0.00   -2.516000              7.340242e-09     0.00  
4.000000      9.301030      -7.962818e-07  0.00  0.00   -2.541000              7.026036e-09     0.00  
4.000000      9.477121      -8.123036e-07  0.00  0.00   -2.550000              7.391122e-09     0.00  
4.000000      9.698970      -8.171101e-07  0.00  0.00   -2.238000              2.419415e-08     0.00  
4.000000      10.000000     -8.187123e-07  0.00  0.00   -1.091000              6.119422e-07     0.00  
4.000000      10.477121     -8.187123e-07  0.00  0.00   -0.188000              1.427941e-04     0.00  
4.000000      11.000000     -8.187123e-07  0.00  0.00   0.033000               1.392228e-01     0.00  
5.000000      7.000000       8.491536e-08  0.00  0.00   -2.481000              7.901515e-09     0.00  
5.000000      8.000000       8.331318e-08  0.00  0.00   -2.480000              7.901515e-09     0.00  
5.000000      8.301030       7.530230e-08  0.00  0.00   -2.480000              7.919730e-09     0.00  
5.000000      8.602060       4.165659e-08  0.00  0.00   -2.480000              7.919730e-09     0.00  
5.000000      8.845098      -4.165659e-08  0.00  0.00   -2.483000              7.865211e-09     0.00  
5.000000      9.000000      -1.570133e-07  0.00  0.00   -2.493000              7.703896e-09     0.00  
5.000000      9.176091      -3.941355e-07  0.00  0.00   -2.518000              7.289712e-09     0.00  
5.000000      9.301030      -6.136337e-07  0.00  0.00   -2.542000              6.977669e-09     0.00  
5.000000      9.477121      -7.626361e-07  0.00  0.00   -2.551000              7.357163e-09     0.00  
5.000000      9.698970      -8.042927e-07  0.00  0.00   -2.238000              2.413851e-08     0.00  
5.000000      10.000000     -8.155079e-07  0.00  0.00   -1.091000              6.119422e-07     0.00  
5.000000      10.477121     -8.187123e-07  0.00  0.00   -0.188000              1.427941e-04     0.00  
5.000000      11.000000     -8.187123e-07  0.00  0.00   0.033000               1.392228e-01     0.00  
6.000000      7.000000       3.444680e-07  0.00  0.00   -2.498000              7.391122e-09     0.00  
6.000000      8.000000       3.428658e-07  0.00  0.00   -2.498000              7.408161e-09     0.00  
6.000000      8.301030       3.412636e-07  0.00  0.00   -2.498000              7.408161e-09     0.00  
6.000000      8.602060       3.316506e-07  0.00  0.00   -2.497000              7.408161e-09     0.00  
6.000000      8.845098       3.028114e-07  0.00  0.00   -2.500000              7.374123e-09     0.00  
6.000000      9.000000       2.579504e-07  0.00  0.00   -2.509000              7.239530e-09     0.00  
6.000000      9.176091       1.490024e-07  0.00  0.00   -2.532000              6.913698e-09     0.00  
6.000000      9.301030       1.602177e-09  0.00  0.00   -2.554000              6.663623e-09     0.00  
