!65zn -> 65cu, e- capture
!Q=-0.8409 MeV
!
!log(rhoY)    log(temp)     mu              dQ    Vs     log(e-cap-rate)        nu-energy-loss gamma-energy
!g/cm^3       log(K)        1/s             erg   erg    log(1/s)                    erg/s          erg/s
1.000000      7.000000      -4.806530e-09  0.00  0.00   -10.339000             1.852296e-16   0.00  
1.000000      8.000000      -9.292624e-08  0.00  0.00   -10.812000             1.565707e-16   0.00  
1.000000      8.301030      -2.146917e-07  0.00  0.00   -10.826000             3.529477e-16   0.00  
1.000000      8.602060      -4.902661e-07  0.00  0.00   -10.613000             1.530067e-15   0.00  
1.000000      8.845098      -8.058948e-07  0.00  0.00   -9.787000              3.905804e-15   0.00  
1.000000      9.000000      -8.187123e-07  0.00  0.00   -8.375000              1.474723e-14   0.00  
1.000000      9.176091      -8.187123e-07  0.00  0.00   -7.087000              2.049795e-13   0.00  
1.000000      9.301030      -8.187123e-07  0.00  0.00   -6.303000              1.266807e-12   0.00  
1.000000      9.477121      -8.187123e-07  0.00  0.00   -5.255000              1.569316e-11   0.00  
1.000000      9.698970      -8.187123e-07  0.00  0.00   -3.932000              4.282628e-10   0.00  
1.000000      10.000000     -8.187123e-07  0.00  0.00   -1.904000              7.357163e-08   0.00  
1.000000      10.477121     -8.187123e-07  0.00  0.00   1.387000               4.372304e-04   0.00  
1.000000      11.000000     -8.187123e-07  0.00  0.00   4.332000               1.405110e+00   0.00  
2.000000      7.000000      -1.602177e-09  0.00  0.00   -9.360000              6.602530e-16   0.00  
2.000000      8.000000      -6.088271e-08  0.00  0.00   -9.813000              3.256195e-16   0.00  
2.000000      8.301030      -1.522068e-07  0.00  0.00   -9.826000              5.479115e-16   0.00  
2.000000      8.602060      -3.636941e-07  0.00  0.00   -9.613000              1.939592e-15   0.00  
2.000000      8.845098      -7.145708e-07  0.00  0.00   -9.374000              4.443349e-15   0.00  
2.000000      9.000000      -8.107014e-07  0.00  0.00   -8.353000              1.519534e-14   0.00  
2.000000      9.176091      -8.187123e-07  0.00  0.00   -7.085000              2.054520e-13   0.00  
2.000000      9.301030      -8.187123e-07  0.00  0.00   -6.302000              1.266807e-12   0.00  
2.000000      9.477121      -8.187123e-07  0.00  0.00   -5.255000              1.569316e-11   0.00  
2.000000      9.698970      -8.187123e-07  0.00  0.00   -3.932000              4.282628e-10   0.00  
2.000000      10.000000     -8.187123e-07  0.00  0.00   -1.904000              7.357163e-08   0.00  
2.000000      10.477121     -8.187123e-07  0.00  0.00   1.387000               4.372304e-04   0.00  
2.000000      11.000000     -8.187123e-07  0.00  0.00   4.332000               1.405110e+00   0.00  
3.000000      7.000000       3.204353e-09  0.00  0.00   -8.489000              4.071087e-15   0.00  
3.000000      8.000000      -2.883918e-08  0.00  0.00   -8.819000              1.984771e-15   0.00  
3.000000      8.301030      -8.811971e-08  0.00  0.00   -8.828000              2.487198e-15   0.00  
3.000000      8.602060      -2.355200e-07  0.00  0.00   -8.614000              6.063319e-15   0.00  
3.000000      8.845098      -5.030835e-07  0.00  0.00   -8.426000              1.134254e-14   0.00  
3.000000      9.000000      -7.450121e-07  0.00  0.00   -8.148000              2.102376e-14   0.00  
3.000000      9.176091      -8.107014e-07  0.00  0.00   -7.071000              2.121829e-13   0.00  
3.000000      9.301030      -8.171101e-07  0.00  0.00   -6.299000              1.275588e-12   0.00  
3.000000      9.477121      -8.187123e-07  0.00  0.00   -5.255000              1.569316e-11   0.00  
3.000000      9.698970      -8.187123e-07  0.00  0.00   -3.932000              4.282628e-10   0.00  
3.000000      10.000000     -8.187123e-07  0.00  0.00   -1.904000              7.357163e-08   0.00  
3.000000      10.477121     -8.187123e-07  0.00  0.00   1.387000               4.372304e-04   0.00  
3.000000      11.000000     -8.187123e-07  0.00  0.00   4.332000               1.405110e+00   0.00  
4.000000      7.000000       1.922612e-08  0.00  0.00   -7.772000              2.054520e-14   0.00  
4.000000      8.000000       8.010883e-09  0.00  0.00   -7.868000              1.658481e-14   0.00  
4.000000      8.301030      -2.082830e-08  0.00  0.00   -7.846000              2.102376e-14   0.00  
4.000000      8.602060      -1.073458e-07  0.00  0.00   -7.619000              4.674233e-14   0.00  
4.000000      8.845098      -2.787787e-07  0.00  0.00   -7.428000              8.104205e-14   0.00  
4.000000      9.000000      -4.838573e-07  0.00  0.00   -7.329000              1.068342e-13   0.00  
4.000000      9.176091      -7.434100e-07  0.00  0.00   -6.930000              2.862269e-13   0.00  
4.000000      9.301030      -7.962818e-07  0.00  0.00   -6.268000              1.366817e-12   0.00  
4.000000      9.477121      -8.123036e-07  0.00  0.00   -5.249000              1.591147e-11   0.00  
4.000000      9.698970      -8.171101e-07  0.00  0.00   -3.931000              4.292501e-10   0.00  
4.000000      10.000000     -8.187123e-07  0.00  0.00   -1.904000              7.357163e-08   0.00  
