!47sc -> 47ti, beta-decay
!Q=-1.111 MeV
!
!log(rhoY)    log(temp)     mu             dQ    VS     log(beta-decay-rate)   nu-energy-loss   gamma-energy
!log(g/cm^3)  log(K)        1/s            erg   erg    log(1/s)               erg/s            erg/s
1.000000      7.000000      -4.806530e-09  0.00  0.00   -5.614000              1.281476e-12     0.00  
1.000000      8.000000      -9.292624e-08  0.00  0.00   -5.614000              1.281476e-12     0.00  
1.000000      8.301030      -2.146917e-07  0.00  0.00   -5.614000              1.281476e-12     0.00  
1.000000      8.602060      -4.902661e-07  0.00  0.00   -5.614000              1.281476e-12     0.00  
1.000000      8.845098      -8.058948e-07  0.00  0.00   -5.614000              1.281476e-12     0.00  
1.000000      9.000000      -8.187123e-07  0.00  0.00   -5.614000              1.299303e-12     0.00  
1.000000      9.176091      -8.187123e-07  0.00  0.00   -5.611000              1.658481e-12     0.00  
1.000000      9.301030      -8.187123e-07  0.00  0.00   -5.583000              3.695816e-12     0.00  
1.000000      9.477121      -8.187123e-07  0.00  0.00   -5.362000              2.568682e-11     0.00  
1.000000      9.698970      -8.187123e-07  0.00  0.00   -4.505000              4.772109e-10     0.00  
1.000000      10.000000     -8.187123e-07  0.00  0.00   -2.565000              5.008531e-08     0.00  
1.000000      10.477121     -8.187123e-07  0.00  0.00   -1.080000              6.119422e-05     0.00  
1.000000      11.000000     -8.187123e-07  0.00  0.00   -0.761000              7.793103e-02     0.00  
2.000000      7.000000      -1.602177e-09  0.00  0.00   -5.614000              1.278528e-12     0.00  
2.000000      8.000000      -6.088271e-08  0.00  0.00   -5.614000              1.281476e-12     0.00  
2.000000      8.301030      -1.522068e-07  0.00  0.00   -5.614000              1.281476e-12     0.00  
2.000000      8.602060      -3.636941e-07  0.00  0.00   -5.614000              1.281476e-12     0.00  
2.000000      8.845098      -7.145708e-07  0.00  0.00   -5.614000              1.281476e-12     0.00  
2.000000      9.000000      -8.107014e-07  0.00  0.00   -5.614000              1.296315e-12     0.00  
2.000000      9.176091      -8.187123e-07  0.00  0.00   -5.611000              1.658481e-12     0.00  
2.000000      9.301030      -8.187123e-07  0.00  0.00   -5.583000              3.695816e-12     0.00  
2.000000      9.477121      -8.187123e-07  0.00  0.00   -5.362000              2.568682e-11     0.00  
2.000000      9.698970      -8.187123e-07  0.00  0.00   -4.505000              4.761134e-10     0.00  
2.000000      10.000000     -8.187123e-07  0.00  0.00   -2.565000              5.008531e-08     0.00  
2.000000      10.477121     -8.187123e-07  0.00  0.00   -1.080000              6.119422e-05     0.00  
2.000000      11.000000     -8.187123e-07  0.00  0.00   -0.761000              7.793103e-02     0.00  
3.000000      7.000000       3.204353e-09  0.00  0.00   -5.617000              1.266807e-12     0.00  
3.000000      8.000000      -2.883918e-08  0.00  0.00   -5.616000              1.275588e-12     0.00  
3.000000      8.301030      -8.811971e-08  0.00  0.00   -5.615000              1.278528e-12     0.00  
3.000000      8.602060      -2.355200e-07  0.00  0.00   -5.615000              1.278528e-12     0.00  
