!58co -> 58ni, beta-decay
!Q=-0.892 MeV
!
!log(rhoY)    log(temp)     mu             dQ    VS     log(beta-decay-rate)   nu-energy-loss   gamma-energy
!log(g/cm^3)  log(K)        1/s            erg   erg    log(1/s)               erg/s            erg/s
1.000000      7.000000      -4.806530e-09  0.00  0.00   -99.999000             1.605870e-106    0.00  
1.000000      8.000000      -9.292624e-08  0.00  0.00   -57.381000             5.857474e-64     0.00  
1.000000      8.301030      -2.146917e-07  0.00  0.00   -31.092000             1.139490e-37     0.00  
1.000000      8.602060      -4.902661e-07  0.00  0.00   -18.065000             1.212580e-24     0.00  
1.000000      8.845098      -8.058948e-07  0.00  0.00   -12.534000             4.204462e-19     0.00  
1.000000      9.000000      -8.187123e-07  0.00  0.00   -10.337000             6.602530e-17     0.00  
1.000000      9.176091      -8.187123e-07  0.00  0.00   -8.594000              3.905804e-15     0.00  
1.000000      9.301030      -8.187123e-07  0.00  0.00   -7.570000              4.939812e-14     0.00  
1.000000      9.477121      -8.187123e-07  0.00  0.00   -6.129000              1.843785e-12     0.00  
1.000000      9.698970      -8.187123e-07  0.00  0.00   -4.533000              1.006260e-10     0.00  
1.000000      10.000000     -8.187123e-07  0.00  0.00   -2.865000              1.650861e-08     0.00  
1.000000      10.477121     -8.187123e-07  0.00  0.00   -1.412000              6.587345e-05     0.00  
1.000000      11.000000     -8.187123e-07  0.00  0.00   -0.647000              1.594815e-01     0.00  
2.000000      7.000000      -1.602177e-09  0.00  0.00   -99.999000             1.605870e-106    0.00  
2.000000      8.000000      -6.088271e-08  0.00  0.00   -57.381000             5.857474e-64     0.00  
2.000000      8.301030      -1.522068e-07  0.00  0.00   -31.092000             1.139490e-37     0.00  
2.000000      8.602060      -3.636941e-07  0.00  0.00   -18.065000             1.212580e-24     0.00  
2.000000      8.845098      -7.145708e-07  0.00  0.00   -12.534000             4.146774e-19     0.00  
2.000000      9.000000      -8.107014e-07  0.00  0.00   -10.337000             6.602530e-17     0.00  
2.000000      9.176091      -8.187123e-07  0.00  0.00   -8.594000              3.905804e-15     0.00  
2.000000      9.301030      -8.187123e-07  0.00  0.00   -7.570000              4.939812e-14     0.00  
2.000000      9.477121      -8.187123e-07  0.00  0.00   -6.129000              1.843785e-12     0.00  
2.000000      9.698970      -8.187123e-07  0.00  0.00   -4.533000              1.006260e-10     0.00  
2.000000      10.000000     -8.187123e-07  0.00  0.00   -2.865000              1.650861e-08     0.00  
2.000000      10.477121     -8.187123e-07  0.00  0.00   -1.412000              6.587345e-05     0.00  
2.000000      11.000000     -8.187123e-07  0.00  0.00   -0.647000              1.594815e-01     0.00  
3.000000      7.000000       3.204353e-09  0.00  0.00   -99.999000             1.605870e-106    0.00  
3.000000      8.000000      -2.883918e-08  0.00  0.00   -57.381000             5.844003e-64     0.00  
3.000000      8.301030      -8.811971e-08  0.00  0.00   -31.092000             1.136869e-37     0.00  
3.000000      8.602060      -2.355200e-07  0.00  0.00   -18.065000             1.209791e-24     0.00  
3.000000      8.845098      -5.030835e-07  0.00  0.00   -12.535000             4.108756e-19     0.00  
3.000000      9.000000      -7.450121e-07  0.00  0.00   -10.337000             6.557079e-17     0.00  
3.000000      9.176091      -8.107014e-07  0.00  0.00   -8.594000              3.896820e-15     0.00  
3.000000      9.301030      -8.171101e-07  0.00  0.00   -7.570000              4.939812e-14     0.00  
3.000000      9.477121      -8.187123e-07  0.00  0.00   -6.129000              1.843785e-12     0.00  
3.000000      9.698970      -8.187123e-07  0.00  0.00   -4.533000              1.006260e-10     0.00  
3.000000      10.000000     -8.187123e-07  0.00  0.00   -2.865000              1.650861e-08     0.00  
