!60co -> 60ni, beta-decay
!Q=-3.3349 MeV
!
!log(rhoY)    log(temp)     mu             dQ    VS     log(beta-decay-rate)   nu-energy-loss   gamma-energy
!log(g/cm^3)  log(K)        1/s            erg   erg    log(1/s)               erg/s            erg/s
1.000000      7.000000      -4.806530e-09  0.00  0.00   -8.371000              1.512552e-15     0.00  
1.000000      8.000000      -9.292624e-08  0.00  0.00   -8.247000              3.562135e-15     0.00  
1.000000      8.301030      -2.146917e-07  0.00  0.00   -7.338000              6.204552e-14     0.00  
1.000000      8.602060      -4.902661e-07  0.00  0.00   -6.638000              3.316732e-13     0.00  
1.000000      8.845098      -8.058948e-07  0.00  0.00   -6.044000              1.454489e-12     0.00  
1.000000      9.000000      -8.187123e-07  0.00  0.00   -5.393000              8.466626e-12     0.00  
1.000000      9.176091      -8.187123e-07  0.00  0.00   -4.485000              9.093067e-11     0.00  
1.000000      9.301030      -8.187123e-07  0.00  0.00   -3.910000              3.764527e-10     0.00  
1.000000      9.477121      -8.187123e-07  0.00  0.00   -3.265000              1.810133e-09     0.00  
1.000000      9.698970      -8.187123e-07  0.00  0.00   -2.611000              9.521610e-09     0.00  
1.000000      10.000000     -8.187123e-07  0.00  0.00   -1.696000              1.576560e-07     0.00  
1.000000      10.477121     -8.187123e-07  0.00  0.00   -0.721000              1.311325e-04     0.00  
1.000000      11.000000     -8.187123e-07  0.00  0.00   -0.265000              2.326539e-01     0.00  
2.000000      7.000000      -1.602177e-09  0.00  0.00   -8.372000              1.509074e-15     0.00  
2.000000      8.000000      -6.088271e-08  0.00  0.00   -8.247000              3.562135e-15     0.00  
2.000000      8.301030      -1.522068e-07  0.00  0.00   -7.338000              6.204552e-14     0.00  
2.000000      8.602060      -3.636941e-07  0.00  0.00   -6.638000              3.316732e-13     0.00  
2.000000      8.845098      -7.145708e-07  0.00  0.00   -6.044000              1.454489e-12     0.00  
2.000000      9.000000      -8.107014e-07  0.00  0.00   -5.393000              8.466626e-12     0.00  
2.000000      9.176091      -8.187123e-07  0.00  0.00   -4.485000              9.093067e-11     0.00  
2.000000      9.301030      -8.187123e-07  0.00  0.00   -3.910000              3.764527e-10     0.00  
2.000000      9.477121      -8.187123e-07  0.00  0.00   -3.265000              1.810133e-09     0.00  
2.000000      9.698970      -8.187123e-07  0.00  0.00   -2.611000              9.521610e-09     0.00  
2.000000      10.000000     -8.187123e-07  0.00  0.00   -1.696000              1.576560e-07     0.00  
2.000000      10.477121     -8.187123e-07  0.00  0.00   -0.721000              1.311325e-04     0.00  
