!65ni -> 65cu, beta-decay
!Q=-2.6481 MeV
!
!log(rhoY)    log(temp)     mu             dQ    VS     log(beta-decay-rate)   nu-energy-loss   gamma-energy
!log(g/cm^3)  log(K)        1/s            erg   erg    log(1/s)               erg/s            erg/s
1.000000      7.000000      -4.806530e-09  0.00  0.00   -4.073000              1.226621e-10     0.00  
1.000000      8.000000      -9.292624e-08  0.00  0.00   -4.070000              1.240825e-10     0.00  
1.000000      8.301030      -2.146917e-07  0.00  0.00   -3.953000              1.785297e-10     0.00  
1.000000      8.602060      -4.902661e-07  0.00  0.00   -3.608000              4.599498e-10     0.00  
1.000000      8.845098      -8.058948e-07  0.00  0.00   -3.372000              8.292976e-10     0.00  
1.000000      9.000000      -8.187123e-07  0.00  0.00   -3.263000              1.083204e-09     0.00  
1.000000      9.176091      -8.187123e-07  0.00  0.00   -3.168000              1.366817e-09     0.00  
1.000000      9.301030      -8.187123e-07  0.00  0.00   -3.116000              1.565707e-09     0.00  
1.000000      9.477121      -8.187123e-07  0.00  0.00   -3.062000              1.935131e-09     0.00  
1.000000      9.698970      -8.187123e-07  0.00  0.00   -2.964000              5.137010e-09     0.00  
1.000000      10.000000     -8.187123e-07  0.00  0.00   -1.750000              2.232083e-07     0.00  
1.000000      10.477121     -8.187123e-07  0.00  0.00   -0.483000              1.502140e-04     0.00  
1.000000      11.000000     -8.187123e-07  0.00  0.00   -0.157000              2.226950e-01     0.00  
2.000000      7.000000      -1.602177e-09  0.00  0.00   -4.073000              1.226621e-10     0.00  
2.000000      8.000000      -6.088271e-08  0.00  0.00   -4.070000              1.240825e-10     0.00  
2.000000      8.301030      -1.522068e-07  0.00  0.00   -3.953000              1.785297e-10     0.00  
2.000000      8.602060      -3.636941e-07  0.00  0.00   -3.608000              4.599498e-10     0.00  
2.000000      8.845098      -7.145708e-07  0.00  0.00   -3.372000              8.292976e-10     0.00  
2.000000      9.000000      -8.107014e-07  0.00  0.00   -3.263000              1.083204e-09     0.00  
2.000000      9.176091      -8.187123e-07  0.00  0.00   -3.168000              1.366817e-09     0.00  
2.000000      9.301030      -8.187123e-07  0.00  0.00   -3.116000              1.565707e-09     0.00  
2.000000      9.477121      -8.187123e-07  0.00  0.00   -3.062000              1.935131e-09     0.00  
2.000000      9.698970      -8.187123e-07  0.00  0.00   -2.964000              5.137010e-09     0.00  
2.000000      10.000000     -8.187123e-07  0.00  0.00   -1.750000              2.232083e-07     0.00  
2.000000      10.477121     -8.187123e-07  0.00  0.00   -0.483000              1.502140e-04     0.00  
2.000000      11.000000     -8.187123e-07  0.00  0.00   -0.157000              2.226950e-01     0.00  
3.000000      7.000000       3.204353e-09  0.00  0.00   -4.074000              1.223800e-10     0.00  
3.000000      8.000000      -2.883918e-08  0.00  0.00   -4.070000              1.237971e-10     0.00  
3.000000      8.301030      -8.811971e-08  0.00  0.00   -3.953000              1.785297e-10     0.00  
3.000000      8.602060      -2.355200e-07  0.00  0.00   -3.608000              4.588919e-10     0.00  
3.000000      8.845098      -5.030835e-07  0.00  0.00   -3.372000              8.292976e-10     0.00  
3.000000      9.000000      -7.450121e-07  0.00  0.00   -3.264000              1.083204e-09     0.00  
3.000000      9.176091      -8.107014e-07  0.00  0.00   -3.168000              1.366817e-09     0.00  
3.000000      9.301030      -8.171101e-07  0.00  0.00   -3.116000              1.565707e-09     0.00  
3.000000      9.477121      -8.187123e-07  0.00  0.00   -3.062000              1.935131e-09     0.00  
3.000000      9.698970      -8.187123e-07  0.00  0.00   -2.964000              5.137010e-09     0.00  
3.000000      10.000000     -8.187123e-07  0.00  0.00   -1.750000              2.232083e-07     0.00  
3.000000      10.477121     -8.187123e-07  0.00  0.00   -0.483000              1.502140e-04     0.00  
3.000000      11.000000     -8.187123e-07  0.00  0.00   -0.157000              2.226950e-01     0.00  
4.000000      7.000000       1.922612e-08  0.00  0.00   -4.079000              1.209791e-10     0.00  
4.000000      8.000000       8.010883e-09  0.00  0.00   -4.074000              1.229449e-10     0.00  
4.000000      8.301030      -2.082830e-08  0.00  0.00   -3.956000              1.777094e-10     0.00  
4.000000      8.602060      -1.073458e-07  0.00  0.00   -3.609000              4.578365e-10     0.00  
4.000000      8.845098      -2.787787e-07  0.00  0.00   -3.373000              8.292976e-10     0.00  
4.000000      9.000000      -4.838573e-07  0.00  0.00   -3.264000              1.080713e-09     0.00  
4.000000      9.176091      -7.434100e-07  0.00  0.00   -3.168000              1.366817e-09     0.00  
4.000000      9.301030      -7.962818e-07  0.00  0.00   -3.116000              1.565707e-09     0.00  
4.000000      9.477121      -8.123036e-07  0.00  0.00   -3.062000              1.935131e-09     0.00  
4.000000      9.698970      -8.171101e-07  0.00  0.00   -2.964000              5.137010e-09     0.00  
4.000000      10.000000     -8.187123e-07  0.00  0.00   -1.750000              2.232083e-07     0.00  
4.000000      10.477121     -8.187123e-07  0.00  0.00   -0.483000              1.502140e-04     0.00  
4.000000      11.000000     -8.187123e-07  0.00  0.00   -0.157000              2.226950e-01     0.00  
5.000000      7.000000       8.491536e-08  0.00  0.00   -4.100000              1.158005e-10     0.00  
5.000000      8.000000       8.331318e-08  0.00  0.00   -4.096000              1.174114e-10     0.00  
5.000000      8.301030       7.530230e-08  0.00  0.00   -3.973000              1.712815e-10     0.00  
5.000000      8.602060       4.165659e-08  0.00  0.00   -3.618000              4.484462e-10     0.00  
5.000000      8.845098      -4.165659e-08  0.00  0.00   -3.378000              8.160380e-10     0.00  
5.000000      9.000000      -1.570133e-07  0.00  0.00   -3.268000              1.068342e-09     0.00  
5.000000      9.176091      -3.941355e-07  0.00  0.00   -3.171000              1.351171e-09     0.00  
