 Q values are the nuclear mass differences (parent - daughter) in MeV.

     t9 = temperature (T(K) / 10^9)
     lrho = log base 10 of the product of the density (g * cm^-3) and
            the electron fraction
     uf = electron kinetic chemical potential (MeV)
     lbeta+ = log base 10 of the positron decay rate (s^-1)
     lfte- = log base 10 of the effective ft value for electron
             capture (s)
     lnu = log base 10 of the average energy of the emitted neutrinos
           in both positron emission and electron capture (MeV)
     lbeta- = log base 10 of the electron decay rate (s^-1)
     lfte+ = log base 10 of the effective ft value for positron
             capture (s)
     lnubar = log base 10 of the average energy of the emitted
              antineutrinos in both electron emission and positron 
              capture (MeV) 

 neg. daughter H1   z= 1 n= 0 a= 1 Q=  1.2933
 pos. daughter N01  z= 0 n= 1 a= 1 Q= -1.2933
                      +++ H1   --> N01  +++      --- N01  --> H1   ---
   t9   lrho    uf    lbeta+    lfte-     lnu    lbeta-    lfte+   lnubar
100.00 10.0   1.351    0.172    3.098    1.630    0.175    3.828    1.615
  0.01 11.0  23.423  -99.999    3.446    1.085  -99.999  -99.999  -99.999
  0.10 11.0  23.423  -99.999    3.446    1.085  -99.999  -99.999  -99.999
  0.20 11.0  23.423  -99.999    3.446    1.085  -99.999  -99.999  -99.999
  0.40 11.0  23.423  -90.298    3.442    1.085  -99.999  -99.999  -99.999
  0.70 11.0  23.422  -54.349    3.436    1.085  -99.999  -99.999  -99.999
  1.00 11.0  23.422  -39.622    3.433    1.085  -95.092  -99.999   -0.595
  1.50 11.0  23.420  -27.697    3.430    1.085  -63.755    5.243   -0.423
  2.00 11.0  23.419  -21.611    3.428    1.085  -47.995    5.128   -0.303
  3.00 11.0  23.413  -15.379    3.426    1.086  -32.125    4.985   -0.135
  5.00 11.0  23.397  -10.036    3.425    1.089  -19.292    4.823    0.068
 10.00 11.0  23.321   -5.209    3.422    1.103   -9.503    4.546    0.317
 30.00 11.0  22.504   -1.182    3.316    1.249   -2.722    4.060    0.917
100.00 11.0  14.011    0.278    3.102    1.642   -0.149    3.832    1.613
     end
 neg. daughter Fe57 z=26 n=31 a=57 Q=  3.2020
 pos. daughter Mn57 z=26 n=31 a=57 Q= -3.2020
                      +++ Fe57 --> Mn57 +++      --- Mn57 --> Fe57 ---
   t9   lrho    uf    lbeta+    lfte-     lnu    lbeta-    lfte+   lnubar
  0.01  1.0  -0.003  -99.999  -99.999  -99.999   -2.075  -99.999    0.176
  0.10  1.0  -0.058  -99.999  -99.999  -99.999   -2.075    6.768    0.176
  0.20  1.0  -0.134  -99.999    4.126   -1.281   -2.078    6.215    0.176
  0.40  1.0  -0.306  -57.757    4.207   -0.974   -2.108    5.794    0.175
  0.70  1.0  -0.503  -35.746    4.250   -0.723   -2.157    5.538    0.173
  1.00  1.0  -0.511  -26.884    4.278   -0.559   -2.189    5.399    0.172
  1.50  1.0  -0.511  -19.785    4.313   -0.370   -2.218    5.257    0.172
  2.00  1.0  -0.511  -15.998    4.336   -0.233   -2.231    5.165    0.173
  3.00  1.0  -0.511  -11.795    4.361   -0.034   -2.218    5.049    0.196
  5.00  1.0  -0.511   -7.842    4.331    0.227   -1.938    4.919    0.359
 10.00  1.0  -0.511   -4.218    3.948    0.575   -0.974    4.607    0.579
 30.00  1.0  -0.511   -0.859    3.206    1.091   -0.133    4.080    1.120
100.00  1.0  -0.511    0.443    2.937    1.626    0.177    3.944    1.623
  0.01  2.0  -0.001  -99.999  -99.999  -99.999   -2.075  -99.999    0.176
  0.10  2.0  -0.038  -99.999  -99.999  -99.999   -2.075    6.768    0.176
  0.20  2.0  -0.095  -99.999    4.126   -1.281   -2.078    6.215    0.176
  0.40  2.0  -0.227  -57.757    4.207   -0.974   -2.108    5.794    0.175
  0.70  2.0  -0.446  -35.746    4.250   -0.723   -2.157    5.538    0.173
  1.00  2.0  -0.506  -26.884    4.278   -0.559   -2.189    5.399    0.172
  1.50  2.0  -0.511  -19.785    4.313   -0.370   -2.218    5.257    0.172
  2.00  2.0  -0.511  -15.998    4.336   -0.233   -2.231    5.165    0.173
  3.00  2.0  -0.511  -11.795    4.361   -0.034   -2.218    5.049    0.196
  5.00  2.0  -0.511   -7.842    4.331    0.227   -1.938    4.919    0.359
 10.00  2.0  -0.511   -4.218    3.948    0.575   -0.974    4.607    0.579
 30.00  2.0  -0.511   -0.859    3.206    1.091   -0.133    4.080    1.120
100.00  2.0  -0.511    0.443    2.937    1.626    0.177    3.944    1.623
  0.01  3.0   0.002  -99.999  -99.999  -99.999   -2.075  -99.999    0.176
  0.10  3.0  -0.018  -99.999  -99.999  -99.999   -2.075    6.768    0.176
  0.20  3.0  -0.055  -99.999    4.126   -1.281   -2.078    6.215    0.176
  0.40  3.0  -0.147  -57.757    4.207   -0.974   -2.108    5.794    0.175
  0.70  3.0  -0.314  -35.746    4.250   -0.723   -2.157    5.538    0.173
  1.00  3.0  -0.465  -26.884    4.278   -0.559   -2.189    5.399    0.172
  1.50  3.0  -0.506  -19.785    4.313   -0.370   -2.218    5.257    0.172
  2.00  3.0  -0.510  -15.998    4.336   -0.233   -2.231    5.165    0.173
  3.00  3.0  -0.511  -11.795    4.361   -0.034   -2.218    5.049    0.196
  5.00  3.0  -0.511   -7.842    4.331    0.227   -1.938    4.919    0.359
 10.00  3.0  -0.511   -4.218    3.948    0.575   -0.974    4.607    0.579
 30.00  3.0  -0.511   -0.859    3.206    1.091   -0.133    4.080    1.120
100.00  3.0  -0.511    0.443    2.937    1.626    0.177    3.944    1.623
  0.01  4.0   0.012  -99.999  -99.999  -99.999   -2.076  -99.999    0.175
  0.10  4.0   0.005  -99.999  -99.999  -99.999   -2.076    6.768    0.175
  0.20  4.0  -0.013  -99.999    4.126   -1.281   -2.079    6.215    0.175
  0.40  4.0  -0.067  -57.757    4.207   -0.974   -2.108    5.794    0.175
  0.70  4.0  -0.174  -35.746    4.250   -0.723   -2.157    5.538    0.173
  1.00  4.0  -0.302  -26.884    4.278   -0.559   -2.189    5.399    0.172
  1.50  4.0  -0.464  -19.785    4.313   -0.370   -2.218    5.258    0.171
  2.00  4.0  -0.497  -15.997    4.336   -0.233   -2.231    5.165    0.173
  3.00  4.0  -0.507  -11.794    4.361   -0.034   -2.218    5.049    0.196
  5.00  4.0  -0.510   -7.842    4.331    0.227   -1.938    4.919    0.359
 10.00  4.0  -0.511   -4.218    3.948    0.575   -0.974    4.607    0.579
 30.00  4.0  -0.511   -0.859    3.206    1.091   -0.133    4.080    1.120
100.00  4.0  -0.511    0.443    2.937    1.626    0.177    3.944    1.623
  0.01  5.0   0.053  -99.999  -99.999  -99.999   -2.079  -99.999    0.173
  0.10  5.0   0.052  -99.999  -99.999  -99.999   -2.079    6.768    0.173
  0.20  5.0   0.047  -99.999    4.126   -1.281   -2.082    6.215    0.173
  0.40  5.0   0.026  -57.757    4.207   -0.974   -2.111    5.794    0.173
  0.70  5.0  -0.026  -35.746    4.250   -0.723   -2.160    5.538    0.172
  1.00  5.0  -0.098  -26.884    4.279   -0.559   -2.191    5.399    0.171
  1.50  5.0  -0.246  -19.784    4.313   -0.370   -2.220    5.258    0.170
  2.00  5.0  -0.383  -15.995    4.336   -0.233   -2.232    5.167    0.172
  3.00  5.0  -0.476  -11.793    4.361   -0.034   -2.218    5.050    0.195
  5.00  5.0  -0.502   -7.841    4.331    0.227   -1.938    4.919    0.359
 10.00  5.0  -0.509   -4.218    3.948    0.575   -0.974    4.607    0.578
 30.00  5.0  -0.511   -0.859    3.206    1.091   -0.133    4.080    1.120
100.00  5.0  -0.511    0.443    2.937    1.626    0.177    3.944    1.623
  0.01  6.0   0.215  -99.999  -99.999  -99.999   -2.098  -99.999    0.162
  0.10  6.0   0.214  -99.999  -99.999  -99.999   -2.098    6.768    0.162
  0.20  6.0   0.213  -99.999    4.126   -1.281   -2.101    6.215    0.162
  0.40  6.0   0.207  -57.757    4.207   -0.974   -2.130    5.794    0.162
  0.70  6.0   0.189  -35.746    4.251   -0.723   -2.178    5.538    0.161
  1.00  6.0   0.161  -26.884    4.279   -0.559   -2.209    5.399    0.161
  1.50  6.0   0.093  -19.783    4.314   -0.370   -2.236    5.259    0.162
  2.00  6.0   0.001  -15.994    4.337   -0.233   -2.246    5.168    0.165
  3.00  6.0  -0.212  -11.789    4.361   -0.034   -2.227    5.053    0.188
  5.00  6.0  -0.420   -7.839    4.331    0.227   -1.941    4.921    0.354
 10.00  6.0  -0.491   -4.218    3.948    0.575   -0.974    4.607    0.577
 30.00  6.0  -0.509   -0.859    3.206    1.091   -0.133    4.080    1.120
100.00  6.0  -0.511    0.443    2.937    1.626    0.177    3.944    1.623
  0.01  7.0   0.712  -99.999  -99.999  -99.999   -2.217  -99.999    0.101
  0.10  7.0   0.711  -99.999  -99.999  -99.999   -2.217    6.768    0.101
  0.20  7.0   0.711  -99.999    4.146   -1.281   -2.220    6.215    0.101
  0.40  7.0   0.708  -57.757    4.228   -0.974   -2.249    5.794    0.101
  0.70  7.0   0.701  -35.746    4.269   -0.720   -2.298    5.538    0.101
  1.00  7.0   0.689  -26.884    4.295   -0.557   -2.328    5.399    0.102
  1.50  7.0   0.662  -19.783    4.326   -0.368   -2.352    5.259    0.107
  2.00  7.0   0.622  -15.993    4.348   -0.231   -2.356    5.168    0.116
  3.00  7.0   0.510  -11.786    4.369   -0.033   -2.316    5.055    0.153
  5.00  7.0   0.187   -7.829    4.336    0.227   -1.974    4.926    0.334
 10.00  7.0  -0.315   -4.213    3.949    0.576   -0.979    4.608    0.565
 30.00  7.0  -0.490   -0.858    3.206    1.091   -0.133    4.080    1.120
100.00  7.0  -0.509    0.443    2.937    1.626    0.177    3.944    1.623
  0.01  8.0   1.936  -99.999  -99.999  -99.999   -3.184  -99.999   -0.278
  0.10  8.0   1.936  -99.999    4.058   -1.585   -3.184  -99.999   -0.278
  0.20  8.0   1.935  -99.999    4.189   -1.282   -3.186    6.215   -0.276
  0.40  8.0   1.934  -57.757    4.277   -0.975   -3.213    5.794   -0.270
  0.70  8.0   1.931  -35.746    4.326   -0.723   -3.251    5.538   -0.254
  1.00  8.0   1.926  -26.884    4.359   -0.561   -3.262    5.399   -0.233
  1.50  8.0   1.913  -19.783    4.397   -0.371   -3.238    5.259   -0.187
  2.00  8.0   1.895  -15.993    4.421   -0.230   -3.176    5.168   -0.129
  3.00  8.0   1.844  -11.786    4.435   -0.027   -2.956    5.055    0.019
  5.00  8.0   1.681   -7.825    4.375    0.229   -2.248    4.927    0.300
 10.00  8.0   0.982   -4.195    3.957    0.575   -1.046    4.611    0.501
 30.00  8.0  -0.302   -0.854    3.206    1.091   -0.140    4.080    1.118
100.00  8.0  -0.492    0.443    2.937    1.626    0.177    3.944    1.623
  0.01  9.0   4.669  -99.999    5.216   -0.163  -99.999  -99.999  -99.999
  0.10  9.0   4.669  -99.999    4.781    0.119  -99.999  -99.999  -99.999
  0.20  9.0   4.669  -99.999    4.621    0.155  -56.674  -99.999   -1.278
  0.40  9.0   4.669  -57.757    4.554    0.167  -30.732    5.794   -0.940
  0.70  9.0   4.667  -35.746    4.529    0.172  -19.195    5.538   -0.679
  1.00  9.0   4.665  -26.884    4.522    0.175  -14.338    5.399   -0.506
  1.50  9.0   4.659  -19.783    4.517    0.184  -10.303    5.259   -0.315
  2.00  9.0   4.650  -15.993    4.513    0.196   -8.114    5.168   -0.184
  3.00  9.0   4.627  -11.786    4.492    0.232   -5.702    5.055   -0.014
  5.00  9.0   4.551   -7.825    4.385    0.322   -3.500    4.927    0.175
 10.00  9.0   4.197   -4.189    3.950    0.569   -1.598    4.612    0.388
 30.00  9.0   1.461   -0.827    3.207    1.093   -0.214    4.083    1.099
100.00  9.0  -0.324    0.446    2.937    1.626    0.175    3.944    1.623
  0.01 10.0  10.607  -99.999    3.634    0.609  -99.999  -99.999  -99.999
  0.10 10.0  10.607  -99.999    3.608    0.612  -99.999  -99.999  -99.999
  0.20 10.0  10.607  -99.999    3.591    0.613  -99.999  -99.999  -99.999
  0.40 10.0  10.607  -57.757    3.582    0.615  -99.999  -99.999  -99.999
  0.70 10.0  10.606  -35.746    3.581    0.616  -60.401    5.538   -0.749
  1.00 10.0  10.605  -26.884    3.583    0.618  -42.837    5.399   -0.597
  1.50 10.0  10.602  -19.783    3.587    0.620  -29.002    5.259   -0.426
  2.00 10.0  10.598  -15.993    3.589    0.623  -21.966    5.168   -0.307
  3.00 10.0  10.587  -11.786    3.590    0.628  -14.773    5.055   -0.141
  5.00 10.0  10.552   -7.825    3.581    0.646   -8.821    4.927    0.057
 10.00 10.0  10.387   -4.189    3.521    0.724   -4.178    4.612    0.293
 30.00 10.0   8.652   -0.796    3.195    1.112   -0.900    4.085    1.013
100.00 10.0   1.351    0.470    2.937    1.627    0.147    3.945    1.622
  0.01 11.0  23.423  -99.999    3.185    1.141  -99.999  -99.999  -99.999
  0.10 11.0  23.423  -99.999    3.166    1.142  -99.999  -99.999  -99.999
  0.20 11.0  23.423  -99.999    3.152    1.143  -99.999  -99.999  -99.999
  0.40 11.0  23.423  -57.757    3.146    1.143  -99.999  -99.999  -99.999
  0.70 11.0  23.422  -35.746    3.147    1.144  -99.999  -99.999  -99.999
  1.00 11.0  23.422  -26.884    3.150    1.144  -99.999  -99.999  -99.999
  1.50 11.0  23.420  -19.783    3.155    1.144  -72.024    5.259   -0.426
  2.00 11.0  23.419  -15.993    3.159    1.144  -54.226    5.168   -0.307
  3.00 11.0  23.413  -11.786    3.163    1.144  -36.275    5.055   -0.141
  5.00 11.0  23.397   -7.825    3.166    1.146  -21.721    4.927    0.058
 10.00 11.0  23.321   -4.189    3.166    1.156  -10.639    4.612    0.298
 30.00 11.0  22.504   -0.794    3.104    1.265   -3.042    4.085    0.974
100.00 11.0  14.011    0.572    2.937    1.640   -0.167    3.948    1.619
     end
 neg. daughter Co57 z=27 n=30 a=57 Q= -0.3250
 pos. daughter Fe57 z=26 n=31 a=57 Q=  0.3250
                      +++ Co57 --> Fe57 +++      --- Fe57 --> Co57 ---
   t9   lrho    uf    lbeta+    lfte-     lnu    lbeta-    lfte+   lnubar
  0.01  1.0  -0.003  -99.999    6.394   -0.155  -99.999  -99.999  -99.999
  0.10  1.0  -0.058  -74.638    6.392   -0.150  -58.544   14.524   -0.910
  0.20  1.0  -0.134  -39.959    6.387   -0.144  -33.301   10.673   -0.903
  0.40  1.0  -0.306  -22.594    6.374   -0.129  -20.715    8.630   -0.401
  0.70  1.0  -0.503  -15.139    6.351   -0.102  -15.331    7.721   -0.305
  1.00  1.0  -0.511  -12.145    6.327   -0.072  -13.123    7.371   -0.235
  1.50  1.0  -0.511   -9.781    6.283   -0.017  -10.998    7.123   -0.126
  2.00  1.0  -0.511   -8.538    6.227    0.045   -9.382    6.999   -0.031
  3.00  1.0  -0.511   -7.023    6.011    0.200   -7.278    6.756    0.127
  5.00  1.0  -0.511   -4.825    5.346    0.414   -4.828    6.148    0.327
 10.00  1.0  -0.511   -2.461    4.134    0.674   -2.553    5.022    0.562
 30.00  1.0  -0.511   -0.328    3.120    1.099   -1.025    4.233    1.122
100.00  1.0  -0.511    0.662    2.823    1.622   -0.362    4.172    1.625
  0.01  2.0  -0.001  -99.999    6.394   -0.155  -99.999  -99.999  -99.999
  0.10  2.0  -0.038  -74.638    6.392   -0.150  -58.544   14.524   -0.910
  0.20  2.0  -0.095  -39.959    6.387   -0.144  -33.302   10.673   -0.909
  0.40  2.0  -0.227  -22.594    6.374   -0.129  -20.715    8.630   -0.541
  0.70  2.0  -0.446  -15.139    6.351   -0.102  -15.331    7.721   -0.307
  1.00  2.0  -0.506  -12.145    6.327   -0.072  -13.123    7.371   -0.235
  1.50  2.0  -0.511   -9.781    6.283   -0.017  -10.998    7.123   -0.126
  2.00  2.0  -0.511   -8.538    6.227    0.045   -9.382    6.999   -0.031
  3.00  2.0  -0.511   -7.023    6.011    0.200   -7.278    6.756    0.127
  5.00  2.0  -0.511   -4.825    5.346    0.414   -4.828    6.148    0.327
 10.00  2.0  -0.511   -2.461    4.134    0.674   -2.553    5.022    0.562
 30.00  2.0  -0.511   -0.328    3.120    1.099   -1.025    4.233    1.122
100.00  2.0  -0.511    0.662    2.823    1.622   -0.362    4.172    1.625
  0.01  3.0   0.002  -99.999    6.394   -0.155  -99.999  -99.999  -99.999
  0.10  3.0  -0.018  -74.638    6.392   -0.150  -58.550   14.524   -0.912
  0.20  3.0  -0.055  -39.959    6.387   -0.144  -33.305   10.673   -0.911
  0.40  3.0  -0.147  -22.594    6.374   -0.129  -20.717    8.630   -0.805
  0.70  3.0  -0.314  -15.139    6.351   -0.102  -15.332    7.721   -0.334
  1.00  3.0  -0.465  -12.145    6.327   -0.072  -13.123    7.371   -0.237
  1.50  3.0  -0.506   -9.781    6.283   -0.017  -10.998    7.123   -0.126
  2.00  3.0  -0.510   -8.538    6.227    0.045   -9.382    6.999   -0.031
  3.00  3.0  -0.511   -7.023    6.011    0.200   -7.278    6.756    0.127
  5.00  3.0  -0.511   -4.825    5.346    0.414   -4.828    6.148    0.327
 10.00  3.0  -0.511   -2.461    4.134    0.674   -2.553    5.022    0.562
 30.00  3.0  -0.511   -0.328    3.120    1.099   -1.025    4.233    1.122
100.00  3.0  -0.511    0.662    2.823    1.622   -0.362    4.172    1.625
  0.01  4.0   0.012  -99.999    6.393   -0.152  -99.999  -99.999  -99.999
  0.10  4.0   0.005  -74.638    6.391   -0.149  -58.598   14.524   -0.928
  0.20  4.0  -0.013  -39.959    6.386   -0.143  -33.339   10.673   -0.920
  0.40  4.0  -0.067  -22.594    6.373   -0.128  -20.737    8.630   -0.898
  0.70  4.0  -0.174  -15.139    6.350   -0.102  -15.343    7.721   -0.506
  1.00  4.0  -0.302  -12.145    6.326   -0.071  -13.129    7.371   -0.264
  1.50  4.0  -0.464   -9.781    6.283   -0.016  -10.999    7.123   -0.128
  2.00  4.0  -0.497   -8.538    6.227    0.046   -9.383    6.999   -0.031
  3.00  4.0  -0.507   -7.023    6.011    0.200   -7.278    6.756    0.127
  5.00  4.0  -0.510   -4.825    5.346    0.414   -4.828    6.148    0.327
 10.00  4.0  -0.511   -2.461    4.134    0.674   -2.553    5.022    0.562
 30.00  4.0  -0.511   -0.328    3.120    1.099   -1.025    4.233    1.122
100.00  4.0  -0.511    0.662    2.823    1.622   -0.362    4.172    1.625
  0.01  5.0   0.053  -99.999    6.383   -0.139  -99.999  -99.999  -99.999
  0.10  5.0   0.052  -74.638    6.381   -0.137  -58.927   14.524   -1.043
  0.20  5.0   0.047  -39.959    6.377   -0.133  -33.621   10.673   -1.000
  0.40  5.0   0.026  -22.594    6.366   -0.121  -20.922    8.630   -0.943
  0.70  5.0  -0.026  -15.139    6.346   -0.097  -15.447    7.721   -0.779
  1.00  5.0  -0.098  -12.145    6.323   -0.067  -13.188    7.371   -0.421
  1.50  5.0  -0.246   -9.781    6.281   -0.013  -11.014    7.123   -0.149
  2.00  5.0  -0.383   -8.537    6.226    0.050   -9.387    6.999   -0.036
  3.00  5.0  -0.476   -7.022    6.011    0.202   -7.279    6.757    0.127
  5.00  5.0  -0.502   -4.825    5.346    0.414   -4.828    6.149    0.327
 10.00  5.0  -0.509   -2.461    4.134    0.674   -2.553    5.022    0.562
 30.00  5.0  -0.511   -0.328    3.120    1.099   -1.025    4.233    1.122
100.00  5.0  -0.511    0.662    2.823    1.622   -0.362    4.172    1.625
  0.01  6.0   0.215  -99.999    6.329   -0.082  -99.999  -99.999  -99.999
  0.10  6.0   0.214  -74.638    6.329   -0.082  -63.662   14.524   -1.601
  0.20  6.0   0.213  -39.959    6.327   -0.080  -36.431   10.673   -1.312
  0.40  6.0   0.207  -22.594    6.323   -0.074  -22.449    8.630   -1.064
  0.70  6.0   0.189  -15.139    6.311   -0.058  -16.268    7.721   -0.865
  1.00  6.0   0.161  -12.145    6.296   -0.037  -13.653    7.371   -0.579
  1.50  6.0   0.093   -9.781    6.262    0.008  -11.151    7.123   -0.198
  2.00  6.0   0.001   -8.536    6.214    0.065   -9.435    6.999   -0.056
  3.00  6.0  -0.212   -7.018    6.007    0.212   -7.293    6.757    0.123
  5.00  6.0  -0.420   -4.824    5.345    0.417   -4.831    6.149    0.323
 10.00  6.0  -0.491   -2.460    4.134    0.674   -2.554    5.022    0.560
 30.00  6.0  -0.509   -0.328    3.120    1.099   -1.025    4.233    1.122
100.00  6.0  -0.511    0.662    2.823    1.622   -0.362    4.172    1.625
  0.01  7.0   0.712  -99.999    6.209    0.059  -99.999  -99.999  -99.999
  0.10  7.0   0.711  -74.638    6.209    0.059  -88.306  -99.999   -1.525
  0.20  7.0   0.711  -39.959    6.208    0.060  -48.443   10.673   -1.262
  0.40  7.0   0.708  -22.594    6.207    0.062  -28.147    8.630   -1.000
  0.70  7.0   0.701  -15.139    6.202    0.068  -19.190    7.721   -0.755
  1.00  7.0   0.689  -12.145    6.196    0.078  -15.297    7.371   -0.430
  1.50  7.0   0.662   -9.781    6.179    0.100  -11.731    7.123   -0.209
  2.00  7.0   0.622   -8.535    6.147    0.133   -9.756    6.999   -0.111
  3.00  7.0   0.510   -7.015    5.973    0.240   -7.433    6.758    0.110
  5.00  7.0   0.187   -4.818    5.336    0.428   -4.866    6.149    0.300
 10.00  7.0  -0.315   -2.456    4.133    0.678   -2.561    5.021    0.543
 30.00  7.0  -0.490   -0.327    3.120    1.099   -1.026    4.233    1.122
100.00  7.0  -0.509    0.663    2.823    1.622   -0.362    4.172    1.625
  0.01  8.0   1.936  -99.999    5.987    0.256  -99.999  -99.999  -99.999
  0.10  8.0   1.936  -74.638    5.987    0.256  -99.999  -99.999  -99.999
  0.20  8.0   1.935  -39.959    5.986    0.256  -77.336   10.673   -1.261
  0.40  8.0   1.934  -22.594    5.984    0.256  -41.557    8.630   -0.969
  0.70  8.0   1.931  -15.139    5.978    0.255  -25.912    7.721   -0.727
  1.00  8.0   1.926  -12.145    5.969    0.255  -19.482    7.371   -0.556
  1.50  8.0   1.913   -9.781    5.947    0.253  -14.239    7.123   -0.310
  2.00  8.0   1.895   -8.535    5.910    0.255  -11.369    6.999   -0.120
  3.00  8.0   1.844   -7.015    5.759    0.288   -8.129    6.758    0.078
  5.00  8.0   1.681   -4.816    5.218    0.413   -5.162    6.149    0.231
 10.00  8.0   0.982   -2.442    4.118    0.687   -2.663    5.019    0.436
 30.00  8.0  -0.302   -0.324    3.120    1.100   -1.033    4.233    1.121
100.00  8.0  -0.492    0.663    2.823    1.622   -0.362    4.172    1.625
  0.01  9.0   4.669  -99.999    4.808    0.241  -99.999  -99.999  -99.999
  0.10  9.0   4.669  -74.638    4.808    0.241  -99.999  -99.999  -99.999
  0.20  9.0   4.669  -39.959    4.807    0.241  -99.999  -99.999  -99.999
