!56ni -> 56co, e- capture
!Q=-1.624 MeV
!
!log(rhoY)    log(temp)     mu              dQ    Vs     log(e-cap-rate)        nu-energy-loss gamma-energy
!g/cm^3       log(K)        1/s             erg   erg    log(1/s)                    erg/s          erg/s
1.000000      7.000000      -4.806530e-09  0.00  0.00   -8.684000              1.376291e-15   0.00  
1.000000      8.000000      -9.292624e-08  0.00  0.00   -9.164000              4.652757e-16   0.00  
1.000000      8.301030      -2.146917e-07  0.00  0.00   -9.291000              3.570347e-16   0.00  
1.000000      8.602060      -4.902661e-07  0.00  0.00   -9.387000              3.038858e-16   0.00  
1.000000      8.845098      -8.058948e-07  0.00  0.00   -8.777000              1.385831e-15   0.00  
1.000000      9.000000      -8.187123e-07  0.00  0.00   -7.439000              3.433289e-14   0.00  
1.000000      9.176091      -8.187123e-07  0.00  0.00   -6.184000              7.703896e-13   0.00  
1.000000      9.301030      -8.187123e-07  0.00  0.00   -5.406000              5.658618e-12   0.00  
1.000000      9.477121      -8.187123e-07  0.00  0.00   -4.325000              9.609712e-11   0.00  
1.000000      9.698970      -8.187123e-07  0.00  0.00   -2.782000              6.587345e-09   0.00  
1.000000      10.000000     -8.187123e-07  0.00  0.00   -0.691000              1.891082e-06   0.00  
1.000000      10.477121     -8.187123e-07  0.00  0.00   2.011000               2.097541e-03   0.00  
1.000000      11.000000     -8.187123e-07  0.00  0.00   4.728000               3.636724e+00   0.00  
2.000000      7.000000      -1.602177e-09  0.00  0.00   -7.705000              1.314348e-14   0.00  
2.000000      8.000000      -6.088271e-08  0.00  0.00   -8.165000              4.652757e-15   0.00  
2.000000      8.301030      -1.522068e-07  0.00  0.00   -8.291000              3.562135e-15   0.00  
2.000000      8.602060      -3.636941e-07  0.00  0.00   -8.387000              3.038858e-15   0.00  
2.000000      8.845098      -7.145708e-07  0.00  0.00   -8.364000              3.586827e-15   0.00  
2.000000      9.000000      -8.107014e-07  0.00  0.00   -7.418000              3.603383e-14   0.00  
2.000000      9.176091      -8.187123e-07  0.00  0.00   -6.182000              7.721655e-13   0.00  
2.000000      9.301030      -8.187123e-07  0.00  0.00   -5.406000              5.658618e-12   0.00  
2.000000      9.477121      -8.187123e-07  0.00  0.00   -4.325000              9.609712e-11   0.00  
2.000000      9.698970      -8.187123e-07  0.00  0.00   -2.782000              6.587345e-09   0.00  
2.000000      10.000000     -8.187123e-07  0.00  0.00   -0.691000              1.891082e-06   0.00  
2.000000      10.477121     -8.187123e-07  0.00  0.00   2.011000               2.097541e-03   0.00  
2.000000      11.000000     -8.187123e-07  0.00  0.00   4.728000               3.636724e+00   0.00  
3.000000      7.000000       3.204353e-09  0.00  0.00   -6.834000              9.788370e-14   0.00  
3.000000      8.000000      -2.883918e-08  0.00  0.00   -7.171000              4.588919e-14   0.00  
3.000000      8.301030      -8.811971e-08  0.00  0.00   -7.293000              3.553942e-14   0.00  
3.000000      8.602060      -2.355200e-07  0.00  0.00   -7.388000              3.038858e-14   0.00  
3.000000      8.845098      -5.030835e-07  0.00  0.00   -7.417000              3.182075e-14   0.00  
3.000000      9.000000      -7.450121e-07  0.00  0.00   -7.212000              5.790424e-14   0.00  
3.000000      9.176091      -8.107014e-07  0.00  0.00   -6.168000              7.993011e-13   0.00  
3.000000      9.301030      -8.171101e-07  0.00  0.00   -5.403000              5.697842e-12   0.00  
3.000000      9.477121      -8.187123e-07  0.00  0.00   -4.324000              9.609712e-11   0.00  
3.000000      9.698970      -8.187123e-07  0.00  0.00   -2.782000              6.587345e-09   0.00  
3.000000      10.000000     -8.187123e-07  0.00  0.00   -0.691000              1.891082e-06   0.00  
3.000000      10.477121     -8.187123e-07  0.00  0.00   2.011000               2.097541e-03   0.00  
3.000000      11.000000     -8.187123e-07  0.00  0.00   4.728000               3.636724e+00   0.00  
4.000000      7.000000       1.922612e-08  0.00  0.00   -6.118000              5.137010e-13   0.00  
4.000000      8.000000       8.010883e-09  0.00  0.00   -6.220000              4.118228e-13   0.00  
4.000000      8.301030      -2.082830e-08  0.00  0.00   -6.310000              3.425393e-13   0.00  
4.000000      8.602060      -1.073458e-07  0.00  0.00   -6.392000              3.017939e-13   0.00  
4.000000      8.845098      -2.787787e-07  0.00  0.00   -6.418000              3.174756e-13   0.00  
4.000000      9.000000      -4.838573e-07  0.00  0.00   -6.393000              3.816897e-13   0.00  
4.000000      9.176091      -7.434100e-07  0.00  0.00   -6.027000              1.105886e-12   0.00  
4.000000      9.301030      -7.962818e-07  0.00  0.00   -5.372000              6.133529e-12   0.00  
4.000000      9.477121      -8.123036e-07  0.00  0.00   -4.319000              9.743397e-11   0.00  
4.000000      9.698970      -8.171101e-07  0.00  0.00   -2.781000              6.602530e-09   0.00  
4.000000      10.000000     -8.187123e-07  0.00  0.00   -0.691000              1.891082e-06   0.00  
4.000000      10.477121     -8.187123e-07  0.00  0.00   2.011000               2.097541e-03   0.00  
4.000000      11.000000     -8.187123e-07  0.00  0.00   4.728000               3.636724e+00   0.00  
5.000000      7.000000       8.491536e-08  0.00  0.00   -5.384000              2.935691e-12   0.00  
5.000000      8.000000       8.331318e-08  0.00  0.00   -5.388000              2.928939e-12   0.00  
5.000000      8.301030       7.530230e-08  0.00  0.00   -5.399000              2.895412e-12   0.00  
5.000000      8.602060       4.165659e-08  0.00  0.00   -5.421000              2.902087e-12   0.00  
5.000000      8.845098      -4.165659e-08  0.00  0.00   -5.423000              3.204132e-12   0.00  
5.000000      9.000000      -1.570133e-07  0.00  0.00   -5.395000              3.852214e-12   0.00  
5.000000      9.176091      -3.941355e-07  0.00  0.00   -5.305000              5.870977e-12   0.00  
5.000000      9.301030      -6.136337e-07  0.00  0.00   -5.087000              1.182253e-11   0.00  
5.000000      9.477121      -7.626361e-07  0.00  0.00   -4.266000              1.095747e-10   0.00  
5.000000      9.698970      -8.042927e-07  0.00  0.00   -2.773000              6.694381e-09   0.00  
5.000000      10.000000     -8.155079e-07  0.00  0.00   -0.690000              1.895442e-06   0.00  
5.000000      10.477121     -8.187123e-07  0.00  0.00   2.011000               2.097541e-03   0.00  
5.000000      11.000000     -8.187123e-07  0.00  0.00   4.728000               3.636724e+00   0.00  
6.000000      7.000000       3.444680e-07  0.00  0.00   -4.448000              3.138415e-11   0.00  
6.000000      8.000000       3.428658e-07  0.00  0.00   -4.447000              3.152901e-11   0.00  
6.000000      8.301030       3.412636e-07  0.00  0.00   -4.444000              3.204132e-11   0.00  
6.000000      8.602060       3.316506e-07  0.00  0.00   -4.432000              3.378395e-11   0.00  
6.000000      8.845098       3.028114e-07  0.00  0.00   -4.403000              3.869995e-11   0.00  
6.000000      9.000000       2.579504e-07  0.00  0.00   -4.363000              4.631380e-11   0.00  
6.000000      9.176091       1.490024e-07  0.00  0.00   -4.278000              6.678984e-11   0.00  
6.000000      9.301030       1.602177e-09  0.00  0.00   -4.170000              1.013235e-10   0.00  
6.000000      9.477121      -3.396614e-07  0.00  0.00   -3.834000              2.942459e-10   0.00  
6.000000      9.698970      -6.729142e-07  0.00  0.00   -2.691000              7.847122e-09   0.00  
6.000000      10.000000     -7.866687e-07  0.00  0.00   -0.682000              1.930680e-06   0.00  
