!65zn -> 65ga, beta-decay
!Q=2.7439 MeV
!
!rhoY         temp           mu            dQ    VS     beta-decay-rate   nu-energy-loss   gamma-energy
!g/cm^3       K              1/s           erg   erg    1/s               erg/s            erg/s
1.000000e+01  1.000000e+07  -4.806530e-09  0.00  0.00   1.002305e-100     1.605870e-106    0.00  
1.000000e+01  1.000000e+08  -9.292624e-08  0.00  0.00   1.002305e-100     1.605870e-106    0.00  
1.000000e+01  2.000000e+08  -2.146917e-07  0.00  0.00   9.772372e-94      2.141462e-94     0.00  
1.000000e+01  4.000000e+08  -4.902661e-07  0.00  0.00   1.185769e-50      1.056113e-51     0.00  
1.000000e+01  7.000000e+08  -8.058948e-07  0.00  0.00   4.027170e-32      2.151347e-33     0.00  
1.000000e+01  1.000000e+09  -8.187123e-07  0.00  0.00   1.409289e-24      8.824912e-27     0.00  
1.000000e+01  1.500000e+09  -8.187123e-07  0.00  0.00   1.636817e-18      2.026331e-21     0.00  
1.000000e+01  2.000000e+09  -8.187123e-07  0.00  0.00   3.104560e-15      1.481530e-18     0.00  
1.000000e+01  3.000000e+09  -8.187123e-07  0.00  0.00   1.425608e-11      2.059256e-15     0.00  
1.000000e+01  5.000000e+09  -8.187123e-07  0.00  0.00   7.112135e-08      2.087903e-12     0.00  
1.000000e+01  1.000000e+10  -8.187123e-07  0.00  0.00   2.594179e-04      3.417515e-09     0.00  
1.000000e+01  3.000000e+10  -8.187123e-07  0.00  0.00   7.620790e-02      2.646735e-05     0.00  
1.000000e+01  1.000000e+11  -8.187123e-07  0.00  0.00   6.367955e-01      5.938960e-02     0.00  
1.000000e+02  1.000000e+07  -1.602177e-09  0.00  0.00   1.002305e-100     1.605870e-106    0.00  
1.000000e+02  1.000000e+08  -6.088271e-08  0.00  0.00   1.002305e-100     1.605870e-106    0.00  
1.000000e+02  2.000000e+08  -1.522068e-07  0.00  0.00   9.772372e-94      2.141462e-95     0.00  
1.000000e+02  4.000000e+08  -3.636941e-07  0.00  0.00   1.185769e-50      1.056113e-52     0.00  
1.000000e+02  7.000000e+08  -7.145708e-07  0.00  0.00   4.027170e-32      8.312093e-34     0.00  
1.000000e+02  1.000000e+09  -8.107014e-07  0.00  0.00   1.409289e-24      8.389004e-27     0.00  
1.000000e+02  1.500000e+09  -8.187123e-07  0.00  0.00   1.636817e-18      2.017021e-21     0.00  
1.000000e+02  2.000000e+09  -8.187123e-07  0.00  0.00   3.104560e-15      1.481530e-18     0.00  
1.000000e+02  3.000000e+09  -8.187123e-07  0.00  0.00   1.425608e-11      2.059256e-15     0.00  
1.000000e+02  5.000000e+09  -8.187123e-07  0.00  0.00   7.112135e-08      2.087903e-12     0.00  
1.000000e+02  1.000000e+10  -8.187123e-07  0.00  0.00   2.594179e-04      3.417515e-09     0.00  
1.000000e+02  3.000000e+10  -8.187123e-07  0.00  0.00   7.620790e-02      2.646735e-05     0.00  
1.000000e+02  1.000000e+11  -8.187123e-07  0.00  0.00   6.367955e-01      5.938960e-02     0.00  
1.000000e+03  1.000000e+07   3.204353e-09  0.00  0.00   1.002305e-100     1.605870e-106    0.00  
1.000000e+03  1.000000e+08  -2.883918e-08  0.00  0.00   1.002305e-100     1.605870e-106    0.00  
1.000000e+03  2.000000e+08  -8.811971e-08  0.00  0.00   9.682779e-94      2.112080e-96     0.00  
1.000000e+03  4.000000e+08  -2.355200e-07  0.00  0.00   1.180321e-50      1.051261e-53     0.00  
1.000000e+03  7.000000e+08  -5.030835e-07  0.00  0.00   4.017908e-32      9.369370e-35     0.00  
1.000000e+03  1.000000e+09  -7.450121e-07  0.00  0.00   1.409289e-24      5.220479e-27     0.00  
1.000000e+03  1.500000e+09  -8.107014e-07  0.00  0.00   1.636817e-18      1.953037e-21     0.00  
1.000000e+03  2.000000e+09  -8.171101e-07  0.00  0.00   3.104560e-15      1.471331e-18     0.00  
1.000000e+03  3.000000e+09  -8.187123e-07  0.00  0.00   1.425608e-11      2.054520e-15     0.00  
1.000000e+03  5.000000e+09  -8.187123e-07  0.00  0.00   7.112135e-08      2.087903e-12     0.00  
1.000000e+03  1.000000e+10  -8.187123e-07  0.00  0.00   2.594179e-04      3.417515e-09     0.00  
1.000000e+03  3.000000e+10  -8.187123e-07  0.00  0.00   7.620790e-02      2.646735e-05     0.00  
1.000000e+03  1.000000e+11  -8.187123e-07  0.00  0.00   6.367955e-01      5.938960e-02     0.00  
