!48sc -> 48ti, beta-decay
!Q=-4.505 MeV
!
!log(rhoY)    log(temp)     mu             dQ    VS     log(beta-decay-rate)   nu-energy-loss   gamma-energy
!log(g/cm^3)  log(K)        1/s            erg   erg    log(1/s)               erg/s            erg/s
1.000000      7.000000      -4.806530e-09  0.00  0.00   -5.353000              2.997163e-12     0.00  
1.000000      8.000000      -9.292624e-08  0.00  0.00   -5.353000              3.004072e-12     0.00  
1.000000      8.301030      -2.146917e-07  0.00  0.00   -5.352000              3.010997e-12     0.00  
1.000000      8.602060      -4.902661e-07  0.00  0.00   -5.316000              3.578577e-12     0.00  
1.000000      8.845098      -8.058948e-07  0.00  0.00   -5.182000              6.190281e-12     0.00  
1.000000      9.000000      -8.187123e-07  0.00  0.00   -5.043000              1.075748e-11     0.00  
1.000000      9.176091      -8.187123e-07  0.00  0.00   -4.786000              2.928939e-11     0.00  
1.000000      9.301030      -8.187123e-07  0.00  0.00   -4.528000              6.993755e-11     0.00  
1.000000      9.477121      -8.187123e-07  0.00  0.00   -4.081000              2.777860e-10     0.00  
1.000000      9.698970      -8.187123e-07  0.00  0.00   -3.304000              2.758738e-09     0.00  
1.000000      10.000000     -8.187123e-07  0.00  0.00   -2.017000              1.263893e-07     0.00  
1.000000      10.477121     -8.187123e-07  0.00  0.00   -0.921000              1.912980e-04     0.00  
1.000000      11.000000     -8.187123e-07  0.00  0.00   -0.708000              3.620015e-01     0.00  
2.000000      7.000000      -1.602177e-09  0.00  0.00   -5.354000              2.997163e-12     0.00  
2.000000      8.000000      -6.088271e-08  0.00  0.00   -5.353000              2.997163e-12     0.00  
2.000000      8.301030      -1.522068e-07  0.00  0.00   -5.352000              3.010997e-12     0.00  
2.000000      8.602060      -3.636941e-07  0.00  0.00   -5.316000              3.578577e-12     0.00  
2.000000      8.845098      -7.145708e-07  0.00  0.00   -5.182000              6.176044e-12     0.00  
2.000000      9.000000      -8.107014e-07  0.00  0.00   -5.043000              1.075748e-11     0.00  
2.000000      9.176091      -8.187123e-07  0.00  0.00   -4.786000              2.928939e-11     0.00  
2.000000      9.301030      -8.187123e-07  0.00  0.00   -4.528000              6.993755e-11     0.00  
2.000000      9.477121      -8.187123e-07  0.00  0.00   -4.081000              2.777860e-10     0.00  
2.000000      9.698970      -8.187123e-07  0.00  0.00   -3.304000              2.758738e-09     0.00  
2.000000      10.000000     -8.187123e-07  0.00  0.00   -2.017000              1.263893e-07     0.00  
