!49v -> 49ti, e- capture
!Q=-0.0909 MeV
!
!log(rhoY)    log(temp)     mu              dQ    Vs     log(e-cap-rate)        nu-energy-loss gamma-energy
!g/cm^3       log(K)        1/s             erg   erg    log(1/s)                    erg/s          erg/s
1.000000      7.000000      -4.806530e-09  0.00  0.00   -10.285000             5.008531e-17   0.00  
1.000000      8.000000      -9.292624e-08  0.00  0.00   -10.768000             1.669977e-17   0.00  
1.000000      8.301030      -2.146917e-07  0.00  0.00   -10.898000             1.258086e-17   0.00  
1.000000      8.602060      -4.902661e-07  0.00  0.00   -11.008000             1.024968e-17   0.00  
1.000000      8.845098      -8.058948e-07  0.00  0.00   -10.434000             4.185144e-17   0.00  
1.000000      9.000000      -8.187123e-07  0.00  0.00   -9.135000              9.156097e-16   0.00  
1.000000      9.176091      -8.187123e-07  0.00  0.00   -7.935000              1.708875e-14   0.00  
1.000000      9.301030      -8.187123e-07  0.00  0.00   -7.192000              1.116119e-13   0.00  
1.000000      9.477121      -8.187123e-07  0.00  0.00   -6.086000              1.993932e-12   0.00  
1.000000      9.698970      -8.187123e-07  0.00  0.00   -4.430000              1.587488e-10   0.00  
1.000000      10.000000     -8.187123e-07  0.00  0.00   -2.114000              6.834557e-08   0.00  
1.000000      10.477121     -8.187123e-07  0.00  0.00   1.173000               3.233779e-04   0.00  
1.000000      11.000000     -8.187123e-07  0.00  0.00   4.068000               7.937987e-01   0.00  
2.000000      7.000000      -1.602177e-09  0.00  0.00   -9.306000              4.772109e-16   0.00  
2.000000      8.000000      -6.088271e-08  0.00  0.00   -9.769000              1.666136e-16   0.00  
2.000000      8.301030      -1.522068e-07  0.00  0.00   -9.899000              1.258086e-16   0.00  
2.000000      8.602060      -3.636941e-07  0.00  0.00   -10.008000             1.024968e-16   0.00  
2.000000      8.845098      -7.145708e-07  0.00  0.00   -10.021000             1.083204e-16   0.00  
2.000000      9.000000      -8.107014e-07  0.00  0.00   -9.113000              9.631865e-16   0.00  
2.000000      9.176091      -8.187123e-07  0.00  0.00   -7.934000              1.712815e-14   0.00  
2.000000      9.301030      -8.187123e-07  0.00  0.00   -7.192000              1.116119e-13   0.00  
2.000000      9.477121      -8.187123e-07  0.00  0.00   -6.086000              1.993932e-12   0.00  
2.000000      9.698970      -8.187123e-07  0.00  0.00   -4.430000              1.587488e-10   0.00  
2.000000      10.000000     -8.187123e-07  0.00  0.00   -2.114000              6.834557e-08   0.00  
2.000000      10.477121     -8.187123e-07  0.00  0.00   1.173000               3.233779e-04   0.00  
2.000000      11.000000     -8.187123e-07  0.00  0.00   4.068000               7.937987e-01   0.00  
3.000000      7.000000       3.204353e-09  0.00  0.00   -8.435000              3.545769e-15   0.00  
3.000000      8.000000      -2.883918e-08  0.00  0.00   -8.775000              1.643276e-15   0.00  
3.000000      8.301030      -8.811971e-08  0.00  0.00   -8.901000              1.255193e-15   0.00  
3.000000      8.602060      -2.355200e-07  0.00  0.00   -9.009000              1.022611e-15   0.00  
3.000000      8.845098      -5.030835e-07  0.00  0.00   -9.074000              9.609712e-16   0.00  
3.000000      9.000000      -7.450121e-07  0.00  0.00   -8.907000              1.544224e-15   0.00  
3.000000      9.176091      -8.107014e-07  0.00  0.00   -7.920000              1.768929e-14   0.00  
3.000000      9.301030      -8.171101e-07  0.00  0.00   -7.188000              1.126446e-13   0.00  
3.000000      9.477121      -8.187123e-07  0.00  0.00   -6.086000              1.993932e-12   0.00  
3.000000      9.698970      -8.187123e-07  0.00  0.00   -4.430000              1.587488e-10   0.00  
3.000000      10.000000     -8.187123e-07  0.00  0.00   -2.114000              6.834557e-08   0.00  
3.000000      10.477121     -8.187123e-07  0.00  0.00   1.173000               3.233779e-04   0.00  
3.000000      11.000000     -8.187123e-07  0.00  0.00   4.068000               7.937987e-01   0.00  
4.000000      7.000000       1.922612e-08  0.00  0.00   -7.722000              1.848036e-14   0.00  
4.000000      8.000000       8.010883e-09  0.00  0.00   -7.826000              1.471331e-14   0.00  
4.000000      8.301030      -2.082830e-08  0.00  0.00   -7.918000              1.207009e-14   0.00  
4.000000      8.602060      -1.073458e-07  0.00  0.00   -8.013000              1.015571e-14   0.00  
4.000000      8.845098      -2.787787e-07  0.00  0.00   -8.075000              9.587611e-15   0.00  
4.000000      9.000000      -4.838573e-07  0.00  0.00   -8.089000              1.017912e-14   0.00  
4.000000      9.176091      -7.434100e-07  0.00  0.00   -7.779000              2.447431e-14   0.00  
4.000000      9.301030      -7.962818e-07  0.00  0.00   -7.157000              1.207009e-13   0.00  
4.000000      9.477121      -8.123036e-07  0.00  0.00   -6.080000              2.017021e-12   0.00  
4.000000      9.698970      -8.171101e-07  0.00  0.00   -4.429000              1.591147e-10   0.00  
4.000000      10.000000     -8.187123e-07  0.00  0.00   -2.114000              6.834557e-08   0.00  
4.000000      10.477121     -8.187123e-07  0.00  0.00   1.173000               3.233779e-04   0.00  
4.000000      11.000000     -8.187123e-07  0.00  0.00   4.068000               7.937987e-01   0.00  
5.000000      7.000000       8.491536e-08  0.00  0.00   -6.993000              1.027331e-13   0.00  
5.000000      8.000000       8.331318e-08  0.00  0.00   -6.997000              1.020259e-13   0.00  
5.000000      8.301030       7.530230e-08  0.00  0.00   -7.011000              9.993334e-14   0.00  
5.000000      8.602060       4.165659e-08  0.00  0.00   -7.046000              9.609712e-14   0.00  
5.000000      8.845098      -4.165659e-08  0.00  0.00   -7.083000              9.543560e-14   0.00  
5.000000      9.000000      -1.570133e-07  0.00  0.00   -7.093000              1.017912e-13   0.00  
5.000000      9.176091      -3.941355e-07  0.00  0.00   -7.058000              1.290359e-13   0.00  
5.000000      9.301030      -6.136337e-07  0.00  0.00   -6.873000              2.305209e-13   0.00  
5.000000      9.477121      -7.626361e-07  0.00  0.00   -6.028000              2.263135e-12   0.00  
5.000000      9.698970      -8.042927e-07  0.00  0.00   -4.421000              1.617001e-10   0.00  
5.000000      10.000000     -8.155079e-07  0.00  0.00   -2.113000              6.834557e-08   0.00  
5.000000      10.477121     -8.187123e-07  0.00  0.00   1.173000               3.233779e-04   0.00  
5.000000      11.000000     -8.187123e-07  0.00  0.00   4.068000               7.937987e-01   0.00  
6.000000      7.000000       3.444680e-07  0.00  0.00   -6.086000              9.676324e-13   0.00  
6.000000      8.000000       3.428658e-07  0.00  0.00   -6.085000              9.698630e-13   0.00  
6.000000      8.301030       3.412636e-07  0.00  0.00   -6.083000              9.788370e-13   0.00  
6.000000      8.602060       3.316506e-07  0.00  0.00   -6.083000              1.003946e-12   0.00  
6.000000      8.845098       3.028114e-07  0.00  0.00   -6.085000              1.053684e-12   0.00  
6.000000      9.000000       2.579504e-07  0.00  0.00   -6.080000              1.142116e-12   0.00  
6.000000      9.176091       1.490024e-07  0.00  0.00   -6.043000              1.408349e-12   0.00  
6.000000      9.301030       1.602177e-09  0.00  0.00   -5.962000              1.917390e-12   0.00  
6.000000      9.477121      -3.396614e-07  0.00  0.00   -5.596000              5.884511e-12   0.00  
6.000000      9.698970      -6.729142e-07  0.00  0.00   -4.340000              1.912980e-10   0.00  
6.000000      10.000000     -7.866687e-07  0.00  0.00   -2.104000              6.961621e-08   0.00  
6.000000      10.477121     -8.155079e-07  0.00  0.00   1.173000               3.233779e-04   0.00  
6.000000      11.000000     -8.187123e-07  0.00  0.00   4.068000               7.937987e-01   0.00  
7.000000      7.000000       1.140750e-06  0.00  0.00   -4.857000              2.487198e-11   0.00  
7.000000      8.000000       1.139148e-06  0.00  0.00   -4.857000              2.492932e-11   0.00  
7.000000      8.301030       1.139148e-06  0.00  0.00   -4.857000              2.498679e-11   0.00  
7.000000      8.602060       1.134341e-06  0.00  0.00   -4.862000              2.492932e-11   0.00  
7.000000      8.845098       1.123126e-06  0.00  0.00   -4.875000              2.470076e-11   0.00  
7.000000      9.000000       1.103900e-06  0.00  0.00   -4.877000              2.510212e-11   0.00  
7.000000      9.176091       1.060641e-06  0.00  0.00   -4.847000              2.784264e-11   0.00  
7.000000      9.301030       9.965539e-07  0.00  0.00   -4.771000              3.425393e-11   0.00  
7.000000      9.477121       8.171101e-07  0.00  0.00   -4.491000              7.528534e-11   0.00  
7.000000      9.698970       2.996070e-07  0.00  0.00   -3.749000              6.913698e-10   0.00  
7.000000      10.000000     -5.046856e-07  0.00  0.00   -2.018000              8.369710e-08   0.00  
7.000000      10.477121     -7.850666e-07  0.00  0.00   1.176000               3.256195e-04   0.00  
7.000000      11.000000     -8.155079e-07  0.00  0.00   4.068000               7.937987e-01   0.00  
8.000000      7.000000       3.101814e-06  0.00  0.00   -3.249000              1.580194e-09   0.00  
8.000000      8.000000       3.101814e-06  0.00  0.00   -3.249000              1.583837e-09   0.00  
8.000000      8.301030       3.100212e-06  0.00  0.00   -3.245000              1.591147e-09   0.00  
8.000000      8.602060       3.098610e-06  0.00  0.00   -3.211000              1.650861e-09   0.00  
8.000000      8.845098       3.093803e-06  0.00  0.00   -3.142000              1.785297e-09   0.00  
8.000000      9.000000       3.085792e-06  0.00  0.00   -3.088000              1.926240e-09   0.00  
8.000000      9.176091       3.064964e-06  0.00  0.00   -3.014000              2.206533e-09   0.00  
8.000000      9.301030       3.036125e-06  0.00  0.00   -2.944000              2.598426e-09   0.00  
8.000000      9.477121       2.954414e-06  0.00  0.00   -2.790000              4.071087e-09   0.00  
8.000000      9.698970       2.693259e-06  0.00  0.00   -2.401000              1.467947e-08   0.00  
8.000000      10.000000      1.573337e-06  0.00  0.00   -1.393000              3.293900e-07   0.00  
8.000000      10.477121     -4.838573e-07  0.00  0.00   1.207000               3.497119e-04   0.00  
8.000000      11.000000     -7.882709e-07  0.00  0.00   4.069000               7.956286e-01   0.00  
9.000000      7.000000       7.480563e-06  0.00  0.00   -0.680000              8.179192e-07   0.00  
9.000000      8.000000       7.480563e-06  0.00  0.00   -0.680000              8.179192e-07   0.00  
9.000000      8.301030       7.480563e-06  0.00  0.00   -0.679000              8.198047e-07   0.00  
9.000000      8.602060       7.480563e-06  0.00  0.00   -0.668000              8.447154e-07   0.00  
9.000000      8.845098       7.477358e-06  0.00  0.00   -0.643000              9.051288e-07   0.00  
9.000000      9.000000       7.474154e-06  0.00  0.00   -0.622000              9.565560e-07   0.00  
9.000000      9.176091       7.464541e-06  0.00  0.00   -0.596000              1.027331e-06   0.00  
