!62ga -> 62zn, e- capture
!Q=-8.66 MeV
!
!rhoY         temp          mu             dQ    Vs     e-cap-rate        nu-energy-loss gamma-energy
!g/cm^3       K             1/s            erg   erg    1/s               erg/s          erg/s
1.000000e+01  1.000000e+07  -4.806530e-09  0.00  0.00   1.009253e-05      3.905804e-05   0.00  
1.000000e+01  1.000000e+08  -9.292624e-08  0.00  0.00   3.213661e-06      3.905804e-05   0.00  
1.000000e+01  2.000000e+08  -2.146917e-07  0.00  0.00   2.290868e-06      3.905804e-05   0.00  
1.000000e+01  4.000000e+08  -4.902661e-07  0.00  0.00   1.655770e-06      3.905804e-05   0.00  
1.000000e+01  7.000000e+08  -8.058948e-07  0.00  0.00   5.649370e-06      3.878916e-05   0.00  
1.000000e+01  1.000000e+09  -8.187123e-07  0.00  0.00   9.772372e-05      3.695816e-05   0.00  
1.000000e+01  1.500000e+09  -8.187123e-07  0.00  0.00   1.059254e-03      2.983393e-05   0.00  
1.000000e+01  2.000000e+09  -8.187123e-07  0.00  0.00   3.647539e-03      2.305209e-05   0.00  
1.000000e+01  3.000000e+09  -8.187123e-07  0.00  0.00   1.563148e-02      1.643276e-05   0.00  
1.000000e+01  5.000000e+09  -8.187123e-07  0.00  0.00   9.375620e-02      1.451144e-05   0.00  
1.000000e+01  1.000000e+10  -8.187123e-07  0.00  0.00   1.342765e+00      3.278766e-05   0.00  
1.000000e+01  3.000000e+10  -8.187123e-07  0.00  0.00   1.874995e+02      4.412761e-03   0.00  
1.000000e+01  1.000000e+11  -8.187123e-07  0.00  0.00   6.870684e+04      4.783110e+00   0.00  
1.000000e+02  1.000000e+07  -1.602177e-09  0.00  0.00   9.616123e-05      3.905804e-05   0.00  
1.000000e+02  1.000000e+08  -6.088271e-08  0.00  0.00   3.206269e-05      3.905804e-05   0.00  
1.000000e+02  2.000000e+08  -1.522068e-07  0.00  0.00   2.290868e-05      3.905804e-05   0.00  
1.000000e+02  4.000000e+08  -3.636941e-07  0.00  0.00   1.655770e-05      3.905804e-05   0.00  
1.000000e+02  7.000000e+08  -7.145708e-07  0.00  0.00   1.462177e-05      3.878916e-05   0.00  
1.000000e+02  1.000000e+09  -8.107014e-07  0.00  0.00   1.028016e-04      3.695816e-05   0.00  
1.000000e+02  1.500000e+09  -8.187123e-07  0.00  0.00   1.064143e-03      2.983393e-05   0.00  
1.000000e+02  2.000000e+09  -8.187123e-07  0.00  0.00   3.655948e-03      2.305209e-05   0.00  
1.000000e+02  3.000000e+09  -8.187123e-07  0.00  0.00   1.563148e-02      1.643276e-05   0.00  
1.000000e+02  5.000000e+09  -8.187123e-07  0.00  0.00   9.375620e-02      1.451144e-05   0.00  
1.000000e+02  1.000000e+10  -8.187123e-07  0.00  0.00   1.342765e+00      3.278766e-05   0.00  
1.000000e+02  3.000000e+10  -8.187123e-07  0.00  0.00   1.874995e+02      4.412761e-03   0.00  
1.000000e+02  1.000000e+11  -8.187123e-07  0.00  0.00   6.870684e+04      4.783110e+00   0.00  
1.000000e+03  1.000000e+07   3.204353e-09  0.00  0.00   7.112135e-04      3.905804e-05   0.00  
1.000000e+03  1.000000e+08  -2.883918e-08  0.00  0.00   3.162278e-04      3.905804e-05   0.00  
1.000000e+03  2.000000e+08  -8.811971e-08  0.00  0.00   2.275097e-04      3.905804e-05   0.00  
1.000000e+03  4.000000e+08  -2.355200e-07  0.00  0.00   1.651962e-04      3.905804e-05   0.00  
1.000000e+03  7.000000e+08  -5.030835e-07  0.00  0.00   1.294196e-04      3.878916e-05   0.00  
1.000000e+03  1.000000e+09  -7.450121e-07  0.00  0.00   1.651962e-04      3.695816e-05   0.00  
1.000000e+03  1.500000e+09  -8.107014e-07  0.00  0.00   1.099006e-03      2.983393e-05   0.00  
1.000000e+03  2.000000e+09  -8.171101e-07  0.00  0.00   3.681290e-03      2.305209e-05   0.00  
1.000000e+03  3.000000e+09  -8.187123e-07  0.00  0.00   1.566751e-02      1.643276e-05   0.00  
1.000000e+03  5.000000e+09  -8.187123e-07  0.00  0.00   9.375620e-02      1.451144e-05   0.00  
1.000000e+03  1.000000e+10  -8.187123e-07  0.00  0.00   1.342765e+00      3.278766e-05   0.00  
1.000000e+03  3.000000e+10  -8.187123e-07  0.00  0.00   1.874995e+02      4.412761e-03   0.00  
1.000000e+03  1.000000e+11  -8.187123e-07  0.00  0.00   6.870684e+04      4.783110e+00   0.00  
1.000000e+04  1.000000e+07   1.922612e-08  0.00  0.00   3.622430e-03      3.914807e-05   0.00  
1.000000e+04  1.000000e+08   8.010883e-09  0.00  0.00   2.792544e-03      3.914807e-05   0.00  
1.000000e+04  2.000000e+08  -2.082830e-08  0.00  0.00   2.172701e-03      3.914807e-05   0.00  
1.000000e+04  4.000000e+08  -1.073458e-07  0.00  0.00   1.625549e-03      3.905804e-05   0.00  
1.000000e+04  7.000000e+08  -2.787787e-07  0.00  0.00   1.285287e-03      3.887858e-05   0.00  
1.000000e+04  1.000000e+09  -4.838573e-07  0.00  0.00   1.083927e-03      3.695816e-05   0.00  
1.000000e+04  1.500000e+09  -7.434100e-07  0.00  0.00   1.517050e-03      2.983393e-05   0.00  
1.000000e+04  2.000000e+09  -7.962818e-07  0.00  0.00   3.953666e-03      2.305209e-05   0.00  
1.000000e+04  3.000000e+09  -8.123036e-07  0.00  0.00   1.584893e-02      1.643276e-05   0.00  
1.000000e+04  5.000000e+09  -8.171101e-07  0.00  0.00   9.397233e-02      1.451144e-05   0.00  
1.000000e+04  1.000000e+10  -8.187123e-07  0.00  0.00   1.342765e+00      3.278766e-05   0.00  
1.000000e+04  3.000000e+10  -8.187123e-07  0.00  0.00   1.874995e+02      4.412761e-03   0.00  
1.000000e+04  1.000000e+11  -8.187123e-07  0.00  0.00   6.870684e+04      4.783110e+00   0.00  
1.000000e+05  1.000000e+07   8.491536e-08  0.00  0.00   1.774189e-02      3.932877e-05   0.00  
1.000000e+05  1.000000e+08   8.331318e-08  0.00  0.00   1.741807e-02      3.932877e-05   0.00  
1.000000e+05  2.000000e+08   7.530230e-08  0.00  0.00   1.648162e-02      3.932877e-05   0.00  
1.000000e+05  4.000000e+08   4.165659e-08  0.00  0.00   1.445440e-02      3.923832e-05   0.00  
1.000000e+05  7.000000e+08  -4.165659e-08  0.00  0.00   1.224616e-02      3.896820e-05   0.00  
1.000000e+05  1.000000e+09  -1.570133e-07  0.00  0.00   1.051962e-02      3.712876e-05   0.00  
1.000000e+05  1.500000e+09  -3.941355e-07  0.00  0.00   7.888601e-03      2.990270e-05   0.00  
1.000000e+05  2.000000e+09  -6.136337e-07  0.00  0.00   7.550922e-03      2.310524e-05   0.00  
1.000000e+05  3.000000e+09  -7.626361e-07  0.00  0.00   1.782379e-02      1.647064e-05   0.00  
1.000000e+05  5.000000e+09  -8.042927e-07  0.00  0.00   9.571941e-02      1.454489e-05   0.00  
1.000000e+05  1.000000e+10  -8.155079e-07  0.00  0.00   1.345860e+00      3.286324e-05   0.00  
1.000000e+05  3.000000e+10  -8.187123e-07  0.00  0.00   1.874995e+02      4.412761e-03   0.00  
1.000000e+05  1.000000e+11  -8.187123e-07  0.00  0.00   6.870684e+04      4.783110e+00   0.00  
1.000000e+06  1.000000e+07   3.444680e-07  0.00  0.00   1.028016e-01      4.052382e-05   0.00  
1.000000e+06  1.000000e+08   3.428658e-07  0.00  0.00   1.028016e-01      4.052382e-05   0.00  
1.000000e+06  2.000000e+08   3.412636e-07  0.00  0.00   1.025652e-01      4.052382e-05   0.00  
1.000000e+06  4.000000e+08   3.316506e-07  0.00  0.00   1.016249e-01      4.052382e-05   0.00  
1.000000e+06  7.000000e+08   3.028114e-07  0.00  0.00   9.885531e-02      4.024486e-05   0.00  
1.000000e+06  1.000000e+09   2.579504e-07  0.00  0.00   9.183326e-02      3.825695e-05   0.00  
1.000000e+06  1.500000e+09   1.490024e-07  0.00  0.00   7.261060e-02      3.088235e-05   0.00  
1.000000e+06  2.000000e+09   1.602177e-09  0.00  0.00   5.649370e-02      2.380731e-05   0.00  
1.000000e+06  3.000000e+09  -3.396614e-07  0.00  0.00   4.623810e-02      1.685429e-05   0.00  
1.000000e+06  5.000000e+09  -6.729142e-07  0.00  0.00   1.145513e-01      1.481530e-05   0.00  
1.000000e+06  1.000000e+10  -7.866687e-07  0.00  0.00   1.374042e+00      3.324378e-05   0.00  
1.000000e+06  3.000000e+10  -8.155079e-07  0.00  0.00   1.874995e+02      4.422933e-03   0.00  
1.000000e+06  1.000000e+11  -8.187123e-07  0.00  0.00   6.870684e+04      4.783110e+00   0.00  
1.000000e+07  1.000000e+07   1.140750e-06  0.00  0.00   8.147043e-01      5.113407e-05   0.00  
1.000000e+07  1.000000e+08   1.139148e-06  0.00  0.00   8.147043e-01      5.113407e-05   0.00  
1.000000e+07  2.000000e+08   1.139148e-06  0.00  0.00   8.147043e-01      5.113407e-05   0.00  
1.000000e+07  4.000000e+08   1.134341e-06  0.00  0.00   8.147043e-01      5.125195e-05   0.00  
1.000000e+07  7.000000e+08   1.123126e-06  0.00  0.00   8.109611e-01      5.089913e-05   0.00  
1.000000e+07  1.000000e+09   1.103900e-06  0.00  0.00   7.762471e-01      4.849650e-05   0.00  
1.000000e+07  1.500000e+09   1.060641e-06  0.00  0.00   6.456542e-01      3.932877e-05   0.00  
1.000000e+07  2.000000e+09   9.965539e-07  0.00  0.00   5.223962e-01      3.059922e-05   0.00  
1.000000e+07  3.000000e+09   8.171101e-07  0.00  0.00   4.045759e-01      2.196395e-05   0.00  
1.000000e+07  5.000000e+09   2.996070e-07  0.00  0.00   4.008667e-01      1.891082e-05   0.00  
1.000000e+07  1.000000e+10  -5.046856e-07  0.00  0.00   1.663413e+00      3.764527e-05   0.00  
1.000000e+07  3.000000e+10  -7.850666e-07  0.00  0.00   1.887991e+02      4.453592e-03   0.00  
1.000000e+07  1.000000e+11  -8.155079e-07  0.00  0.00   6.870684e+04      4.794136e+00   0.00  
1.000000e+08  1.000000e+07   3.101814e-06  0.00  0.00   8.871560e+00      1.793537e-04   0.00  
1.000000e+08  1.000000e+08   3.101814e-06  0.00  0.00   8.871560e+00      1.793537e-04   0.00  
1.000000e+08  2.000000e+08   3.100212e-06  0.00  0.00   8.871560e+00      1.793537e-04   0.00  
1.000000e+08  4.000000e+08   3.098610e-06  0.00  0.00   8.871560e+00      1.797672e-04   0.00  
1.000000e+08  7.000000e+08   3.093803e-06  0.00  0.00   8.830799e+00      1.785297e-04   0.00  
1.000000e+08  1.000000e+09   3.085792e-06  0.00  0.00   8.491805e+00      1.708875e-04   0.00  
1.000000e+08  1.500000e+09   3.064964e-06  0.00  0.00   7.128530e+00      1.405110e-04   0.00  
1.000000e+08  2.000000e+09   3.036125e-06  0.00  0.00   5.834451e+00      1.118692e-04   0.00  
1.000000e+08  3.000000e+09   2.954414e-06  0.00  0.00   4.613176e+00      8.389004e-05   0.00  
1.000000e+08  5.000000e+09   2.693259e-06  0.00  0.00   4.375221e+00      7.598194e-05   0.00  
1.000000e+08  1.000000e+10   1.573337e-06  0.00  0.00   6.397348e+00      1.083204e-04   0.00  
1.000000e+08  3.000000e+10  -4.838573e-07  0.00  0.00   2.027683e+02      4.783110e-03   0.00  
1.000000e+08  1.000000e+11  -7.882709e-07  0.00  0.00   6.870684e+04      4.794136e+00   0.00  
1.000000e+09  1.000000e+07   7.480563e-06  0.00  0.00   1.396368e+02      2.464395e-03   0.00  
1.000000e+09  1.000000e+08   7.480563e-06  0.00  0.00   1.396368e+02      2.464395e-03   0.00  
1.000000e+09  2.000000e+08   7.480563e-06  0.00  0.00   1.396368e+02      2.464395e-03   0.00  
1.000000e+09  4.000000e+08   7.480563e-06  0.00  0.00   1.396368e+02      2.464395e-03   0.00  
1.000000e+09  7.000000e+08   7.477358e-06  0.00  0.00   1.393157e+02      2.453073e-03   0.00  
1.000000e+09  1.000000e+09   7.474154e-06  0.00  0.00   1.342765e+02      2.353479e-03   0.00  
1.000000e+09  1.500000e+09   7.464541e-06  0.00  0.00   1.158777e+02      1.971108e-03   0.00  
1.000000e+09  2.000000e+09   7.450121e-06  0.00  0.00   9.840111e+01      1.609572e-03   0.00  
1.000000e+09  3.000000e+09   7.413271e-06  0.00  0.00   8.147043e+01      1.255193e-03   0.00  
1.000000e+09  5.000000e+09   7.291506e-06  0.00  0.00   7.709035e+01      1.152684e-03   0.00  
1.000000e+09  1.000000e+10   6.724335e-06  0.00  0.00   9.375620e+01      1.457842e-03   0.00  
1.000000e+09  3.000000e+10   2.340780e-06  0.00  0.00   3.890451e+02      9.240818e-03   0.00  
1.000000e+09  1.000000e+11  -5.191052e-07  0.00  0.00   7.014553e+04      4.894523e+00   0.00  
1.000000e+10  1.000000e+07   1.699429e-05  0.00  0.00   3.572728e+03      7.668500e-02   0.00  
1.000000e+10  1.000000e+08   1.699429e-05  0.00  0.00   3.572728e+03      7.668500e-02   0.00  
1.000000e+10  2.000000e+08   1.699429e-05  0.00  0.00   3.572728e+03      7.668500e-02   0.00  
1.000000e+10  4.000000e+08   1.699429e-05  0.00  0.00   3.572728e+03      7.668500e-02   0.00  
1.000000e+10  7.000000e+08   1.699269e-05  0.00  0.00   3.556313e+03      7.650862e-02   0.00  
1.000000e+10  1.000000e+09   1.699108e-05  0.00  0.00   3.467369e+03      7.408161e-02   0.00  
1.000000e+10  1.500000e+09   1.698628e-05  0.00  0.00   3.133286e+03      6.467112e-02   0.00  
1.000000e+10  2.000000e+09   1.697987e-05  0.00  0.00   2.805434e+03      5.580979e-02   0.00  
1.000000e+10  3.000000e+09   1.696224e-05  0.00  0.00   2.488857e+03      4.717484e-02   0.00  
1.000000e+10  5.000000e+09   1.690617e-05  0.00  0.00   2.382319e+03      4.422933e-02   0.00  
1.000000e+10  1.000000e+10   1.664181e-05  0.00  0.00   2.546830e+03      4.917115e-02   0.00  
1.000000e+10  3.000000e+10   1.386203e-05  0.00  0.00   4.355119e+03      1.139490e-01   0.00  
1.000000e+10  1.000000e+11   2.164541e-06  0.00  0.00   8.472274e+04      5.925301e+00   0.00  
1.000000e+11  1.000000e+07   3.752778e-05  0.00  0.00   1.300170e+05      4.610101e+00   0.00  
1.000000e+11  1.000000e+08   3.752778e-05  0.00  0.00   1.300170e+05      4.610101e+00   0.00  
1.000000e+11  2.000000e+08   3.752778e-05  0.00  0.00   1.300170e+05      4.610101e+00   0.00  
1.000000e+11  4.000000e+08   3.752778e-05  0.00  0.00   1.300170e+05      4.610101e+00   0.00  
1.000000e+11  7.000000e+08   3.752618e-05  0.00  0.00   1.297179e+05      4.599498e+00   0.00  
1.000000e+11  1.000000e+09   3.752618e-05  0.00  0.00   1.273503e+05      4.505162e+00   0.00  
1.000000e+11  1.500000e+09   3.752298e-05  0.00  0.00   1.188502e+05      4.127722e+00   0.00  
1.000000e+11  2.000000e+09   3.752137e-05  0.00  0.00   1.104079e+05      3.773205e+00   0.00  
1.000000e+11  3.000000e+09   3.751176e-05  0.00  0.00   1.020939e+05      3.417515e+00   0.00  
1.000000e+11  5.000000e+09   3.748613e-05  0.00  0.00   9.885531e+04      3.278766e+00   0.00  
1.000000e+11  1.000000e+10   3.736436e-05  0.00  0.00   1.004616e+05      3.378395e+00   0.00  
1.000000e+11  3.000000e+10   3.605538e-05  0.00  0.00   1.185769e+05      4.474148e+00   0.00  
1.000000e+11  1.000000e+11   2.244810e-05  0.00  0.00   3.380648e+05      2.453073e+01   0.00  
