!50cr -> 50v, e- capture
!Q=1.548 MeV
!
!log(rhoY)    log(temp)     mu              dQ    Vs     log(e-cap-rate)        nu-energy-loss gamma-energy
!g/cm^3       log(K)        1/s             erg   erg    log(1/s)                    erg/s          erg/s
1.000000      7.000000      -4.806530e-09  0.00  0.00   -99.999000             1.605870e-106  0.00  
1.000000      8.000000      -9.292624e-08  0.00  0.00   -82.574000             1.123855e-90   0.00  
1.000000      8.301030      -2.146917e-07  0.00  0.00   -46.956000             9.456064e-55   0.00  
1.000000      8.602060      -4.902661e-07  0.00  0.00   -28.832000             2.580539e-36   0.00  
1.000000      8.845098      -8.058948e-07  0.00  0.00   -20.111000             2.453073e-27   0.00  
1.000000      9.000000      -8.187123e-07  0.00  0.00   -15.280000             2.419415e-22   0.00  
1.000000      9.176091      -8.187123e-07  0.00  0.00   -11.134000             5.244576e-18   0.00  
1.000000      9.301030      -8.187123e-07  0.00  0.00   -8.882000              1.293333e-15   0.00  
1.000000      9.477121      -8.187123e-07  0.00  0.00   -6.430000              5.980127e-13   0.00  
1.000000      9.698970      -8.187123e-07  0.00  0.00   -4.134000              2.326539e-10   0.00  
1.000000      10.000000     -8.187123e-07  0.00  0.00   -1.720000              1.562106e-07   0.00  
1.000000      10.477121     -8.187123e-07  0.00  0.00   1.414000               5.844003e-04   0.00  
1.000000      11.000000     -8.187123e-07  0.00  0.00   4.233000               1.176821e+00   0.00  
2.000000      7.000000      -1.602177e-09  0.00  0.00   -99.999000             1.605870e-106  0.00  
2.000000      8.000000      -6.088271e-08  0.00  0.00   -81.572000             1.126446e-89   0.00  
2.000000      8.301030      -1.522068e-07  0.00  0.00   -45.955000             9.456064e-54   0.00  
2.000000      8.602060      -3.636941e-07  0.00  0.00   -27.832000             2.580539e-35   0.00  
2.000000      8.845098      -7.145708e-07  0.00  0.00   -19.698000             6.349074e-27   0.00  
2.000000      9.000000      -8.107014e-07  0.00  0.00   -15.259000             2.545132e-22   0.00  
2.000000      9.176091      -8.187123e-07  0.00  0.00   -11.132000             5.268784e-18   0.00  
2.000000      9.301030      -8.187123e-07  0.00  0.00   -8.882000              1.293333e-15   0.00  
2.000000      9.477121      -8.187123e-07  0.00  0.00   -6.430000              5.980127e-13   0.00  
2.000000      9.698970      -8.187123e-07  0.00  0.00   -4.134000              2.326539e-10   0.00  
2.000000      10.000000     -8.187123e-07  0.00  0.00   -1.720000              1.562106e-07   0.00  
2.000000      10.477121     -8.187123e-07  0.00  0.00   1.414000               5.844003e-04   0.00  
2.000000      11.000000     -8.187123e-07  0.00  0.00   4.233000               1.176821e+00   0.00  
3.000000      7.000000       3.204353e-09  0.00  0.00   -99.999000             1.605870e-106  0.00  
3.000000      8.000000      -2.883918e-08  0.00  0.00   -80.555000             1.171414e-88   0.00  
3.000000      8.301030      -8.811971e-08  0.00  0.00   -44.950000             9.587611e-53   0.00  
3.000000      8.602060      -2.355200e-07  0.00  0.00   -26.831000             2.592450e-34   0.00  
3.000000      8.845098      -5.030835e-07  0.00  0.00   -18.749000             5.645604e-26   0.00  
3.000000      9.000000      -7.450121e-07  0.00  0.00   -15.053000             4.089878e-22   0.00  
3.000000      9.176091      -8.107014e-07  0.00  0.00   -11.118000             5.441397e-18   0.00  
3.000000      9.301030      -8.171101e-07  0.00  0.00   -8.879000              1.302298e-15   0.00  
3.000000      9.477121      -8.187123e-07  0.00  0.00   -6.429000              5.993912e-13   0.00  
3.000000      9.698970      -8.187123e-07  0.00  0.00   -4.133000              2.326539e-10   0.00  
