!64ge -> 64ga, e- capture
!Q=-3.899 MeV
!
!log(rhoY)    log(temp)     mu              dQ    Vs     log(e-cap-rate)        nu-energy-loss gamma-energy
!g/cm^3       log(K)        1/s             erg   erg    log(1/s)                    erg/s          erg/s
1.000000      7.000000      -4.806530e-09  0.00  0.00   -6.474000              1.805969e-08   0.00  
1.000000      8.000000      -9.292624e-08  0.00  0.00   -6.969000              1.805969e-08   0.00  
1.000000      8.301030      -2.146917e-07  0.00  0.00   -7.115000              1.805969e-08   0.00  
1.000000      8.602060      -4.902661e-07  0.00  0.00   -7.254000              1.805969e-08   0.00  
1.000000      8.845098      -8.058948e-07  0.00  0.00   -6.713000              1.805969e-08   0.00  
1.000000      9.000000      -8.187123e-07  0.00  0.00   -5.450000              1.810133e-08   0.00  
1.000000      9.176091      -8.187123e-07  0.00  0.00   -4.322000              1.835314e-08   0.00  
1.000000      9.301030      -8.187123e-07  0.00  0.00   -3.676000              1.957539e-08   0.00  
1.000000      9.477121      -8.187123e-07  0.00  0.00   -2.894000              2.949242e-08   0.00  
1.000000      9.698970      -8.187123e-07  0.00  0.00   -1.969000              1.269727e-07   0.00  
1.000000      10.000000     -8.187123e-07  0.00  0.00   -0.612000              2.533439e-06   0.00  
1.000000      10.477121     -8.187123e-07  0.00  0.00   1.991000               1.921810e-03   0.00  
1.000000      11.000000     -8.187123e-07  0.00  0.00   4.796000               4.156334e+00   0.00  
2.000000      7.000000      -1.602177e-09  0.00  0.00   -5.495000              1.810133e-08   0.00  
2.000000      8.000000      -6.088271e-08  0.00  0.00   -5.970000              1.805969e-08   0.00  
2.000000      8.301030      -1.522068e-07  0.00  0.00   -6.115000              1.805969e-08   0.00  
2.000000      8.602060      -3.636941e-07  0.00  0.00   -6.254000              1.805969e-08   0.00  
2.000000      8.845098      -7.145708e-07  0.00  0.00   -6.300000              1.805969e-08   0.00  
2.000000      9.000000      -8.107014e-07  0.00  0.00   -5.428000              1.810133e-08   0.00  
2.000000      9.176091      -8.187123e-07  0.00  0.00   -4.320000              1.835314e-08   0.00  
2.000000      9.301030      -8.187123e-07  0.00  0.00   -3.676000              1.957539e-08   0.00  
2.000000      9.477121      -8.187123e-07  0.00  0.00   -2.894000              2.949242e-08   0.00  
2.000000      9.698970      -8.187123e-07  0.00  0.00   -1.969000              1.269727e-07   0.00  
2.000000      10.000000     -8.187123e-07  0.00  0.00   -0.612000              2.533439e-06   0.00  
2.000000      10.477121     -8.187123e-07  0.00  0.00   1.991000               1.921810e-03   0.00  
2.000000      11.000000     -8.187123e-07  0.00  0.00   4.796000               4.156334e+00   0.00  
3.000000      7.000000       3.204353e-09  0.00  0.00   -4.625000              1.818488e-08   0.00  
3.000000      8.000000      -2.883918e-08  0.00  0.00   -4.976000              1.814305e-08   0.00  
3.000000      8.301030      -8.811971e-08  0.00  0.00   -5.118000              1.810133e-08   0.00  
3.000000      8.602060      -2.355200e-07  0.00  0.00   -5.254000              1.810133e-08   0.00  
3.000000      8.845098      -5.030835e-07  0.00  0.00   -5.353000              1.810133e-08   0.00  
3.000000      9.000000      -7.450121e-07  0.00  0.00   -5.222000              1.810133e-08   0.00  
3.000000      9.176091      -8.107014e-07  0.00  0.00   -4.306000              1.839545e-08   0.00  
3.000000      9.301030      -8.171101e-07  0.00  0.00   -3.673000              1.957539e-08   0.00  
3.000000      9.477121      -8.187123e-07  0.00  0.00   -2.893000              2.956041e-08   0.00  
3.000000      9.698970      -8.187123e-07  0.00  0.00   -1.969000              1.269727e-07   0.00  
3.000000      10.000000     -8.187123e-07  0.00  0.00   -0.612000              2.533439e-06   0.00  
3.000000      10.477121     -8.187123e-07  0.00  0.00   1.991000               1.921810e-03   0.00  
3.000000      11.000000     -8.187123e-07  0.00  0.00   4.796000               4.156334e+00   0.00  
4.000000      7.000000       1.922612e-08  0.00  0.00   -3.917000              1.878064e-08   0.00  
4.000000      8.000000       8.010883e-09  0.00  0.00   -4.030000              1.860846e-08   0.00  
4.000000      8.301030      -2.082830e-08  0.00  0.00   -4.138000              1.848036e-08   0.00  
4.000000      8.602060      -1.073458e-07  0.00  0.00   -4.261000              1.839545e-08   0.00  
4.000000      8.845098      -2.787787e-07  0.00  0.00   -4.356000              1.831093e-08   0.00  
4.000000      9.000000      -4.838573e-07  0.00  0.00   -4.405000              1.831093e-08   0.00  
4.000000      9.176091      -7.434100e-07  0.00  0.00   -4.165000              1.848036e-08   0.00  
