!54fe -> 54mn, e- capture
!Q=1.2081 MeV
!
!log(rhoY)    log(temp)     mu              dQ    Vs     log(e-cap-rate)        nu-energy-loss gamma-energy
!g/cm^3       log(K)        1/s             erg   erg    log(1/s)                    erg/s          erg/s
1.000000      7.000000      -4.806530e-09  0.00  0.00   -99.999000             1.605870e-106  0.00  
1.000000      8.000000      -9.292624e-08  0.00  0.00   -55.027000             3.941943e-63   0.00  
1.000000      8.301030      -2.146917e-07  0.00  0.00   -37.004000             8.427726e-45   0.00  
1.000000      8.602060      -4.902661e-07  0.00  0.00   -27.558000             1.326510e-34   0.00  
1.000000      8.845098      -8.058948e-07  0.00  0.00   -19.779000             1.760801e-26   0.00  
1.000000      9.000000      -8.187123e-07  0.00  0.00   -15.399000             4.536390e-22   0.00  
1.000000      9.176091      -8.187123e-07  0.00  0.00   -11.747000             2.310524e-18   0.00  
1.000000      9.301030      -8.187123e-07  0.00  0.00   -9.689000              3.024896e-16   0.00  
1.000000      9.477121      -8.187123e-07  0.00  0.00   -7.136000              1.498685e-13   0.00  
1.000000      9.698970      -8.187123e-07  0.00  0.00   -4.412000              1.418112e-10   0.00  
1.000000      10.000000     -8.187123e-07  0.00  0.00   -1.606000              2.064003e-07   0.00  
1.000000      10.477121     -8.187123e-07  0.00  0.00   1.644000               9.240818e-04   0.00  
1.000000      11.000000     -8.187123e-07  0.00  0.00   4.491000               2.092716e+00   0.00  
2.000000      7.000000      -1.602177e-09  0.00  0.00   -99.999000             1.605870e-106  0.00  
2.000000      8.000000      -6.088271e-08  0.00  0.00   -54.026000             3.960139e-62   0.00  
2.000000      8.301030      -1.522068e-07  0.00  0.00   -36.004000             8.447154e-44   0.00  
2.000000      8.602060      -3.636941e-07  0.00  0.00   -26.558000             1.326510e-33   0.00  
2.000000      8.845098      -7.145708e-07  0.00  0.00   -19.366000             4.557329e-26   0.00  
2.000000      9.000000      -8.107014e-07  0.00  0.00   -15.377000             4.772109e-22   0.00  
2.000000      9.176091      -8.187123e-07  0.00  0.00   -11.746000             2.315850e-18   0.00  
2.000000      9.301030      -8.187123e-07  0.00  0.00   -9.689000              3.024896e-16   0.00  
2.000000      9.477121      -8.187123e-07  0.00  0.00   -7.136000              1.498685e-13   0.00  
2.000000      9.698970      -8.187123e-07  0.00  0.00   -4.412000              1.418112e-10   0.00  
2.000000      10.000000     -8.187123e-07  0.00  0.00   -1.606000              2.064003e-07   0.00  
2.000000      10.477121     -8.187123e-07  0.00  0.00   1.644000               9.240818e-04   0.00  
2.000000      11.000000     -8.187123e-07  0.00  0.00   4.491000               2.092716e+00   0.00  
3.000000      7.000000       3.204353e-09  0.00  0.00   -99.999000             1.605870e-106  0.00  
3.000000      8.000000      -2.883918e-08  0.00  0.00   -53.009000             4.118228e-61   0.00  
3.000000      8.301030      -8.811971e-08  0.00  0.00   -34.998000             8.544967e-43   0.00  
3.000000      8.602060      -2.355200e-07  0.00  0.00   -25.557000             1.326510e-32   0.00  
3.000000      8.845098      -5.030835e-07  0.00  0.00   -18.418000             4.033763e-25   0.00  
3.000000      9.000000      -7.450121e-07  0.00  0.00   -15.171000             7.650862e-22   0.00  
3.000000      9.176091      -8.107014e-07  0.00  0.00   -11.732000             2.397234e-18   0.00  
3.000000      9.301030      -8.171101e-07  0.00  0.00   -9.686000              3.045863e-16   0.00  
3.000000      9.477121      -8.187123e-07  0.00  0.00   -7.135000              1.502140e-13   0.00  
3.000000      9.698970      -8.187123e-07  0.00  0.00   -4.412000              1.418112e-10   0.00  
3.000000      10.000000     -8.187123e-07  0.00  0.00   -1.605000              2.064003e-07   0.00  
3.000000      10.477121     -8.187123e-07  0.00  0.00   1.644000               9.240818e-04   0.00  
3.000000      11.000000     -8.187123e-07  0.00  0.00   4.491000               2.092716e+00   0.00  
4.000000      7.000000       1.922612e-08  0.00  0.00   -99.999000             1.605870e-106  0.00  
4.000000      8.000000       8.010883e-09  0.00  0.00   -51.849000             5.952651e-60   0.00  
4.000000      8.301030      -2.082830e-08  0.00  0.00   -33.943000             9.698630e-42   0.00  
4.000000      8.602060      -1.073458e-07  0.00  0.00   -24.548000             1.332632e-31   0.00  
4.000000      8.845098      -2.787787e-07  0.00  0.00   -17.420000             4.033763e-24   0.00  
4.000000      9.000000      -4.838573e-07  0.00  0.00   -14.353000             5.043249e-21   0.00  
4.000000      9.176091      -7.434100e-07  0.00  0.00   -11.590000             3.309104e-18   0.00  
4.000000      9.301030      -7.962818e-07  0.00  0.00   -9.655000              3.271225e-16   0.00  
4.000000      9.477121      -8.123036e-07  0.00  0.00   -7.130000              1.519534e-13   0.00  
4.000000      9.698970      -8.171101e-07  0.00  0.00   -4.412000              1.421381e-10   0.00  
4.000000      10.000000     -8.187123e-07  0.00  0.00   -1.605000              2.064003e-07   0.00  
4.000000      10.477121     -8.187123e-07  0.00  0.00   1.644000               9.240818e-04   0.00  
4.000000      11.000000     -8.187123e-07  0.00  0.00   4.491000               2.092716e+00   0.00  
5.000000      7.000000       8.491536e-08  0.00  0.00   -99.999000             1.605870e-106  0.00  
5.000000      8.000000       8.331318e-08  0.00  0.00   -49.500000             1.329568e-57   0.00  
5.000000      8.301030       7.530230e-08  0.00  0.00   -32.441000             3.088235e-40   0.00  
5.000000      8.602060       4.165659e-08  0.00  0.00   -23.438000             1.427941e-30   0.00  
5.000000      8.845098      -4.165659e-08  0.00  0.00   -16.425000             4.015230e-23   0.00  
5.000000      9.000000      -1.570133e-07  0.00  0.00   -13.355000             5.054875e-20   0.00  
5.000000      9.176091      -3.941355e-07  0.00  0.00   -10.868000             1.748680e-17   0.00  
5.000000      9.301030      -6.136337e-07  0.00  0.00   -9.369000              6.218854e-16   0.00  
5.000000      9.477121      -7.626361e-07  0.00  0.00   -7.077000              1.701024e-13   0.00  
5.000000      9.698970      -8.042927e-07  0.00  0.00   -4.403000              1.444476e-10   0.00  
5.000000      10.000000     -8.155079e-07  0.00  0.00   -1.605000              2.068761e-07   0.00  
5.000000      10.477121     -8.187123e-07  0.00  0.00   1.644000               9.240818e-04   0.00  
5.000000      11.000000     -8.187123e-07  0.00  0.00   4.491000               2.092716e+00   0.00  
6.000000      7.000000       3.444680e-07  0.00  0.00   -99.999000             1.605870e-106  0.00  
6.000000      8.000000       3.428658e-07  0.00  0.00   -41.306000             2.073530e-49   0.00  
6.000000      8.301030       3.412636e-07  0.00  0.00   -28.258000             4.695809e-36   0.00  
6.000000      8.602060       3.316506e-07  0.00  0.00   -21.287000             9.878941e-29   0.00  
6.000000      8.845098       3.028114e-07  0.00  0.00   -15.407000             4.536390e-22   0.00  
6.000000      9.000000       2.579504e-07  0.00  0.00   -12.321000             5.830562e-19   0.00  
6.000000      9.176091       1.490024e-07  0.00  0.00   -9.831000              1.962051e-16   0.00  
6.000000      9.301030       1.602177e-09  0.00  0.00   -8.440000              5.280930e-15   0.00  
6.000000      9.477121      -3.396614e-07  0.00  0.00   -6.640000              4.463858e-13   0.00  
6.000000      9.698970      -6.729142e-07  0.00  0.00   -4.321000              1.716763e-10   0.00  
6.000000      10.000000     -7.866687e-07  0.00  0.00   -1.596000              2.107222e-07   0.00  
6.000000      10.477121     -8.155079e-07  0.00  0.00   1.644000               9.240818e-04   0.00  
6.000000      11.000000     -8.187123e-07  0.00  0.00   4.491000               2.092716e+00   0.00  
7.000000      7.000000       1.140750e-06  0.00  0.00   -17.077000             1.509074e-25   0.00  
7.000000      8.000000       1.139148e-06  0.00  0.00   -16.411000             1.895442e-24   0.00  
7.000000      8.301030       1.139148e-06  0.00  0.00   -15.795000             1.491799e-23   0.00  
7.000000      8.602060       1.134341e-06  0.00  0.00   -15.033000             1.720721e-22   0.00  
7.000000      8.845098       1.123126e-06  0.00  0.00   -13.613000             1.748680e-20   0.00  
7.000000      9.000000       1.103900e-06  0.00  0.00   -10.875000             1.658481e-17   0.00  
7.000000      9.176091       1.060641e-06  0.00  0.00   -8.459000              4.905806e-15   0.00  
7.000000      9.301030       9.965539e-07  0.00  0.00   -7.109000              1.155342e-13   0.00  
7.000000      9.477121       8.171101e-07  0.00  0.00   -5.481000              6.204552e-12   0.00  
7.000000      9.698970       2.996070e-07  0.00  0.00   -3.722000              6.349074e-10   0.00  
7.000000      10.000000     -5.046856e-07  0.00  0.00   -1.509000              2.527612e-07   0.00  
7.000000      10.477121     -7.850666e-07  0.00  0.00   1.648000               9.304872e-04   0.00  
7.000000      11.000000     -8.155079e-07  0.00  0.00   4.491000               2.092716e+00   0.00  
8.000000      7.000000       3.101814e-06  0.00  0.00   -5.836000              5.137010e-13   0.00  
8.000000      8.000000       3.101814e-06  0.00  0.00   -5.832000              5.232514e-13   0.00  
8.000000      8.301030       3.100212e-06  0.00  0.00   -5.820000              5.517094e-13   0.00  
8.000000      8.602060       3.098610e-06  0.00  0.00   -5.775000              6.709813e-13   0.00  
8.000000      8.845098       3.093803e-06  0.00  0.00   -5.664000              1.046431e-12   0.00  
8.000000      9.000000       3.085792e-06  0.00  0.00   -5.481000              1.904190e-12   0.00  
8.000000      9.176091       3.064964e-06  0.00  0.00   -4.984000              8.048416e-12   0.00  
8.000000      9.301030       3.036125e-06  0.00  0.00   -4.412000              4.223869e-11   0.00  
8.000000      9.477121       2.954414e-06  0.00  0.00   -3.467000              5.898076e-10   0.00  
8.000000      9.698970       2.693259e-06  0.00  0.00   -2.301000              1.537129e-08   0.00  
8.000000      10.000000      1.573337e-06  0.00  0.00   -0.877000              1.001637e-06   0.00  
8.000000      10.477121     -4.838573e-07  0.00  0.00   1.679000               9.993334e-04   0.00  
8.000000      11.000000     -7.882709e-07  0.00  0.00   4.492000               2.097541e+00   0.00  
9.000000      7.000000       7.480563e-06  0.00  0.00   -0.234000              1.354286e-06   0.00  
9.000000      8.000000       7.480563e-06  0.00  0.00   -0.234000              1.354286e-06   0.00  
9.000000      8.301030       7.480563e-06  0.00  0.00   -0.234000              1.357408e-06   0.00  
9.000000      8.602060       7.480563e-06  0.00  0.00   -0.232000              1.366817e-06   0.00  
9.000000      8.845098       7.477358e-06  0.00  0.00   -0.228000              1.389026e-06   0.00  
9.000000      9.000000       7.474154e-06  0.00  0.00   -0.220000              1.427941e-06   0.00  
9.000000      9.176091       7.464541e-06  0.00  0.00   -0.203000              1.519534e-06   0.00  
9.000000      9.301030       7.450121e-06  0.00  0.00   -0.180000              1.658481e-06   0.00  
9.000000      9.477121       7.413271e-06  0.00  0.00   -0.114000              2.116949e-06   0.00  
9.000000      9.698970       7.291506e-06  0.00  0.00   0.071000               4.204462e-06   0.00  
9.000000      10.000000      6.724335e-06  0.00  0.00   0.587000               2.708385e-05   0.00  
9.000000      10.477121      2.340780e-06  0.00  0.00   1.967000               1.944063e-03   0.00  
9.000000      11.000000     -5.191052e-07  0.00  0.00   4.500000               2.136537e+00   0.00  
10.000000     7.000000       1.699429e-05  0.00  0.00   2.467000               2.646735e-03   0.00  
