!51v -> 51cr, beta-decay
!Q=0.242 MeV
!
!log(rhoY)    log(temp)     mu             dQ    VS     log(beta-decay-rate)   nu-energy-loss   gamma-energy
!log(g/cm^3)  log(K)        1/s            erg   erg    log(1/s)               erg/s            erg/s
1.000000      7.000000      -4.806530e-09  0.00  0.00   -99.999000             1.605870e-106    0.00  
1.000000      8.000000      -9.292624e-08  0.00  0.00   -96.706000             1.793537e-65     0.00  
1.000000      8.301030      -2.146917e-07  0.00  0.00   -51.021000             2.436186e-38     0.00  
1.000000      8.602060      -4.902661e-07  0.00  0.00   -28.178000             4.372304e-24     0.00  
1.000000      8.845098      -8.058948e-07  0.00  0.00   -18.390000             5.020077e-18     0.00  
1.000000      9.000000      -8.187123e-07  0.00  0.00   -14.475000             2.574604e-16     0.00  
1.000000      9.176091      -8.187123e-07  0.00  0.00   -11.279000             9.240818e-15     0.00  
1.000000      9.301030      -8.187123e-07  0.00  0.00   -9.293000              8.564665e-14     0.00  
1.000000      9.477121      -8.187123e-07  0.00  0.00   -6.986000              1.697112e-12     0.00  
1.000000      9.698970      -8.187123e-07  0.00  0.00   -4.867000              9.856220e-11     0.00  
1.000000      10.000000     -8.187123e-07  0.00  0.00   -2.710000              2.882109e-08     0.00  
1.000000      10.477121     -8.187123e-07  0.00  0.00   -1.050000              5.268784e-05     0.00  
1.000000      11.000000     -8.187123e-07  0.00  0.00   -0.498000              7.123778e-02     0.00  
2.000000      7.000000      -1.602177e-09  0.00  0.00   -99.999000             1.605870e-106    0.00  
2.000000      8.000000      -6.088271e-08  0.00  0.00   -96.706000             1.789412e-66     0.00  
2.000000      8.301030      -1.522068e-07  0.00  0.00   -51.021000             2.430583e-39     0.00  
2.000000      8.602060      -3.636941e-07  0.00  0.00   -28.178000             4.362248e-25     0.00  
2.000000      8.845098      -7.145708e-07  0.00  0.00   -18.390000             1.939592e-18     0.00  
2.000000      9.000000      -8.107014e-07  0.00  0.00   -14.475000             2.453073e-16     0.00  
2.000000      9.176091      -8.187123e-07  0.00  0.00   -11.279000             9.219564e-15     0.00  
2.000000      9.301030      -8.187123e-07  0.00  0.00   -9.293000              8.564665e-14     0.00  
2.000000      9.477121      -8.187123e-07  0.00  0.00   -6.986000              1.697112e-12     0.00  
2.000000      9.698970      -8.187123e-07  0.00  0.00   -4.867000              9.856220e-11     0.00  
2.000000      10.000000     -8.187123e-07  0.00  0.00   -2.710000              2.882109e-08     0.00  
2.000000      10.477121     -8.187123e-07  0.00  0.00   -1.050000              5.268784e-05     0.00  
2.000000      11.000000     -8.187123e-07  0.00  0.00   -0.498000              7.123778e-02     0.00  
3.000000      7.000000       3.204353e-09  0.00  0.00   -99.999000             1.605870e-106    0.00  
3.000000      8.000000      -2.883918e-08  0.00  0.00   -96.706000             1.720721e-67     0.00  
3.000000      8.301030      -8.811971e-08  0.00  0.00   -51.021000             2.402760e-40     0.00  
3.000000      8.602060      -2.355200e-07  0.00  0.00   -28.178000             4.352216e-26     0.00  
3.000000      8.845098      -5.030835e-07  0.00  0.00   -18.390000             2.186303e-19     0.00  
3.000000      9.000000      -7.450121e-07  0.00  0.00   -14.475000             1.526548e-16     0.00  
3.000000      9.176091      -8.107014e-07  0.00  0.00   -11.279000             8.906568e-15     0.00  
3.000000      9.301030      -8.171101e-07  0.00  0.00   -9.293000              8.505707e-14     0.00  
3.000000      9.477121      -8.187123e-07  0.00  0.00   -6.986000              1.697112e-12     0.00  
3.000000      9.698970      -8.187123e-07  0.00  0.00   -4.867000              9.856220e-11     0.00  
3.000000      10.000000     -8.187123e-07  0.00  0.00   -2.710000              2.882109e-08     0.00  
3.000000      10.477121     -8.187123e-07  0.00  0.00   -1.050000              5.268784e-05     0.00  
3.000000      11.000000     -8.187123e-07  0.00  0.00   -0.498000              7.123778e-02     0.00  
4.000000      7.000000       1.922612e-08  0.00  0.00   -99.999000             1.605870e-106    0.00  
4.000000      8.000000       8.010883e-09  0.00  0.00   -96.710000             1.190448e-68     0.00  
4.000000      8.301030      -2.082830e-08  0.00  0.00   -51.023000             2.116949e-41     0.00  
4.000000      8.602060      -1.073458e-07  0.00  0.00   -28.180000             4.175518e-27     0.00  
4.000000      8.845098      -2.787787e-07  0.00  0.00   -18.391000             2.156306e-20     0.00  
4.000000      9.000000      -4.838573e-07  0.00  0.00   -14.476000             2.299908e-17     0.00  
4.000000      9.176091      -7.434100e-07  0.00  0.00   -11.280000             6.437398e-15     0.00  
4.000000      9.301030      -7.962818e-07  0.00  0.00   -9.293000              7.919730e-14     0.00  
4.000000      9.477121      -8.123036e-07  0.00  0.00   -6.986000              1.677685e-12     0.00  
4.000000      9.698970      -8.171101e-07  0.00  0.00   -4.867000              9.856220e-11     0.00  
4.000000      10.000000     -8.187123e-07  0.00  0.00   -2.710000              2.882109e-08     0.00  
4.000000      10.477121     -8.187123e-07  0.00  0.00   -1.050000              5.268784e-05     0.00  
4.000000      11.000000     -8.187123e-07  0.00  0.00   -0.498000              7.123778e-02     0.00  
5.000000      7.000000       8.491536e-08  0.00  0.00   -99.999000             1.605870e-106    0.00  
5.000000      8.000000       8.331318e-08  0.00  0.00   -96.729000             5.329794e-71     0.00  
5.000000      8.301030       7.530230e-08  0.00  0.00   -51.042000             6.648297e-43     0.00  
5.000000      8.602060       4.165659e-08  0.00  0.00   -28.196000             2.816504e-28     0.00  
5.000000      8.845098      -4.165659e-08  0.00  0.00   -18.404000             1.848036e-21     0.00  
5.000000      9.000000      -1.570133e-07  0.00  0.00   -14.487000             2.141462e-18     0.00  
5.000000      9.176091      -3.941355e-07  0.00  0.00   -11.286000             1.195943e-15     0.00  
5.000000      9.301030      -6.136337e-07  0.00  0.00   -9.296000              4.118228e-14     0.00  
5.000000      9.477121      -7.626361e-07  0.00  0.00   -6.987000              1.505603e-12     0.00  
5.000000      9.698970      -8.042927e-07  0.00  0.00   -4.867000              9.720988e-11     0.00  
5.000000      10.000000     -8.155079e-07  0.00  0.00   -2.710000              2.882109e-08     0.00  
5.000000      10.477121     -8.187123e-07  0.00  0.00   -1.050000              5.268784e-05     0.00  
5.000000      11.000000     -8.187123e-07  0.00  0.00   -0.498000              7.123778e-02     0.00  
6.000000      7.000000       3.444680e-07  0.00  0.00   -99.999000             1.605870e-106    0.00  
6.000000      8.000000       3.428658e-07  0.00  0.00   -96.836000             3.409655e-79     0.00  
6.000000      8.301030       3.412636e-07  0.00  0.00   -51.150000             4.372304e-47     0.00  
6.000000      8.602060       3.316506e-07  0.00  0.00   -28.303000             1.498685e-30     0.00  
6.000000      8.845098       3.028114e-07  0.00  0.00   -18.506000             5.244576e-23     0.00  
6.000000      9.000000       2.579504e-07  0.00  0.00   -14.579000             1.088204e-19     0.00  
6.000000      9.176091       1.490024e-07  0.00  0.00   -11.348000             9.219564e-17     0.00  
