!23Ne -> 23F,  e-capture  with screening effects
!USDB           Q=-8.4635 MeV
!Transitions from 5/2+, 1/2+, 7/2+, 3/2+ states of 23Ne are included.
!Experimental data are used.
!
!g/cm^3           K                 erg          erg          erg          Log(1/s)          erg/s            erg/s
!Log(rhoY)        Log(T)            mu           dQ           Vs           Log(e-cap-rate)   nu-energy-loss   gamma-energy
7.00              7.00              1.96779e-06  4.47007e-08  1.23368e-08  -5.00000e+02      0.00000e+00      0.00000e+00
7.00              7.20              1.96587e-06  4.45405e-08  1.23368e-08  -5.00000e+02      0.00000e+00      0.00000e+00
7.00              7.40              1.96315e-06  4.40599e-08  1.23368e-08  -5.00000e+02      0.00000e+00      0.00000e+00
7.00              7.60              1.96090e-06  4.35792e-08  1.23368e-08  -5.00000e+02      0.00000e+00      0.00000e+00
7.00              7.80              1.95946e-06  4.30986e-08  1.23368e-08  -5.00000e+02      0.00000e+00      0.00000e+00
7.00              8.00              1.95850e-06  4.22975e-08  1.23368e-08  -5.00000e+02      0.00000e+00      0.00000e+00
7.00              8.05              1.95834e-06  4.19770e-08  1.23368e-08  -5.00000e+02      0.00000e+00      0.00000e+00
7.00              8.10              1.95818e-06  4.18168e-08  1.23368e-08  -3.19870e+02      0.00000e+00      0.00000e+00
7.00              8.15              1.95802e-06  4.14964e-08  1.23368e-08  -2.85410e+02     2.31585e-293      0.00000e+00
7.00              8.20              1.95786e-06  4.11759e-08  1.23368e-08  -2.55040e+02     6.09131e-263      0.00000e+00
7.00              8.25              1.95770e-06  4.08555e-08  1.23368e-08  -2.27960e+02     8.21695e-236     6.09131e-291
7.00              8.30              1.95738e-06  4.05351e-08  1.23368e-08  -2.03810e+02     1.30230e-211     1.16067e-260
7.00              8.35              1.95706e-06  4.02146e-08  1.23368e-08  -1.82270e+02     4.95120e-190     1.16067e-233
7.00              8.40              1.95658e-06  3.98942e-08  1.23368e-08  -1.63060e+02     9.21956e-171     1.42794e-209
7.00              8.45              1.95594e-06  3.94135e-08  1.23368e-08  -1.45920e+02     1.39544e-153     4.31231e-188
7.00              8.50              1.95530e-06  3.90931e-08  1.23368e-08  -1.30630e+02     3.05288e-138     6.23319e-169
7.00              8.55              1.95434e-06  3.86125e-08  1.23368e-08  -1.17000e+02     1.49524e-124     7.66850e-152
7.00              8.60              1.95321e-06  3.81318e-08  1.23368e-08  -1.04820e+02     2.53928e-112     1.36367e-136
7.00              8.65              1.95177e-06  3.76512e-08  1.23368e-08  -9.39560e+01     2.06876e-101     5.42888e-123
7.00              8.70              1.94985e-06  3.71705e-08  1.23368e-08  -8.42570e+01      1.16335e-91     7.66850e-111
7.00              8.75              1.94761e-06  3.66898e-08  1.23368e-08  -7.55980e+01      5.93896e-83     5.20847e-100
7.00              8.80              1.94472e-06  3.62092e-08  1.23368e-08  -6.78660e+01      3.61169e-75      2.45307e-90
7.00              8.85              1.94104e-06  3.55683e-08  1.23368e-08  -6.09600e+01      3.26370e-68      1.05855e-81
7.00              8.90              1.93639e-06  3.49275e-08  1.23368e-08  -5.47900e+01      5.41640e-62      5.44140e-74
7.00              8.95              1.93062e-06  3.42866e-08  1.23368e-08  -4.92780e+01      1.98477e-56      4.18514e-67
7.00              9.00              1.92325e-06  3.36457e-08  1.23368e-08  -4.43500e+01      1.88673e-51      5.93896e-61
7.00              9.05              1.91396e-06  3.30048e-08  1.23368e-08  -3.99450e+01      5.40394e-47      1.85657e-55
7.00              9.10              1.90242e-06  3.22038e-08  1.23368e-08  -3.60050e+01      5.29310e-43      1.51953e-50
7.00              9.15              1.88768e-06  3.15629e-08  1.23368e-08  -3.24790e+01      1.99853e-39      3.74723e-46
7.00              9.20              1.86926e-06  3.07618e-08  1.23368e-08  -2.93240e+01      3.21892e-36      3.17476e-42
7.00              9.25              1.84587e-06  2.99607e-08  1.23368e-08  -2.64990e+01      2.41942e-33      1.03684e-38
7.00              9.30              1.81639e-06  3.12424e-08  1.23368e-08  -2.39730e+01      9.15610e-31      1.44115e-35
7.00              9.35              1.77922e-06  3.07618e-08  1.23368e-08  -2.17070e+01      1.89981e-28      9.45606e-33
7.00              9.40              1.73259e-06  2.73972e-08  1.23368e-08  -1.96740e+01      2.31585e-26      3.21152e-30
7.00              9.45              1.67411e-06  2.65961e-08  1.23368e-08  -1.78540e+01      1.72866e-24      5.96637e-28
7.00              9.50              1.60106e-06  2.56348e-08  1.23368e-08  -1.62220e+01      8.35046e-23      6.58734e-26
7.00              9.55              1.51053e-06  2.48337e-08  1.23368e-08  -1.47580e+01      2.74606e-21      4.57836e-24
7.00              9.60              1.39966e-06  2.38724e-08  1.23368e-08  -1.34440e+01      6.39308e-20      2.12672e-22
7.00              9.65              1.26732e-06  2.29111e-08  1.23368e-08  -1.22620e+01      1.10081e-18      6.94561e-21
8.00              7.00              3.91876e-06  9.69317e-08  2.54746e-08  -5.00000e+02      0.00000e+00      0.00000e+00
8.00              7.20              3.91924e-06  9.66113e-08  2.54746e-08  -5.00000e+02      0.00000e+00      0.00000e+00
8.00              7.40              3.91989e-06  9.61306e-08  2.54746e-08  -5.00000e+02      0.00000e+00      0.00000e+00
8.00              7.60              3.92053e-06  9.56499e-08  2.54746e-08  -5.00000e+02      0.00000e+00      0.00000e+00
8.00              7.80              3.92037e-06  9.46886e-08  2.54746e-08  -5.00000e+02      0.00000e+00      0.00000e+00
8.00              8.00              3.92005e-06  9.37273e-08  2.54746e-08  -5.00000e+02      0.00000e+00      0.00000e+00
8.00              8.05              3.92005e-06  9.34069e-08  2.54746e-08  -3.04420e+02     1.67768e-312      0.00000e+00
8.00              8.10              3.91989e-06  9.29262e-08  2.54746e-08  -2.72020e+02     4.83850e-280      0.00000e+00
8.00              8.15              3.91989e-06  9.26058e-08  2.54746e-08  -2.43130e+02     4.21415e-251     1.01086e-320
8.00              8.20              3.91973e-06  9.22854e-08  2.54746e-08  -2.17350e+02     2.84912e-225     3.19676e-287
8.00              8.25              3.91973e-06  9.18047e-08  2.54746e-08  -1.94370e+02     3.12400e-202     2.31585e-257
8.00              8.30              3.91956e-06  9.13241e-08  2.54746e-08  -1.73870e+02     1.10844e-181     1.01091e-230
8.00              8.35              3.91940e-06  9.08434e-08  2.54746e-08  -1.55590e+02     2.36979e-163     5.68474e-207
8.00              8.40              3.91908e-06  9.03628e-08  2.54746e-08  -1.39270e+02     5.55534e-147     8.80462e-186
8.00              8.45              3.91892e-06  8.97219e-08  2.54746e-08  -1.24720e+02     2.26313e-132     6.99375e-167
8.00              8.50              3.91860e-06  8.92412e-08  2.54746e-08  -1.11730e+02     2.42499e-119     5.06653e-150
8.00              8.55              3.91812e-06  8.86004e-08  2.54746e-08  -1.00140e+02     1.08320e-107     5.55534e-135
8.00              8.60              3.91764e-06  8.79595e-08  2.54746e-08  -8.97900e+01      2.68974e-97     1.46120e-121
8.00              8.65              3.91684e-06  8.71584e-08  2.54746e-08  -8.05540e+01      5.20847e-88     1.39544e-109
8.00              8.70              3.91604e-06  8.63573e-08  2.54746e-08  -7.23040e+01      1.04162e-79      6.81884e-99
8.00              8.75              3.91492e-06  8.55562e-08  2.54746e-08  -6.49370e+01      2.72089e-72      2.38622e-89
8.00              8.80              3.91364e-06  8.47551e-08  2.54746e-08  -5.83540e+01      1.17141e-65      7.95629e-81
8.00              8.85              3.91203e-06  8.39541e-08  2.54746e-08  -5.24720e+01      1.00164e-59      3.24871e-73
8.00              8.90              3.90979e-06  8.29927e-08  2.54746e-08  -4.72150e+01      2.04038e-54      2.04508e-66
8.00              8.95              3.90723e-06  8.18712e-08  2.54746e-08  -4.25130e+01      1.15268e-49      2.43058e-60
8.00              9.00              3.90386e-06  8.09099e-08  2.54746e-08  -3.83070e+01      2.08310e-45      6.54200e-55
8.00              9.05              3.89954e-06  7.97884e-08  2.54746e-08  -3.45440e+01      1.36054e-41      4.67423e-50
8.00              9.10              3.89425e-06  7.86669e-08  2.54746e-08  -3.11730e+01      3.58683e-38      1.02970e-45
8.00              9.15              3.88752e-06  7.73851e-08  2.54746e-08  -2.81550e+01      4.21415e-35      7.90152e-42
8.00              9.20              3.87903e-06  7.61034e-08  2.54746e-08  -2.54480e+01      2.41385e-32      2.38073e-38
8.00              9.25              3.86846e-06  7.48216e-08  2.54746e-08  -2.30210e+01      7.27295e-30      3.11681e-35
8.00              9.30              3.85500e-06  7.33797e-08  2.54746e-08  -2.08440e+01      1.23228e-27      1.93959e-32
8.00              9.35              3.83817e-06  7.19377e-08  2.54746e-08  -1.88890e+01      1.25231e-25      6.21885e-30
8.00              9.40              3.81687e-06  7.04958e-08  2.54746e-08  -1.71310e+01      8.08557e-24      1.11869e-27
8.00              9.45              3.79011e-06  6.88936e-08  2.54746e-08  -1.55510e+01      3.46506e-22      1.19594e-25
8.00              9.50              3.75646e-06  6.72914e-08  2.54746e-08  -1.41300e+01      1.03207e-20      8.12289e-24
8.00              9.55              3.71417e-06  6.56892e-08  2.54746e-08  -1.28500e+01      2.22183e-19      3.69582e-22
8.00              9.60              3.66081e-06  6.39268e-08  2.54746e-08  -1.16970e+01      3.57035e-18      1.18498e-20
8.00              9.65              3.59384e-06  6.69710e-08  2.54746e-08  -1.06610e+01      4.38238e-17      2.76510e-19
8.02              7.00              3.98750e-06  9.85339e-08  2.59553e-08  -5.00000e+02      0.00000e+00      0.00000e+00
8.02              7.20              3.98590e-06  9.82134e-08  2.59553e-08  -5.00000e+02      0.00000e+00      0.00000e+00
8.02              7.40              3.98349e-06  9.77328e-08  2.59553e-08  -5.00000e+02      0.00000e+00      0.00000e+00
8.02              7.60              3.98093e-06  9.70919e-08  2.59553e-08  -5.00000e+02      0.00000e+00      0.00000e+00
8.02              7.80              3.97917e-06  9.62908e-08  2.59553e-08  -5.00000e+02      0.00000e+00      0.00000e+00
8.02              8.00              3.97820e-06  9.51693e-08  2.59553e-08  -5.00000e+02      0.00000e+00      0.00000e+00
8.02              8.05              3.97804e-06  9.48489e-08  2.59553e-08  -3.02850e+02     6.37838e-311      0.00000e+00
8.02              8.10              3.97804e-06  9.45284e-08  2.59553e-08  -2.70620e+02     1.21538e-278      0.00000e+00
8.02              8.15              3.97788e-06  9.40478e-08  2.59553e-08  -2.41880e+02     7.49394e-250     1.79766e-319
8.02              8.20              3.97772e-06  9.37273e-08  2.59553e-08  -2.16240e+02     3.75587e-224     4.11823e-286
8.02              8.25              3.97772e-06  9.32467e-08  2.59553e-08  -1.93380e+02     3.05288e-201     2.31585e-256
8.02              8.30              3.97756e-06  9.27660e-08  2.59553e-08  -1.72990e+02     8.40834e-181     7.66850e-230
8.02              8.35              3.97740e-06  9.22854e-08  2.59553e-08  -1.54800e+02     1.46120e-162     3.50518e-206
8.02              8.40              3.97724e-06  9.18047e-08  2.59553e-08  -1.38570e+02     2.78426e-146     4.41276e-185
8.02              8.45              3.97692e-06  9.11639e-08  2.59553e-08  -1.24090e+02     9.43432e-132     2.91548e-166
8.02              8.50              3.97660e-06  9.06832e-08  2.59553e-08  -1.11170e+02     8.80462e-119     1.79767e-149
8.02              8.55              3.97612e-06  9.00423e-08  2.59553e-08  -9.96410e+01     3.34742e-107     1.71676e-134
8.02              8.60              3.97564e-06  8.94015e-08  2.59553e-08  -8.93460e+01      7.49394e-97     4.02449e-121
8.02              8.65              3.97500e-06  8.86004e-08  2.59553e-08  -8.01580e+01      1.29930e-87     3.42539e-109
8.02              8.70              3.97420e-06  8.77993e-08  2.59553e-08  -7.19510e+01      2.34807e-79      1.53713e-98
8.02              8.75              3.97308e-06  8.69982e-08  2.59553e-08  -6.46220e+01      5.61966e-72      4.92845e-89
8.02              8.80              3.97180e-06  8.61971e-08  2.59553e-08  -5.80740e+01      2.23208e-65      1.51953e-80
8.02              8.85              3.97003e-06  8.52358e-08  2.59553e-08  -5.22220e+01      1.78530e-59      5.79042e-73
8.02              8.90              3.96795e-06  8.44347e-08  2.59553e-08  -4.69910e+01      3.40965e-54      3.42539e-66
8.02              8.95              3.96539e-06  8.33132e-08  2.59553e-08  -4.23140e+01      1.82268e-49      3.84335e-60
8.02              9.00              3.96202e-06  8.23519e-08  2.59553e-08  -3.81290e+01      3.13842e-45      9.85622e-55
8.02              9.05              3.95786e-06  8.12304e-08  2.59553e-08  -3.43850e+01      1.96205e-41      6.74078e-50
8.02              9.10              3.95257e-06  7.99486e-08  2.59553e-08  -3.10320e+01      4.97405e-38      1.42466e-45
8.02              9.15              3.94600e-06  7.88271e-08  2.59553e-08  -2.80280e+01      5.64560e-35      1.05611e-41
8.02              9.20              3.93767e-06  7.75453e-08  2.59553e-08  -2.53350e+01      3.13120e-32      3.08824e-38
8.02              9.25              3.92726e-06  7.61034e-08  2.59553e-08  -2.29200e+01      9.17720e-30      3.93288e-35
8.02              9.30              3.91396e-06  7.48216e-08  2.59553e-08  -2.07530e+01      1.51953e-27      2.38622e-32
8.02              9.35              3.89745e-06  7.33797e-08  2.59553e-08  -1.88080e+01      1.50907e-25      7.49394e-30
8.02              9.40              3.87647e-06  7.17775e-08  2.59553e-08  -1.70590e+01      9.54356e-24      1.32041e-27
8.02              9.45              3.85019e-06  7.01753e-08  2.59553e-08  -1.54860e+01      4.02449e-22      1.38903e-25
8.02              9.50              3.81703e-06  6.85732e-08  2.59553e-08  -1.40710e+01      1.18225e-20      9.30487e-24
8.02              9.55              3.77521e-06  6.69710e-08  2.59553e-08  -1.27970e+01      2.51021e-19      4.17552e-22
8.02              9.60              3.72282e-06  6.52086e-08  2.59553e-08  -1.16490e+01      3.98759e-18      1.32346e-20
8.02              9.65              3.65681e-06  6.80925e-08  2.59553e-08  -1.06180e+01      4.83850e-17      3.05288e-19
8.04              7.00              4.03797e-06  9.99758e-08  2.62757e-08  -5.00000e+02      0.00000e+00      0.00000e+00
8.04              7.20              4.03797e-06  9.96554e-08  2.62757e-08  -5.00000e+02      0.00000e+00      0.00000e+00
8.04              7.40              4.03781e-06  9.91747e-08  2.62757e-08  -5.00000e+02      0.00000e+00      0.00000e+00
8.04              7.60              4.03749e-06  9.85339e-08  2.62757e-08  -5.00000e+02      0.00000e+00      0.00000e+00
8.04              7.80              4.03716e-06  9.77328e-08  2.62757e-08  -5.00000e+02      0.00000e+00      0.00000e+00
8.04              8.00              4.03700e-06  9.66113e-08  2.62757e-08  -5.00000e+02      0.00000e+00      0.00000e+00
8.04              8.05              4.03700e-06  9.62908e-08  2.62757e-08  -3.01260e+02     2.48148e-309      0.00000e+00
8.04              8.10              4.03684e-06  9.59704e-08  2.62757e-08  -2.69200e+02     3.19676e-277      0.00000e+00
8.04              8.15              4.03684e-06  9.56499e-08  2.62757e-08  -2.40610e+02     1.39544e-248     3.34742e-318
8.04              8.20              4.03668e-06  9.51693e-08  2.62757e-08  -2.15110e+02     5.06653e-223     5.68474e-285
8.04              8.25              4.03668e-06  9.48489e-08  2.62757e-08  -1.92370e+02     3.12400e-200     2.36979e-255
8.04              8.30              4.03652e-06  9.43682e-08  2.62757e-08  -1.72090e+02     6.67898e-180     6.09131e-229
8.04              8.35              4.03636e-06  9.37273e-08  2.62757e-08  -1.54000e+02     9.21956e-162     2.21162e-205
8.04              8.40              4.03620e-06  9.32467e-08  2.62757e-08  -1.37860e+02     1.46120e-145     2.31585e-184
8.04              8.45              4.03588e-06  9.27660e-08  2.62757e-08  -1.23450e+02     4.11823e-131     1.27265e-165
8.04              8.50              4.03556e-06  9.21252e-08  2.62757e-08  -1.10600e+02     3.27122e-118     6.67898e-149
8.04              8.55              4.03508e-06  9.14843e-08  2.62757e-08  -9.91350e+01     1.08320e-106     5.55534e-134
8.04              8.60              4.03460e-06  9.08434e-08  2.62757e-08  -8.88950e+01      2.11695e-96     1.16067e-120
8.04              8.65              4.03396e-06  9.00423e-08  2.62757e-08  -7.97560e+01      3.27877e-87     8.60420e-109
8.04              8.70              4.03316e-06  8.94015e-08  2.62757e-08  -7.15920e+01      5.36674e-79      3.51326e-98
8.04              8.75              4.03204e-06  8.86004e-08  2.62757e-08  -6.43020e+01      1.17411e-71      1.02970e-88
8.04              8.80              4.03076e-06  8.76391e-08  2.62757e-08  -5.77880e+01      4.31231e-65      2.92894e-80
8.04              8.85              4.02915e-06  8.66778e-08  2.62757e-08  -5.19680e+01      3.20413e-59      1.03923e-72
8.04              8.90              4.02707e-06  8.57164e-08  2.62757e-08  -4.67650e+01      5.75056e-54      5.76382e-66
8.04              8.95              4.02451e-06  8.47551e-08  2.62757e-08  -4.21110e+01      2.90878e-49      6.13353e-60
8.04              9.00              4.02130e-06  8.36336e-08  2.62757e-08  -3.79490e+01      4.76113e-45      1.49180e-54
8.04              9.05              4.01714e-06  8.25121e-08  2.62757e-08  -3.42240e+01      2.84256e-41      9.76586e-50
8.04              9.10              4.01201e-06  8.13906e-08  2.62757e-08  -3.08880e+01      6.92964e-38      1.98477e-45
8.04              9.15              4.00544e-06  8.01088e-08  2.62757e-08  -2.79000e+01      7.58072e-35      1.42138e-41
8.04              9.20              3.99727e-06  7.88271e-08  2.62757e-08  -2.52200e+01      4.08047e-32      4.02449e-38
8.04              9.25              3.98702e-06  7.75453e-08  2.62757e-08  -2.28180e+01      1.16067e-29      4.97405e-35
8.04              9.30              3.97388e-06  7.61034e-08  2.62757e-08  -2.06610e+01      1.87374e-27      2.94924e-32
8.04              9.35              3.95754e-06  7.46614e-08  2.62757e-08  -1.87250e+01      1.82268e-25      9.07215e-30
8.04              9.40              3.93703e-06  7.30593e-08  2.62757e-08  -1.69850e+01      1.13165e-23      1.56571e-27
8.04              9.45              3.91107e-06  7.16173e-08  2.62757e-08  -1.54200e+01      4.68501e-22      1.62073e-25
8.04              9.50              3.87839e-06  6.98549e-08  2.62757e-08  -1.40120e+01      1.35429e-20      1.06589e-23
8.04              9.55              3.83737e-06  6.82527e-08  2.62757e-08  -1.27440e+01      2.83603e-19      4.72836e-22
8.04              9.60              3.78562e-06  6.64903e-08  2.62757e-08  -1.16010e+01      4.45359e-18      1.47812e-20
8.04              9.65              3.72057e-06  6.93742e-08  2.62757e-08  -1.05740e+01      5.35439e-17      3.37839e-19
8.06              7.00              4.08859e-06  1.01578e-07  2.67563e-08  -5.00000e+02      0.00000e+00      0.00000e+00
8.06              7.20              4.08988e-06  1.01258e-07  2.67563e-08  -5.00000e+02      0.00000e+00      0.00000e+00
8.06              7.40              4.09180e-06  1.00777e-07  2.67563e-08  -5.00000e+02      0.00000e+00      0.00000e+00
8.06              7.60              4.09420e-06  1.00136e-07  2.67563e-08  -5.00000e+02      0.00000e+00      0.00000e+00
8.06              7.80              4.09596e-06  9.93350e-08  2.67563e-08  -5.00000e+02      0.00000e+00      0.00000e+00
8.06              8.00              4.09661e-06  9.82134e-08  2.67563e-08  -5.00000e+02      0.00000e+00      0.00000e+00
8.06              8.05              4.09677e-06  9.78930e-08  2.67563e-08  -2.99650e+02     1.03445e-307      0.00000e+00
8.06              8.10              4.09677e-06  9.75726e-08  2.67563e-08  -2.67760e+02     9.00970e-276      0.00000e+00
8.06              8.15              4.09677e-06  9.70919e-08  2.67563e-08  -2.39330e+02     2.72089e-247     6.52695e-317
8.06              8.20              4.09661e-06  9.67715e-08  2.67563e-08  -2.13960e+02     7.15666e-222     8.02990e-284
8.06              8.25              4.09661e-06  9.62908e-08  2.67563e-08  -1.91350e+02     3.27122e-199     2.48148e-254
8.06              8.30              4.09645e-06  9.58102e-08  2.67563e-08  -1.71170e+02     5.55534e-179     5.06653e-228
8.06              8.35              4.09629e-06  9.53295e-08  2.67563e-08  -1.53180e+02     6.09131e-161     1.42794e-204
8.06              8.40              4.09612e-06  9.48489e-08  2.67563e-08  -1.37130e+02     7.66850e-145     1.21538e-183
8.06              8.45              4.09580e-06  9.42080e-08  2.67563e-08  -1.22810e+02     1.83954e-130     5.68474e-165
8.06              8.50              4.09548e-06  9.35671e-08  2.67563e-08  -1.10030e+02     1.24368e-117     2.53928e-148
8.06              8.55              4.09500e-06  9.29262e-08  2.67563e-08  -9.86210e+01     3.54577e-106     1.79767e-133
8.06              8.60              4.09452e-06  9.22854e-08  2.67563e-08  -8.84360e+01      6.07730e-96     3.27122e-120
8.06              8.65              4.09388e-06  9.16445e-08  2.67563e-08  -7.93470e+01      8.38900e-87     2.21162e-108
8.06              8.70              4.09308e-06  9.08434e-08  2.67563e-08  -7.12270e+01      1.24082e-78      8.14161e-98
8.06              8.75              4.09212e-06  9.00423e-08  2.67563e-08  -6.39770e+01      2.48148e-71      2.17626e-88
8.06              8.80              4.09084e-06  8.90810e-08  2.67563e-08  -5.74990e+01      8.38900e-65      5.71098e-80
8.06              8.85              4.08924e-06  8.82799e-08  2.67563e-08  -5.17090e+01      5.81715e-59      1.88673e-72
8.06              8.90              4.08715e-06  8.73186e-08  2.67563e-08  -4.65340e+01      9.78837e-54      9.81093e-66
8.06              8.95              4.08459e-06  8.61971e-08  2.67563e-08  -4.19060e+01      4.67423e-49      9.83355e-60
8.06              9.00              4.08138e-06  8.52358e-08  2.67563e-08  -3.77650e+01      7.25622e-45      2.27882e-54
8.06              9.05              4.07738e-06  8.39541e-08  2.67563e-08  -3.40600e+01      4.13724e-41      1.42466e-49
8.06              9.10              4.07225e-06  8.28325e-08  2.67563e-08  -3.07420e+01      9.69863e-38      2.77786e-45
8.06              9.15              4.06584e-06  8.15508e-08  2.67563e-08  -2.77690e+01      1.02497e-34      1.92181e-41
8.06              9.20              4.05783e-06  8.02690e-08  2.67563e-08  -2.51040e+01      5.34208e-32      5.26878e-38
8.06              9.25              4.04758e-06  7.89873e-08  2.67563e-08  -2.27130e+01      1.47812e-29      6.33447e-35
8.06              9.30              4.03476e-06  7.75453e-08  2.67563e-08  -2.05680e+01      2.32654e-27      3.65351e-32
