!23Al (5/2+, 1/2+, 7/2+, 3/2+) -> 23Mg,  e-capture,  with screening effects
!GT+F    USDB            Q = 12.221 MeV
!Experimental data are used.
!
!Log(rhoY)        Log(T)            mu           dQ           Vs           Log(e-cap-rate)   nu-energy-loss   gamma-energy
!g/cm^3           K                 erg          erg          erg          Log(1/s)          erg/s            erg/s
7.00              8.75              1.94761e-06  4.64631e-08  1.60218e-08  -5.05820e-01      2.85878e-06      3.47937e-06
7.00              8.80              1.94472e-06  4.58223e-08  1.60218e-08  -5.05310e-01      2.86372e-06      3.48362e-06
7.00              8.85              1.94104e-06  4.53416e-08  1.60218e-08  -5.04750e-01      2.86940e-06      3.48851e-06
7.00              8.90              1.93639e-06  4.47007e-08  1.60218e-08  -5.04010e-01      2.87674e-06      3.49478e-06
7.00              8.95              1.93062e-06  4.40599e-08  1.60218e-08  -5.03130e-01      2.88569e-06      3.50236e-06
7.00              9.00              1.92325e-06  4.34190e-08  1.60218e-08  -5.02080e-01      2.89661e-06      3.51140e-06
7.00              9.05              1.91396e-06  4.26179e-08  1.60218e-08  -5.00740e-01      2.91045e-06      3.52274e-06
7.00              9.10              1.90242e-06  4.19770e-08  1.60218e-08  -4.99060e-01      2.92806e-06      3.53712e-06
7.00              9.15              1.88768e-06  4.11759e-08  1.60218e-08  -4.96980e-01      2.95019e-06      3.55492e-06
7.00              9.20              1.86926e-06  4.03749e-08  1.60218e-08  -4.94420e-01      2.97783e-06      3.57676e-06
7.00              9.25              1.84587e-06  3.95738e-08  1.60218e-08  -4.91290e-01      3.01238e-06      3.60380e-06
7.00              9.30              1.81639e-06  3.87727e-08  1.60218e-08  -4.87490e-01      3.05499e-06      3.63656e-06
7.00              9.35              1.77922e-06  3.78114e-08  1.60218e-08  -4.82850e-01      3.10814e-06      3.67723e-06
7.00              9.40              1.73259e-06  3.68501e-08  1.60218e-08  -4.77200e-01      3.17403e-06      3.72727e-06
7.00              9.45              1.67411e-06  3.60490e-08  1.60218e-08  -4.70320e-01      3.25590e-06      3.78940e-06
7.00              9.50              1.60106e-06  3.82920e-08  1.60218e-08  -4.62120e-01      3.35552e-06      3.86501e-06
7.00              9.55              1.51053e-06  3.39661e-08  1.60218e-08  -4.51140e-01      3.49052e-06      3.96945e-06
7.00              9.60              1.39966e-06  3.30048e-08  1.60218e-08  -4.37150e-01      3.66455e-06      4.10668e-06
7.00              9.65              1.26732e-06  3.18833e-08  1.60218e-08  -4.17860e-01      3.90652e-06      4.30378e-06
8.00              7.00              3.91876e-06  1.16799e-07  3.31651e-08   6.02300e-01      4.16016e-05      4.53326e-05
8.00              7.20              3.91924e-06  1.16478e-07  3.31651e-08   6.02150e-01      4.15825e-05      4.53221e-05
8.00              7.40              3.91989e-06  1.15998e-07  3.31651e-08   6.01690e-01      4.15346e-05      4.52804e-05
8.00              7.60              3.92053e-06  1.15517e-07  3.31651e-08   6.01020e-01      4.14677e-05      4.52075e-05
8.00              7.80              3.92037e-06  1.14716e-07  3.31651e-08   6.00490e-01      4.14105e-05      4.51659e-05
8.00              8.00              3.92005e-06  1.13755e-07  3.31651e-08   6.00370e-01      4.13914e-05      4.51555e-05
8.00              8.05              3.92005e-06  1.13434e-07  3.31651e-08   6.00380e-01      4.13914e-05      4.51555e-05
8.00              8.10              3.91989e-06  1.13114e-07  3.31651e-08   6.00410e-01      4.14010e-05      4.51659e-05
8.00              8.15              3.91989e-06  1.12793e-07  3.31651e-08   6.00440e-01      4.14010e-05      4.51659e-05
8.00              8.20              3.91973e-06  1.12473e-07  3.31651e-08   6.00490e-01      4.14105e-05      4.51763e-05
8.00              8.25              3.91973e-06  1.11992e-07  3.31651e-08   6.00550e-01      4.14200e-05      4.51763e-05
8.00              8.30              3.91956e-06  1.11672e-07  3.31651e-08   6.00600e-01      4.14200e-05      4.51867e-05
8.00              8.35              3.91940e-06  1.11191e-07  3.31651e-08   6.00660e-01      4.14296e-05      4.51971e-05
8.00              8.40              3.91908e-06  1.10710e-07  3.31651e-08   6.00760e-01      4.14487e-05      4.51971e-05
8.00              8.45              3.91892e-06  1.10230e-07  3.31651e-08   6.00820e-01      4.14582e-05      4.52075e-05
8.00              8.50              3.91860e-06  1.09589e-07  3.31651e-08   6.00920e-01      4.14677e-05      4.52179e-05
8.00              8.55              3.91812e-06  1.09108e-07  3.31651e-08   6.01040e-01      4.14868e-05      4.52283e-05
8.00              8.60              3.91764e-06  1.08467e-07  3.31651e-08   6.01190e-01      4.15060e-05      4.52491e-05
8.00              8.65              3.91684e-06  1.07826e-07  3.31651e-08   6.01320e-01      4.15251e-05      4.52596e-05
8.00              8.70              3.91604e-06  1.07025e-07  3.31651e-08   6.01510e-01      4.15538e-05      4.52804e-05
8.00              8.75              3.91492e-06  1.06385e-07  3.31651e-08   6.01740e-01      4.15825e-05      4.53117e-05
8.00              8.80              3.91364e-06  1.05583e-07  3.31651e-08   6.02010e-01      4.16208e-05      4.53430e-05
8.00              8.85              3.91203e-06  1.04622e-07  3.31651e-08   6.02320e-01      4.16687e-05      4.53743e-05
8.00              8.90              3.90979e-06  1.03821e-07  3.31651e-08   6.02710e-01      4.17263e-05      4.54162e-05
8.00              8.95              3.90723e-06  1.02860e-07  3.31651e-08   6.03170e-01      4.17937e-05      4.54685e-05
8.00              9.00              3.90386e-06  1.01738e-07  3.31651e-08   6.03760e-01      4.18804e-05      4.55313e-05
8.00              9.05              3.89954e-06  1.00777e-07  3.31651e-08   6.04470e-01      4.19866e-05      4.56048e-05
8.00              9.10              3.89425e-06  9.94952e-08  3.31651e-08   6.05370e-01      4.21221e-05      4.57099e-05
8.00              9.15              3.88752e-06  9.83736e-08  3.31651e-08   6.06480e-01      4.22971e-05      4.58258e-05
8.00              9.20              3.87903e-06  9.70919e-08  3.31651e-08   6.07870e-01      4.25119e-05      4.59738e-05
8.00              9.25              3.86846e-06  9.58102e-08  3.31651e-08   6.09590e-01      4.27869e-05      4.61647e-05
8.00              9.30              3.85500e-06  9.43682e-08  3.31651e-08   6.11710e-01      4.31231e-05      4.63992e-05
8.00              9.35              3.83817e-06  9.29262e-08  3.31651e-08   6.14350e-01      4.35522e-05      4.66886e-05
8.00              9.40              3.81687e-06  9.13241e-08  3.31651e-08   6.17620e-01      4.40768e-05      4.70555e-05
8.00              9.45              3.79011e-06  8.98821e-08  3.31651e-08   6.21580e-01      4.47415e-05      4.75018e-05
8.00              9.50              3.75646e-06  8.81197e-08  3.31651e-08   6.26440e-01      4.55628e-05      4.80629e-05
8.00              9.55              3.71417e-06  8.63573e-08  3.31651e-08   6.32300e-01      4.65812e-05      4.87540e-05
8.00              9.60              3.66081e-06  8.45949e-08  3.31651e-08   6.39380e-01      4.78421e-05      4.96147e-05
8.00              9.65              3.59384e-06  8.28325e-08  3.31651e-08   6.47880e-01      4.94095e-05      5.06769e-05
8.02              7.00              3.98750e-06  1.18561e-07  3.36457e-08   6.28280e-01      4.43517e-05      4.81516e-05
8.02              7.20              3.98590e-06  1.18241e-07  3.36457e-08   6.28240e-01      4.43517e-05      4.81516e-05
8.02              7.40              3.98349e-06  1.17920e-07  3.36457e-08   6.27470e-01      4.42599e-05      4.80629e-05
8.02              7.60              3.98093e-06  1.17279e-07  3.36457e-08   6.25490e-01      4.40363e-05      4.78531e-05
8.02              7.80              3.97917e-06  1.16478e-07  3.36457e-08   6.24190e-01      4.38945e-05      4.77211e-05
8.02              8.00              3.97820e-06  1.15517e-07  3.36457e-08   6.23830e-01      4.38541e-05      4.76881e-05
8.02              8.05              3.97804e-06  1.15357e-07  3.36457e-08   6.23850e-01      4.38541e-05      4.76881e-05
8.02              8.10              3.97804e-06  1.14876e-07  3.36457e-08   6.23850e-01      4.38541e-05      4.76881e-05
8.02              8.15              3.97788e-06  1.14556e-07  3.36457e-08   6.23890e-01      4.38642e-05      4.76881e-05
8.02              8.20              3.97772e-06  1.14235e-07  3.36457e-08   6.23930e-01      4.38642e-05      4.76991e-05
8.02              8.25              3.97772e-06  1.13915e-07  3.36457e-08   6.24000e-01      4.38743e-05      4.77101e-05
8.02              8.30              3.97756e-06  1.13434e-07  3.36457e-08   6.24040e-01      4.38844e-05      4.77101e-05
8.02              8.35              3.97740e-06  1.12953e-07  3.36457e-08   6.24110e-01      4.38945e-05      4.77211e-05
8.02              8.40              3.97724e-06  1.12473e-07  3.36457e-08   6.24160e-01      4.39046e-05      4.77211e-05
8.02              8.45              3.97692e-06  1.11992e-07  3.36457e-08   6.24260e-01      4.39147e-05      4.77321e-05
8.02              8.50              3.97660e-06  1.11511e-07  3.36457e-08   6.24350e-01      4.39350e-05      4.77431e-05
8.02              8.55              3.97612e-06  1.10871e-07  3.36457e-08   6.24470e-01      4.39451e-05      4.77651e-05
8.02              8.60              3.97564e-06  1.10230e-07  3.36457e-08   6.24610e-01      4.39653e-05      4.77761e-05
8.02              8.65              3.97500e-06  1.09589e-07  3.36457e-08   6.24770e-01      4.39957e-05      4.77981e-05
8.02              8.70              3.97420e-06  1.08788e-07  3.36457e-08   6.24930e-01      4.40160e-05      4.78091e-05
8.02              8.75              3.97308e-06  1.07987e-07  3.36457e-08   6.25170e-01      4.40565e-05      4.78421e-05
8.02              8.80              3.97180e-06  1.07186e-07  3.36457e-08   6.25410e-01      4.40870e-05      4.78642e-05
8.02              8.85              3.97003e-06  1.06385e-07  3.36457e-08   6.25730e-01      4.41378e-05      4.79083e-05
8.02              8.90              3.96795e-06  1.05423e-07  3.36457e-08   6.26130e-01      4.41988e-05      4.79524e-05
8.02              8.95              3.96539e-06  1.04462e-07  3.36457e-08   6.26570e-01      4.42701e-05      4.80076e-05
8.02              9.00              3.96202e-06  1.03501e-07  3.36457e-08   6.27160e-01      4.43619e-05      4.80740e-05
8.02              9.05              3.95786e-06  1.02379e-07  3.36457e-08   6.27870e-01      4.44744e-05      4.81516e-05
8.02              9.10              3.95257e-06  1.01258e-07  3.36457e-08   6.28760e-01      4.46180e-05      4.82515e-05
8.02              9.15              3.94600e-06  9.99758e-08  3.36457e-08   6.29850e-01      4.48033e-05      4.83850e-05
8.02              9.20              3.93767e-06  9.88543e-08  3.36457e-08   6.31200e-01      4.50205e-05      4.85300e-05
8.02              9.25              3.92726e-06  9.74123e-08  3.36457e-08   6.32890e-01      4.53013e-05      4.87316e-05
8.02              9.30              3.91396e-06  9.59704e-08  3.36457e-08   6.35000e-01      4.56573e-05      4.89791e-05
8.02              9.35              3.89745e-06  9.45284e-08  3.36457e-08   6.37600e-01      4.61010e-05      4.92732e-05
8.02              9.40              3.87647e-06  9.30865e-08  3.36457e-08   6.40780e-01      4.66563e-05      4.96490e-05
8.02              9.45              3.85019e-06  9.14843e-08  3.36457e-08   6.44720e-01      4.73490e-05      5.01199e-05
8.02              9.50              3.81703e-06  8.97219e-08  3.36457e-08   6.49500e-01      4.82070e-05      5.07003e-05
8.02              9.55              3.77521e-06  8.79595e-08  3.36457e-08   6.55280e-01      4.92618e-05      5.14174e-05
8.02              9.60              3.72282e-06  8.61971e-08  3.36457e-08   6.62260e-01      5.05837e-05      5.23131e-05
8.02              9.65              3.65681e-06  8.42745e-08  3.36457e-08   6.70630e-01      5.22288e-05      5.34208e-05
8.04              7.00              4.03797e-06  1.20323e-07  3.42866e-08   6.45840e-01      4.62605e-05      5.02123e-05
8.04              7.20              4.03797e-06  1.20163e-07  3.42866e-08   6.46310e-01      4.63245e-05      5.02586e-05
8.04              7.40              4.03781e-06  1.19683e-07  3.42866e-08   6.46580e-01      4.63671e-05      5.02818e-05
8.04              7.60              4.03749e-06  1.19202e-07  3.42866e-08   6.46850e-01      4.63992e-05      5.03049e-05
8.04              7.80              4.03716e-06  1.18401e-07  3.42866e-08   6.47080e-01      4.64313e-05      5.03281e-05
8.04              8.00              4.03700e-06  1.17440e-07  3.42866e-08   6.47230e-01      4.64526e-05      5.03513e-05
8.04              8.05              4.03700e-06  1.17119e-07  3.42866e-08   6.47300e-01      4.64633e-05      5.03513e-05
8.04              8.10              4.03684e-06  1.16799e-07  3.42866e-08   6.47330e-01      4.64633e-05      5.03629e-05
8.04              8.15              4.03684e-06  1.16478e-07  3.42866e-08   6.47370e-01      4.64740e-05      5.03629e-05
8.04              8.20              4.03668e-06  1.15998e-07  3.42866e-08   6.47420e-01      4.64847e-05      5.03745e-05
8.04              8.25              4.03668e-06  1.15677e-07  3.42866e-08   6.47480e-01      4.64954e-05      5.03745e-05
8.04              8.30              4.03652e-06  1.15196e-07  3.42866e-08   6.47520e-01      4.64954e-05      5.03861e-05
8.04              8.35              4.03636e-06  1.14876e-07  3.42866e-08   6.47590e-01      4.65062e-05      5.03861e-05
8.04              8.40              4.03620e-06  1.14235e-07  3.42866e-08   6.47670e-01      4.65169e-05      5.03977e-05
8.04              8.45              4.03588e-06  1.13755e-07  3.42866e-08   6.47730e-01      4.65276e-05      5.04093e-05
8.04              8.50              4.03556e-06  1.13274e-07  3.42866e-08   6.47830e-01      4.65490e-05      5.04209e-05
8.04              8.55              4.03508e-06  1.12633e-07  3.42866e-08   6.47940e-01      4.65597e-05      5.04325e-05
8.04              8.60              4.03460e-06  1.11992e-07  3.42866e-08   6.48080e-01      4.65919e-05      5.04557e-05
8.04              8.65              4.03396e-06  1.11351e-07  3.42866e-08   6.48230e-01      4.66134e-05      5.04673e-05
8.04              8.70              4.03316e-06  1.10550e-07  3.42866e-08   6.48410e-01      4.66456e-05      5.04906e-05
8.04              8.75              4.03204e-06  1.09909e-07  3.42866e-08   6.48620e-01      4.66778e-05      5.05138e-05
8.04              8.80              4.03076e-06  1.08948e-07  3.42866e-08   6.48900e-01      4.67208e-05      5.05487e-05
8.04              8.85              4.02915e-06  1.08147e-07  3.42866e-08   6.49210e-01      4.67746e-05      5.05837e-05
8.04              8.90              4.02707e-06  1.07186e-07  3.42866e-08   6.49570e-01      4.68285e-05      5.06303e-05
8.04              8.95              4.02451e-06  1.06224e-07  3.42866e-08   6.50050e-01      4.69041e-05      5.06886e-05
8.04              9.00              4.02130e-06  1.05263e-07  3.42866e-08   6.50610e-01      4.70014e-05      5.07587e-05
8.04              9.05              4.01714e-06  1.04141e-07  3.42866e-08   6.51320e-01      4.71206e-05      5.08406e-05
8.04              9.10              4.01201e-06  1.03020e-07  3.42866e-08   6.52190e-01      4.72727e-05      5.09460e-05
8.04              9.15              4.00544e-06  1.01738e-07  3.42866e-08   6.53250e-01      4.74581e-05      5.10752e-05
8.04              9.20              3.99727e-06  1.00456e-07  3.42866e-08   6.54600e-01      4.76881e-05      5.12402e-05
8.04              9.25              3.98702e-06  9.91747e-08  3.42866e-08   6.56270e-01      4.79855e-05      5.14411e-05
8.04              9.30              3.97388e-06  9.77328e-08  3.42866e-08   6.58340e-01      4.83515e-05      5.17024e-05
8.04              9.35              3.95754e-06  9.62908e-08  3.42866e-08   6.60890e-01      4.88214e-05      5.20128e-05
8.04              9.40              3.93703e-06  9.46886e-08  3.42866e-08   6.64030e-01      4.93981e-05      5.23975e-05
8.04              9.45              3.91107e-06  9.30865e-08  3.42866e-08   6.67920e-01      5.01199e-05      5.28945e-05
8.04              9.50              3.87839e-06  9.13241e-08  3.42866e-08   6.72620e-01      5.10047e-05      5.34947e-05
8.04              9.55              3.83737e-06  8.95617e-08  3.42866e-08   6.78320e-01      5.21207e-05      5.42388e-05
8.04              9.60              3.78562e-06  8.77993e-08  3.42866e-08   6.85210e-01      5.34947e-05      5.51709e-05
8.04              9.65              3.72057e-06  8.58767e-08  3.42866e-08   6.93460e-01      5.52091e-05      5.63262e-05
8.06              7.00              4.08859e-06  1.22246e-07  3.47672e-08   6.66570e-01      4.86979e-05      5.26757e-05
8.06              7.20              4.08988e-06  1.21926e-07  3.47672e-08   6.66620e-01      4.86979e-05      5.26757e-05
8.06              7.40              4.09180e-06  1.21605e-07  3.47672e-08   6.67070e-01      4.87540e-05      5.27364e-05
8.06              7.60              4.09420e-06  1.20964e-07  3.47672e-08   6.68570e-01      4.89452e-05      5.29188e-05
8.06              7.80              4.09596e-06  1.20323e-07  3.47672e-08   6.70030e-01      4.91259e-05      5.30897e-05
8.06              8.00              4.09661e-06  1.19202e-07  3.47672e-08   6.70680e-01      4.92165e-05      5.31631e-05
8.06              8.05              4.09677e-06  1.18882e-07  3.47672e-08   6.70780e-01      4.92278e-05      5.31754e-05
8.06              8.10              4.09677e-06  1.18561e-07  3.47672e-08   6.70850e-01      4.92391e-05      5.31876e-05
8.06              8.15              4.09677e-06  1.18241e-07  3.47672e-08   6.70890e-01      4.92505e-05      5.31876e-05
8.06              8.20              4.09661e-06  1.17920e-07  3.47672e-08   6.70970e-01      4.92618e-05      5.31998e-05
8.06              8.25              4.09661e-06  1.17440e-07  3.47672e-08   6.70990e-01      4.92618e-05      5.31998e-05
8.06              8.30              4.09645e-06  1.17119e-07  3.47672e-08   6.71070e-01      4.92732e-05      5.32121e-05
8.06              8.35              4.09629e-06  1.16638e-07  3.47672e-08   6.71130e-01      4.92845e-05      5.32244e-05
8.06              8.40              4.09612e-06  1.16158e-07  3.47672e-08   6.71180e-01      4.92959e-05      5.32244e-05
8.06              8.45              4.09580e-06  1.15677e-07  3.47672e-08   6.71270e-01      4.93186e-05      5.32366e-05
8.06              8.50              4.09548e-06  1.15036e-07  3.47672e-08   6.71360e-01      4.93299e-05      5.32489e-05
8.06              8.55              4.09500e-06  1.14395e-07  3.47672e-08   6.71470e-01      4.93526e-05      5.32611e-05
8.06              8.60              4.09452e-06  1.13755e-07  3.47672e-08   6.71610e-01      4.93754e-05      5.32857e-05
8.06              8.65              4.09388e-06  1.13114e-07  3.47672e-08   6.71760e-01      4.93981e-05      5.32979e-05
8.06              8.70              4.09308e-06  1.12473e-07  3.47672e-08   6.71960e-01      4.94323e-05      5.33225e-05
8.06              8.75              4.09212e-06  1.11672e-07  3.47672e-08   6.72160e-01      4.94664e-05      5.33470e-05
8.06              8.80              4.09084e-06  1.10871e-07  3.47672e-08   6.72400e-01      4.95120e-05      5.33839e-05
8.06              8.85              4.08924e-06  1.09909e-07  3.47672e-08   6.72730e-01      4.95576e-05      5.34208e-05
8.06              8.90              4.08715e-06  1.08948e-07  3.47672e-08   6.73100e-01      4.96261e-05      5.34700e-05
8.06              8.95              4.08459e-06  1.07987e-07  3.47672e-08   6.73560e-01      4.97062e-05      5.35316e-05
8.06              9.00              4.08138e-06  1.07025e-07  3.47672e-08   6.74130e-01      4.98093e-05      5.36056e-05
8.06              9.05              4.07738e-06  1.05904e-07  3.47672e-08   6.74800e-01      4.99241e-05      5.36921e-05
8.06              9.10              4.07225e-06  1.04782e-07  3.47672e-08   6.75660e-01      5.00853e-05      5.38035e-05
8.06              9.15              4.06584e-06  1.03501e-07  3.47672e-08   6.76730e-01      5.02818e-05      5.39399e-05
8.06              9.20              4.05783e-06  1.02219e-07  3.47672e-08   6.78040e-01      5.05255e-05      5.41016e-05
8.06              9.25              4.04758e-06  1.00937e-07  3.47672e-08   6.79690e-01      5.08289e-05      5.43138e-05
8.06              9.30              4.03476e-06  9.94952e-08  3.47672e-08   6.81740e-01      5.12166e-05      5.45771e-05
8.06              9.35              4.01874e-06  9.78930e-08  3.47672e-08   6.84250e-01      5.17024e-05      5.49048e-05
8.06              9.40              3.99839e-06  9.62908e-08  3.47672e-08   6.87350e-01      5.23010e-05      5.53109e-05
8.06              9.45              3.97292e-06  9.46886e-08  3.47672e-08   6.91160e-01      5.30531e-05      5.58226e-05
8.06              9.50              3.94071e-06  9.29262e-08  3.47672e-08   6.95790e-01      5.39896e-05      5.64560e-05
8.06              9.55              3.90034e-06  9.11639e-08  3.47672e-08   7.01410e-01      5.51455e-05      5.72282e-05
8.06              9.60              3.84939e-06  8.94015e-08  3.47672e-08   7.08190e-01      5.65862e-05      5.81983e-05
8.06              9.65              3.78530e-06  8.74788e-08  3.47672e-08   7.16320e-01      5.83728e-05      5.93896e-05
8.08              7.00              4.15829e-06  1.24169e-07  3.52479e-08   6.91590e-01      5.17977e-05      5.58226e-05
8.08              7.20              4.15813e-06  1.23848e-07  3.52479e-08   6.91800e-01      5.18215e-05      5.58484e-05
8.08              7.40              4.15797e-06  1.23368e-07  3.52479e-08   6.92380e-01      5.19051e-05      5.59256e-05
8.08              7.60              4.15781e-06  1.22887e-07  3.52479e-08   6.93290e-01      5.20248e-05      5.60416e-05
8.08              7.80              4.15781e-06  1.22086e-07  3.52479e-08   6.94020e-01      5.21207e-05      5.61320e-05
8.08              8.00              4.15781e-06  1.21125e-07  3.52479e-08   6.94360e-01      5.21808e-05      5.61708e-05
8.08              8.05              4.15765e-06  1.20804e-07  3.52479e-08   6.94390e-01      5.21928e-05      5.61708e-05
8.08              8.10              4.15765e-06  1.20484e-07  3.52479e-08   6.94460e-01      5.21928e-05      5.61837e-05
8.08              8.15              4.15765e-06  1.20163e-07  3.52479e-08   6.94490e-01      5.22048e-05      5.61837e-05
8.08              8.20              4.15749e-06  1.19843e-07  3.52479e-08   6.94540e-01      5.22168e-05      5.61837e-05
8.08              8.25              4.15749e-06  1.19362e-07  3.52479e-08   6.94600e-01      5.22288e-05      5.61966e-05
8.08              8.30              4.15733e-06  1.18882e-07  3.52479e-08   6.94640e-01      5.22288e-05      5.62096e-05
8.08              8.35              4.15717e-06  1.18561e-07  3.52479e-08   6.94730e-01      5.22409e-05      5.62096e-05
8.08              8.40              4.15701e-06  1.17920e-07  3.52479e-08   6.94790e-01      5.22529e-05      5.62225e-05
8.08              8.45              4.15669e-06  1.17440e-07  3.52479e-08   6.94870e-01      5.22770e-05      5.62355e-05
8.08              8.50              4.15637e-06  1.16959e-07  3.52479e-08   6.94960e-01      5.22890e-05      5.62484e-05
8.08              8.55              4.15589e-06  1.16318e-07  3.52479e-08   6.95070e-01      5.23010e-05      5.62614e-05
8.08              8.60              4.15541e-06  1.15677e-07  3.52479e-08   6.95200e-01      5.23251e-05      5.62743e-05
8.08              8.65              4.15476e-06  1.15036e-07  3.52479e-08   6.95340e-01      5.23613e-05      5.63003e-05
8.08              8.70              4.15396e-06  1.14235e-07  3.52479e-08   6.95540e-01      5.23854e-05      5.63262e-05
8.08              8.75              4.15300e-06  1.13434e-07  3.52479e-08   6.95730e-01      5.24216e-05      5.63521e-05
8.08              8.80              4.15172e-06  1.12633e-07  3.52479e-08   6.95990e-01      5.24699e-05      5.63911e-05
8.08              8.85              4.15012e-06  1.11832e-07  3.52479e-08   6.96310e-01      5.25304e-05      5.64300e-05
8.08              8.90              4.14820e-06  1.10871e-07  3.52479e-08   6.96660e-01      5.26030e-05      5.64820e-05
8.08              8.95              4.14563e-06  1.09909e-07  3.52479e-08   6.97130e-01      5.26878e-05      5.65471e-05
8.08              9.00              4.14259e-06  1.08788e-07  3.52479e-08   6.97670e-01      5.27850e-05      5.66122e-05
8.08              9.05              4.13858e-06  1.07666e-07  3.52479e-08   6.98340e-01      5.29188e-05      5.67036e-05
8.08              9.10              4.13346e-06  1.06545e-07  3.52479e-08   6.99190e-01      5.30775e-05      5.68212e-05
8.08              9.15              4.12721e-06  1.05263e-07  3.52479e-08   7.00240e-01      5.32857e-05      5.69653e-05
8.08              9.20              4.11920e-06  1.03981e-07  3.52479e-08   7.01550e-01      5.35439e-05      5.71361e-05
8.08              9.25              4.10926e-06  1.02539e-07  3.52479e-08   7.03140e-01      5.38531e-05      5.73602e-05
8.08              9.30              4.09661e-06  1.01097e-07  3.52479e-08   7.05180e-01      5.42638e-05      5.76382e-05
8.08              9.35              4.08074e-06  9.96554e-08  3.52479e-08   7.07660e-01      5.47659e-05      5.79709e-05
8.08              9.40              4.06072e-06  9.80532e-08  3.52479e-08   7.10720e-01      5.54001e-05      5.83997e-05
8.08              9.45              4.03556e-06  9.64510e-08  3.52479e-08   7.14440e-01      5.61837e-05      5.89265e-05
8.08              9.50              4.00400e-06  9.46886e-08  3.52479e-08   7.19040e-01      5.71624e-05      5.95814e-05
8.08              9.55              3.96411e-06  9.29262e-08  3.52479e-08   7.24560e-01      5.83593e-05      6.03824e-05
8.08              9.60              3.91396e-06  9.10036e-08  3.52479e-08   7.31260e-01      5.98702e-05      6.13918e-05
8.08              9.65              3.85099e-06  8.90810e-08  3.52479e-08   7.39270e-01      6.17320e-05      6.26485e-05
8.10              7.00              4.22846e-06  1.26091e-07  3.57285e-08   7.17640e-01      5.52345e-05      5.93076e-05
8.10              7.20              4.22718e-06  1.25771e-07  3.57285e-08   7.17620e-01      5.52345e-05      5.93076e-05
8.10              7.40              4.22494e-06  1.25450e-07  3.57285e-08   7.17750e-01      5.52599e-05      5.93213e-05
8.10              7.60              4.22254e-06  1.24810e-07  3.57285e-08   7.18010e-01      5.52981e-05      5.93486e-05
8.10              7.80              4.22077e-06  1.24008e-07  3.57285e-08   7.18120e-01      5.53236e-05      5.93623e-05
8.10              8.00              4.21981e-06  1.23047e-07  3.57285e-08   7.18100e-01      5.53363e-05      5.93486e-05
8.10              8.05              4.21965e-06  1.22727e-07  3.57285e-08   7.18090e-01      5.53363e-05      5.93486e-05
8.10              8.10              4.21949e-06  1.22406e-07  3.57285e-08   7.18120e-01      5.53363e-05      5.93486e-05
8.10              8.15              4.21949e-06  1.22086e-07  3.57285e-08   7.18160e-01      5.53491e-05      5.93623e-05
