!23Na -> 23Ne,  e-capture,  with screening effects
!USDB           Q= -4.37581 MeV
!Transitions from 3/2+, 5/2+, 7/2+, 1/2+ states of 23Na are included.
!Experimental data are used.
!
!g/cm^3           K                 erg          erg          erg          Log(1/s)          erg/s            erg/s
!Log(rhoY)        Log(T)            mu           dQ           Vs           Log(e-cap-rate)   nu-energy-loss   gamma-energy
7.00              7.00              1.96779e-06  4.78891e-08  1.36025e-08  -5.00000e+02      0.00000e+00      0.00000e+00
7.00              7.20              1.96587e-06  4.76487e-08  1.36025e-08  -5.00000e+02      0.00000e+00      0.00000e+00
7.00              7.40              1.96315e-06  4.73123e-08  1.36025e-08  -5.00000e+02      0.00000e+00      0.00000e+00
7.00              7.60              1.96090e-06  4.68637e-08  1.36025e-08  -5.00000e+02      0.00000e+00      0.00000e+00
7.00              7.80              1.95946e-06  4.62709e-08  1.36025e-08  -3.04208e+02     1.76080e-312      0.00000e+00
7.00              8.00              1.95850e-06  4.55018e-08  1.36025e-08  -1.94469e+02     1.44781e-202     4.98552e-252
7.00              8.05              1.95834e-06  4.52615e-08  1.36025e-08  -1.74031e+02     4.38238e-182     5.00853e-226
7.00              8.10              1.95818e-06  4.50212e-08  1.36025e-08  -1.55799e+02     8.27390e-164     7.90152e-203
7.00              8.15              1.95802e-06  4.47648e-08  1.36025e-08  -1.39535e+02     1.69711e-147     3.88786e-182
7.00              8.20              1.95786e-06  4.44764e-08  1.36025e-08  -1.25019e+02     6.21885e-133     1.13687e-163
7.00              8.25              1.95770e-06  4.41880e-08  1.36025e-08  -1.12071e+02     6.21885e-120     3.35514e-147
7.00              8.30              1.95738e-06  4.38676e-08  1.36025e-08  -1.00513e+02     2.52180e-108     1.66614e-132
7.00              8.35              1.95706e-06  4.35311e-08  1.36025e-08  -9.02015e+01      5.81447e-98     2.13654e-119
7.00              8.40              1.95658e-06  4.31787e-08  1.36025e-08  -8.09905e+01      1.06368e-88     1.08071e-107
7.00              8.45              1.95594e-06  4.27941e-08  1.36025e-08  -7.27671e+01      2.00267e-80      3.00753e-97
7.00              8.50              1.95530e-06  4.23936e-08  1.36025e-08  -6.54223e+01      4.98552e-73      6.34323e-88
7.00              8.55              1.95434e-06  4.19770e-08  1.36025e-08  -5.88620e+01      2.03803e-66      1.33694e-79
7.00              8.60              1.95321e-06  4.15284e-08  1.36025e-08  -5.29971e+01      1.67962e-60      3.65519e-72
7.00              8.65              1.95177e-06  4.10478e-08  1.36025e-08  -4.77556e+01      3.29466e-55      1.60255e-65
7.00              8.70              1.94985e-06  4.05511e-08  1.36025e-08  -4.30683e+01      1.80389e-50      1.38169e-59
7.00              8.75              1.94761e-06  4.00224e-08  1.36025e-08  -3.88758e+01      3.16163e-46      2.78619e-54
7.00              8.80              1.94472e-06  3.94616e-08  1.36025e-08  -3.51234e+01      2.01099e-42      1.54387e-49
7.00              8.85              1.94104e-06  3.88848e-08  1.36025e-08  -3.17647e+01      5.17024e-39      2.69532e-45
7.00              8.90              1.93639e-06  3.82760e-08  1.36025e-08  -2.87564e+01      5.93076e-36      1.68233e-41
7.00              8.95              1.93062e-06  3.76351e-08  1.36025e-08  -2.60611e+01      3.31063e-33      4.19383e-38
7.00              9.00              1.92325e-06  3.69782e-08  1.36025e-08  -2.36451e+01      9.71651e-31      4.61010e-35
7.00              9.05              1.91396e-06  3.62893e-08  1.36025e-08  -2.14789e+01      1.60513e-28      2.43843e-32
7.00              9.10              1.90242e-06  3.55683e-08  1.36025e-08  -1.95354e+01      1.58858e-26      6.72528e-30
7.00              9.15              1.88768e-06  3.48153e-08  1.36025e-08  -1.77914e+01      9.93597e-25      1.03636e-27
7.00              9.20              1.86926e-06  3.40463e-08  1.36025e-08  -1.62253e+01      4.12772e-23      9.52161e-26
7.00              9.25              1.84587e-06  3.32452e-08  1.36025e-08  -1.48191e+01      1.18744e-21      5.51075e-24
7.00              9.30              1.81639e-06  3.24281e-08  1.36025e-08  -1.35556e+01      2.46043e-20      2.11744e-22
7.00              9.35              1.77922e-06  3.15789e-08  1.36025e-08  -1.24194e+01      3.80461e-19      5.65992e-21
7.00              9.40              1.73259e-06  3.33413e-08  1.36025e-08  -1.13989e+01      4.51035e-18      1.09323e-19
7.00              9.45              1.67411e-06  2.98005e-08  1.36025e-08  -1.04727e+01      4.30636e-17      1.61626e-18
7.00              9.50              1.60106e-06  2.88552e-08  1.36025e-08  -9.63791e+00      3.33350e-16      1.85443e-17
7.00              9.55              1.51053e-06  2.78939e-08  1.36025e-08  -8.88058e+00      2.15993e-15      1.71278e-16
7.00              9.60              1.39966e-06  2.69005e-08  1.36025e-08  -8.18970e+00      1.20157e-14      1.31148e-15
7.00              9.65              1.26732e-06  2.59072e-08  1.36025e-08  -7.55501e+00      5.87544e-14      8.54143e-15
8.00              7.00              3.91876e-06  1.03773e-07  2.81182e-08  -5.00000e+02      0.00000e+00      0.00000e+00
8.00              7.20              3.91924e-06  1.03453e-07  2.81182e-08  -5.00000e+02      0.00000e+00      0.00000e+00
8.00              7.40              3.91989e-06  1.03020e-07  2.81182e-08  -5.00000e+02      0.00000e+00      0.00000e+00
8.00              7.60              3.92053e-06  1.02427e-07  2.81182e-08  -5.00000e+02      0.00000e+00      0.00000e+00
8.00              7.80              3.92037e-06  1.01642e-07  2.81182e-08  -2.09903e+02     3.33204e-218     2.67122e-297
8.00              8.00              3.92005e-06  1.00585e-07  2.81182e-08  -1.34957e+02     4.71748e-143     1.82268e-192
8.00              8.05              3.92005e-06  1.00280e-07  2.81182e-08  -1.20985e+02     4.91712e-129     6.17604e-173
8.00              8.10              3.91989e-06  9.99278e-08  2.81182e-08  -1.08517e+02     1.60957e-116     1.64328e-155
8.00              8.15              3.91989e-06  9.95753e-08  2.81182e-08  -9.73886e+01     2.40830e-105     5.80377e-140
8.00              8.20              3.91973e-06  9.91908e-08  2.81182e-08  -8.74522e+01      2.32386e-95     4.40261e-126
8.00              8.25              3.91973e-06  9.87742e-08  2.81182e-08  -7.85825e+01      1.92801e-86     1.06834e-113
8.00              8.30              3.91956e-06  9.83256e-08  2.81182e-08  -7.06627e+01      1.79767e-78     1.20868e-102
8.00              8.35              3.91940e-06  9.78609e-08  2.81182e-08  -6.35900e+01      2.38732e-71      8.87382e-93
8.00              8.40              3.91908e-06  9.73483e-08  2.81182e-08  -5.72675e+01      5.63781e-65      5.76913e-84
8.00              8.45              3.91892e-06  9.68035e-08  2.81182e-08  -5.16186e+01      2.82430e-59      4.26197e-76
8.00              8.50              3.91860e-06  9.62428e-08  2.81182e-08  -4.65671e+01      3.57611e-54      4.56363e-69
8.00              8.55              3.91812e-06  9.56179e-08  2.81182e-08  -4.20496e+01      1.32407e-49      8.70183e-63
8.00              8.60              3.91764e-06  9.49610e-08  2.81182e-08  -3.80059e+01      1.64668e-45      3.58683e-57
8.00              8.65              3.91684e-06  9.42721e-08  2.81182e-08  -3.43877e+01      7.68795e-42      3.74120e-52
8.00              8.70              3.91604e-06  9.35351e-08  2.81182e-08  -3.11455e+01      1.51046e-38      1.15667e-47
8.00              8.75              3.91492e-06  9.27500e-08  2.81182e-08  -2.82406e+01      1.36493e-35      1.20257e-43
8.00              8.80              3.91364e-06  9.19169e-08  2.81182e-08  -2.56351e+01      6.19171e-33      4.74909e-40
8.00              8.85              3.91203e-06  9.10357e-08  2.81182e-08  -2.32976e+01      1.51569e-30      7.89424e-37
8.00              8.90              3.90979e-06  9.01064e-08  2.81182e-08  -2.11985e+01      2.14294e-28      6.07310e-34
8.00              8.95              3.90723e-06  8.91291e-08  2.81182e-08  -1.93123e+01      1.85657e-26      2.34915e-31
8.00              9.00              3.90386e-06  8.80877e-08  2.81182e-08  -1.76160e+01      1.03923e-24      4.92505e-29
8.00              9.05              3.89954e-06  8.69822e-08  2.81182e-08  -1.60897e+01      3.93288e-23      5.96912e-27
8.00              9.10              3.89425e-06  8.58286e-08  2.81182e-08  -1.47149e+01      1.05078e-21      4.44437e-25
8.00              9.15              3.88752e-06  8.46270e-08  2.81182e-08  -1.34758e+01      2.05452e-20      2.14146e-23
8.00              9.20              3.87903e-06  8.33452e-08  2.81182e-08  -1.23578e+01      3.04236e-19      7.01311e-22
8.00              9.25              3.86846e-06  8.20154e-08  2.81182e-08  -1.13484e+01      3.50922e-18      1.62784e-20
8.00              9.30              3.85500e-06  8.06375e-08  2.81182e-08  -1.04357e+01      3.24198e-17      2.78876e-19
8.00              9.35              3.83817e-06  7.91796e-08  2.81182e-08  -9.60912e+00      2.45782e-16      3.65435e-18
8.00              9.40              3.81687e-06  7.76735e-08  2.81182e-08  -8.85825e+00      1.56625e-15      3.79411e-17
8.00              9.45              3.79011e-06  7.61034e-08  2.81182e-08  -8.17457e+00      8.55540e-15      3.20930e-16
8.00              9.50              3.75646e-06  7.44692e-08  2.81182e-08  -7.54954e+00      4.08545e-14      2.27133e-15
8.00              9.55              3.71417e-06  7.27869e-08  2.81182e-08  -6.97573e+00      1.73484e-13      1.37499e-14
8.00              9.60              3.66081e-06  7.10405e-08  2.81182e-08  -6.44582e+00      6.66224e-13      7.26759e-14
8.00              9.65              3.59384e-06  6.92461e-08  2.81182e-08  -5.95384e+00      2.34536e-12      3.40769e-13
8.02              7.00              3.98750e-06  1.05375e-07  2.85348e-08  -5.00000e+02      0.00000e+00      0.00000e+00
8.02              7.20              3.98590e-06  1.05055e-07  2.85348e-08  -5.00000e+02      0.00000e+00      0.00000e+00
8.02              7.40              3.98349e-06  1.04622e-07  2.85348e-08  -5.00000e+02      0.00000e+00      0.00000e+00
8.02              7.60              3.98093e-06  1.04045e-07  2.85348e-08  -5.00000e+02      0.00000e+00      0.00000e+00
8.02              7.80              3.97917e-06  1.03244e-07  2.85348e-08  -2.07066e+02     2.25274e-215     1.78941e-294
8.02              8.00              3.97820e-06  1.02187e-07  2.85348e-08  -1.33188e+02     2.75874e-141     1.04643e-190
8.02              8.05              3.97804e-06  1.01866e-07  2.85348e-08  -1.19409e+02     1.84379e-127     2.27882e-171
8.02              8.10              3.97804e-06  1.01530e-07  2.85348e-08  -1.07114e+02     4.04306e-115     4.08988e-154
8.02              8.15              3.97788e-06  1.01161e-07  2.85348e-08  -9.61386e+01     4.26197e-104     1.02026e-138
8.02              8.20              3.97772e-06  1.00777e-07  2.85348e-08  -8.63384e+01      3.00892e-94     5.65862e-125
8.02              8.25              3.97772e-06  1.00360e-07  2.85348e-08  -7.75900e+01      1.88891e-85     1.04162e-112
8.02              8.30              3.97756e-06  9.99117e-08  2.85348e-08  -6.97783e+01      1.37471e-77     9.21320e-102
8.02              8.35              3.97740e-06  9.94311e-08  2.85348e-08  -6.28018e+01      1.46356e-70      5.42763e-92
8.02              8.40              3.97724e-06  9.89344e-08  2.85348e-08  -5.65661e+01      2.83146e-64      2.89341e-83
8.02              8.45              3.97692e-06  9.83897e-08  2.85348e-08  -5.09925e+01      1.19292e-58      1.79809e-75
8.02              8.50              3.97660e-06  9.77969e-08  2.85348e-08  -4.60092e+01      1.29125e-53      1.64668e-68
8.02              8.55              3.97612e-06  9.71880e-08  2.85348e-08  -4.15523e+01      4.15921e-49      2.73219e-62
