!25Mg -> 25Na,  e-capture     with screening effects
!USDB           Q=-3.8349 MeV
!Transitions from 5/2+, 1/2+, 3/2+, 7/2+ and 5/2+(2nd) states of 25Mg are included.
!Experimental data used.
!
!Log(rhoY)        Log(T)            mu           dQ           Vs           Log(e-cap-rate)   nu-energy-loss   gamma-energy
!g/cm^3           K                 erg          erg          erg          Log(1/s)          erg/s            erg/s
7.00              9.50              1.60106e-06  3.19634e-08  1.48362e-08  -8.57230e+00      3.95923e-15      1.35429e-16
7.00              9.55              1.51053e-06  3.09861e-08  1.48362e-08  -7.90020e+00      2.11208e-14      7.12214e-16
7.00              9.60              1.39966e-06  2.99607e-08  1.48362e-08  -7.29040e+00      9.76586e-14      3.39633e-15
7.00              9.65              1.26732e-06  2.89193e-08  1.48362e-08  -6.73490e+00      3.98759e-13      1.53112e-14
8.00              7.00              3.91876e-06  1.10342e-07  3.06657e-08  -6.73490e+00      0.00000e+00      0.00000e+00
8.00              7.20              3.91924e-06  1.10037e-07  3.06657e-08  -6.73490e+00      0.00000e+00      0.00000e+00
8.00              7.40              3.91989e-06  1.09621e-07  3.06657e-08  -6.73490e+00      0.00000e+00      0.00000e+00
8.00              7.60              3.92053e-06  1.09060e-07  3.06657e-08  -2.60600e+02     3.84335e-269     5.68474e-280
8.00              7.80              3.92037e-06  1.08307e-07  3.06657e-08  -1.67170e+02     1.75675e-175     3.27122e-182
8.00              8.00              3.92005e-06  1.07282e-07  3.06657e-08  -1.08030e+02     3.75587e-116     2.31585e-120
8.00              8.05              3.92005e-06  1.06977e-07  3.06657e-08  -9.69980e+01     4.55733e-105     8.02990e-109
8.00              8.10              3.91989e-06  1.06657e-07  3.06657e-08  -8.71460e+01      3.66193e-95      1.58749e-98
8.00              8.15              3.91989e-06  1.06304e-07  3.06657e-08  -7.83630e+01      2.50444e-86      2.44180e-89
8.00              8.20              3.91973e-06  1.05920e-07  3.06657e-08  -7.04930e+01      2.09272e-78      4.00599e-81
8.00              8.25              3.91973e-06  1.05519e-07  3.06657e-08  -6.34800e+01      2.43619e-71      8.56467e-74
8.00              8.30              3.91956e-06  1.05087e-07  3.06657e-08  -5.72080e+01      5.13701e-65      3.03187e-67
8.00              8.35              3.91940e-06  1.04638e-07  3.06657e-08  -5.15970e+01      2.35890e-59      2.16128e-61
8.00              8.40              3.91908e-06  1.04141e-07  3.06657e-08  -4.65840e+01      2.73975e-54      3.69582e-56
8.00              8.45              3.91892e-06  1.03613e-07  3.06657e-08  -4.21020e+01      9.34782e-50      1.75675e-51
8.00              8.50              3.91860e-06  1.03052e-07  3.06657e-08  -3.80860e+01      1.09071e-45      2.70216e-47
8.00              8.55              3.91812e-06  1.02459e-07  3.06657e-08  -3.44890e+01      4.83850e-42      1.50560e-43
8.00              8.60              3.91764e-06  1.01818e-07  3.06657e-08  -3.12660e+01      9.11403e-39      3.42539e-40
8.00              8.65              3.91684e-06  1.01129e-07  3.06657e-08  -2.83770e+01      7.93799e-36      3.46506e-37
8.00              8.70              3.91604e-06  1.00408e-07  3.06657e-08  -2.57830e+01      3.50518e-33      1.72072e-34
8.00              8.75              3.91492e-06  9.96394e-08  3.06657e-08  -2.34550e+01      8.38900e-31      4.51555e-32
8.00              8.80              3.91364e-06  9.88223e-08  3.06657e-08  -2.13610e+01      1.17411e-28      6.70981e-30
8.00              8.85              3.91203e-06  9.79571e-08  3.06657e-08  -1.94780e+01      1.00858e-26      5.99391e-28
8.00              8.90              3.90979e-06  9.70278e-08  3.06657e-08  -1.77820e+01      5.63262e-25      3.40965e-26
8.00              8.95              3.90723e-06  9.60665e-08  3.06657e-08  -1.62530e+01      2.14640e-23      1.29631e-24
8.00              9.00              3.90386e-06  9.50251e-08  3.06657e-08  -1.48730e+01      5.80377e-22      3.44914e-23
8.00              9.05              3.89954e-06  9.39516e-08  3.06657e-08  -1.36270e+01      1.15268e-20      6.66362e-22
8.00              9.10              3.89425e-06  9.27981e-08  3.06657e-08  -1.24990e+01      1.74868e-19      9.67632e-21
8.00              9.15              3.88752e-06  9.15964e-08  3.06657e-08  -1.14770e+01      2.07353e-18      1.08820e-19
8.00              9.20              3.87903e-06  9.03307e-08  3.06657e-08  -1.05500e+01      1.98021e-17      9.78837e-19
8.00              9.25              3.86846e-06  8.90009e-08  3.06657e-08  -9.70780e+00      1.55851e-16      7.20627e-18
8.00              9.30              3.85500e-06  8.76070e-08  3.06657e-08  -8.94140e+00      1.02875e-15      4.43313e-17
8.00              9.35              3.83817e-06  8.61490e-08  3.06657e-08  -8.24310e+00      5.81313e-15      2.33889e-16
8.00              9.40              3.81687e-06  8.46270e-08  3.06657e-08  -7.60550e+00      2.85832e-14      1.07723e-15
8.00              9.45              3.79011e-06  8.30408e-08  3.06657e-08  -7.02280e+00      1.23940e-13      4.41581e-15
8.00              9.50              3.75646e-06  8.13906e-08  3.06657e-08  -6.48930e+00      4.80187e-13      1.64290e-14
8.00              9.55              3.71417e-06  7.96762e-08  3.06657e-08  -6.00030e+00      1.68000e-12      5.67166e-14
8.00              9.60              3.66081e-06  7.79138e-08  3.06657e-08  -5.55120e+00      5.36797e-12      1.86857e-13
8.00              9.65              3.59384e-06  7.60713e-08  3.06657e-08  -5.13810e+00      1.57910e-11      6.06891e-13
8.02              7.00              3.98750e-06  1.12056e-07  3.11303e-08  -5.13810e+00      0.00000e+00      0.00000e+00
8.02              7.20              3.98590e-06  1.11752e-07  3.11303e-08  -5.13810e+00      0.00000e+00      0.00000e+00
8.02              7.40              3.98349e-06  1.11335e-07  3.11303e-08  -5.13810e+00      0.00000e+00      0.00000e+00
8.02              7.60              3.98093e-06  1.10774e-07  3.11303e-08  -2.56010e+02     1.46120e-264     2.42499e-275
8.02              7.80              3.97917e-06  1.10005e-07  3.11303e-08  -1.64360e+02     1.16067e-172     2.31585e-179
8.02              8.00              3.97820e-06  1.08980e-07  3.11303e-08  -1.06280e+02     2.16128e-114     1.36367e-118
8.02              8.05              3.97804e-06  1.08676e-07  3.11303e-08  -9.54350e+01     1.68155e-103     2.98339e-107
8.02              8.10              3.97804e-06  1.08355e-07  3.11303e-08  -8.57540e+01      9.09307e-94      4.00599e-97
8.02              8.15              3.97788e-06  1.08003e-07  3.11303e-08  -7.71220e+01      4.38238e-85      4.33222e-88
8.02              8.20              3.97772e-06  1.07618e-07  3.11303e-08  -6.93870e+01      2.68974e-77      5.19649e-80
8.02              8.25              3.97772e-06  1.07218e-07  3.11303e-08  -6.24940e+01      2.36979e-70      8.38900e-73
8.02              8.30              3.97756e-06  1.06785e-07  3.11303e-08  -5.63280e+01      3.90580e-64      2.31585e-66
8.02              8.35              3.97740e-06  1.06320e-07  3.11303e-08  -5.08130e+01      1.43784e-58      1.32346e-60
8.02              8.40              3.97724e-06  1.05824e-07  3.11303e-08  -4.58860e+01      1.36682e-53      1.85230e-55
8.02              8.45              3.97692e-06  1.05295e-07  3.11303e-08  -4.14790e+01      3.93288e-49      7.40816e-51
8.02              8.50              3.97660e-06  1.04718e-07  3.11303e-08  -3.75300e+01      3.92383e-45      9.74340e-47
8.02              8.55              3.97612e-06  1.04125e-07  3.11303e-08  -3.39940e+01      1.51604e-41      4.72836e-43
8.02              8.60              3.97564e-06  1.03485e-07  3.11303e-08  -3.08250e+01      2.51600e-38      9.47786e-40
8.02              8.65              3.97500e-06  1.02796e-07  3.11303e-08  -2.79830e+01      1.96657e-35      8.60420e-37
8.02              8.70              3.97420e-06  1.02059e-07  3.11303e-08  -2.54330e+01      7.86521e-33      3.86999e-34
8.02              8.75              3.97308e-06  1.01290e-07  3.11303e-08  -2.31420e+01      1.72469e-30      9.28347e-32
8.02              8.80              3.97180e-06  1.00456e-07  3.11303e-08  -2.10820e+01      2.23208e-28      1.27559e-29
8.02              8.85              3.97003e-06  9.95913e-08  3.11303e-08  -1.92290e+01      1.78941e-26      1.06343e-27
8.02              8.90              3.96795e-06  9.86620e-08  3.11303e-08  -1.75600e+01      9.41262e-25      5.68474e-26
8.02              8.95              3.96539e-06  9.76847e-08  3.11303e-08  -1.60550e+01      3.38618e-23      2.04979e-24
8.02              9.00              3.96202e-06  9.66433e-08  3.11303e-08  -1.46970e+01      8.72389e-22      5.18454e-23
8.02              9.05              3.95786e-06  9.55538e-08  3.11303e-08  -1.34690e+01      1.65848e-20      9.58761e-22
8.02              9.10              3.95257e-06  9.44002e-08  3.11303e-08  -1.23580e+01      2.41942e-19      1.33878e-20
8.02              9.15              3.94600e-06  9.31826e-08  3.11303e-08  -1.13520e+01      2.77147e-18      1.45449e-19
8.02              9.20              3.93767e-06  9.19009e-08  3.11303e-08  -1.04380e+01      2.56868e-17      1.26973e-18
8.02              9.25              3.92726e-06  9.05550e-08  3.11303e-08  -9.60740e+00      1.96341e-16      9.07215e-18
8.02              9.30              3.91396e-06  8.91611e-08  3.11303e-08  -8.85160e+00      1.26564e-15      5.45394e-17
8.02              9.35              3.89745e-06  8.76871e-08  3.11303e-08  -8.16270e+00      6.99698e-15      2.81650e-16
8.02              9.40              3.87647e-06  8.61490e-08  3.11303e-08  -7.53350e+00      3.37451e-14      1.27236e-15
8.02              9.45              3.85019e-06  8.45469e-08  3.11303e-08  -6.95810e+00      1.43883e-13      5.12756e-15
8.02              9.50              3.81703e-06  8.28806e-08  3.11303e-08  -6.43110e+00      5.49048e-13      1.87936e-14
8.02              9.55              3.77521e-06  8.11502e-08  3.11303e-08  -5.94790e+00      1.89631e-12      6.40340e-14
8.02              9.60              3.72282e-06  7.93558e-08  3.11303e-08  -5.50380e+00      5.98702e-12      2.08502e-13
8.02              9.65              3.65681e-06  7.74973e-08  3.11303e-08  -5.09520e+00      1.74345e-11      6.70209e-13
8.04              7.00              4.03797e-06  1.13803e-07  3.15949e-08  -5.09520e+00      0.00000e+00      0.00000e+00
8.04              7.20              4.03797e-06  1.13498e-07  3.15949e-08  -5.09520e+00      0.00000e+00      0.00000e+00
8.04              7.40              4.03781e-06  1.13082e-07  3.15949e-08  -5.09520e+00      0.00000e+00      0.00000e+00
8.04              7.60              4.03749e-06  1.12505e-07  3.15949e-08  -2.51740e+02     2.78426e-260     5.55534e-271
8.04              7.80              4.03716e-06  1.11736e-07  3.15949e-08  -1.61580e+02     6.99375e-170     1.46120e-176
8.04              8.00              4.03700e-06  1.10710e-07  3.15949e-08  -1.04500e+02     1.27265e-112     8.40834e-117
8.04              8.05              4.03700e-06  1.10390e-07  3.15949e-08  -9.38520e+01     6.45224e-102     1.18771e-105
8.04              8.10              4.03684e-06  1.10070e-07  3.15949e-08  -8.43410e+01      2.35890e-92      1.06099e-95
8.04              8.15              4.03684e-06  1.09717e-07  3.15949e-08  -7.58630e+01      7.99301e-84      8.02990e-87
8.04              8.20              4.03668e-06  1.09333e-07  3.15949e-08  -6.82650e+01      3.57035e-76      6.99375e-79
8.04              8.25              4.03668e-06  1.08932e-07  3.15949e-08  -6.14930e+01      2.38073e-69      8.50571e-72
8.04              8.30              4.03652e-06  1.08483e-07  3.15949e-08  -5.54370e+01      3.05288e-63      1.82688e-65
8.04              8.35              4.03636e-06  1.08019e-07  3.15949e-08  -5.00180e+01      8.98898e-58      8.33125e-60
8.04              8.40              4.03620e-06  1.07522e-07  3.15949e-08  -4.51760e+01      7.02604e-53      9.56556e-55
8.04              8.45              4.03588e-06  1.06993e-07  3.15949e-08  -4.08470e+01      1.68543e-48      3.19676e-50
8.04              8.50              4.03556e-06  1.06417e-07  3.15949e-08  -3.69670e+01      1.43784e-44      3.57858e-46
8.04              8.55              4.03508e-06  1.05808e-07  3.15949e-08  -3.34920e+01      4.82737e-41      1.50907e-42
8.04              8.60              4.03460e-06  1.05167e-07  3.15949e-08  -3.03770e+01      7.07474e-38      2.66508e-39
8.04              8.65              4.03396e-06  1.04478e-07  3.15949e-08  -2.75830e+01      4.93981e-35      2.16626e-36
8.04              8.70              4.03316e-06  1.03741e-07  3.15949e-08  -2.50760e+01      1.78530e-32      8.80462e-34
8.04              8.75              4.03204e-06  1.02956e-07  3.15949e-08  -2.28250e+01      3.58683e-30      1.93068e-31
8.04              8.80              4.03076e-06  1.02123e-07  3.15949e-08  -2.07980e+01      4.29250e-28      2.45307e-29
8.04              8.85              4.02915e-06  1.01258e-07  3.15949e-08  -1.89760e+01      3.20413e-26      1.90419e-27
8.04              8.90              4.02707e-06  1.00312e-07  3.15949e-08  -1.73350e+01      1.58019e-24      9.56556e-26
8.04              8.95              4.02451e-06  9.93350e-08  3.15949e-08  -1.58540e+01      5.37911e-23      3.25619e-24
8.04              9.00              4.02130e-06  9.82775e-08  3.15949e-08  -1.45170e+01      1.31738e-21      7.84712e-23
8.04              9.05              4.01714e-06  9.71880e-08  3.15949e-08  -1.33090e+01      2.40276e-20      1.38583e-21
8.04              9.10              4.01201e-06  9.60184e-08  3.15949e-08  -1.22150e+01      3.36287e-19      1.86085e-20
8.04              9.15              4.00544e-06  9.47848e-08  3.15949e-08  -1.12240e+01      3.72143e-18      1.95304e-19
8.04              9.20              3.99727e-06  9.35030e-08  3.15949e-08  -1.03240e+01      3.33972e-17      1.65086e-18
8.04              9.25              3.98702e-06  9.21412e-08  3.15949e-08  -9.50550e+00      2.48376e-16      1.15003e-17
8.04              9.30              3.97388e-06  9.07313e-08  3.15949e-08  -8.76050e+00      1.56175e-15      6.74078e-17
8.04              9.35              3.95754e-06  8.92412e-08  3.15949e-08  -8.08120e+00      8.44521e-15      3.40025e-16
8.04              9.40              3.93703e-06  8.76871e-08  3.15949e-08  -7.46040e+00      3.99402e-14      1.50664e-15
8.04              9.45              3.91107e-06  8.60689e-08  3.15949e-08  -6.89250e+00      1.67383e-13      5.96775e-15
8.04              9.50              3.87839e-06  8.43866e-08  3.15949e-08  -6.37220e+00      6.29231e-13      2.15432e-14
8.04              9.55              3.83737e-06  8.26403e-08  3.15949e-08  -5.89480e+00      2.14344e-12      7.24120e-14
8.04              9.60              3.78562e-06  8.08298e-08  3.15949e-08  -5.45580e+00      6.68976e-12      2.32976e-13
8.04              9.65              3.72057e-06  7.89553e-08  3.15949e-08  -5.05170e+00      1.92757e-11      7.41157e-13
8.06              7.00              4.08859e-06  1.15581e-07  3.20756e-08  -5.05170e+00      0.00000e+00      0.00000e+00
8.06              7.20              4.08988e-06  1.15261e-07  3.20756e-08  -5.05170e+00      0.00000e+00      0.00000e+00
8.06              7.40              4.09180e-06  1.14844e-07  3.20756e-08  -5.05170e+00      0.00000e+00      0.00000e+00
8.06              7.60              4.09420e-06  1.14267e-07  3.20756e-08  -2.47470e+02     5.55534e-256     1.27265e-266
8.06              7.80              4.09596e-06  1.13498e-07  3.20756e-08  -1.58770e+02     4.51555e-167     1.01091e-173
8.06              8.00              4.09661e-06  1.12457e-07  3.20756e-08  -1.02700e+02     8.21695e-111     5.55534e-115
8.06              8.05              4.09677e-06  1.12152e-07  3.20756e-08  -9.22410e+01     2.62851e-100     4.95120e-104
8.06              8.10              4.09677e-06  1.11816e-07  3.20756e-08  -8.29040e+01      6.43740e-91      2.95604e-94
8.06              8.15              4.09677e-06  1.11463e-07  3.20756e-08  -7.45830e+01      1.52304e-82      1.55493e-85
8.06              8.20              4.09661e-06  1.11079e-07  3.20756e-08  -6.71220e+01      4.96261e-75      9.83355e-78
8.06              8.25              4.09661e-06  1.10662e-07  3.20756e-08  -6.04770e+01      2.47577e-68      8.94768e-71
8.06              8.30              4.09645e-06  1.10230e-07  3.20756e-08  -5.45300e+01      2.46440e-62      1.48837e-64
8.06              8.35              4.09629e-06  1.09765e-07  3.20756e-08  -4.92100e+01      5.79042e-57      5.41640e-59
8.06              8.40              4.09612e-06  1.09252e-07  3.20756e-08  -4.44570e+01      3.68732e-52      5.05487e-54
8.06              8.45              4.09580e-06  1.08724e-07  3.20756e-08  -4.02050e+01      7.40816e-48      1.41160e-49
8.06              8.50              4.09548e-06  1.08147e-07  3.20756e-08  -3.63950e+01      5.37911e-44      1.34496e-45
8.06              8.55              4.09500e-06  1.07538e-07  3.20756e-08  -3.29820e+01      1.56211e-40      4.90581e-42
8.06              8.60              4.09452e-06  1.06881e-07  3.20756e-08  -2.99220e+01      2.01702e-37      7.63327e-39
8.06              8.65              4.09388e-06  1.06192e-07  3.20756e-08  -2.71780e+01      1.25809e-34      5.52981e-36
8.06              8.70              4.09308e-06  1.05455e-07  3.20756e-08  -2.47140e+01      4.11823e-32      2.03100e-33
8.06              8.75              4.09212e-06  1.04654e-07  3.20756e-08  -2.25020e+01      7.54589e-30      4.07109e-31
8.06              8.80              4.09084e-06  1.03821e-07  3.20756e-08  -2.05110e+01      8.31209e-28      4.76113e-29
8.06              8.85              4.08924e-06  1.02940e-07  3.20756e-08  -1.87200e+01      5.79042e-26      3.44914e-27
8.06              8.90              4.08715e-06  1.01995e-07  3.20756e-08  -1.71060e+01      2.67738e-24      1.62447e-25
8.06              8.95              4.08459e-06  1.01001e-07  3.20756e-08  -1.56500e+01      8.62403e-23      5.22048e-24
8.06              9.00              4.08138e-06  9.99438e-08  3.20756e-08  -1.43350e+01      2.00775e-21      1.19594e-22
8.06              9.05              4.07738e-06  9.88383e-08  3.20756e-08  -1.31470e+01      3.48908e-20      2.01702e-21
8.06              9.10              4.07225e-06  9.76687e-08  3.20756e-08  -1.20700e+01      4.69581e-19      2.59843e-20
8.06              9.15              4.06584e-06  9.64190e-08  3.20756e-08  -1.10940e+01      5.02008e-18      2.63457e-19
8.06              9.20              4.05783e-06  9.51212e-08  3.20756e-08  -1.02080e+01      4.36225e-17      2.15631e-18
8.06              9.25              4.04758e-06  9.37594e-08  3.20756e-08  -9.40210e+00      3.15290e-16      1.45784e-17
8.06              9.30              4.03476e-06  9.23334e-08  3.20756e-08  -8.66790e+00      1.93335e-15      8.35046e-17
8.06              9.35              4.01874e-06  9.08274e-08  3.20756e-08  -7.99830e+00      1.02238e-14      4.11823e-16
8.06              9.40              3.99839e-06  8.92573e-08  3.20756e-08  -7.38620e+00      4.74035e-14      1.78859e-15
8.06              9.45              3.97292e-06  8.76230e-08  3.20756e-08  -6.82590e+00      1.95214e-13      6.96162e-15
8.06              9.50              3.94071e-06  8.59247e-08  3.20756e-08  -6.31240e+00      7.22288e-13      2.47406e-14
8.06              9.55              3.90034e-06  8.41623e-08  3.20756e-08  -5.84090e+00      2.42779e-12      8.20182e-14
8.06              9.60              3.84939e-06  8.23359e-08  3.20756e-08  -5.40720e+00      7.48532e-12      2.60742e-13
8.06              9.65              3.78530e-06  8.04293e-08  3.20756e-08  -5.00770e+00      2.13408e-11      8.20749e-13
8.08              7.00              4.15829e-06  1.17375e-07  3.25562e-08  -5.00770e+00      0.00000e+00      0.00000e+00
8.08              7.20              4.15813e-06  1.17055e-07  3.25562e-08  -5.00770e+00      0.00000e+00      0.00000e+00
8.08              7.40              4.15797e-06  1.16638e-07  3.25562e-08  -5.00770e+00      0.00000e+00      0.00000e+00
8.08              7.60              4.15781e-06  1.16062e-07  3.25562e-08  -2.42680e+02     4.02449e-251     1.01091e-261
8.08              7.80              4.15781e-06  1.15277e-07  3.25562e-08  -1.55810e+02     4.21415e-164     9.87894e-171
8.08              8.00              4.15781e-06  1.14235e-07  3.25562e-08  -1.00850e+02     5.81715e-109     3.93288e-113
8.08              8.05              4.15765e-06  1.13931e-07  3.25562e-08  -9.05990e+01      1.15534e-98     2.20653e-102
8.08              8.10              4.15765e-06  1.13594e-07  3.25562e-08  -8.14400e+01      1.87806e-89      8.70383e-93
8.08              8.15              4.15765e-06  1.13242e-07  3.25562e-08  -7.32780e+01      3.07405e-81      3.16745e-84
8.08              8.20              4.15749e-06  1.12841e-07  3.25562e-08  -6.59610e+01      7.18969e-74      1.43784e-76
8.08              8.25              4.15749e-06  1.12441e-07  3.25562e-08  -5.94410e+01      2.68974e-67      9.78837e-70
8.08              8.30              4.15733e-06  1.11992e-07  3.25562e-08  -5.36070e+01      2.05926e-61      1.25231e-63
8.08              8.35              4.15717e-06  1.11528e-07  3.25562e-08  -4.83870e+01      3.85221e-56      3.62002e-58
8.08              8.40              4.15701e-06  1.11015e-07  3.25562e-08  -4.37240e+01      1.99393e-51      2.75239e-53
8.08              8.45              4.15669e-06  1.10486e-07  3.25562e-08  -3.95510e+01      3.33204e-47      6.37838e-49
8.08              8.50              4.15637e-06  1.09909e-07  3.25562e-08  -3.58130e+01      2.05452e-43      5.16072e-45
8.08              8.55              4.15589e-06  1.09284e-07  3.25562e-08  -3.24630e+01      5.16072e-40      1.62821e-41
8.08              8.60              4.15541e-06  1.08628e-07  3.25562e-08  -2.94600e+01      5.85747e-37      2.22183e-38
8.08              8.65              4.15476e-06  1.07923e-07  3.25562e-08  -2.67660e+01      3.24871e-34      1.43123e-35
8.08              8.70              4.15396e-06  1.07186e-07  3.25562e-08  -2.43470e+01      9.60971e-32      4.75018e-33
8.08              8.75              4.15300e-06  1.06385e-07  3.25562e-08  -2.21740e+01      1.60587e-29      8.68381e-31
8.08              8.80              4.15172e-06  1.05551e-07  3.25562e-08  -2.02180e+01      1.63196e-27      9.36937e-29
8.08              8.85              4.15012e-06  1.04654e-07  3.25562e-08  -1.84590e+01      1.05611e-25      6.29087e-27
8.08              8.90              4.14820e-06  1.03709e-07  3.25562e-08  -1.68730e+01      4.57836e-24      2.77786e-25
8.08              8.95              4.14563e-06  1.02700e-07  3.25562e-08  -1.54430e+01      1.39223e-22      8.42773e-24
8.08              9.00              4.14259e-06  1.01642e-07  3.25562e-08  -1.41500e+01      3.07405e-21      1.83109e-22
8.08              9.05              4.13858e-06  1.00521e-07  3.25562e-08  -1.29820e+01      5.11341e-20      2.95604e-21
8.08              9.10              4.13346e-06  9.93350e-08  3.25562e-08  -1.19230e+01      6.60253e-19      3.65351e-20
8.08              9.15              4.12721e-06  9.80853e-08  3.25562e-08  -1.09630e+01      6.78751e-18      3.57035e-19
8.08              9.20              4.11920e-06  9.67715e-08  3.25562e-08  -1.00910e+01      5.72414e-17      2.82950e-18
8.08              9.25              4.10926e-06  9.53936e-08  3.25562e-08  -9.29730e+00      4.01523e-16      1.86085e-17
8.08              9.30              4.09661e-06  9.39516e-08  3.25562e-08  -8.57410e+00      2.40110e-15      1.03684e-16
8.08              9.35              4.08074e-06  9.24456e-08  3.25562e-08  -7.91440e+00      1.24111e-14      5.00277e-16
8.08              9.40              4.06072e-06  9.08594e-08  3.25562e-08  -7.31090e+00      5.64041e-14      2.12917e-15
8.08              9.45              4.03556e-06  8.92092e-08  3.25562e-08  -6.75850e+00      2.28092e-13      8.13786e-15
8.08              9.50              4.00400e-06  8.74949e-08  3.25562e-08  -6.25170e+00      8.31018e-13      2.84715e-14
8.08              9.55              3.96411e-06  8.57004e-08  3.25562e-08  -5.78630e+00      2.75429e-12      9.30916e-14
8.08              9.60              3.91396e-06  8.38579e-08  3.25562e-08  -5.35790e+00      8.38707e-12      2.92288e-13
8.08              9.65              3.85099e-06  8.19353e-08  3.25562e-08  -4.96300e+00      2.36598e-11      9.10145e-13
8.10              7.00              4.22846e-06  1.19202e-07  3.30529e-08  -4.96300e+00      0.00000e+00      0.00000e+00
8.10              7.20              4.22718e-06  1.18882e-07  3.30529e-08  -4.96300e+00      0.00000e+00      0.00000e+00
8.10              7.40              4.22494e-06  1.18449e-07  3.30529e-08  -4.96300e+00      0.00000e+00      0.00000e+00
8.10              7.60              4.22254e-06  1.17872e-07  3.30529e-08  -2.37790e+02     3.67037e-246     9.43432e-257
