!27Si (5/2+, 1/2+, 3/2+)  -> 27Al       e-capture,  with screening effects
!GT+F   USDB              Q=4.8124 MeV
!Experimental data are used.
!
!Log(rhoY)        Log(T)            mu           dQ           Vs           Log(e-cap-rate)   nu-energy-loss   gamma-energy
!g/cm^3           K                 erg          erg          erg          Log(1/s)          erg/s            erg/s
7.00              8.85              1.92373e-06  4.83216e-08  1.73035e-08  -1.01920e+00      7.71899e-07      3.63672e-08
7.00              8.90              1.91909e-06  4.77288e-08  1.73035e-08  -1.01840e+00      7.74195e-07      3.65435e-08
7.00              8.95              1.91332e-06  4.70880e-08  1.73035e-08  -1.01730e+00      7.76981e-07      3.67630e-08
7.00              9.00              1.90595e-06  4.64311e-08  1.73035e-08  -1.01610e+00      7.80388e-07      3.70348e-08
7.00              9.05              1.89666e-06  4.57261e-08  1.73035e-08  -1.01460e+00      7.84694e-07      3.73861e-08
7.00              9.10              1.88512e-06  4.49891e-08  1.73035e-08  -1.01260e+00      7.90097e-07      3.78365e-08
7.00              9.15              1.87038e-06  4.42361e-08  1.73035e-08  -1.01020e+00      7.96894e-07      3.84335e-08
7.00              9.20              1.85196e-06  4.34350e-08  1.73035e-08  -1.00710e+00      8.05361e-07      3.92383e-08
7.00              9.25              1.82856e-06  4.26019e-08  1.73035e-08  -1.00340e+00      8.15944e-07      4.03191e-08
7.00              9.30              1.79908e-06  4.17367e-08  1.73035e-08  -9.98790e-01      8.29126e-07      4.17840e-08
7.00              9.35              1.76207e-06  4.08395e-08  1.73035e-08  -9.93110e-01      8.45630e-07      4.37835e-08
7.00              9.40              1.71529e-06  3.99102e-08  1.73035e-08  -9.86150e-01      8.66284e-07      4.64526e-08
7.00              9.45              1.65681e-06  3.89649e-08  1.73035e-08  -9.77630e-01      8.92155e-07      5.00047e-08
7.00              9.50              1.58375e-06  3.79716e-08  1.73035e-08  -9.67090e-01      9.24933e-07      5.46400e-08
7.00              9.55              1.49323e-06  4.06953e-08  1.73035e-08  -9.54380e-01      9.65651e-07      6.05495e-08
7.00              9.60              1.38252e-06  4.01025e-08  1.73035e-08  -9.37540e-01      1.02096e-06      6.83456e-08
7.00              9.65              1.24986e-06  3.48313e-08  1.73035e-08  -9.14380e-01      1.09923e-06      7.88334e-08
8.00              7.00              3.88304e-06  1.22951e-07  3.57766e-08   1.04340e-01      1.18282e-05      6.93331e-07
8.00              7.20              3.88352e-06  1.22663e-07  3.57766e-08   1.03650e-01      1.18084e-05      6.92087e-07
8.00              7.40              3.88416e-06  1.22278e-07  3.57766e-08   1.02530e-01      1.17758e-05      6.90034e-07
8.00              7.60              3.88464e-06  1.21749e-07  3.57766e-08   1.01180e-01      1.17371e-05      6.87591e-07
8.00              7.80              3.88464e-06  1.21044e-07  3.57766e-08   9.98890e-02      1.17004e-05      6.85299e-07
8.00              8.00              3.88432e-06  1.20083e-07  3.57766e-08   9.92180e-02      1.16818e-05      6.84180e-07
8.00              8.05              3.88416e-06  1.19795e-07  3.57766e-08   9.91520e-02      1.16802e-05      6.84117e-07
8.00              8.10              3.88416e-06  1.19490e-07  3.57766e-08   9.91190e-02      1.16797e-05      6.84101e-07
8.00              8.15              3.88400e-06  1.19154e-07  3.57766e-08   9.91150e-02      1.16799e-05      6.84149e-07
8.00              8.20              3.88400e-06  1.18801e-07  3.57766e-08   9.91400e-02      1.16813e-05      6.84259e-07
8.00              8.25              3.88384e-06  1.18417e-07  3.57766e-08   9.91910e-02      1.16832e-05      6.84416e-07
8.00              8.30              3.88368e-06  1.18016e-07  3.57766e-08   9.92340e-02      1.16850e-05      6.84590e-07
8.00              8.35              3.88352e-06  1.17584e-07  3.57766e-08   9.93040e-02      1.16880e-05      6.84810e-07
8.00              8.40              3.88336e-06  1.17103e-07  3.57766e-08   9.94050e-02      1.16918e-05      6.85110e-07
8.00              8.45              3.88304e-06  1.16606e-07  3.57766e-08   9.94740e-02      1.16947e-05      6.85363e-07
8.00              8.50              3.88271e-06  1.16078e-07  3.57766e-08   9.95880e-02      1.16993e-05      6.85726e-07
8.00              8.55              3.88239e-06  1.15501e-07  3.57766e-08   9.97220e-02      1.17044e-05      6.86168e-07
8.00              8.60              3.88191e-06  1.14892e-07  3.57766e-08   9.98910e-02      1.17109e-05      6.86689e-07
8.00              8.65              3.88111e-06  1.14235e-07  3.57766e-08   1.00040e-01      1.17174e-05      6.87227e-07
8.00              8.70              3.88031e-06  1.13530e-07  3.57766e-08   1.00260e-01      1.17263e-05      6.87940e-07
8.00              8.75              3.87919e-06  1.12793e-07  3.57766e-08   1.00520e-01      1.17365e-05      6.88780e-07
8.00              8.80              3.87791e-06  1.12008e-07  3.57766e-08   1.00830e-01      1.17493e-05      6.89827e-07
8.00              8.85              3.87615e-06  1.11159e-07  3.57766e-08   1.01190e-01      1.17636e-05      6.91036e-07
8.00              8.90              3.87406e-06  1.10262e-07  3.57766e-08   1.01630e-01      1.17820e-05      6.92549e-07
8.00              8.95              3.87134e-06  1.09317e-07  3.57766e-08   1.02160e-01      1.18038e-05      6.94401e-07
8.00              9.00              3.86797e-06  1.08323e-07  3.57766e-08   1.02840e-01      1.18315e-05      6.96739e-07
8.00              9.05              3.86381e-06  1.07250e-07  3.57766e-08   1.03660e-01      1.18653e-05      6.99714e-07
8.00              9.10              3.85836e-06  1.06128e-07  3.57766e-08   1.04690e-01      1.19080e-05      7.03624e-07
8.00              9.15              3.85179e-06  1.04943e-07  3.57766e-08   1.05980e-01      1.19614e-05      7.08876e-07
8.00              9.20              3.84330e-06  1.03693e-07  3.57766e-08   1.07620e-01      1.20287e-05      7.16128e-07
8.00              9.25              3.83257e-06  1.02363e-07  3.57766e-08   1.09680e-01      1.21141e-05      7.26240e-07
8.00              9.30              3.81927e-06  1.00985e-07  3.57766e-08   1.12280e-01      1.22214e-05      7.40407e-07
8.00              9.35              3.80229e-06  9.95272e-08  3.57766e-08   1.15550e-01      1.23581e-05      7.60134e-07
8.00              9.40              3.78114e-06  9.80051e-08  3.57766e-08   1.19670e-01      1.25308e-05      7.87173e-07
8.00              9.45              3.75438e-06  9.64030e-08  3.57766e-08   1.24740e-01      1.27474e-05      8.23323e-07
8.00              9.50              3.72073e-06  9.47207e-08  3.57766e-08   1.31000e-01      1.30197e-05      8.70684e-07
8.00              9.55              3.67828e-06  9.29903e-08  3.57766e-08   1.38610e-01      1.33598e-05      9.31259e-07
8.00              9.60              3.62508e-06  9.11799e-08  3.57766e-08   1.47840e-01      1.37861e-05      1.00735e-06
8.00              9.65              3.55811e-06  8.92893e-08  3.57766e-08   1.58950e-01      1.43199e-05      1.10144e-06
8.02              7.00              3.95113e-06  1.24858e-07  3.63213e-08   1.31090e-01      1.26386e-05      7.45093e-07
8.02              7.20              3.94953e-06  1.24569e-07  3.63213e-08   1.30730e-01      1.26279e-05      7.44424e-07
8.02              7.40              3.94728e-06  1.24185e-07  3.63213e-08   1.28450e-01      1.25568e-05      7.39896e-07
8.02              7.60              3.94456e-06  1.23656e-07  3.63213e-08   1.25000e-01      1.24503e-05      7.33112e-07
8.02              7.80              3.94280e-06  1.22935e-07  3.63213e-08   1.23370e-01      1.24005e-05      7.29962e-07
8.02              8.00              3.94184e-06  1.21974e-07  3.63213e-08   1.22900e-01      1.23874e-05      7.29189e-07
8.02              8.05              3.94184e-06  1.21685e-07  3.63213e-08   1.22900e-01      1.23880e-05      7.29240e-07
8.02              8.10              3.94167e-06  1.21381e-07  3.63213e-08   1.22890e-01      1.23877e-05      7.29257e-07
8.02              8.15              3.94151e-06  1.21044e-07  3.63213e-08   1.22920e-01      1.23894e-05      7.29391e-07
8.02              8.20              3.94151e-06  1.20692e-07  3.63213e-08   1.22970e-01      1.23911e-05      7.29542e-07
8.02              8.25              3.94135e-06  1.20307e-07  3.63213e-08   1.23030e-01      1.23937e-05      7.29744e-07
8.02              8.30              3.94119e-06  1.19891e-07  3.63213e-08   1.23080e-01      1.23960e-05      7.29929e-07
8.02              8.35              3.94103e-06  1.19458e-07  3.63213e-08   1.23150e-01      1.23988e-05      7.30181e-07
8.02              8.40              3.94087e-06  1.18994e-07  3.63213e-08   1.23220e-01      1.24020e-05      7.30416e-07
8.02              8.45              3.94055e-06  1.18481e-07  3.63213e-08   1.23320e-01      1.24060e-05      7.30769e-07
8.02              8.50              3.94023e-06  1.17936e-07  3.63213e-08   1.23430e-01      1.24108e-05      7.31140e-07
8.02              8.55              3.93991e-06  1.17359e-07  3.63213e-08   1.23560e-01      1.24162e-05      7.31594e-07
8.02              8.60              3.93927e-06  1.16751e-07  3.63213e-08   1.23730e-01      1.24231e-05      7.32134e-07
8.02              8.65              3.93863e-06  1.16094e-07  3.63213e-08   1.23900e-01      1.24306e-05      7.32758e-07
8.02              8.70              3.93783e-06  1.15389e-07  3.63213e-08   1.24090e-01      1.24386e-05      7.33450e-07
8.02              8.75              3.93687e-06  1.14636e-07  3.63213e-08   1.24360e-01      1.24503e-05      7.34379e-07
8.02              8.80              3.93543e-06  1.13851e-07  3.63213e-08   1.24630e-01      1.24621e-05      7.35395e-07
8.02              8.85              3.93382e-06  1.13002e-07  3.63213e-08   1.25010e-01      1.24782e-05      7.36716e-07
8.02              8.90              3.93174e-06  1.12104e-07  3.63213e-08   1.25460e-01      1.24977e-05      7.38330e-07
8.02              8.95              3.92902e-06  1.11143e-07  3.63213e-08   1.25970e-01      1.25202e-05      7.40236e-07
8.02              9.00              3.92581e-06  1.10134e-07  3.63213e-08   1.26650e-01      1.25496e-05      7.42729e-07
8.02              9.05              3.92165e-06  1.09060e-07  3.63213e-08   1.27460e-01      1.25852e-05      7.45848e-07
8.02              9.10              3.91636e-06  1.07923e-07  3.63213e-08   1.28480e-01      1.26296e-05      7.49947e-07
8.02              9.15              3.90963e-06  1.06737e-07  3.63213e-08   1.29750e-01      1.26853e-05      7.55441e-07
8.02              9.20              3.90130e-06  1.05471e-07  3.63213e-08   1.31350e-01      1.27553e-05      7.63028e-07
8.02              9.25              3.89089e-06  1.04141e-07  3.63213e-08   1.33380e-01      1.28443e-05      7.73643e-07
8.02              9.30              3.87775e-06  1.02732e-07  3.63213e-08   1.35950e-01      1.29572e-05      7.88570e-07
8.02              9.35              3.86109e-06  1.01274e-07  3.63213e-08   1.39180e-01      1.30997e-05      8.09283e-07
8.02              9.40              3.84010e-06  9.97195e-08  3.63213e-08   1.43210e-01      1.32792e-05      8.37626e-07
8.02              9.45              3.81382e-06  9.81173e-08  3.63213e-08   1.48250e-01      1.35067e-05      8.75710e-07
8.02              9.50              3.78066e-06  9.64190e-08  3.63213e-08   1.54420e-01      1.37911e-05      9.25487e-07
8.02              9.55              3.73900e-06  9.46566e-08  3.63213e-08   1.61930e-01      1.41469e-05      9.89146e-07
8.02              9.60              3.68645e-06  9.28301e-08  3.63213e-08   1.71050e-01      1.45925e-05      1.06913e-06
8.02              9.65              3.62044e-06  9.09235e-08  3.63213e-08   1.82010e-01      1.51499e-05      1.16794e-06
8.04              7.00              4.00112e-06  1.26796e-07  3.68661e-08   1.40500e-01      1.29357e-05      7.64065e-07
8.04              7.20              4.00112e-06  1.26508e-07  3.68661e-08   1.41900e-01      1.29814e-05      7.67027e-07
8.04              7.40              4.00080e-06  1.26123e-07  3.68661e-08   1.43520e-01      1.30341e-05      7.70443e-07
8.04              7.60              4.00064e-06  1.25595e-07  3.68661e-08   1.44990e-01      1.30825e-05      7.73589e-07
8.04              7.80              4.00031e-06  1.24874e-07  3.68661e-08   1.46000e-01      1.31160e-05      7.75801e-07
8.04              8.00              4.00015e-06  1.23912e-07  3.68661e-08   1.46530e-01      1.31344e-05      7.77070e-07
8.04              8.05              4.00015e-06  1.23608e-07  3.68661e-08   1.46640e-01      1.31383e-05      7.77357e-07
8.04              8.10              3.99999e-06  1.23304e-07  3.68661e-08   1.46710e-01      1.31411e-05      7.77554e-07
8.04              8.15              3.99999e-06  1.22967e-07  3.68661e-08   1.46780e-01      1.31438e-05      7.77751e-07
8.04              8.20              3.99983e-06  1.22615e-07  3.68661e-08   1.46840e-01      1.31465e-05      7.77966e-07
8.04              8.25              3.99983e-06  1.22230e-07  3.68661e-08   1.46920e-01      1.31495e-05      7.78199e-07
8.04              8.30              3.99967e-06  1.21813e-07  3.68661e-08   1.46970e-01      1.31520e-05      7.78414e-07
8.04              8.35              3.99951e-06  1.21365e-07  3.68661e-08   1.47050e-01      1.31553e-05      7.78665e-07
8.04              8.40              3.99935e-06  1.20900e-07  3.68661e-08   1.47150e-01      1.31595e-05      7.79005e-07
8.04              8.45              3.99903e-06  1.20388e-07  3.68661e-08   1.47210e-01      1.31629e-05      7.79292e-07
8.04              8.50              3.99871e-06  1.19843e-07  3.68661e-08   1.47320e-01      1.31674e-05      7.79687e-07
8.04              8.55              3.99823e-06  1.19266e-07  3.68661e-08   1.47450e-01      1.31732e-05      7.80154e-07
8.04              8.60              3.99775e-06  1.18641e-07  3.68661e-08   1.47610e-01      1.31802e-05      7.80711e-07
8.04              8.65              3.99711e-06  1.17984e-07  3.68661e-08   1.47780e-01      1.31880e-05      7.81359e-07
8.04              8.70              3.99631e-06  1.17263e-07  3.68661e-08   1.47990e-01      1.31975e-05      7.82151e-07
8.04              8.75              3.99519e-06  1.16510e-07  3.68661e-08   1.48220e-01      1.32084e-05      7.83052e-07
8.04              8.80              3.99391e-06  1.15709e-07  3.68661e-08   1.48550e-01      1.32227e-05      7.84224e-07
8.04              8.85              3.99230e-06  1.14860e-07  3.68661e-08   1.48900e-01      1.32392e-05      7.85598e-07
8.04              8.90              3.99022e-06  1.13963e-07  3.68661e-08   1.49310e-01      1.32584e-05      7.87210e-07
8.04              8.95              3.98766e-06  1.13002e-07  3.68661e-08   1.49860e-01      1.32834e-05      7.89315e-07
8.04              9.00              3.98445e-06  1.11976e-07  3.68661e-08   1.50510e-01      1.33134e-05      7.91864e-07
8.04              9.05              3.98029e-06  1.10903e-07  3.68661e-08   1.51320e-01      1.33509e-05      7.95171e-07
8.04              9.10              3.97516e-06  1.09749e-07  3.68661e-08   1.52320e-01      1.33974e-05      7.99485e-07
8.04              9.15              3.96859e-06  1.08547e-07  3.68661e-08   1.53560e-01      1.34552e-05      8.05231e-07
8.04              9.20              3.96042e-06  1.07282e-07  3.68661e-08   1.55150e-01      1.35288e-05      8.13224e-07
8.04              9.25              3.95017e-06  1.05936e-07  3.68661e-08   1.57160e-01      1.36220e-05      8.24386e-07
8.04              9.30              3.93703e-06  1.04526e-07  3.68661e-08   1.59680e-01      1.37395e-05      8.40021e-07
8.04              9.35              3.92069e-06  1.03036e-07  3.68661e-08   1.62860e-01      1.38883e-05      8.61788e-07
8.04              9.40              3.90002e-06  1.01482e-07  3.68661e-08   1.66830e-01      1.40764e-05      8.91601e-07
8.04              9.45              3.87422e-06  9.98476e-08  3.68661e-08   1.71810e-01      1.43143e-05      9.31645e-07
8.04              9.50              3.84154e-06  9.81493e-08  3.68661e-08   1.77890e-01      1.46117e-05      9.83967e-07
8.04              9.55              3.80036e-06  9.63709e-08  3.68661e-08   1.85320e-01      1.49837e-05      1.05092e-06
8.04              9.60              3.74877e-06  9.45284e-08  3.68661e-08   1.94330e-01      1.54501e-05      1.13501e-06
8.04              9.65              3.68372e-06  9.26058e-08  3.68661e-08   2.05150e-01      1.60328e-05      1.23880e-06
8.06              7.00              4.05110e-06  1.28767e-07  3.74268e-08   1.65690e-01      1.37699e-05      8.17712e-07
8.06              7.20              4.05239e-06  1.28479e-07  3.74268e-08   1.65720e-01      1.37708e-05      8.17806e-07
8.06              7.40              4.05447e-06  1.28094e-07  3.74268e-08   1.65920e-01      1.37781e-05      8.18315e-07
8.06              7.60              4.05687e-06  1.27549e-07  3.74268e-08   1.67140e-01      1.38207e-05      8.21108e-07
8.06              7.80              4.05847e-06  1.26828e-07  3.74268e-08   1.69070e-01      1.38880e-05      8.25506e-07
8.06              8.00              4.05927e-06  1.25851e-07  3.74268e-08   1.70280e-01      1.39313e-05      8.28401e-07
8.06              8.05              4.05927e-06  1.25563e-07  3.74268e-08   1.70470e-01      1.39383e-05      8.28858e-07
8.06              8.10              4.05927e-06  1.25258e-07  3.74268e-08   1.70600e-01      1.39431e-05      8.29221e-07
8.06              8.15              4.05927e-06  1.24922e-07  3.74268e-08   1.70690e-01      1.39467e-05      8.29489e-07
8.06              8.20              4.05927e-06  1.24553e-07  3.74268e-08   1.70800e-01      1.39512e-05      8.29813e-07
8.06              8.25              4.05911e-06  1.24169e-07  3.74268e-08   1.70850e-01      1.39534e-05      8.30004e-07
8.06              8.30              4.05895e-06  1.23752e-07  3.74268e-08   1.70940e-01      1.39573e-05      8.30310e-07
8.06              8.35              4.05879e-06  1.23304e-07  3.74268e-08   1.71010e-01      1.39608e-05      8.30578e-07
8.06              8.40              4.05863e-06  1.22823e-07  3.74268e-08   1.71080e-01      1.39640e-05      8.30865e-07
8.06              8.45              4.05831e-06  1.22310e-07  3.74268e-08   1.71170e-01      1.39685e-05      8.31228e-07
8.06              8.50              4.05799e-06  1.21765e-07  3.74268e-08   1.71280e-01      1.39737e-05      8.31650e-07
8.06              8.55              4.05767e-06  1.21189e-07  3.74268e-08   1.71400e-01      1.39795e-05      8.32128e-07
8.06              8.60              4.05719e-06  1.20564e-07  3.74268e-08   1.71560e-01      1.39869e-05      8.32723e-07
8.06              8.65              4.05639e-06  1.19891e-07  3.74268e-08   1.71720e-01      1.39949e-05      8.33394e-07
8.06              8.70              4.05575e-06  1.19186e-07  3.74268e-08   1.71960e-01      1.40059e-05      8.34277e-07
8.06              8.75              4.05463e-06  1.18417e-07  3.74268e-08   1.72180e-01      1.40168e-05      8.35200e-07
8.06              8.80              4.05335e-06  1.17616e-07  3.74268e-08   1.72460e-01      1.40307e-05      8.36354e-07
8.06              8.85              4.05174e-06  1.16751e-07  3.74268e-08   1.72840e-01      1.40485e-05      8.37839e-07
8.06              8.90              4.04982e-06  1.15853e-07  3.74268e-08   1.73260e-01      1.40692e-05      8.39577e-07
8.06              8.95              4.04726e-06  1.14876e-07  3.74268e-08   1.73790e-01      1.40952e-05      8.41764e-07
8.06              9.00              4.04405e-06  1.13851e-07  3.74268e-08   1.74440e-01      1.41267e-05      8.44482e-07
8.06              9.05              4.03989e-06  1.12761e-07  3.74268e-08   1.75210e-01      1.41651e-05      8.47892e-07
8.06              9.10              4.03492e-06  1.11608e-07  3.74268e-08   1.76200e-01      1.42138e-05      8.52414e-07
8.06              9.15              4.02851e-06  1.10390e-07  3.74268e-08   1.77450e-01      1.42751e-05      8.58500e-07
8.06              9.20              4.02034e-06  1.09108e-07  3.74268e-08   1.79000e-01      1.43516e-05      8.66863e-07
8.06              9.25              4.01025e-06  1.07762e-07  3.74268e-08   1.80980e-01      1.44491e-05      8.78598e-07
8.06              9.30              3.99743e-06  1.06336e-07  3.74268e-08   1.83480e-01      1.45727e-05      8.95077e-07
8.06              9.35              3.98125e-06  1.04830e-07  3.74268e-08   1.86620e-01      1.47282e-05      9.17953e-07
8.06              9.40              3.96106e-06  1.03260e-07  3.74268e-08   1.90550e-01      1.49249e-05      9.49315e-07
8.06              9.45              3.93543e-06  1.01626e-07  3.74268e-08   1.95430e-01      1.51730e-05      9.91358e-07
8.06              9.50              3.90322e-06  9.98957e-08  3.74268e-08   2.01430e-01      1.54835e-05      1.04638e-06
8.06              9.55              3.86285e-06  9.81013e-08  3.74268e-08   2.08770e-01      1.58731e-05      1.11681e-06
8.06              9.60              3.81190e-06  9.62428e-08  3.74268e-08   2.17650e-01      1.63610e-05      1.20518e-06
8.06              9.65              3.74797e-06  9.42881e-08  3.74268e-08   2.28340e-01      1.69672e-05      1.31423e-06
8.08              7.00              4.12032e-06  1.30770e-07  3.79876e-08   1.91290e-01      1.46730e-05      8.76134e-07
8.08              7.20              4.12032e-06  1.30481e-07  3.79876e-08   1.91360e-01      1.46758e-05      8.76335e-07
8.08              7.40              4.12000e-06  1.30081e-07  3.79876e-08   1.91650e-01      1.46869e-05      8.77082e-07
8.08              7.60              4.11984e-06  1.29552e-07  3.79876e-08   1.92420e-01      1.47157e-05      8.79003e-07
8.08              7.80              4.11984e-06  1.28831e-07  3.79876e-08   1.93470e-01      1.47550e-05      8.81638e-07
8.08              8.00              4.11984e-06  1.27838e-07  3.79876e-08   1.94350e-01      1.47887e-05      8.83915e-07
8.08              8.05              4.11968e-06  1.27549e-07  3.79876e-08   1.94480e-01      1.47938e-05      8.84281e-07
8.08              8.10              4.11968e-06  1.27229e-07  3.79876e-08   1.94620e-01      1.47996e-05      8.84668e-07
8.08              8.15              4.11952e-06  1.26892e-07  3.79876e-08   1.94710e-01      1.48037e-05      8.84953e-07
8.08              8.20              4.11952e-06  1.26540e-07  3.79876e-08   1.94800e-01      1.48071e-05      8.85239e-07
8.08              8.25              4.11936e-06  1.26139e-07  3.79876e-08   1.94880e-01      1.48109e-05      8.85524e-07
8.08              8.30              4.11920e-06  1.25723e-07  3.79876e-08   1.94940e-01      1.48139e-05      8.85769e-07
8.08              8.35              4.11920e-06  1.25274e-07  3.79876e-08   1.95040e-01      1.48187e-05      8.86156e-07
8.08              8.40              4.11888e-06  1.24794e-07  3.79876e-08   1.95110e-01      1.48221e-05      8.86442e-07
8.08              8.45              4.11872e-06  1.24281e-07  3.79876e-08   1.95200e-01      1.48269e-05      8.86830e-07
8.08              8.50              4.11840e-06  1.23736e-07  3.79876e-08   1.95310e-01      1.48320e-05      8.87259e-07
8.08              8.55              4.11791e-06  1.23143e-07  3.79876e-08   1.95430e-01      1.48382e-05      8.87770e-07
8.08              8.60              4.11743e-06  1.22518e-07  3.79876e-08   1.95580e-01      1.48457e-05      8.88383e-07
8.08              8.65              4.11679e-06  1.21846e-07  3.79876e-08   1.95740e-01      1.48542e-05      8.89079e-07
8.08              8.70              4.11615e-06  1.21125e-07  3.79876e-08   1.95960e-01      1.48652e-05      8.90001e-07
8.08              8.75              4.11503e-06  1.20356e-07  3.79876e-08   1.96180e-01      1.48768e-05      8.90964e-07
8.08              8.80              4.11375e-06  1.19554e-07  3.79876e-08   1.96480e-01      1.48923e-05      8.92237e-07
8.08              8.85              4.11231e-06  1.18689e-07  3.79876e-08   1.96840e-01      1.49108e-05      8.93780e-07
8.08              8.90              4.11022e-06  1.17760e-07  3.79876e-08   1.97250e-01      1.49317e-05      8.95572e-07
8.08              8.95              4.10766e-06  1.16783e-07  3.79876e-08   1.97780e-01      1.49596e-05      8.97905e-07
8.08              9.00              4.10446e-06  1.15757e-07  3.79876e-08   1.98400e-01      1.49920e-05      9.00721e-07
8.08              9.05              4.10045e-06  1.14652e-07  3.79876e-08   1.99170e-01      1.50325e-05      9.04316e-07
8.08              9.10              4.09548e-06  1.13498e-07  3.79876e-08   2.00150e-01      1.50834e-05      9.09076e-07
8.08              9.15              4.08924e-06  1.12265e-07  3.79876e-08   2.01380e-01      1.51475e-05      9.15462e-07
8.08              9.20              4.08122e-06  1.10983e-07  3.79876e-08   2.02920e-01      1.52279e-05      9.24273e-07
8.08              9.25              4.07113e-06  1.09605e-07  3.79876e-08   2.04840e-01      1.53285e-05      9.36527e-07
8.08              9.30              4.05863e-06  1.08179e-07  3.79876e-08   2.07330e-01      1.54586e-05      9.53895e-07
8.08              9.35              4.04277e-06  1.06657e-07  3.79876e-08   2.10420e-01      1.56214e-05      9.77958e-07
8.08              9.40              4.02275e-06  1.05087e-07  3.79876e-08   2.14300e-01      1.58274e-05      1.01097e-06
8.08              9.45              3.99759e-06  1.03421e-07  3.79876e-08   2.19100e-01      1.60846e-05      1.05514e-06
8.08              9.50              3.96603e-06  1.01690e-07  3.79876e-08   2.25050e-01      1.64138e-05      1.11309e-06
8.08              9.55              3.92613e-06  9.98797e-08  3.79876e-08   2.32280e-01      1.68194e-05      1.18714e-06
8.08              9.60              3.87599e-06  9.79891e-08  3.79876e-08   2.41070e-01      1.73265e-05      1.28009e-06
8.08              9.65              3.81302e-06  9.60184e-08  3.79876e-08   2.51620e-01      1.79643e-05      1.39474e-06
8.10              7.00              4.18985e-06  1.32804e-07  3.85644e-08   2.16580e-01      1.56243e-05      9.37995e-07
8.10              7.20              4.18857e-06  1.32516e-07  3.85644e-08   2.16800e-01      1.56333e-05      9.38600e-07
8.10              7.40              4.18633e-06  1.32115e-07  3.85644e-08   2.17200e-01      1.56491e-05      9.39659e-07
8.10              7.60              4.18392e-06  1.31571e-07  3.85644e-08   2.17640e-01      1.56672e-05      9.40893e-07
8.10              7.80              4.18216e-06  1.30850e-07  3.85644e-08   2.18040e-01      1.56838e-05      9.42042e-07
8.10              8.00              4.18120e-06  1.29856e-07  3.85644e-08   2.18520e-01      1.57036e-05      9.43432e-07
8.10              8.05              4.18104e-06  1.29568e-07  3.85644e-08   2.18610e-01      1.57076e-05      9.43714e-07
8.10              8.10              4.18104e-06  1.29248e-07  3.85644e-08   2.18720e-01      1.57123e-05      9.44062e-07
8.10              8.15              4.18088e-06  1.28911e-07  3.85644e-08   2.18810e-01      1.57167e-05      9.44366e-07
