!18Ne (0+, 2+) -> 18F    e-capture   with screening effects
!USDB ,   GT+Fermi,   Q (18Ne-18F) = 4.4445 MeV 
!Experimental data are used.
!
! rhoY T mu dQ Vs e-cap-rate nu-erergy-loss gamma-energy
! g/cm^3 K erg erg erg 1/s erg/s erg/s 

5.248075e+08 1.122018e+08 6.668113e-06 1.645759e-07 4.402791e-08 3.060554e+01 3.338961e-04 1.652385e-05
5.248075e+08 1.258925e+08 6.668113e-06 1.641433e-07 4.402791e-08 3.061258e+01 3.339730e-04 1.652766e-05
5.248075e+08 1.412538e+08 6.668113e-06 1.636787e-07 4.402791e-08 3.061963e+01 3.340499e-04 1.652766e-05
5.248075e+08 1.584893e+08 6.668113e-06 1.631820e-07 4.402791e-08 3.061963e+01 3.341268e-04 1.653146e-05
5.248075e+08 1.778279e+08 6.668113e-06 1.626533e-07 4.402791e-08 3.062669e+01 3.342037e-04 1.653527e-05
5.248075e+08 1.995262e+08 6.667953e-06 1.620765e-07 4.402791e-08 3.062669e+01 3.342807e-04 1.653527e-05
5.248075e+08 2.238721e+08 6.667953e-06 1.614677e-07 4.402791e-08 3.063374e+01 3.343577e-04 1.653908e-05
5.248075e+08 2.511886e+08 6.667793e-06 1.608108e-07 4.402791e-08 3.064079e+01 3.344347e-04 1.654289e-05
5.248075e+08 2.818383e+08 6.667632e-06 1.601058e-07 4.402791e-08 3.064785e+01 3.345117e-04 1.654670e-05
5.248075e+08 3.162278e+08 6.667312e-06 1.593528e-07 4.402791e-08 3.065491e+01 3.345887e-04 1.655051e-05
5.248075e+08 3.548134e+08 6.667152e-06 1.585517e-07 4.402791e-08 3.065491e+01 3.347428e-04 1.655432e-05
5.248075e+08 3.981072e+08 6.666831e-06 1.576866e-07 4.402791e-08 3.066903e+01 3.348970e-04 1.656194e-05
5.248075e+08 4.466836e+08 6.666511e-06 1.567733e-07 4.402791e-08 3.067609e+01 3.350513e-04 1.656957e-05
5.248075e+08 5.011872e+08 6.666030e-06 1.557960e-07 4.402791e-08 3.069022e+01 3.352056e-04 1.657339e-05
5.248075e+08 5.623413e+08 6.665389e-06 1.547546e-07 4.402791e-08 3.069729e+01 3.354373e-04 1.658484e-05
5.248075e+08 6.309573e+08 6.664588e-06 1.536491e-07 4.402791e-08 3.071143e+01 3.356691e-04 1.659248e-05
5.248075e+08 7.079458e+08 6.663627e-06 1.524795e-07 4.402791e-08 3.073265e+01 3.359784e-04 1.660395e-05
5.248075e+08 7.943282e+08 6.662345e-06 1.512298e-07 4.402791e-08 3.074681e+01 3.362880e-04 1.661925e-05
5.248075e+08 8.912509e+08 6.660903e-06 1.499000e-07 4.402791e-08 3.077514e+01 3.367529e-04 1.663456e-05
5.248075e+08 1.000000e+09 6.658981e-06 1.485061e-07 4.402791e-08 3.080350e+01 3.372184e-04 1.665372e-05
5.248075e+08 1.122018e+09 6.656417e-06 1.470160e-07 4.402791e-08 3.083188e+01 3.377624e-04 1.667675e-05
5.248075e+08 1.258925e+09 6.653533e-06 1.454459e-07 4.402791e-08 3.087450e+01 3.385410e-04 1.670365e-05
5.248075e+08 1.412538e+09 6.649688e-06 1.437957e-07 4.402791e-08 3.092431e+01 3.393996e-04 1.673830e-05
5.248075e+08 1.584893e+09 6.644721e-06 1.420333e-07 4.402791e-08 3.098133e+01 3.404171e-04 1.677688e-05
5.248075e+08 1.778279e+09 6.638633e-06 1.401907e-07 4.402791e-08 3.105275e+01 3.417522e-04 1.682718e-05
5.248075e+08 1.995262e+09 6.630942e-06 1.382681e-07 4.402791e-08 3.114584e+01 3.433296e-04 1.689318e-05
5.248075e+08 2.238721e+09 6.621169e-06 1.362334e-07 4.402791e-08 3.125360e+01 3.453117e-04 1.698679e-05
5.248075e+08 2.511886e+09 6.608993e-06 1.341025e-07 4.402791e-08 3.138340e+01 3.477854e-04 1.712030e-05
5.248075e+08 2.818383e+09 6.593612e-06 1.318754e-07 4.402791e-08 3.155005e+01 3.507610e-04 1.733849e-05
5.248075e+08 3.162278e+09 6.574225e-06 1.295523e-07 4.402791e-08 3.173949e+01 3.544960e-04 1.769747e-05
5.248075e+08 3.548134e+09 6.549872e-06 1.271330e-07 4.402791e-08 3.197422e+01 3.590139e-04 1.830675e-05
5.248075e+08 3.981072e+09 6.519270e-06 1.246015e-07 4.402791e-08 3.225522e+01 3.645116e-04 1.930684e-05

5.248075e+08 4.466836e+09 6.480498e-06 1.219900e-07 4.402791e-08 3.257617e+01 3.712029e-04 2.087908e-05
5.495409e+08 1.000000e+07 6.761360e-06 1.716255e-07 4.470082e-08 3.233702e+01 3.549861e-04 1.750698e-05
5.495409e+08 1.584893e+07 6.762642e-06 1.712410e-07 4.470082e-08 3.244890e+01 3.563783e-04 1.757160e-05
5.495409e+08 2.511886e+07 6.764564e-06 1.706802e-07 4.470082e-08 3.250125e+01 3.571176e-04 1.760400e-05
5.495409e+08 3.981072e+07 6.767128e-06 1.699432e-07 4.470082e-08 3.252370e+01 3.573644e-04 1.761616e-05
5.495409e+08 6.309573e+07 6.768890e-06 1.689339e-07 4.470082e-08 3.251622e+01 3.572821e-04 1.761211e-05
5.495409e+08 1.000000e+08 6.769691e-06 1.675880e-07 4.470082e-08 3.250873e+01 3.572821e-04 1.761211e-05
5.495409e+08 1.122018e+08 6.769691e-06 1.671875e-07 4.470082e-08 3.250873e+01 3.572821e-04 1.761211e-05
5.495409e+08 1.258925e+08 6.769851e-06 1.667549e-07 4.470082e-08 3.251622e+01 3.572821e-04 1.761211e-05
5.495409e+08 1.412538e+08 6.769851e-06 1.662742e-07 4.470082e-08 3.251622e+01 3.573644e-04 1.761211e-05
5.495409e+08 1.584893e+08 6.769691e-06 1.657776e-07 4.470082e-08 3.251622e+01 3.573644e-04 1.761616e-05
5.495409e+08 1.778279e+08 6.769691e-06 1.652488e-07 4.470082e-08 3.252370e+01 3.574467e-04 1.761616e-05
5.495409e+08 1.995262e+08 6.769691e-06 1.646721e-07 4.470082e-08 3.252370e+01 3.575290e-04 1.762022e-05
5.495409e+08 2.238721e+08 6.769531e-06 1.640472e-07 4.470082e-08 3.253119e+01 3.576114e-04 1.762428e-05
5.495409e+08 2.511886e+08 6.769371e-06 1.633903e-07 4.470082e-08 3.253119e+01 3.576114e-04 1.762834e-05
5.495409e+08 2.818383e+08 6.769210e-06 1.626854e-07 4.470082e-08 3.253869e+01 3.577761e-04 1.763239e-05
5.495409e+08 3.162278e+08 6.769050e-06 1.619163e-07 4.470082e-08 3.254618e+01 3.578585e-04 1.763646e-05
5.495409e+08 3.548134e+08 6.768730e-06 1.611152e-07 4.470082e-08 3.255367e+01 3.580233e-04 1.764052e-05
5.495409e+08 3.981072e+08 6.768409e-06 1.602500e-07 4.470082e-08 3.256117e+01 3.581058e-04 1.764458e-05
5.495409e+08 4.466836e+08 6.768089e-06 1.593208e-07 4.470082e-08 3.256867e+01 3.582707e-04 1.765271e-05
5.495409e+08 5.011872e+08 6.767608e-06 1.583434e-07 4.470082e-08 3.258367e+01 3.585183e-04 1.766084e-05
5.495409e+08 5.623413e+08 6.767128e-06 1.573020e-07 4.470082e-08 3.259868e+01 3.586834e-04 1.766897e-05
5.495409e+08 6.309573e+08 6.766327e-06 1.561805e-07 4.470082e-08 3.261369e+01 3.589313e-04 1.767711e-05
5.495409e+08 7.079458e+08 6.765365e-06 1.549949e-07 4.470082e-08 3.262872e+01 3.592620e-04 1.768933e-05
5.495409e+08 7.943282e+08 6.764084e-06 1.537452e-07 4.470082e-08 3.265126e+01 3.595931e-04 1.770563e-05
5.495409e+08 8.912509e+08 6.762642e-06 1.524154e-07 4.470082e-08 3.267383e+01 3.600902e-04 1.772194e-05
5.495409e+08 1.000000e+09 6.760719e-06 1.509894e-07 4.470082e-08 3.270393e+01 3.605880e-04 1.774236e-05
5.495409e+08 1.122018e+09 6.758316e-06 1.494994e-07 4.470082e-08 3.273407e+01 3.611697e-04 1.776689e-05
5.495409e+08 1.258925e+09 6.755272e-06 1.479133e-07 4.470082e-08 3.277932e+01 3.619189e-04 1.779555e-05
5.495409e+08 1.412538e+09 6.751587e-06 1.462470e-07 4.470082e-08 3.283220e+01 3.628368e-04 1.782836e-05
5.495409e+08 1.584893e+09 6.746620e-06 1.444846e-07 4.470082e-08 3.289274e+01 3.639245e-04 1.787357e-05
5.495409e+08 1.778279e+09 6.740692e-06 1.426261e-07 4.470082e-08 3.296856e+01 3.653518e-04 1.792715e-05
5.495409e+08 1.995262e+09 6.733161e-06 1.406714e-07 4.470082e-08 3.305978e+01 3.670382e-04 1.799332e-05
5.495409e+08 2.238721e+09 6.723548e-06 1.386206e-07 4.470082e-08 3.317416e+01 3.690722e-04 1.808886e-05
5.495409e+08 2.511886e+09 6.711532e-06 1.364737e-07 4.470082e-08 3.331195e+01 3.716305e-04 1.823103e-05
5.495409e+08 2.818383e+09 6.696311e-06 1.342306e-07 4.470082e-08 3.348112e+01 3.748101e-04 1.845913e-05
5.495409e+08 3.162278e+09 6.677245e-06 1.318754e-07 4.470082e-08 3.368217e+01 3.787140e-04 1.884132e-05
5.495409e+08 3.548134e+09 6.653213e-06 1.294241e-07 4.470082e-08 3.392345e+01 3.834523e-04 1.948100e-05
5.495409e+08 3.981072e+09 6.623092e-06 1.268927e-07 4.470082e-08 3.421370e+01 3.892345e-04 2.054051e-05

5.495409e+08 4.466836e+09 6.584960e-06 1.242491e-07 4.470082e-08 3.454618e+01 3.961971e-04 2.220298e-05
5.754399e+08 1.000000e+07 6.876557e-06 1.743012e-07 4.538976e-08 3.438745e+01 3.802868e-04 1.868148e-05
5.754399e+08 1.584893e+07 6.874314e-06 1.739006e-07 4.538976e-08 3.438745e+01 3.802868e-04 1.868578e-05
5.754399e+08 2.511886e+07 6.871910e-06 1.733559e-07 4.538976e-08 3.438745e+01 3.803744e-04 1.868578e-05
5.754399e+08 3.981072e+07 6.871590e-06 1.726029e-07 4.538976e-08 3.439537e+01 3.804620e-04 1.869009e-05
5.754399e+08 6.309573e+07 6.872391e-06 1.715935e-07 4.538976e-08 3.444292e+01 3.810757e-04 1.872024e-05
5.754399e+08 1.000000e+08 6.872872e-06 1.702316e-07 4.538976e-08 3.449848e+01 3.817784e-04 1.875043e-05
5.754399e+08 1.122018e+08 6.873032e-06 1.698311e-07 4.538976e-08 3.450643e+01 3.818663e-04 1.875475e-05
5.754399e+08 1.258925e+08 6.873032e-06 1.693825e-07 4.538976e-08 3.451437e+01 3.820422e-04 1.875907e-05
5.754399e+08 1.412538e+08 6.873032e-06 1.689178e-07 4.538976e-08 3.452232e+01 3.821302e-04 1.876339e-05
5.754399e+08 1.584893e+08 6.873032e-06 1.684212e-07 4.538976e-08 3.453027e+01 3.822182e-04 1.876771e-05
5.754399e+08 1.778279e+08 6.872872e-06 1.678764e-07 4.538976e-08 3.453027e+01 3.823062e-04 1.877203e-05
5.754399e+08 1.995262e+08 6.872872e-06 1.672996e-07 4.538976e-08 3.453822e+01 3.823942e-04 1.877636e-05
5.754399e+08 2.238721e+08 6.872711e-06 1.666748e-07 4.538976e-08 3.454618e+01 3.824823e-04 1.878068e-05
5.754399e+08 2.511886e+08 6.872551e-06 1.660019e-07 4.538976e-08 3.454618e+01 3.825703e-04 1.878500e-05
5.754399e+08 2.818383e+08 6.872551e-06 1.652969e-07 4.538976e-08 3.455413e+01 3.826584e-04 1.878933e-05
5.754399e+08 3.162278e+08 6.872231e-06 1.645279e-07 4.538976e-08 3.456209e+01 3.827466e-04 1.879366e-05
5.754399e+08 3.548134e+08 6.872070e-06 1.637108e-07 4.538976e-08 3.457005e+01 3.829229e-04 1.879799e-05
5.754399e+08 3.981072e+08 6.871750e-06 1.628456e-07 4.538976e-08 3.457801e+01 3.830993e-04 1.880231e-05
5.754399e+08 4.466836e+08 6.871430e-06 1.619163e-07 4.538976e-08 3.458597e+01 3.832757e-04 1.881097e-05
5.754399e+08 5.011872e+08 6.870789e-06 1.609390e-07 4.538976e-08 3.460190e+01 3.834523e-04 1.881964e-05
5.754399e+08 5.623413e+08 6.870308e-06 1.598815e-07 4.538976e-08 3.461784e+01 3.836289e-04 1.882831e-05
5.754399e+08 6.309573e+08 6.869507e-06 1.587600e-07 4.538976e-08 3.463379e+01 3.839824e-04 1.883698e-05
5.754399e+08 7.079458e+08 6.868706e-06 1.575584e-07 4.538976e-08 3.464974e+01 3.842477e-04 1.885000e-05
5.754399e+08 7.943282e+08 6.867424e-06 1.562927e-07 4.538976e-08 3.467369e+01 3.846018e-04 1.886737e-05
5.754399e+08 8.912509e+08 6.865982e-06 1.549468e-07 4.538976e-08 3.469765e+01 3.851335e-04 1.888475e-05
5.754399e+08 1.000000e+09 6.864060e-06 1.535209e-07 4.538976e-08 3.472962e+01 3.856660e-04 1.890215e-05
5.754399e+08 1.122018e+09 6.861656e-06 1.520148e-07 4.538976e-08 3.476162e+01 3.862881e-04 1.892829e-05
5.754399e+08 1.258925e+09 6.858772e-06 1.504127e-07 4.538976e-08 3.480968e+01 3.870894e-04 1.895882e-05
5.754399e+08 1.412538e+09 6.854927e-06 1.487304e-07 4.538976e-08 3.485780e+01 3.880711e-04 1.899378e-05
5.754399e+08 1.584893e+09 6.850281e-06 1.469519e-07 4.538976e-08 3.492207e+01 3.892345e-04 1.904194e-05
5.754399e+08 1.778279e+09 6.844353e-06 1.450774e-07 4.538976e-08 3.500258e+01 3.906711e-04 1.909463e-05
5.754399e+08 1.995262e+09 6.836822e-06 1.431227e-07 4.538976e-08 3.509942e+01 3.924744e-04 1.916952e-05
5.754399e+08 2.238721e+09 6.827530e-06 1.410559e-07 4.538976e-08 3.522086e+01 3.946493e-04 1.926688e-05
5.754399e+08 2.511886e+09 6.815674e-06 1.388770e-07 4.538976e-08 3.535900e+01 3.972934e-04 1.941830e-05
5.754399e+08 2.818383e+09 6.800773e-06 1.366179e-07 4.538976e-08 3.553857e+01 4.006003e-04 1.965673e-05
5.754399e+08 3.162278e+09 6.782028e-06 1.342467e-07 4.538976e-08 3.575197e+01 4.046796e-04 2.005909e-05
5.754399e+08 3.548134e+09 6.758316e-06 1.317633e-07 4.538976e-08 3.599979e+01 4.096484e-04 2.074012e-05
5.754399e+08 3.981072e+09 6.728515e-06 1.291998e-07 4.538976e-08 3.629945e+01 4.157299e-04 2.185804e-05

5.754399e+08 4.466836e+09 6.691024e-06 1.265242e-07 4.538976e-08 3.664376e+01 4.230691e-04 2.361627e-05
6.025596e+08 1.000000e+07 6.977494e-06 1.770088e-07 4.607870e-08 3.656790e+01 4.073909e-04 1.993936e-05
6.025596e+08 1.584893e+07 6.977654e-06 1.766083e-07 4.607870e-08 3.657632e+01 4.075785e-04 1.994396e-05
6.025596e+08 2.511886e+07 6.977975e-06 1.760475e-07 4.607870e-08 3.661845e+01 4.080480e-04 1.996693e-05
6.025596e+08 3.981072e+07 6.978135e-06 1.752945e-07 4.607870e-08 3.666064e+01 4.086122e-04 1.999453e-05
6.025596e+08 6.309573e+07 6.978135e-06 1.742851e-07 4.607870e-08 3.667752e+01 4.088945e-04 2.000374e-05
6.025596e+08 1.000000e+08 6.977975e-06 1.729233e-07 4.607870e-08 3.666908e+01 4.088945e-04 2.000374e-05
6.025596e+08 1.122018e+08 6.977975e-06 1.725067e-07 4.607870e-08 3.666908e+01 4.088004e-04 2.000374e-05
6.025596e+08 1.258925e+08 6.977975e-06 1.720741e-07 4.607870e-08 3.666908e+01 4.088945e-04 2.000374e-05
6.025596e+08 1.412538e+08 6.977814e-06 1.715935e-07 4.607870e-08 3.666908e+01 4.088945e-04 2.000374e-05
6.025596e+08 1.584893e+08 6.977814e-06 1.710968e-07 4.607870e-08 3.667752e+01 4.089887e-04 2.000835e-05
6.025596e+08 1.778279e+08 6.977814e-06 1.705521e-07 4.607870e-08 3.667752e+01 4.089887e-04 2.000835e-05
6.025596e+08 1.995262e+08 6.977654e-06 1.699593e-07 4.607870e-08 3.668597e+01 4.090829e-04 2.001296e-05
6.025596e+08 2.238721e+08 6.977654e-06 1.693344e-07 4.607870e-08 3.668597e+01 4.091771e-04 2.001296e-05
6.025596e+08 2.511886e+08 6.977494e-06 1.686615e-07 4.607870e-08 3.669442e+01 4.092713e-04 2.001757e-05
6.025596e+08 2.818383e+08 6.977334e-06 1.679565e-07 4.607870e-08 3.670287e+01 4.093656e-04 2.002218e-05
6.025596e+08 3.162278e+08 6.977173e-06 1.671875e-07 4.607870e-08 3.671132e+01 4.095541e-04 2.002679e-05
6.025596e+08 3.548134e+08 6.976853e-06 1.663704e-07 4.607870e-08 3.671977e+01 4.096484e-04 2.003601e-05
6.025596e+08 3.981072e+08 6.976533e-06 1.654892e-07 4.607870e-08 3.672823e+01 4.098371e-04 2.004063e-05
6.025596e+08 4.466836e+08 6.976212e-06 1.645599e-07 4.607870e-08 3.673669e+01 4.100259e-04 2.004986e-05
6.025596e+08 5.011872e+08 6.975732e-06 1.635505e-07 4.607870e-08 3.675361e+01 4.102148e-04 2.005448e-05
6.025596e+08 5.623413e+08 6.975251e-06 1.624931e-07 4.607870e-08 3.676207e+01 4.104982e-04 2.006371e-05
6.025596e+08 6.309573e+08 6.974450e-06 1.613716e-07 4.607870e-08 3.677901e+01 4.107819e-04 2.007758e-05
6.025596e+08 7.079458e+08 6.973649e-06 1.601699e-07 4.607870e-08 3.680442e+01 4.110658e-04 2.009145e-05
6.025596e+08 7.943282e+08 6.972367e-06 1.588882e-07 4.607870e-08 3.682137e+01 4.114445e-04 2.010533e-05
6.025596e+08 8.912509e+08 6.970925e-06 1.575263e-07 4.607870e-08 3.684682e+01 4.119185e-04 2.012386e-05
6.025596e+08 1.000000e+09 6.969002e-06 1.561004e-07 4.607870e-08 3.688077e+01 4.125830e-04 2.014704e-05
6.025596e+08 1.122018e+09 6.966759e-06 1.545783e-07 4.607870e-08 3.691476e+01 4.132485e-04 2.017025e-05
6.025596e+08 1.258925e+09 6.963875e-06 1.529761e-07 4.607870e-08 3.696579e+01 4.140105e-04 2.020279e-05
6.025596e+08 1.412538e+09 6.960190e-06 1.512618e-07 4.607870e-08 3.701690e+01 4.150604e-04 2.024004e-05
6.025596e+08 1.584893e+09 6.955544e-06 1.494834e-07 4.607870e-08 3.708515e+01 4.163047e-04 2.028670e-05
6.025596e+08 1.778279e+09 6.949616e-06 1.475928e-07 4.607870e-08 3.717064e+01 4.178412e-04 2.034751e-05
6.025596e+08 1.995262e+09 6.942246e-06 1.456061e-07 4.607870e-08 3.727348e+01 4.196733e-04 2.042261e-05
6.025596e+08 2.238721e+09 6.932953e-06 1.435233e-07 4.607870e-08 3.739383e+01 4.219989e-04 2.052633e-05
6.025596e+08 2.511886e+09 6.921418e-06 1.413283e-07 4.607870e-08 3.754050e+01 4.248262e-04 2.068289e-05
6.025596e+08 2.818383e+09 6.906678e-06 1.390372e-07 4.607870e-08 3.772246e+01 4.282637e-04 2.093203e-05
6.025596e+08 3.162278e+09 6.888092e-06 1.366499e-07 4.607870e-08 3.794897e+01 4.325251e-04 2.135558e-05
6.025596e+08 3.548134e+09 6.864861e-06 1.341505e-07 4.607870e-08 3.821202e+01 4.377350e-04 2.207554e-05
6.025596e+08 3.981072e+09 6.835541e-06 1.315550e-07 4.607870e-08 3.851235e+01 4.440290e-04 2.326009e-05

6.025596e+08 4.466836e+09 6.798691e-06 1.288473e-07 4.607870e-08 3.887765e+01 4.517637e-04 2.511952e-05
6.309573e+08 1.000000e+07 7.094934e-06 1.797646e-07 4.678366e-08 3.931878e+01 4.419888e-04 2.152838e-05
6.309573e+08 1.584893e+07 7.092851e-06 1.793480e-07 4.678366e-08 3.931878e+01 4.419888e-04 2.152838e-05
6.309573e+08 2.511886e+07 7.089807e-06 1.788033e-07 4.678366e-08 3.924642e+01 4.410738e-04 2.148876e-05
6.309573e+08 3.981072e+07 7.087083e-06 1.780503e-07 4.678366e-08 3.908409e+01 4.390473e-04 2.139495e-05
6.309573e+08 6.309573e+07 7.085481e-06 1.770249e-07 4.678366e-08 3.898522e+01 4.378358e-04 2.133592e-05
6.309573e+08 1.000000e+08 7.084680e-06 1.756470e-07 4.678366e-08 3.894933e+01 4.374328e-04 2.132118e-05
6.309573e+08 1.122018e+08 7.084520e-06 1.752304e-07 4.678366e-08 3.894933e+01 4.374328e-04 2.132118e-05
6.309573e+08 1.258925e+08 7.084520e-06 1.747978e-07 4.678366e-08 3.894933e+01 4.375335e-04 2.132118e-05
6.309573e+08 1.412538e+08 7.084359e-06 1.743172e-07 4.678366e-08 3.895830e+01 4.375335e-04 2.132118e-05
6.309573e+08 1.584893e+08 7.084359e-06 1.738045e-07 4.678366e-08 3.895830e+01 4.376343e-04 2.132609e-05
6.309573e+08 1.778279e+08 7.084359e-06 1.732597e-07 4.678366e-08 3.896727e+01 4.376343e-04 2.132609e-05
6.309573e+08 1.995262e+08 7.084199e-06 1.726669e-07 4.678366e-08 3.896727e+01 4.377350e-04 2.133100e-05
6.309573e+08 2.238721e+08 7.084039e-06 1.720421e-07 4.678366e-08 3.897625e+01 4.378358e-04 2.133100e-05
6.309573e+08 2.511886e+08 7.084039e-06 1.713692e-07 4.678366e-08 3.897625e+01 4.379367e-04 2.133592e-05
6.309573e+08 2.818383e+08 7.083879e-06 1.706482e-07 4.678366e-08 3.898522e+01 4.380375e-04 2.134083e-05
6.309573e+08 3.162278e+08 7.083718e-06 1.698791e-07 4.678366e-08 3.899420e+01 4.382393e-04 2.134574e-05
6.309573e+08 3.548134e+08 7.083398e-06 1.690460e-07 4.678366e-08 3.900318e+01 4.383402e-04 2.135558e-05
6.309573e+08 3.981072e+08 7.083078e-06 1.681648e-07 4.678366e-08 3.901216e+01 4.385421e-04 2.136049e-05
6.309573e+08 4.466836e+08 7.082757e-06 1.672355e-07 4.678366e-08 3.902114e+01 4.387441e-04 2.137033e-05
6.309573e+08 5.011872e+08 7.082276e-06 1.662262e-07 4.678366e-08 3.903912e+01 4.389462e-04 2.137526e-05
6.309573e+08 5.623413e+08 7.081796e-06 1.651527e-07 4.678366e-08 3.904811e+01 4.392495e-04 2.139003e-05
6.309573e+08 6.309573e+08 7.080995e-06 1.640152e-07 4.678366e-08 3.906609e+01 4.395531e-04 2.139988e-05
6.309573e+08 7.079458e+08 7.080194e-06 1.628135e-07 4.678366e-08 3.909309e+01 4.398568e-04 2.141467e-05
6.309573e+08 7.943282e+08 7.078912e-06 1.615318e-07 4.678366e-08 3.911110e+01 4.402621e-04 2.142946e-05
6.309573e+08 8.912509e+08 7.077470e-06 1.601539e-07 4.678366e-08 3.913812e+01 4.407693e-04 2.144921e-05
6.309573e+08 1.000000e+09 7.075708e-06 1.587120e-07 4.678366e-08 3.917419e+01 4.413786e-04 2.146897e-05
6.309573e+08 1.122018e+09 7.073464e-06 1.571739e-07 4.678366e-08 3.921029e+01 4.420906e-04 2.149866e-05
6.309573e+08 1.258925e+09 7.070581e-06 1.555557e-07 4.678366e-08 3.926449e+01 4.430077e-04 2.153334e-05
6.309573e+08 1.412538e+09 7.066896e-06 1.538413e-07 4.678366e-08 3.931878e+01 4.440290e-04 2.157304e-05
6.309573e+08 1.584893e+09 7.062249e-06 1.520309e-07 4.678366e-08 3.939127e+01 4.453601e-04 2.161779e-05
6.309573e+08 1.778279e+09 7.056481e-06 1.501403e-07 4.678366e-08 3.947299e+01 4.469010e-04 2.168260e-05
6.309573e+08 1.995262e+09 7.049272e-06 1.481215e-07 4.678366e-08 3.958221e+01 4.488604e-04 2.176263e-05
6.309573e+08 2.238721e+09 7.040139e-06 1.460227e-07 4.678366e-08 3.971001e+01 4.513478e-04 2.186811e-05
6.309573e+08 2.511886e+09 7.028764e-06 1.438117e-07 4.678366e-08 3.986576e+01 4.542671e-04 2.203491e-05
6.309573e+08 2.818383e+09 7.014184e-06 1.415045e-07 4.678366e-08 4.005899e+01 4.579429e-04 2.230033e-05
6.309573e+08 3.162278e+09 6.995919e-06 1.390852e-07 4.678366e-08 4.028098e+01 4.623931e-04 2.274633e-05
6.309573e+08 3.548134e+09 6.973168e-06 1.365698e-07 4.678366e-08 4.056019e+01 4.678550e-04 2.350776e-05
6.309573e+08 3.981072e+09 6.944169e-06 1.339422e-07 4.678366e-08 4.087898e+01 4.744728e-04 2.475776e-05

6.309573e+08 4.466836e+09 6.907959e-06 1.312185e-07 4.678366e-08 4.124772e+01 4.825155e-04 2.673076e-05
6.606934e+08 1.000000e+07 7.194910e-06 1.825524e-07 4.750464e-08 4.123823e+01 4.662419e-04 2.264182e-05
6.606934e+08 1.584893e+07 7.194750e-06 1.821358e-07 4.750464e-08 4.124772e+01 4.663493e-04 2.264703e-05
6.606934e+08 2.511886e+07 7.194269e-06 1.815911e-07 4.750464e-08 4.125722e+01 4.664567e-04 2.265225e-05
6.606934e+08 3.981072e+07 7.193628e-06 1.808220e-07 4.750464e-08 4.127623e+01 4.667790e-04 2.266268e-05
6.606934e+08 6.309573e+07 7.192987e-06 1.797966e-07 4.750464e-08 4.131426e+01 4.673167e-04 2.268879e-05
6.606934e+08 1.000000e+08 7.192667e-06 1.784188e-07 4.750464e-08 4.135233e+01 4.678550e-04 2.270970e-05
6.606934e+08 1.122018e+08 7.192667e-06 1.780022e-07 4.750464e-08 4.136185e+01 4.679628e-04 2.271492e-05
6.606934e+08 1.258925e+08 7.192506e-06 1.775536e-07 4.750464e-08 4.137138e+01 4.680705e-04 2.272016e-05
6.606934e+08 1.412538e+08 7.192506e-06 1.770729e-07 4.750464e-08 4.138091e+01 4.681783e-04 2.272539e-05
6.606934e+08 1.584893e+08 7.192506e-06 1.765602e-07 4.750464e-08 4.138091e+01 4.682861e-04 2.273062e-05
6.606934e+08 1.778279e+08 7.192346e-06 1.760155e-07 4.750464e-08 4.139044e+01 4.683940e-04 2.273586e-05
6.606934e+08 1.995262e+08 7.192346e-06 1.754227e-07 4.750464e-08 4.139997e+01 4.685018e-04 2.273586e-05
6.606934e+08 2.238721e+08 7.192186e-06 1.747978e-07 4.750464e-08 4.139997e+01 4.686097e-04 2.274109e-05
6.606934e+08 2.511886e+08 7.192186e-06 1.741089e-07 4.750464e-08 4.140950e+01 4.687176e-04 2.274633e-05
6.606934e+08 2.818383e+08 7.192026e-06 1.733879e-07 4.750464e-08 4.141904e+01 4.688256e-04 2.275157e-05
6.606934e+08 3.162278e+08 7.191866e-06 1.726189e-07 4.750464e-08 4.142858e+01 4.689336e-04 2.275681e-05
6.606934e+08 3.548134e+08 7.191545e-06 1.717857e-07 4.750464e-08 4.143812e+01 4.691496e-04 2.276205e-05
6.606934e+08 3.981072e+08 7.191385e-06 1.708885e-07 4.750464e-08 4.144766e+01 4.693657e-04 2.277253e-05
6.606934e+08 4.466836e+08 7.190904e-06 1.699432e-07 4.750464e-08 4.145720e+01 4.694737e-04 2.277778e-05
6.606934e+08 5.011872e+08 7.190424e-06 1.689339e-07 4.750464e-08 4.146675e+01 4.697982e-04 2.278827e-05
6.606934e+08 5.623413e+08 7.189943e-06 1.678604e-07 4.750464e-08 4.148585e+01 4.700146e-04 2.279876e-05
6.606934e+08 6.309573e+08 7.189142e-06 1.667229e-07 4.750464e-08 4.150496e+01 4.703393e-04 2.280927e-05
6.606934e+08 7.079458e+08 7.188341e-06 1.654892e-07 4.750464e-08 4.152408e+01 4.707727e-04 2.282503e-05
6.606934e+08 7.943282e+08 7.187219e-06 1.642074e-07 4.750464e-08 4.155277e+01 4.712065e-04 2.284606e-05
6.606934e+08 8.912509e+08 7.185777e-06 1.628296e-07 4.750464e-08 4.158149e+01 4.717493e-04 2.286185e-05
6.606934e+08 1.000000e+09 7.184015e-06 1.613716e-07 4.750464e-08 4.161022e+01 4.724015e-04 2.288818e-05
6.606934e+08 1.122018e+09 7.181772e-06 1.598175e-07 4.750464e-08 4.165815e+01 4.731636e-04 2.291455e-05
