       c12(p,g)n13      n13( ,e+)c13       c13(p,g)n14       n14(p,g)o15      o15( ,e+)n15       n15(p,a)c12       n13(p,g)o14      o14( ,e+)n14              temp
     3.32391302989335E+03     1.15911325678315E-03     5.63198623948554E+04     5.89158270924439E+02     5.68155679600207E-03     1.82585434782171E+08     4.63493629963672E+07     9.81797882599657E-03     7.96000000000000E+09
     3.32191393580584E+03     1.15911325678315E-03     5.62960261806232E+04     5.89517021382561E+02     5.68155679600207E-03     1.82875908735746E+08     4.63195405592134E+07     9.81797882599657E-03     7.97000000000000E+09
     3.31991818811700E+03     1.15911325678315E-03     5.62721110214246E+04     5.89875288947257E+02     5.68155679600207E-03     1.83166549010897E+08     4.62882306503672E+07     9.81797882599657E-03     7.98000000000000E+09
     3.31792578770428E+03     1.15911325678315E-03     5.62481174219680E+04     5.90233074562636E+02     5.68155679600207E-03     1.83457358431683E+08     4.62554374608823E+07     9.81797882599657E-03     7.99000000000000E+09
     3.31593673538580E+03     1.15911325678315E-03     5.62240458847361E+04     5.90590379170745E+02     5.68155679600207E-03     1.83748339832663E+08     4.62211653177446E+07     9.81797882599657E-03     8.00000000000000E+09
     3.31395103192111E+03     1.15911325678315E-03     5.61998969099945E+04     5.90947203711578E+02     5.68155679600207E-03     1.84039496058882E+08     4.61854186830172E+07     9.81797882599657E-03     8.01000000000000E+09
     3.31196867801166E+03     1.15911325678315E-03     5.61756709958002E+04     5.91303549123077E+02     5.68155679600207E-03     1.84330829965858E+08     4.61482021529721E+07     9.81797882599657E-03     8.02000000000000E+09
     3.30998967430161E+03     1.15911325678315E-03     5.61513686380104E+04     5.91659416341135E+02     5.68155679600207E-03     1.84622344419578E+08     4.61095204571971E+07     9.81797882599657E-03     8.03000000000000E+09
     3.30801402137831E+03     1.15911325678315E-03     5.61269903302912E+04     5.92014806299600E+02     5.68155679600207E-03     1.84914042296473E+08     4.60693784576880E+07     9.81797882599657E-03     8.04000000000000E+09
     3.30604171977300E+03     1.15911325678315E-03     5.61025365641262E+04     5.92369719930273E+02     5.68155679600207E-03     1.85205926483418E+08     4.60277811479185E+07     9.81797882599657E-03     8.05000000000000E+09
     3.30407276996139E+03     1.15911325678315E-03     5.60780078288253E+04     5.92724158162920E+02     5.68155679600207E-03     1.85497999877715E+08     4.59847336518958E+07     9.81797882599657E-03     8.06000000000000E+09
     3.30210717236425E+03     1.15911325678315E-03     5.60534046115327E+04     5.93078121925267E+02     5.68155679600207E-03     1.85790265387091E+08     4.59402412231958E+07     9.81797882599657E-03     8.07000000000000E+09
     3.30014492734805E+03     1.15911325678315E-03     5.60287273972362E+04     5.93431612143007E+02     5.68155679600207E-03     1.86082725929681E+08     4.58943092439787E+07     9.81797882599657E-03     8.08000000000000E+09
     3.29818603522550E+03     1.15911325678315E-03     5.60039766687755E+04     5.93784629739804E+02     5.68155679600207E-03     1.86375384434027E+08     4.58469432239906E+07     9.81797882599657E-03     8.09000000000000E+09
     3.29623049625621E+03     1.15911325678315E-03     5.59791529068502E+04     5.94137175637291E+02     5.68155679600207E-03     1.86668243839063E+08     4.57981487995444E+07     9.81797882599657E-03     8.10000000000000E+09
     3.29427831064721E+03     1.15911325678315E-03     5.59542565900293E+04     5.94489250755079E+02     5.68155679600207E-03     1.86961307094104E+08     4.57479317324872E+07     9.81797882599657E-03     8.11000000000000E+09
     3.29232947855354E+03     1.15911325678315E-03     5.59292881947588E+04     5.94840856010756E+02     5.68155679600207E-03     1.87254577158856E+08     4.56962979091450E+07     9.81797882599657E-03     8.12000000000000E+09
     3.29038400007884E+03     1.15911325678315E-03     5.59042481953705E+04     5.95191992319893E+02     5.68155679600207E-03     1.87548057003389E+08     4.56432533392577E+07     9.81797882599657E-03     8.13000000000000E+09
     3.28844187527591E+03     1.15911325678315E-03     5.58791370640901E+04     5.95542660596046E+02     5.68155679600207E-03     1.87841749608140E+08     4.55888041548907E+07     9.81797882599657E-03     8.14000000000000E+09
     3.28650310414726E+03     1.15911325678315E-03     5.58539552710467E+04     5.95892861750757E+02     5.68155679600207E-03     1.88135657963912E+08     4.55329566093371E+07     9.81797882599657E-03     8.15000000000000E+09
     3.28456768664568E+03     1.15911325678315E-03     5.58287032842795E+04     5.96242596693561E+02     5.68155679600207E-03     1.88429785071858E+08     4.54757170759985E+07     9.81797882599657E-03     8.16000000000000E+09
     3.28263562267474E+03     1.15911325678315E-03     5.58033815697473E+04     5.96591866331990E+02     5.68155679600207E-03     1.88724133943486E+08     4.54170920472524E+07     9.81797882599657E-03     8.17000000000000E+09
     3.28070691208946E+03     1.15911325678315E-03     5.57779905913367E+04     5.96940671571567E+02     5.68155679600207E-03     1.89018707600647E+08     4.53570881333048E+07     9.81797882599657E-03     8.18000000000000E+09
     3.27878155469668E+03     1.15911325678315E-03     5.57525308108702E+04     5.97289013315821E+02     5.68155679600207E-03     1.89313509075542E+08     4.52957120610265E+07     9.81797882599657E-03     8.19000000000000E+09
     3.27685955025571E+03     1.15911325678315E-03     5.57270026881141E+04     5.97636892466285E+02     5.68155679600207E-03     1.89608541410703E+08     4.52329706727750E+07     9.81797882599657E-03     8.20000000000000E+09
     3.27494089847887E+03     1.15911325678315E-03     5.57014066807877E+04     5.97984309922496E+02     5.68155679600207E-03     1.89903807659005E+08     4.51688709252023E+07     9.81797882599657E-03     8.21000000000000E+09
     3.27302559903189E+03     1.15911325678315E-03     5.56757432445706E+04     5.98331266582007E+02     5.68155679600207E-03     1.90199310883658E+08     4.51034198880468E+07     9.81797882599657E-03     8.22000000000000E+09
     3.27111365153460E+03     1.15911325678315E-03     5.56500128331115E+04     5.98677763340378E+02     5.68155679600207E-03     1.90495054158203E+08     4.50366247429134E+07     9.81797882599657E-03     8.23000000000000E+09
     3.26920505556130E+03     1.15911325678315E-03     5.56242158980361E+04     5.99023801091192E+02     5.68155679600207E-03     1.90791040566516E+08     4.49684927820379E+07     9.81797882599657E-03     8.24000000000000E+09
     3.26729981064132E+03     1.15911325678315E-03     5.55983528889552E+04     5.99369380726050E+02     5.68155679600207E-03     1.91087273202802E+08     4.48990314070395E+07     9.81797882599657E-03     8.25000000000000E+09
     3.26539791625959E+03     1.15911325678315E-03     5.55724242534731E+04     5.99714503134578E+02     5.68155679600207E-03     1.91383755171601E+08     4.48282481276590E+07     9.81797882599657E-03     8.26000000000000E+09
     3.26349937185702E+03     1.15911325678315E-03     5.55464304371956E+04     6.00059169204425E+02     5.68155679600207E-03     1.91680489587782E+08     4.47561505604837E+07     9.81797882599657E-03     8.27000000000000E+09
     3.26160417683107E+03     1.15911325678315E-03     5.55203718837377E+04     6.00403379821278E+02     5.68155679600207E-03     1.91977479576551E+08     4.46827464276611E+07     9.81797882599657E-03     8.28000000000000E+09
     3.25971233053626E+03     1.15911325678315E-03     5.54942490347322E+04     6.00747135868851E+02     5.68155679600207E-03     1.92274728273442E+08     4.46080435556007E+07     9.81797882599657E-03     8.29000000000000E+09
     3.25782383228457E+03     1.15911325678315E-03     5.54680623298374E+04     6.01090438228898E+02     5.68155679600207E-03     1.92572238824333E+08     4.45320498736602E+07     9.81797882599657E-03     8.30000000000000E+09
     3.25593868134600E+03     1.15911325678315E-03     5.54418122067453E+04     6.01433287781213E+02     5.68155679600207E-03     1.92870014385437E+08     4.44547734128250E+07     9.81797882599657E-03     8.31000000000000E+09
     3.25405687694902E+03     1.15911325678315E-03     5.54154991011895E+04     6.01775685403633E+02     5.68155679600207E-03     1.93168058123306E+08     4.43762223043705E+07     9.81797882599657E-03     8.32000000000000E+09
     3.25217841828103E+03     1.15911325678315E-03     5.53891234469528E+04     6.02117631972045E+02     5.68155679600207E-03     1.93466373214844E+08     4.42964047785202E+07     9.81797882599657E-03     8.33000000000000E+09
     3.25030330448885E+03     1.15911325678315E-03     5.53626856758757E+04     6.02459128360383E+02     5.68155679600207E-03     1.93764962847298E+08     4.42153291630863E+07     9.81797882599657E-03     8.34000000000000E+09
     3.24843153467916E+03     1.15911325678315E-03     5.53361862178642E+04     6.02800175440638E+02     5.68155679600207E-03     1.94063830218274E+08     4.41330038821026E+07     9.81797882599657E-03     8.35000000000000E+09
     3.24656310791897E+03     1.15911325678315E-03     5.53096255008972E+04     6.03140774082856E+02     5.68155679600207E-03     1.94362978535732E+08     4.40494374544488E+07     9.81797882599657E-03     8.36000000000000E+09
     3.24469802323608E+03     1.15911325678315E-03     5.52830039510349E+04     6.03480925155146E+02     5.68155679600207E-03     1.94662411017998E+08     4.39646384924615E+07     9.81797882599657E-03     8.37000000000000E+09
     3.24283627961952E+03     1.15911325678315E-03     5.52563219924259E+04     6.03820629523679E+02     5.68155679600207E-03     1.94962130893771E+08     4.38786157005376E+07     9.81797882599657E-03     8.38000000000000E+09
     3.24097787601998E+03     1.15911325678315E-03     5.52295800473164E+04     6.04159888052696E+02     5.68155679600207E-03     1.95262141402123E+08     4.37913778737279E+07     9.81797882599657E-03     8.39000000000000E+09
     3.23912281135030E+03     1.15911325678315E-03     5.52027785360560E+04     6.04498701604508E+02     5.68155679600207E-03     1.95562445792514E+08     4.37029338963208E+07     9.81797882599657E-03     8.40000000000000E+09
     3.23727108448586E+03     1.15911325678315E-03     5.51759178771074E+04     6.04837071039501E+02     5.68155679600207E-03     1.95863047324794E+08     4.36132927404196E+07     9.81797882599657E-03     8.41000000000000E+09
     3.23542269426505E+03     1.15911325678315E-03     5.51489984870526E+04     6.05174997216137E+02     5.68155679600207E-03     1.96163949269209E+08     4.35224634645071E+07     9.81797882599657E-03     8.42000000000000E+09
     3.23357763948963E+03     1.15911325678315E-03     5.51220207806017E+04     6.05512480990963E+02     5.68155679600207E-03     1.96465154906418E+08     4.34304552120071E+07     9.81797882599657E-03     8.43000000000000E+09
     3.23173591892526E+03     1.15911325678315E-03     5.50949851705995E+04     6.05849523218609E+02     5.68155679600207E-03     1.96766667527494E+08     4.33372772098333E+07     9.81797882599657E-03     8.44000000000000E+09
     3.22989753130183E+03     1.15911325678315E-03     5.50678920680345E+04     6.06186124751792E+02     5.68155679600207E-03     1.97068490433942E+08     4.32429387669348E+07     9.81797882599657E-03     8.45000000000000E+09
     3.22806247531392E+03     1.15911325678315E-03     5.50407418820451E+04     6.06522286441323E+02     5.68155679600207E-03     1.97370626937702E+08     4.31474492728305E+07     9.81797882599657E-03     8.46000000000000E+09
     3.22623074962120E+03     1.15911325678315E-03     5.50135350199282E+04     6.06858009136110E+02     5.68155679600207E-03     1.97673080361155E+08     4.30508181961400E+07     9.81797882599657E-03     8.47000000000000E+09
     3.22440235284886E+03     1.15911325678315E-03     5.49862718871463E+04     6.07193293683157E+02     5.68155679600207E-03     1.97975854037154E+08     4.29530550831043E+07     9.81797882599657E-03     8.48000000000000E+09
     3.22257728358795E+03     1.15911325678315E-03     5.49589528873351E+04     6.07528140927570E+02     5.68155679600207E-03     1.98278951309012E+08     4.28541695561041E+07     9.81797882599657E-03     8.49000000000000E+09
     3.22075554039590E+03     1.15911325678315E-03     5.49315784223114E+04     6.07862551712564E+02     5.68155679600207E-03     1.98582375530531E+08     4.27541713121693E+07     9.81797882599657E-03     8.50000000000000E+09
     3.21893712179677E+03     1.15911325678315E-03     5.49041488920798E+04     6.08196526879461E+02     5.68155679600207E-03     1.98886130066001E+08     4.26530701214819E+07     9.81797882599657E-03     8.51000000000000E+09
     3.21712202628176E+03     1.15911325678315E-03     5.48766646948410E+04     6.08530067267697E+02     5.68155679600207E-03     1.99190218290235E+08     4.25508758258769E+07     9.81797882599657E-03     8.52000000000000E+09
     3.21531025230958E+03     1.15911325678315E-03     5.48491262269987E+04     6.08863173714826E+02     5.68155679600207E-03     1.99494643588553E+08     4.24475983373363E+07     9.81797882599657E-03     8.53000000000000E+09
     3.21350179830675E+03     1.15911325678315E-03     5.48215338831673E+04     6.09195847056517E+02     5.68155679600207E-03     1.99799409356825E+08     4.23432476364755E+07     9.81797882599657E-03     8.54000000000000E+09
     3.21169666266810E+03     1.15911325678315E-03     5.47938880561791E+04     6.09528088126568E+02     5.68155679600207E-03     2.00104519001462E+08     4.22378337710312E+07     9.81797882599657E-03     8.55000000000000E+09
     3.20989484375707E+03     1.15911325678315E-03     5.47661891370917E+04     6.09859897756903E+02     5.68155679600207E-03     2.00409975939452E+08     4.21313668543391E+07     9.81797882599657E-03     8.56000000000000E+09
     3.20809633990612E+03     1.15911325678315E-03     5.47384375151956E+04     6.10191276777575E+02     5.68155679600207E-03     2.00715783598358E+08     4.20238570638106E+07     9.81797882599657E-03     8.57000000000000E+09
     3.20630114941708E+03     1.15911325678315E-03     5.47106335780211E+04     6.10522226016773E+02     5.68155679600207E-03     2.01021945416349E+08     4.19153146394074E+07     9.81797882599657E-03     8.58000000000000E+09
     3.20450927056154E+03     1.15911325678315E-03     5.46827777113460E+04     6.10852746300821E+02     5.68155679600207E-03     2.01328464842204E+08     4.18057498821077E+07     9.81797882599657E-03     8.59000000000000E+09
     3.20272070158120E+03     1.15911325678315E-03     5.46548702992023E+04     6.11182838454189E+02     5.68155679600207E-03     2.01635345335341E+08     4.16951731523747E+07     9.81797882599657E-03     8.60000000000000E+09
     3.20093544068823E+03     1.15911325678315E-03     5.46269117238840E+04     6.11512503299488E+02     5.68155679600207E-03     2.01942590365826E+08     4.15835948686192E+07     9.81797882599657E-03     8.61000000000000E+09
     3.19915348606565E+03     1.15911325678315E-03     5.45989023659542E+04     6.11841741657480E+02     5.68155679600207E-03     2.02250203414397E+08     4.14710255056617E+07     9.81797882599657E-03     8.62000000000000E+09
     3.19737483586763E+03     1.15911325678315E-03     5.45708426042520E+04     6.12170554347077E+02     5.68155679600207E-03     2.02558187972478E+08     4.13574755931904E+07     9.81797882599657E-03     8.63000000000000E+09
     3.19559948821992E+03     1.15911325678315E-03     5.45427328159001E+04     6.12498942185349E+02     5.68155679600207E-03     2.02866547542208E+08     4.12429557142178E+07     9.81797882599657E-03     8.64000000000000E+09
     3.19382744122012E+03     1.15911325678315E-03     5.45145733763113E+04     6.12826905987524E+02     5.68155679600207E-03     2.03175285636446E+08     4.11274765035377E+07     9.81797882599657E-03     8.65000000000000E+09
     3.19205869293807E+03     1.15911325678315E-03     5.44863646591964E+04     6.13154446566994E+02     5.68155679600207E-03     2.03484405778807E+08     4.10110486461791E+07     9.81797882599657E-03     8.66000000000000E+09
     3.19029324141617E+03     1.15911325678315E-03     5.44581070365705E+04     6.13481564735313E+02     5.68155679600207E-03     2.03793911503673E+08     4.08936828758586E+07     9.81797882599657E-03     8.67000000000000E+09
     3.18853108466975E+03     1.15911325678315E-03     5.44298008787607E+04     6.13808261302213E+02     5.68155679600207E-03     2.04103806356214E+08     4.07753899734349E+07     9.81797882599657E-03     8.68000000000000E+09
     3.18677222068736E+03     1.15911325678315E-03     5.44014465544127E+04     6.14134537075594E+02     5.68155679600207E-03     2.04414093892422E+08     4.06561807653588E+07     9.81797882599657E-03     8.69000000000000E+09
     3.18501664743111E+03     1.15911325678315E-03     5.43730444304982E+04     6.14460392861535E+02     5.68155679600207E-03     2.04724777679121E+08     4.05360661221266E+07     9.81797882599657E-03     8.70000000000000E+09
     3.18326436283705E+03     1.15911325678315E-03     5.43445948723213E+04     6.14785829464295E+02     5.68155679600207E-03     2.05035861293988E+08     4.04150569567344E+07     9.81797882599657E-03     8.71000000000000E+09
     3.18151536481540E+03     1.15911325678315E-03     5.43160982435263E+04     6.15110847686318E+02     5.68155679600207E-03     2.05347348325594E+08     4.02931642231267E+07     9.81797882599657E-03     8.72000000000000E+09
     3.17976965125097E+03     1.15911325678315E-03     5.42875549061037E+04     6.15435448328239E+02     5.68155679600207E-03     2.05659242373408E+08     4.01703989146538E+07     9.81797882599657E-03     8.73000000000000E+09
     3.17802722000342E+03     1.15911325678315E-03     5.42589652203979E+04     6.15759632188879E+02     5.68155679600207E-03     2.05971547047841E+08     4.00467720625248E+07     9.81797882599657E-03     8.74000000000000E+09
     3.17628806890758E+03     1.15911325678315E-03     5.42303295451135E+04     6.16083400065259E+02     5.68155679600207E-03     2.06284265970251E+08     3.99222947342645E+07     9.81797882599657E-03     8.75000000000000E+09
     3.17455219577377E+03     1.15911325678315E-03     5.42016482373227E+04     6.16406752752599E+02     5.68155679600207E-03     2.06597402772985E+08     3.97969780321694E+07     9.81797882599657E-03     8.76000000000000E+09
     3.17281959838813E+03     1.15911325678315E-03     5.41729216524713E+04     6.16729691044318E+02     5.68155679600207E-03     2.06910961099393E+08     3.96708330917698E+07     9.81797882599657E-03     8.77000000000000E+09
     3.17109027451289E+03     1.15911325678315E-03     5.41441501443866E+04     6.17052215732046E+02     5.68155679600207E-03     2.07224944603872E+08     3.95438710802889E+07     9.81797882599657E-03     8.78000000000000E+09
     3.16936422188671E+03     1.15911325678315E-03     5.41153340652834E+04     6.17374327605620E+02     5.68155679600207E-03     2.07539356951869E+08     3.94161031951082E+07     9.81797882599657E-03     8.79000000000000E+09
     3.16764143822494E+03     1.15911325678315E-03     5.40864737657710E+04     6.17696027453089E+02     5.68155679600207E-03     2.07854201819934E+08     3.92875406622356E+07     9.81797882599657E-03     8.80000000000000E+09
     3.16592192121996E+03     1.15911325678315E-03     5.40575695948599E+04     6.18017316060725E+02     5.68155679600207E-03     2.08169482895726E+08     3.91581947347715E+07     9.81797882599657E-03     8.81000000000000E+09
     3.16420566854143E+03     1.15911325678315E-03     5.40286218999684E+04     6.18338194213014E+02     5.68155679600207E-03     2.08485203878062E+08     3.90280766913856E+07     9.81797882599657E-03     8.82000000000000E+09
     3.16249267783663E+03     1.15911325678315E-03     5.39996310269298E+04     6.18658662692670E+02     5.68155679600207E-03     2.08801368476926E+08     3.88971978347919E+07     9.81797882599657E-03     8.83000000000000E+09
     3.16078294673076E+03     1.15911325678315E-03     5.39705973199983E+04     6.18978722280636E+02     5.68155679600207E-03     2.09117980413521E+08     3.87655694902295E+07     9.81797882599657E-03     8.84000000000000E+09
     3.15907647282709E+03     1.15911325678315E-03     5.39415211218559E+04     6.19298373756085E+02     5.68155679600207E-03     2.09435043420281E+08     3.86332030039458E+07     9.81797882599657E-03     8.85000000000000E+09
     3.15737325370743E+03     1.15911325678315E-03     5.39124027736195E+04     6.19617617896426E+02     5.68155679600207E-03     2.09752561240912E+08     3.85001097416864E+07     9.81797882599657E-03     8.86000000000000E+09
     3.15567328693233E+03     1.15911325678315E-03     5.38832426148470E+04     6.19936455477306E+02     5.68155679600207E-03     2.10070537630418E+08     3.83663010871870E+07     9.81797882599657E-03     8.87000000000000E+09
     3.15397657004131E+03     1.15911325678315E-03     5.38540409835437E+04     6.20254887272617E+02     5.68155679600207E-03     2.10388976355141E+08     3.82317884406737E+07     9.81797882599657E-03     8.88000000000000E+09
     3.15228310055321E+03     1.15911325678315E-03     5.38247982161692E+04     6.20572914054496E+02     5.68155679600207E-03     2.10707881192782E+08     3.80965832173638E+07     9.81797882599657E-03     8.89000000000000E+09
     3.15059287596643E+03     1.15911325678315E-03     5.37955146476440E+04     6.20890536593328E+02     5.68155679600207E-03     2.11027255932451E+08     3.79606968459753E+07     9.81797882599657E-03     8.90000000000000E+09
     3.14890589375922E+03     1.15911325678315E-03     5.37661906113555E+04     6.21207755657754E+02     5.68155679600207E-03     2.11347104374674E+08     3.78241407672399E+07     9.81797882599657E-03     8.91000000000000E+09
     3.14722215138990E+03     1.15911325678315E-03     5.37368264391649E+04     6.21524572014673E+02     5.68155679600207E-03     2.11667430331456E+08     3.76869264324237E+07     9.81797882599657E-03     8.92000000000000E+09
     3.14554164629720E+03     1.15911325678315E-03     5.37074224614133E+04     6.21840986429244E+02     5.68155679600207E-03     2.11988237626302E+08     3.75490653018529E+07     9.81797882599657E-03     8.93000000000000E+09
     3.14386437590045E+03     1.15911325678315E-03     5.36779790069286E+04     6.22156999664888E+02     5.68155679600207E-03     2.12309530094249E+08     3.74105688434447E+07     9.81797882599657E-03     8.94000000000000E+09
     3.14219033759988E+03     1.15911325678315E-03     5.36484964030315E+04     6.22472612483298E+02     5.68155679600207E-03     2.12631311581912E+08     3.72714485312466E+07     9.81797882599657E-03     8.95000000000000E+09
     3.14051952877688E+03     1.15911325678315E-03     5.36189749755415E+04     6.22787825644436E+02     5.68155679600207E-03     2.12953585947503E+08     3.71317158439822E+07     9.81797882599657E-03     8.96000000000000E+09
     3.13885194679423E+03     1.15911325678315E-03     5.35894150487843E+04     6.23102639906543E+02     5.68155679600207E-03     2.13276357060897E+08     3.69913822636016E+07     9.81797882599657E-03     8.97000000000000E+09
     3.13718758899637E+03     1.15911325678315E-03     5.35598169455970E+04     6.23417056026135E+02     5.68155679600207E-03     2.13599628803633E+08     3.68504592738432E+07     9.81797882599657E-03     8.98000000000000E+09
     3.13552645270966E+03     1.15911325678315E-03     5.35301809873355E+04     6.23731074758014E+02     5.68155679600207E-03     2.13923405068986E+08     3.67089583587987E+07     9.81797882599657E-03     8.99000000000000E+09
     3.13386853524260E+03     1.15911325678315E-03     5.35005074938794E+04     6.24044696855267E+02     5.68155679600207E-03     2.14247689761983E+08     3.65668910014882E+07     9.81797882599657E-03     9.00000000000000E+09
     3.13221383388611E+03     1.15911325678315E-03     5.34707967836396E+04     6.24357923069269E+02     5.68155679600207E-03     2.14572486799447E+08     3.64242686824430E+07     9.81797882599657E-03     9.01000000000000E+09
     3.13056234591374E+03     1.15911325678315E-03     5.34410491735635E+04     6.24670754149695E+02     5.68155679600207E-03     2.14897800110044E+08     3.62811028782943E+07     9.81797882599657E-03     9.02000000000000E+09
     3.12891406858192E+03     1.15911325678315E-03     5.34112649791419E+04     6.24983190844510E+02     5.68155679600207E-03     2.15223633634318E+08     3.61374050603750E+07     9.81797882599657E-03     9.03000000000000E+09
     3.12726899913022E+03     1.15911325678315E-03     5.33814445144147E+04     6.25295233899985E+02     5.68155679600207E-03     2.15549991324722E+08     3.59931866933233E+07     9.81797882599657E-03     9.04000000000000E+09
     3.12562713478156E+03     1.15911325678315E-03     5.33515880919774E+04     6.25606884060696E+02     5.68155679600207E-03     2.15876877145682E+08     3.58484592337013E+07     9.81797882599657E-03     9.05000000000000E+09
     3.12398847274247E+03     1.15911325678315E-03     5.33216960229867E+04     6.25918142069521E+02     5.68155679600207E-03     2.16204295073619E+08     3.57032341286189E+07     9.81797882599657E-03     9.06000000000000E+09
     3.12235301020327E+03     1.15911325678315E-03     5.32917686171676E+04     6.26229008667658E+02     5.68155679600207E-03     2.16532249096996E+08     3.55575228143670E+07     9.81797882599657E-03     9.07000000000000E+09
     3.12072074433838E+03     1.15911325678315E-03     5.32618061828180E+04     6.26539484594617E+02     5.68155679600207E-03     2.16860743216359E+08     3.54113367150624E+07     9.81797882599657E-03     9.08000000000000E+09
     3.11909167230648E+03     1.15911325678315E-03     5.32318090268164E+04     6.26849570588226E+02     5.68155679600207E-03     2.17189781444395E+08     3.52646872412988E+07     9.81797882599657E-03     9.09000000000000E+09
     3.11746579125076E+03     1.15911325678315E-03     5.32017774546265E+04     6.27159267384637E+02     5.68155679600207E-03     2.17519367805955E+08     3.51175857888104E+07     9.81797882599657E-03     9.10000000000000E+09
     3.11584309829911E+03     1.15911325678315E-03     5.31717117703040E+04     6.27468575718330E+02     5.68155679600207E-03     2.17849506338109E+08     3.49700437371437E+07     9.81797882599657E-03     9.11000000000000E+09
     3.11422359056445E+03     1.15911325678315E-03     5.31416122765025E+04     6.27777496322113E+02     5.68155679600207E-03     2.18180201090192E+08     3.48220724483401E+07     9.81797882599657E-03     9.12000000000000E+09
     3.11260726514478E+03     1.15911325678315E-03     5.31114792744792E+04     6.28086029927130E+02     5.68155679600207E-03     2.18511456123849E+08     3.46736832656279E+07     9.81797882599657E-03     9.13000000000000E+09
     3.11099411912355E+03     1.15911325678315E-03     5.30813130641011E+04     6.28394177262859E+02     5.68155679600207E-03     2.18843275513076E+08     3.45248875121262E+07     9.81797882599657E-03     9.14000000000000E+09
     3.10938414956977E+03     1.15911325678315E-03     5.30511139438506E+04     6.28701939057124E+02     5.68155679600207E-03     2.19175663344269E+08     3.43756964895580E+07     9.81797882599657E-03     9.15000000000000E+09
     3.10777735353830E+03     1.15911325678315E-03     5.30208822108319E+04     6.29009316036089E+02     5.68155679600207E-03     2.19508623716275E+08     3.42261214769752E+07     9.81797882599657E-03     9.16000000000000E+09
     3.10617372806999E+03     1.15911325678315E-03     5.29906181607763E+04     6.29316308924268E+02     5.68155679600207E-03     2.19842160740441E+08     3.40761737294925E+07     9.81797882599657E-03     9.17000000000000E+09
     3.10457327019194E+03     1.15911325678315E-03     5.29603220880484E+04     6.29622918444530E+02     5.68155679600207E-03     2.20176278540646E+08     3.39258644770361E+07     9.81797882599657E-03     9.18000000000000E+09
     3.10297597691769E+03     1.15911325678315E-03     5.29299942856518E+04     6.29929145318094E+02     5.68155679600207E-03     2.20510981253370E+08     3.37752049230985E+07     9.81797882599657E-03     9.19000000000000E+09
     3.10138184524740E+03     1.15911325678315E-03     5.28996350452348E+04     6.30234990264542E+02     5.68155679600207E-03     2.20846273027738E+08     3.36242062435102E+07     9.81797882599657E-03     9.20000000000000E+09
     3.09979087216810E+03     1.15911325678315E-03     5.28692446570964E+04     6.30540454001818E+02     5.68155679600207E-03     2.21182158025557E+08     3.34728795852191E+07     9.81797882599657E-03     9.21000000000000E+09
     3.09820305465387E+03     1.15911325678315E-03     5.28388234101917E+04     6.30845537246232E+02     5.68155679600207E-03     2.21518640421389E+08     3.33212360650831E+07     9.81797882599657E-03     9.22000000000000E+09
     3.09661838966598E+03     1.15911325678315E-03     5.28083715921382E+04     6.31150240712466E+02     5.68155679600207E-03     2.21855724402576E+08     3.31692867686741E+07     9.81797882599657E-03     9.23000000000000E+09
     3.09503687415320E+03     1.15911325678315E-03     5.27778894892210E+04     6.31454565113572E+02     5.68155679600207E-03     2.22193414169318E+08     3.30170427490947E+07     9.81797882599657E-03     9.24000000000000E+09
     3.09345850505192E+03     1.15911325678315E-03     5.27473773863986E+04     6.31758511160982E+02     5.68155679600207E-03     2.22531713934700E+08     3.28645150258069E+07     9.81797882599657E-03     9.25000000000000E+09
     3.09188327928632E+03     1.15911325678315E-03     5.27168355673085E+04     6.32062079564509E+02     5.68155679600207E-03     2.22870627924767E+08     3.27117145834717E+07     9.81797882599657E-03     9.26000000000000E+09
     3.09031119376863E+03     1.15911325678315E-03     5.26862643142732E+04     6.32365271032350E+02     5.68155679600207E-03     2.23210160378565E+08     3.25586523708028E+07     9.81797882599657E-03     9.27000000000000E+09
     3.08874224539928E+03     1.15911325678315E-03     5.26556639083054E+04     6.32668086271090E+02     5.68155679600207E-03     2.23550315548191E+08     3.24053392994327E+07     9.81797882599657E-03     9.28000000000000E+09
     3.08717643106710E+03     1.15911325678315E-03     5.26250346291135E+04     6.32970525985704E+02     5.68155679600207E-03     2.23891097698856E+08     3.22517862427909E+07     9.81797882599657E-03     9.29000000000000E+09
     3.08561374764949E+03     1.15911325678315E-03     5.25943767551077E+04     6.33272590879566E+02     5.68155679600207E-03     2.24232511108941E+08     3.20980040349936E+07     9.81797882599657E-03     9.30000000000000E+09
     3.08405419201259E+03     1.15911325678315E-03     5.25636905634053E+04     6.33574281654445E+02     5.68155679600207E-03     2.24574560070045E+08     3.19440034697507E+07     9.81797882599657E-03     9.31000000000000E+09
     3.08249776101153E+03     1.15911325678315E-03     5.25329763298359E+04     6.33875599010517E+02     5.68155679600207E-03     2.24917248887042E+08     3.17897952992800E+07     9.81797882599657E-03     9.32000000000000E+09
     3.08094445149051E+03     1.15911325678315E-03     5.25022343289474E+04     6.34176543646359E+02     5.68155679600207E-03     2.25260581878149E+08     3.16353902332382E+07     9.81797882599657E-03     9.33000000000000E+09
     3.07939426028308E+03     1.15911325678315E-03     5.24714648340113E+04     6.34477116258962E+02     5.68155679600207E-03     2.25604563374962E+08     3.14807989376663E+07     9.81797882599657E-03     9.34000000000000E+09
