               Y_p             Y_he4             Y_c12             Y_c13             Y_n13             Y_n14             Y_n15             Y_o14             Y_o15             E_nuc              Time
     5.22658639949842E-01     1.13412812386003E-01     2.01681999568874E-05     4.13924163332934E-07     1.57040266782446E-04     7.70486413786297E-04     8.08008788877817E-09     2.63990098306251E-04     4.87893016916897E-04     1.20579847783801E+18     1.46860000000000E+04
     5.22636478888324E-01     1.13418356305913E-01     2.01685951732550E-05     4.13948539567752E-07     1.57042879374169E-04     7.70501350409006E-04     8.08024614829056E-09     2.63983320217896E-04     4.87881826039957E-04     1.20594976172444E+18     1.46880000000000E+04
     5.22614318335606E-01     1.13423900098663E-01     2.01689904288816E-05     4.13972914801876E-07     1.57045491873105E-04     7.70516287314466E-04     8.08040441160858E-09     2.63976542080619E-04     4.87870634983715E-04     1.20610104213878E+18     1.46900000000000E+04
     5.22592158291696E-01     1.13429443764252E-01     2.01693857239498E-05     4.13997289004525E-07     1.57048104278238E-04     7.70531224503259E-04     8.08056267864791E-09     2.63969763894826E-04     4.87859443748044E-04     1.20625231908097E+18     1.46920000000000E+04
     5.22569998756601E-01     1.13434987302679E-01     2.01697810586425E-05     4.14021662144737E-07     1.57050716588547E-04     7.70546161975974E-04     8.08072094932335E-09     2.63962985660923E-04     4.87848252332818E-04     1.20640359255097E+18     1.46940000000000E+04
     5.22547839730327E-01     1.13440530713940E-01     2.01701764331431E-05     4.14046034191372E-07     1.57053328803008E-04     7.70561099733205E-04     8.08087922354889E-09     2.63956207379321E-04     4.87837060737908E-04     1.20655486254874E+18     1.46960000000000E+04
     5.22525681212881E-01     1.13446073998035E-01     2.01705718476354E-05     4.14070405113108E-07     1.57055940920589E-04     7.70576037775547E-04     8.08103750123766E-09     2.63949429050429E-04     4.87825868963184E-04     1.20670612907423E+18     1.46980000000000E+04
     5.22503523204272E-01     1.13451617154961E-01     2.01709673023035E-05     4.14094774878438E-07     1.57058552940254E-04     7.70590976103603E-04     8.08119578230194E-09     2.63942650674661E-04     4.87814677008517E-04     1.20685739212739E+18     1.47000000000000E+04
     5.22481365704505E-01     1.13457160184717E-01     2.01713627973320E-05     4.14119143455677E-07     1.57061164860961E-04     7.70605914717978E-04     8.08135406665317E-09     2.63935872252430E-04     4.87803484873775E-04     1.20700865170817E+18     1.47020000000000E+04
     5.22459208713588E-01     1.13462703087300E-01     2.01717583329056E-05     4.14143510812956E-07     1.57063776681665E-04     7.70620853619281E-04     8.08151235420195E-09     2.63929093784152E-04     4.87792292558828E-04     1.20715990781653E+18     1.47040000000000E+04
     5.22437052231527E-01     1.13468245862709E-01     2.01721539092097E-05     4.14167876918222E-07     1.57066388401313E-04     7.70635792808127E-04     8.08167064485801E-09     2.63922315270244E-04     4.87781100063542E-04     1.20731116045243E+18     1.47060000000000E+04
     5.22414896258331E-01     1.13473788510942E-01     2.01725495264300E-05     4.14192241739238E-07     1.57069000018848E-04     7.70650732285134E-04     8.08182893853021E-09     2.63915536711124E-04     4.87769907387784E-04     1.20746240961580E+18     1.47080000000000E+04
     5.22392740794005E-01     1.13479331031996E-01     2.01729451847525E-05     4.14216605243586E-07     1.57071611533208E-04     7.70665672050925E-04     8.08198723512657E-09     2.63908758107214E-04     4.87758714531420E-04     1.20761365530662E+18     1.47100000000000E+04
     5.22370585838558E-01     1.13484873425871E-01     2.01733408843635E-05     4.14240967398660E-07     1.57074222943325E-04     7.70680612106127E-04     8.08214553455424E-09     2.63901979458934E-04     4.87747521494315E-04     1.20776489752482E+18     1.47120000000000E+04
     5.22348431391995E-01     1.13490415692563E-01     2.01737366254500E-05     4.14265328171671E-07     1.57076834248126E-04     7.70695552451372E-04     8.08230383671952E-09     2.63895200766709E-04     4.87736328276332E-04     1.20791613627037E+18     1.47140000000000E+04
     5.22326277454324E-01     1.13495957832072E-01     2.01741324081989E-05     4.14289687529645E-07     1.57079445446533E-04     7.70710493087296E-04     8.08246214152780E-09     2.63888422030963E-04     4.87725134877335E-04     1.20806737154322E+18     1.47160000000000E+04
     5.22304124025552E-01     1.13501499844395E-01     2.01745282327980E-05     4.14314045439421E-07     1.57082056537461E-04     7.70725434014539E-04     8.08262044888364E-09     2.63881643252124E-04     4.87713941297186E-04     1.20821860334333E+18     1.47180000000000E+04
     5.22281971105687E-01     1.13507041729530E-01     2.01749240994351E-05     4.14338401867651E-07     1.57084667519823E-04     7.70740375233746E-04     8.08277875869071E-09     2.63874864430620E-04     4.87702747535747E-04     1.20836983167063E+18     1.47200000000000E+04
     5.22259818694734E-01     1.13512583487476E-01     2.01753200082985E-05     4.14362756780803E-07     1.57087278392523E-04     7.70755316745566E-04     8.08293707085180E-09     2.63868085566881E-04     4.87691553592877E-04     1.20852105652510E+18     1.47220000000000E+04
     5.22237666792701E-01     1.13518125118230E-01     2.01757159595769E-05     4.14387110145156E-07     1.57089889154462E-04     7.70770258550653E-04     8.08309538526883E-09     2.63861306661338E-04     4.87680359468437E-04     1.20867227790668E+18     1.47240000000000E+04
     5.22215515399767E-01     1.13523666621756E-01     2.01761115354963E-05     4.14411480176029E-07     1.57092500697773E-04     7.70785200516315E-04     8.08325358498390E-09     2.63854527312138E-04     4.87669165204514E-04     1.20882349581279E+18     1.47260000000000E+04
     5.22193364516097E-01     1.13529207998020E-01     2.01765063525535E-05     4.14435883592228E-07     1.57095113841344E-04     7.70800142520800E-04     8.08341156261995E-09     2.63847747150416E-04     4.87657970839729E-04     1.20897471024105E+18     1.47280000000000E+04
     5.22171214141390E-01     1.13534749247083E-01     2.01769011600698E-05     4.14460287650661E-07     1.57097726983072E-04     7.70815084803781E-04     8.08356952752708E-09     2.63840966897641E-04     4.87646776298254E-04     1.20912592119597E+18     1.47300000000000E+04
     5.22149064275653E-01     1.13540290368943E-01     2.01772959570647E-05     4.14484692367972E-07     1.57100340124339E-04     7.70830027365557E-04     8.08372747927631E-09     2.63834186553124E-04     4.87635581580064E-04     1.20927712867749E+18     1.47320000000000E+04
     5.22126914918894E-01     1.13545831363596E-01     2.01776907425440E-05     4.14509097761225E-07     1.57102953266550E-04     7.70844970206426E-04     8.08388541743386E-09     2.63827406116165E-04     4.87624386685133E-04     1.20942833268555E+18     1.47340000000000E+04
     5.22104766071120E-01     1.13551372231043E-01     2.01780855154999E-05     4.14533503847910E-07     1.57105566411134E-04     7.70859913326685E-04     8.08404334156115E-09     2.63820625586051E-04     4.87613191613437E-04     1.20957953322012E+18     1.47360000000000E+04
     5.22082617732337E-01     1.13556912971279E-01     2.01784802749107E-05     4.14557910645939E-07     1.57108179559546E-04     7.70874856726632E-04     8.08420125121473E-09     2.63813844962058E-04     4.87601996364952E-04     1.20973073028113E+18     1.47380000000000E+04
     5.22060469902555E-01     1.13562453584304E-01     2.01788750197410E-05     4.14582318173657E-07     1.57110792713265E-04     7.70889800406566E-04     8.08435914594629E-09     2.63807064243449E-04     4.87590800939655E-04     1.20988192386852E+18     1.47400000000000E+04
     5.22038322581781E-01     1.13567994070116E-01     2.01792697489416E-05     4.14606726449836E-07     1.57113405873795E-04     7.70904744366785E-04     8.08451702530262E-09     2.63800283429476E-04     4.87579605337522E-04     1.21003311398225E+18     1.47420000000000E+04
     5.22016175770021E-01     1.13573534428712E-01     2.01796644614491E-05     4.14631135493685E-07     1.57116019042667E-04     7.70919688607585E-04     8.08467488882562E-09     2.63793502519379E-04     4.87568409558533E-04     1.21018430062227E+18     1.47440000000000E+04
     5.21994029467283E-01     1.13579074660090E-01     2.01800591561863E-05     4.14655545324847E-07     1.57118632221434E-04     7.70934633129267E-04     8.08483273605223E-09     2.63786721512384E-04     4.87557213602663E-04     1.21033548378851E+18     1.47460000000000E+04
     5.21971883673575E-01     1.13584614764249E-01     2.01804538320618E-05     4.14679955963407E-07     1.57121245411676E-04     7.70949577932126E-04     8.08499056651444E-09     2.63779940407706E-04     4.87546017469894E-04     1.21048666348092E+18     1.47480000000000E+04
     5.21949738388905E-01     1.13590154741186E-01     2.01808484879701E-05     4.14704367429888E-07     1.57123858615001E-04     7.70964523016462E-04     8.08514837973926E-09     2.63773159204548E-04     4.87534821160203E-04     1.21063783969946E+18     1.47500000000000E+04
     5.21927593613279E-01     1.13595694590900E-01     2.01812431227914E-05     4.14728779745261E-07     1.57126471833038E-04     7.70979468382572E-04     8.08530617524868E-09     2.63766377902100E-04     4.87523624673572E-04     1.21078901244407E+18     1.47520000000000E+04
     5.21905449346706E-01     1.13601234313388E-01     2.01816377353915E-05     4.14753192930942E-07     1.57129085067446E-04     7.70994414030754E-04     8.08546395255970E-09     2.63759596499540E-04     4.87512428009980E-04     1.21094018171469E+18     1.47540000000000E+04
     5.21883305589192E-01     1.13606773908648E-01     2.01820323246221E-05     4.14777607008797E-07     1.57131698319907E-04     7.71009359961305E-04     8.08562171118422E-09     2.63752814996032E-04     4.87501231169408E-04     1.21109134751127E+18     1.47560000000000E+04
     5.21861162340746E-01     1.13612313376679E-01     2.01824268893202E-05     4.14802022001144E-07     1.57134311592130E-04     7.71024306174523E-04     8.08577945062912E-09     2.63746033390730E-04     4.87490034151839E-04     1.21124250983376E+18     1.47580000000000E+04
     5.21839019601374E-01     1.13617852717478E-01     2.01828214283082E-05     4.14826437930758E-07     1.57136924885852E-04     7.71039252670706E-04     8.08593717039613E-09     2.63739251682772E-04     4.87478836957255E-04     1.21139366868210E+18     1.47600000000000E+04
     5.21816877371085E-01     1.13623391931043E-01     2.01832159403942E-05     4.14850854820869E-07     1.57139538202834E-04     7.71054199450150E-04     8.08609486998192E-09     2.63732469871286E-04     4.87467639585638E-04     1.21154482405623E+18     1.47620000000000E+04
     5.21794735649885E-01     1.13628931017373E-01     2.01836104243714E-05     4.14875272695170E-07     1.57142151544865E-04     7.71069146513154E-04     8.08625254887797E-09     2.63725687955387E-04     4.87456442036972E-04     1.21169597595612E+18     1.47640000000000E+04
     5.21772594437782E-01     1.13634469976465E-01     2.01840048790184E-05     4.14899691577813E-07     1.57144764913760E-04     7.71084093860013E-04     8.08641020657063E-09     2.63718905934175E-04     4.87445244311242E-04     1.21184712438169E+18     1.47660000000000E+04
     5.21750453734784E-01     1.13640008808317E-01     2.01843993030988E-05     4.14924111493419E-07     1.57147378311361E-04     7.71099041491026E-04     8.08656784254105E-09     2.63712123806739E-04     4.87434046408432E-04     1.21199826933290E+18     1.47680000000000E+04
     5.21728313540899E-01     1.13645547512928E-01     2.01847936953615E-05     4.14948532467076E-07     1.57149991739538E-04     7.71113989406489E-04     8.08672545626518E-09     2.63705341572155E-04     4.87422848328527E-04     1.21214941080969E+18     1.47700000000000E+04
     5.21706173856133E-01     1.13651086090294E-01     2.01851880545404E-05     4.14972954524343E-07     1.57152605200185E-04     7.71128937606698E-04     8.08688304721372E-09     2.63698559229484E-04     4.87411650071513E-04     1.21230054881201E+18     1.47720000000000E+04
     5.21684034680494E-01     1.13656624540415E-01     2.01855823793544E-05     4.14997377691253E-07     1.57155218695227E-04     7.71143886091951E-04     8.08704061485215E-09     2.63691776777776E-04     4.87400451637378E-04     1.21245168333980E+18     1.47740000000000E+04
     5.21661896013990E-01     1.13662162863288E-01     2.01859766685072E-05     4.15021801994314E-07     1.57157832226614E-04     7.71158834862543E-04     8.08719815864064E-09     2.63684994216068E-04     4.87389253026108E-04     1.21260281439301E+18     1.47760000000000E+04
     5.21639757856628E-01     1.13667701058911E-01     2.01863709206873E-05     4.15046227460513E-07     1.57160445796324E-04     7.71173783918771E-04     8.08735567803407E-09     2.63678211543381E-04     4.87378054237691E-04     1.21275394197159E+18     1.47780000000000E+04
     5.21617620208415E-01     1.13673239127282E-01     2.01867651345682E-05     4.15070654117319E-07     1.57163059406363E-04     7.71188733260930E-04     8.08751317248203E-09     2.63671428758725E-04     4.87366855272116E-04     1.21290506607547E+18     1.47800000000000E+04
     5.21595483069360E-01     1.13678777068400E-01     2.01871593088079E-05     4.15095081992685E-07     1.57165673058766E-04     7.71203682889316E-04     8.08767064142871E-09     2.63664645861097E-04     4.87355656129372E-04     1.21305618670461E+18     1.47820000000000E+04
     5.21573346439470E-01     1.13684314882261E-01     2.01875534420490E-05     4.15119511115050E-07     1.57168286755593E-04     7.71218632804225E-04     8.08782808431299E-09     2.63657862849478E-04     4.87344456809448E-04     1.21320730385896E+18     1.47840000000000E+04
     5.21551210318752E-01     1.13689852568864E-01     2.01879475329188E-05     4.15143941513343E-07     1.57170900498934E-04     7.71233583005951E-04     8.08798550056832E-09     2.63651079722838E-04     4.87333257312336E-04     1.21335841753845E+18     1.47860000000000E+04
     5.21529074707213E-01     1.13695390128208E-01     2.01883415800289E-05     4.15168373216986E-07     1.57173514290907E-04     7.71248533494791E-04     8.08814288962275E-09     2.63644296480132E-04     4.87322057638027E-04     1.21350952774303E+18     1.47880000000000E+04
     5.21506939604862E-01     1.13700927560289E-01     2.01887355819754E-05     4.15192806255893E-07     1.57176128133659E-04     7.71263484271037E-04     8.08830025089891E-09     2.63637513120302E-04     4.87310857786511E-04     1.21366063447265E+18     1.47900000000000E+04
     5.21484805011706E-01     1.13706464865106E-01     2.01891295373387E-05     4.15217240660478E-07     1.57178742029363E-04     7.71278435334986E-04     8.08845758381395E-09     2.63630729642276E-04     4.87299657757783E-04     1.21381173772726E+18     1.47920000000000E+04
     5.21462670927752E-01     1.13712002042657E-01     2.01895234446835E-05     4.15241676461652E-07     1.57181355980225E-04     7.71293386686931E-04     8.08861488777956E-09     2.63623946044968E-04     4.87288457551835E-04     1.21396283750679E+18     1.47940000000000E+04
     5.21440537353007E-01     1.13717539092940E-01     2.01899173025587E-05     4.15266113690833E-07     1.57183969988475E-04     7.71308338327166E-04     8.08877216220192E-09     2.63617162327278E-04     4.87277257168660E-04     1.21411393381119E+18     1.47960000000000E+04
     5.21418404287480E-01     1.13723076015953E-01     2.01903111094972E-05     4.15290552379939E-07     1.57186584056375E-04     7.71323290255985E-04     8.08892940648167E-09     2.63610378488093E-04     4.87266056608254E-04     1.21426502664041E+18     1.47980000000000E+04
     5.21396271731178E-01     1.13728612811693E-01     2.01907048640161E-05     4.15314992561399E-07     1.57189198186215E-04     7.71338242473681E-04     8.08908662001392E-09     2.63603594526285E-04     4.87254855870612E-04     1.21441611599440E+18     1.48000000000000E+04
     5.21374139684109E-01     1.13734149480159E-01     2.01910985646163E-05     4.15339434268152E-07     1.57191812380315E-04     7.71353194980546E-04     8.08924380218821E-09     2.63596810440713E-04     4.87243654955730E-04     1.21456720187309E+18     1.48020000000000E+04
     5.21352008146279E-01     1.13739686021349E-01     2.01914922097828E-05     4.15363877533651E-07     1.57194426641022E-04     7.71368147776875E-04     8.08940095238849E-09     2.63590026230221E-04     4.87232453863604E-04     1.21471828427644E+18     1.48040000000000E+04
     5.21329877117697E-01     1.13745222435260E-01     2.01918857979844E-05     4.15388322391862E-07     1.57197040970716E-04     7.71383100862958E-04     8.08955806999307E-09     2.63583241893638E-04     4.87221252594232E-04     1.21486936320438E+18     1.48060000000000E+04
     5.21307746598370E-01     1.13750758721891E-01     2.01922793276734E-05     4.15412768877273E-07     1.57199655371804E-04     7.71398054239088E-04     8.08971515437464E-09     2.63576457429782E-04     4.87210051147612E-04     1.21502043865686E+18     1.48080000000000E+04
     5.21285616588305E-01     1.13756294881240E-01     2.01926727972862E-05     4.15437217024891E-07     1.57202269846724E-04     7.71413007905556E-04     8.08987220490024E-09     2.63569672837452E-04     4.87198849523743E-04     1.21517151063384E+18     1.48100000000000E+04
     5.21263487087510E-01     1.13761830913303E-01     2.01930662052425E-05     4.15461666870245E-07     1.57204884397943E-04     7.71427961862654E-04     8.09002922093120E-09     2.63562888115436E-04     4.87187647722624E-04     1.21532257913524E+18     1.48120000000000E+04
     5.21241358095993E-01     1.13767366818081E-01     2.01934595499456E-05     4.15486118449395E-07     1.57207499027959E-04     7.71442916110672E-04     8.09018620182317E-09     2.63556103262508E-04     4.87176445744255E-04     1.21547364416102E+18     1.48140000000000E+04
     5.21219229613762E-01     1.13772902595569E-01     2.01938528297824E-05     4.15510571798926E-07     1.57210113739299E-04     7.71457870649901E-04     8.09034314692605E-09     2.63549318277424E-04     4.87165243588638E-04     1.21562470571113E+18     1.48160000000000E+04
     5.21197101640823E-01     1.13778438245767E-01     2.01942460431232E-05     4.15535026955957E-07     1.57212728534521E-04     7.71472825480631E-04     8.09050005558399E-09     2.63542533158928E-04     4.87154041255775E-04     1.21577576378549E+18     1.48180000000000E+04
     5.21174974177184E-01     1.13783973768673E-01     2.01946391883215E-05     4.15559483958140E-07     1.57215343416214E-04     7.71487780603152E-04     8.09065692713539E-09     2.63535747905749E-04     4.87142838745667E-04     1.21592681838407E+18     1.48200000000000E+04
     5.21152847222853E-01     1.13789509164283E-01     2.01950322637141E-05     4.15583942843663E-07     1.57217958386998E-04     7.71502736017753E-04     8.09081376091282E-09     2.63528962516602E-04     4.87131636058318E-04     1.21607786950680E+18     1.48220000000000E+04
     5.21130720777837E-01     1.13795044432597E-01     2.01954252676210E-05     4.15608403651257E-07     1.57220573449521E-04     7.71517691724722E-04     8.09097055624306E-09     2.63522176990185E-04     4.87120433193733E-04     1.21622891715363E+18     1.48240000000000E+04
     5.21108594842145E-01     1.13800579573612E-01     2.01958181983455E-05     4.15632866420192E-07     1.57223188606464E-04     7.71532647724348E-04     8.09112731244702E-09     2.63515391325184E-04     4.87109230151915E-04     1.21637996132450E+18     1.48260000000000E+04
     5.21086469415783E-01     1.13806114587325E-01     2.01962110541736E-05     4.15657331190285E-07     1.57225803860540E-04     7.71547604016919E-04     8.09128402883976E-09     2.63508605520267E-04     4.87098026932871E-04     1.21653100201936E+18     1.48280000000000E+04
     5.21064344498759E-01     1.13811649473736E-01     2.01966038333745E-05     4.15681798001898E-07     1.57228419214491E-04     7.71562560602722E-04     8.09144070473047E-09     2.63501819574089E-04     4.87086823536606E-04     1.21668203923815E+18     1.48300000000000E+04
     5.21042220091080E-01     1.13817184232842E-01     2.01969965342004E-05     4.15706266895946E-07     1.57231034671091E-04     7.71577517482045E-04     8.09159733942239E-09     2.63495033485289E-04     4.87075619963128E-04     1.21683307298082E+18     1.48320000000000E+04
     5.21020096192755E-01     1.13822718864640E-01     2.01973891548860E-05     4.15730737913894E-07     1.57233650233146E-04     7.71592474655173E-04     8.09175393221287E-09     2.63488247252493E-04     4.87064416212445E-04     1.21698410324730E+18     1.48340000000000E+04
     5.20997972803791E-01     1.13828253369129E-01     2.01977816936491E-05     4.15755211097766E-07     1.57236265903494E-04     7.71607432122392E-04     8.09191048239327E-09     2.63481460874309E-04     4.87053212284565E-04     1.21713513003755E+18     1.48360000000000E+04
     5.20975849924194E-01     1.13833787746307E-01     2.01981741486900E-05     4.15779686490140E-07     1.57238881685002E-04     7.71622389883989E-04     8.09206698924898E-09     2.63474674349331E-04     4.87042008179498E-04     1.21728615335150E+18     1.48380000000000E+04
     5.20953727553974E-01     1.13839321996172E-01     2.01985665181917E-05     4.15804164134159E-07     1.57241497580573E-04     7.71637347940247E-04     8.09222345205941E-09     2.63467887676139E-04     4.87030803897253E-04     1.21743717318910E+18     1.48400000000000E+04
     5.20931605693138E-01     1.13844856118721E-01     2.01989588003196E-05     4.15828644073525E-07     1.57244113593138E-04     7.71652306291452E-04     8.09237987009793E-09     2.63461100853294E-04     4.87019599437842E-04     1.21758818955030E+18     1.48420000000000E+04
     5.20909484341692E-01     1.13850390113952E-01     2.01993509932219E-05     4.15853126352509E-07     1.57246729725662E-04     7.71667264937887E-04     8.09253624263185E-09     2.63454313879345E-04     4.87008394801278E-04     1.21773920243503E+18     1.48440000000000E+04
     5.20887363499645E-01     1.13855923981864E-01     2.01997430950288E-05     4.15877611015951E-07     1.57249345981144E-04     7.71682223879836E-04     8.09269256892245E-09     2.63447526752825E-04     4.86997189987571E-04     1.21789021184325E+18     1.48460000000000E+04
     5.20865243167004E-01     1.13861457722455E-01     2.02001351038532E-05     4.15902098109260E-07     1.57251962362612E-04     7.71697183117581E-04     8.09284884822489E-09     2.63440739472249E-04     4.86985984996736E-04     1.21804121777489E+18     1.48480000000000E+04
     5.20843123343777E-01     1.13866991335721E-01     2.02005270177900E-05     4.15926587678420E-07     1.57254578873129E-04     7.71712142651404E-04     8.09300507978821E-09     2.63433952036120E-04     4.86974779828788E-04     1.21819222022990E+18     1.48500000000000E+04
     5.20821004029972E-01     1.13872524821662E-01     2.02009188349164E-05     4.15951079769992E-07     1.57257195515789E-04     7.71727102481588E-04     8.09316126285534E-09     2.63427164442922E-04     4.86963574483740E-04     1.21834321920822E+18     1.48520000000000E+04
     5.20798885225596E-01     1.13878058180275E-01     2.02013105532916E-05     4.15975574431116E-07     1.57259812293721E-04     7.71742062608413E-04     8.09331739666303E-09     2.63420376691125E-04     4.86952368961610E-04     1.21849421470979E+18     1.48540000000000E+04
     5.20776766930656E-01     1.13883591411558E-01     2.02017021709572E-05     4.16000071709514E-07     1.57262429210085E-04     7.71757023032159E-04     8.09347348044185E-09     2.63413588779183E-04     4.86941163262414E-04     1.21864520673457E+18     1.48560000000000E+04
     5.20754649145160E-01     1.13889124515509E-01     2.02020936859363E-05     4.16024571653493E-07     1.57265046268076E-04     7.71771983753107E-04     8.09362951341619E-09     2.63406800705533E-04     4.86929957386169E-04     1.21879619528248E+18     1.48580000000000E+04
     5.20732531869116E-01     1.13894657492126E-01     2.02024850962343E-05     4.16049074311945E-07     1.57267663470919E-04     7.71786944771536E-04     8.09378549480417E-09     2.63400012468598E-04     4.86918751332894E-04     1.21894718035348E+18     1.48600000000000E+04
     5.20710415102532E-01     1.13900190341406E-01     2.02028763998381E-05     4.16073579734355E-07     1.57270280821876E-04     7.71801906087724E-04     8.09394142381771E-09     2.63393224066783E-04     4.86907545102608E-04     1.21909816194751E+18     1.48620000000000E+04
     5.20688298845415E-01     1.13905723063349E-01     2.02032675947167E-05     4.16098087970799E-07     1.57272898324241E-04     7.71816867701949E-04     8.09409729966241E-09     2.63386435498479E-04     4.86896338695332E-04     1.21924914006451E+18     1.48640000000000E+04
     5.20666183097772E-01     1.13911255657951E-01     2.02036586788205E-05     4.16122599071946E-07     1.57275515981342E-04     7.71831829614488E-04     8.09425312153760E-09     2.63379646762058E-04     4.86885132111086E-04     1.21940011470442E+18     1.48660000000000E+04
     5.20644067859611E-01     1.13916788125210E-01     2.02040496500817E-05     4.16147113089067E-07     1.57278133796540E-04     7.71846791825619E-04     8.09440888863630E-09     2.63372857855878E-04     4.86873925349892E-04     1.21955108586718E+18     1.48680000000000E+04
     5.20621953130941E-01     1.13922320465125E-01     2.02044405064140E-05     4.16171630074030E-07     1.57280751773231E-04     7.71861754335616E-04     8.09456460014517E-09     2.63366068778279E-04     4.86862718411774E-04     1.21970205355275E+18     1.48700000000000E+04
     5.20599838911768E-01     1.13927852677693E-01     2.02048312457125E-05     4.16196150079307E-07     1.57283369914844E-04     7.71876717144756E-04     8.09472025524452E-09     2.63359279527587E-04     4.86851511296754E-04     1.21985301776105E+18     1.48720000000000E+04
     5.20577725202100E-01     1.13933384762912E-01     2.02052218658539E-05     4.16220673157976E-07     1.57285988224843E-04     7.71891680253312E-04     8.09487585310827E-09     2.63352490102110E-04     4.86840304004857E-04     1.22000397849205E+18     1.48740000000000E+04
     5.20555612001945E-01     1.13938916720781E-01     2.02056123646960E-05     4.16245199363724E-07     1.57288606706727E-04     7.71906643661560E-04     8.09503139290393E-09     2.63345700500140E-04     4.86829096536109E-04     1.22015493574566E+18     1.48760000000000E+04
     5.20533499311310E-01     1.13944448551297E-01     2.02060027400780E-05     4.16269728750847E-07     1.57291225364029E-04     7.71921607369771E-04     8.09518687379259E-09     2.63338910719950E-04     4.86817888890536E-04     1.22030588952185E+18     1.48780000000000E+04
     5.20511387130203E-01     1.13949980254457E-01     2.02063929898202E-05     4.16294261374257E-07     1.57293844200315E-04     7.71936571378218E-04     8.09534229492887E-09     2.63332120759801E-04     4.86806681068164E-04     1.22045683982055E+18     1.48800000000000E+04
     5.20489275458632E-01     1.13955511830261E-01     2.02067831117242E-05     4.16318797289481E-07     1.57296463219189E-04     7.71951535687173E-04     8.09549765546092E-09     2.63325330617934E-04     4.86795473069023E-04     1.22060778664170E+18     1.48820000000000E+04
     5.20467164296604E-01     1.13961043278705E-01     2.02071731035725E-05     4.16343336552664E-07     1.57299082424288E-04     7.71966500296907E-04     8.09565295453039E-09     2.63318540292573E-04     4.86784264893141E-04     1.22075872998525E+18     1.48840000000000E+04
     5.20445053644127E-01     1.13966574599787E-01     2.02075629631286E-05     4.16367879220573E-07     1.57301701819283E-04     7.71981465207690E-04     8.09580819127243E-09     2.63311749781928E-04     4.86773056540547E-04     1.22090966985114E+18     1.48860000000000E+04
     5.20422943501208E-01     1.13972105793507E-01     2.02079526881369E-05     4.16392425350602E-07     1.57304321407882E-04     7.71996430419791E-04     8.09596336481561E-09     2.63304959084188E-04     4.86761848011274E-04     1.22106060623930E+18     1.48880000000000E+04
     5.20400833867856E-01     1.13977636859861E-01     2.02083422763227E-05     4.16416975000767E-07     1.57306941193829E-04     7.72011395933480E-04     8.09611847428196E-09     2.63298168197530E-04     4.86750639305352E-04     1.22121153914969E+18     1.48900000000000E+04
     5.20378724744078E-01     1.13983167798847E-01     2.02087317253919E-05     4.16441528229718E-07     1.57309561180902E-04     7.72026361749023E-04     8.09627351878691E-09     2.63291377120109E-04     4.86739430422814E-04     1.22136246858225E+18     1.48920000000000E+04
     5.20356616129881E-01     1.13988698610463E-01     2.02091210330313E-05     4.16466085096735E-07     1.57312181372914E-04     7.72041327866689E-04     8.09642849743928E-09     2.63284585850066E-04     4.86728221363694E-04     1.22151339453691E+18     1.48940000000000E+04
     5.20334508025273E-01     1.13994229294707E-01     2.02095101969083E-05     4.16490645661731E-07     1.57314801773716E-04     7.72056294286743E-04     8.09658340934126E-09     2.63277794385524E-04     4.86717012128026E-04     1.22166431701362E+18     1.48960000000000E+04
     5.20312400430262E-01     1.13999759851578E-01     2.02098992146706E-05     4.16515209985261E-07     1.57317422387193E-04     7.72071261009450E-04     8.09673825358837E-09     2.63271002724589E-04     4.86705802715846E-04     1.22181523601232E+18     1.48980000000000E+04
     5.20290293344855E-01     1.14005290281072E-01     2.02102880839466E-05     4.16539778128515E-07     1.57320043217268E-04     7.72086228035076E-04     8.09689302926946E-09     2.63264210865350E-04     4.86694593127189E-04     1.22196615153295E+18     1.49000000000000E+04
     5.20268186769061E-01     1.14010820583188E-01     2.02106768023452E-05     4.16564350153330E-07     1.57322664267898E-04     7.72101195363884E-04     8.09704773546668E-09     2.63257418805877E-04     4.86683383362095E-04     1.22211706357545E+18     1.49020000000000E+04
     5.20246080702887E-01     1.14016350757924E-01     2.02110653674554E-05     4.16588926122185E-07     1.57325285543078E-04     7.72116162996136E-04     8.09720237125544E-09     2.63250626544225E-04     4.86672173420600E-04     1.22226797213977E+18     1.49040000000000E+04
     5.20223975146340E-01     1.14021880805277E-01     2.02114537768465E-05     4.16613506098209E-07     1.57327907046839E-04     7.72131130932096E-04     8.09735693570443E-09     2.63243834078429E-04     4.86660963302744E-04     1.22241887722584E+18     1.49060000000000E+04
     5.20201870099428E-01     1.14027410725246E-01     2.02118420280681E-05     4.16638090145181E-07     1.57330528783248E-04     7.72146099172024E-04     8.09751142787554E-09     2.63237041406508E-04     4.86649753008567E-04     1.22256977883361E+18     1.49080000000000E+04
     5.20179765562159E-01     1.14032940517828E-01     2.02122301186499E-05     4.16662678327534E-07     1.57333150756409E-04     7.72161067716181E-04     8.09766584682388E-09     2.63230248526463E-04     4.86638542538111E-04     1.22272067696302E+18     1.49100000000000E+04
     5.20157661534540E-01     1.14038470183021E-01     2.02126180461016E-05     4.16687270710356E-07     1.57335772970464E-04     7.72176036564825E-04     8.09782019159774E-09     2.63223455436279E-04     4.86627331891417E-04     1.22287157161402E+18     1.49120000000000E+04
