               Y_n               Y_p             Y_he4             Y_c12            Y_ne20            Y_ne23            Y_na23            Y_mg23             E_nuc              Time
     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     1.15943848111306E-02     3.18856151888694E-02     0.00000000000000E+00     2.28878243178158E+16     7.60000000000000E+01
     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     1.14041570227182E-02     3.20758429772818E-02     0.00000000000000E+00     2.33169653920901E+16     7.80000000000000E+01
     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     1.12170502805969E-02     3.22629497194031E-02     0.00000000000000E+00     2.37390655962086E+16     8.00000000000000E+01
     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     1.10330133780983E-02     3.24469866219017E-02     0.00000000000000E+00     2.41542404489646E+16     8.20000000000000E+01
     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     1.08519959486657E-02     3.26280040513343E-02     0.00000000000000E+00     2.45626035739173E+16     8.40000000000000E+01
     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     1.06739484521571E-02     3.28060515478429E-02     0.00000000000000E+00     2.49642667302894E+16     8.60000000000000E+01
     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     1.04988221612373E-02     3.29811778387627E-02     0.00000000000000E+00     2.53593398436666E+16     8.80000000000000E+01
     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     1.03265691480023E-02     3.31534308519977E-02     0.00000000000000E+00     2.57479310361707E+16     9.00000000000000E+01
     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     1.01571422708684E-02     3.33228577291316E-02     0.00000000000000E+00     2.61301466560386E+16     9.20000000000000E+01
     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     9.99049516175020E-03     3.34895048382498E-02     0.00000000000000E+00     2.65060913065466E+16     9.40000000000000E+01
     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     9.82658221332552E-03     3.36534177866745E-02     0.00000000000000E+00     2.68758678747410E+16     9.60000000000000E+01
     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     9.66535856651508E-03     3.38146414334849E-02     0.00000000000000E+00     2.72395775596823E+16     9.80000000000000E+01
     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     9.50678009821297E-03     3.39732199017870E-02     0.00000000000000E+00     2.75973199001249E+16     1.00000000000000E+02
     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     9.35080340928405E-03     3.41291965907159E-02     0.00000000000000E+00     2.79491928015936E+16     1.02000000000000E+02
     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     9.19738581264469E-03     3.42826141873553E-02     0.00000000000000E+00     2.82952925632730E+16     1.04000000000000E+02
     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     9.04648532154336E-03     3.44335146784566E-02     0.00000000000000E+00     2.86357139044458E+16     1.06000000000000E+02
     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     8.89806063807861E-03     3.45819393619214E-02     0.00000000000000E+00     2.89705499903951E+16     1.08000000000000E+02
     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     8.75207114196340E-03     3.47279288580366E-02     0.00000000000000E+00     2.92998924577520E+16     1.10000000000000E+02
     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     8.60847687936971E-03     3.48715231206303E-02     0.00000000000000E+00     2.96238314396605E+16     1.12000000000000E+02
     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     8.46723855195856E-03     3.50127614480414E-02     0.00000000000000E+00     2.99424555905256E+16     1.14000000000000E+02
     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     8.32831750613509E-03     3.51516824938649E-02     0.00000000000000E+00     3.02558521102533E+16     1.16000000000000E+02
     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     8.19167572253058E-03     3.52883242774694E-02     0.00000000000000E+00     3.05641067679777E+16     1.18000000000000E+02
     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     8.05727580556216E-03     3.54227241944378E-02     0.00000000000000E+00     3.08673039256143E+16     1.20000000000000E+02
     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     7.92508097316430E-03     3.55549190268357E-02     0.00000000000000E+00     3.11655265610248E+16     1.22000000000000E+02
     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     7.79505504673360E-03     3.56849449532664E-02     0.00000000000000E+00     3.14588562907011E+16     1.24000000000000E+02
     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     7.66716244128281E-03     3.58128375587172E-02     0.00000000000000E+00     3.17473733919768E+16     1.26000000000000E+02
     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     7.54136815566967E-03     3.59386318443303E-02     0.00000000000000E+00     3.20311568250707E+16     1.28000000000000E+02
     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     7.41763776298506E-03     3.60623622370149E-02     0.00000000000000E+00     3.23102842547703E+16     1.30000000000000E+02
     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     7.29593740114324E-03     3.61840625988568E-02     0.00000000000000E+00     3.25848320716597E+16     1.32000000000000E+02
     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     7.17623376366487E-03     3.63037662363351E-02     0.00000000000000E+00     3.28548754129122E+16     1.34000000000000E+02
     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     7.05849409053220E-03     3.64215059094678E-02     0.00000000000000E+00     3.31204881829207E+16     1.36000000000000E+02
     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     6.94268615941361E-03     3.65373138405864E-02     0.00000000000000E+00     3.33817430730806E+16     1.38000000000000E+02
     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     6.82877827627352E-03     3.66512217237265E-02     0.00000000000000E+00     3.36387115829792E+16     1.40000000000000E+02
     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     6.71673926770189E-03     3.67632607322981E-02     0.00000000000000E+00     3.38914640377562E+16     1.42000000000000E+02
     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     6.60653847068731E-03     3.68734615293127E-02     0.00000000000000E+00     3.41400696111437E+16     1.44000000000000E+02
     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     6.49814572636822E-03     3.69818542736318E-02     0.00000000000000E+00     3.43845963393999E+16     1.46000000000000E+02
     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     6.39153136954222E-03     3.70884686304578E-02     0.00000000000000E+00     3.46251111450953E+16     1.48000000000000E+02
     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     6.28666622276850E-03     3.71933337772315E-02     0.00000000000000E+00     3.48616798506395E+16     1.50000000000000E+02
     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     6.18352158652997E-03     3.72964784134700E-02     0.00000000000000E+00     3.50943672002755E+16     1.52000000000000E+02
     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     6.08206923291297E-03     3.73979307670870E-02     0.00000000000000E+00     3.53232368742991E+16     1.54000000000000E+02
     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     5.98228139661152E-03     3.74977186033885E-02     0.00000000000000E+00     3.55483515094718E+16     1.56000000000000E+02
     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     5.88413076839221E-03     3.75958692316078E-02     0.00000000000000E+00     3.57697727135942E+16     1.58000000000000E+02
     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     5.78759048654029E-03     3.76924095134597E-02     0.00000000000000E+00     3.59875610848817E+16     1.60000000000000E+02
     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     5.69263413059866E-03     3.77873658694013E-02     0.00000000000000E+00     3.62017762261007E+16     1.62000000000000E+02
     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     5.59923571296197E-03     3.78807642870380E-02     0.00000000000000E+00     3.64124767634702E+16     1.64000000000000E+02
     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     5.50736967299776E-03     3.79726303270022E-02     0.00000000000000E+00     3.66197203600435E+16     1.66000000000000E+02
     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     5.41701086883619E-03     3.80629891311638E-02     0.00000000000000E+00     3.68235637341587E+16     1.68000000000000E+02
     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     5.32813457168316E-03     3.81518654283168E-02     0.00000000000000E+00     3.70240626723035E+16     1.70000000000000E+02
     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     5.24071645794637E-03     3.82392835420536E-02     0.00000000000000E+00     3.72212720468938E+16     1.72000000000000E+02
     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     5.15473260361313E-03     3.83252673963869E-02     0.00000000000000E+00     3.74152458288942E+16     1.74000000000000E+02
     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     5.07015947672796E-03     3.84098405232720E-02     0.00000000000000E+00     3.76060371048394E+16     1.76000000000000E+02
     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     4.98697393187693E-03     3.84930260681231E-02     0.00000000000000E+00     3.77936980892296E+16     1.78000000000000E+02
     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     4.90515320294060E-03     3.85748467970594E-02     0.00000000000000E+00     3.79782801408903E+16     1.80000000000000E+02
     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     4.82467489776047E-03     3.86553251022395E-02     0.00000000000000E+00     3.81598337750227E+16     1.82000000000000E+02
     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     4.74551699111914E-03     3.87344830088809E-02     0.00000000000000E+00     3.83384086790138E+16     1.84000000000000E+02
     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     4.66765781959326E-03     3.88123421804067E-02     0.00000000000000E+00     3.85140537240834E+16     1.86000000000000E+02
     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     4.59107607476942E-03     3.88889239252306E-02     0.00000000000000E+00     3.86868169805717E+16     1.88000000000000E+02
     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     4.51575079824317E-03     3.89642492017568E-02     0.00000000000000E+00     3.88567457292248E+16     1.90000000000000E+02
     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     4.44166137508765E-03     3.90383386249123E-02     0.00000000000000E+00     3.90238864759380E+16     1.92000000000000E+02
     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     4.36878752897626E-03     3.91112124710237E-02     0.00000000000000E+00     3.91882849627391E+16     1.94000000000000E+02
     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     4.29710931589643E-03     3.91828906841036E-02     0.00000000000000E+00     3.93499861819833E+16     1.96000000000000E+02
     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     4.22660711940298E-03     3.92533928805970E-02     0.00000000000000E+00     3.95090343870513E+16     1.98000000000000E+02
     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     4.15726164455622E-03     3.93227383554438E-02     0.00000000000000E+00     3.96654731060246E+16     2.00000000000000E+02
     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     4.08905391331577E-03     3.93909460866842E-02     0.00000000000000E+00     3.98193451520837E+16     2.02000000000000E+02
     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     4.02196525868959E-03     3.94580347413104E-02     0.00000000000000E+00     3.99706926367004E+16     2.04000000000000E+02
     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     3.95597732026445E-03     3.95240226797355E-02     0.00000000000000E+00     4.01195569797286E+16     2.06000000000000E+02
     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     3.89107203856226E-03     3.95889279614377E-02     0.00000000000000E+00     4.02659789221335E+16     2.08000000000000E+02
     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     3.82723165069685E-03     3.96527683493031E-02     0.00000000000000E+00     4.04099985357887E+16     2.10000000000000E+02
     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     3.76443868493436E-03     3.97155613150656E-02     0.00000000000000E+00     4.05516552357510E+16     2.12000000000000E+02
     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     3.70267595647032E-03     3.97773240435297E-02     0.00000000000000E+00     4.06909877897819E+16     2.14000000000000E+02
     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     3.64192656218635E-03     3.98380734378136E-02     0.00000000000000E+00     4.08280343301789E+16     2.16000000000000E+02
     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     3.58217387654658E-03     3.98978261234534E-02     0.00000000000000E+00     4.09628323630313E+16     2.18000000000000E+02
     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     3.52340154654145E-03     3.99565984534585E-02     0.00000000000000E+00     4.10954187796260E+16     2.20000000000000E+02
     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     3.46559348770240E-03     4.00144065122976E-02     0.00000000000000E+00     4.12258298654406E+16     2.22000000000000E+02
     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     3.40873387922533E-03     4.00712661207747E-02     0.00000000000000E+00     4.13541013111420E+16     2.24000000000000E+02
     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     3.35280716010009E-03     4.01271928398999E-02     0.00000000000000E+00     4.14802682213205E+16     2.26000000000000E+02
     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     3.29779802440801E-03     4.01822019755920E-02     0.00000000000000E+00     4.16043651250970E+16     2.28000000000000E+02
     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     3.24369141756182E-03     4.02363085824382E-02     0.00000000000000E+00     4.17264259846062E+16     2.30000000000000E+02
     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     3.19047253177169E-03     4.02895274682283E-02     0.00000000000000E+00     4.18464842052247E+16     2.32000000000000E+02
     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     3.13812680239219E-03     4.03418731976078E-02     0.00000000000000E+00     4.19645726438113E+16     2.34000000000000E+02
     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     3.08663990355062E-03     4.03933600964494E-02     0.00000000000000E+00     4.20807236185699E+16     2.36000000000000E+02
     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     3.03599774459860E-03     4.04440022554014E-02     0.00000000000000E+00     4.21949689170539E+16     2.38000000000000E+02
     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     2.98618646589645E-03     4.04938135341035E-02     0.00000000000000E+00     4.23073398056766E+16     2.40000000000000E+02
     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     2.93719243536685E-03     4.05428075646331E-02     0.00000000000000E+00     4.24178670374859E+16     2.42000000000000E+02
     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     2.88900224442965E-03     4.05909977555703E-02     0.00000000000000E+00     4.25265808613348E+16     2.44000000000000E+02
     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     2.84160270465465E-03     4.06383972953453E-02     0.00000000000000E+00     4.26335110294334E+16     2.46000000000000E+02
     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     2.79498084384166E-03     4.06850191561583E-02     0.00000000000000E+00     4.27386868061911E+16     2.48000000000000E+02
     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     0.00000000000000E+00     2.74912390276945E-03     4.07308760972305E-02     0.00000000000000E+00     4.28421369755514E+16     2.50000000000000E+02
