# Halflife evaluation table: halflife2020 
#
#
#
==A==                    ==Z==            ======tau===== 
 17                        9                                64.37 
 17                       10                               0.1092 
 18                        6                                0.092 
 18                        7                   0.6192000000000001 
 18                        8            stable                    
 18                        9                              6584.04 
 18                       10                               1.6642 
 18                       11                              1.3e-21 
 19                        5                              0.00292 
 19                        6                               0.0462 
 19                        7                                0.336 
 19                        8                                26.47 
 19                        9            stable                    
 19                       10                              17.2569 
 19                       11                                1e-18 
 19                       12                                5e-12 
 20                        5                9.123999999999998e-22 
 20                        6                                0.016 
 20                        7                                0.136 
 20                        8                                13.51 
 20                        9                              11.0062 
 20                       10            stable                    
 20                       11                               0.4479 
 20                       12                  0.09040000000000001 
 21                        5                              7.6e-22 
 21                        7                  0.08500000000000001 
 21                        8                                 3.42 
 21                        9                                4.158 
 21                       10            stable                    
 21                       11                               22.455 
 21                       12                                 0.12 
 22                        6                 0.006200000000000001 
 22                        7                                0.023 
 22                        8                                 2.25 
 22                        9                                 4.23 
 22                       10            stable                    
 22                       11                    82107965.75940001 
 22                       12                               3.8745 
 22                       13                               0.0911 
 22                       14                               0.0287 
 23                        7                               0.0139 
 23                        8                                0.097 
 23                        9                                 2.23 
 23                       10                                37.15 
 23                       11            stable                    
 23                       12                              11.3039 
 23                       13                                0.446 
 23                       14                               0.0423 
 24                        8                  0.07740000000000001 
 24                        9                                0.384 
 24                       10                                202.8 
 24                       11                              53841.6 
 24                       12            stable                    
 24                       13                                2.053 
 24                       14                               0.1432 
 25                        8                5.179999999999999e-21 
 25                        9                                 0.08 
 25                       10                                0.602 
 25                       11                                 59.1 
 25                       12            stable                    
 25                       13                               7.1666 
 25                       14                               0.2206 
 26                        8                              4.2e-12 
 26                        9                 0.008199999999999999 
 26                       10                                0.197 
 26                       11                              1.07128 
 26                       12            stable                    
 26                       13                       22626315942000 
 26                       14                               2.2453 
 26                       15                               0.0436 
 27                        9                                0.005 
 27                       10                               0.0309 
 27                       11                                0.301 
 27                       12                                566.1 
 27                       13            stable                    
 27                       14                                4.117 
 27                       15                                 0.26 
 27                       16                               0.0163 
 28                        9                              4.6e-20 
 28                       10                               0.0188 
 28                       11                               0.0331 
 28                       12                                75294 
 28                       13                                134.7 
 28                       14            stable                    
 28                       15                               0.2703 
 28                       16                                0.125 
 29                        9                               0.0025 
 29                       10                               0.0147 
 29                       11                               0.0432 
 29                       12                                  1.3 
 29                       13                                393.6 
 29                       14            stable                    
 29                       15                                4.102 
 29                       16                                0.188 
 29                       17                              5.4e-21 
 30                       10                              0.00722 
 30                       11                               0.0459 
 30                       12                                0.317 
 30                       13                                 3.62 
 30                       14            stable                    
 30                       15                                  150 
 30                       16                               1.1798 
 30                       18                9.999999999999999e-12 
 31                        9                                0.002 
 31                       10                               0.0034 
 31                       11                               0.0168 
 31                       12                                 0.27 
 31                       13                                0.644 
 31                       14                               9429.6 
 31                       15            stable                    
 31                       16                               2.5534 
 31                       17                                 0.19 
 31                       18                                0.015 
 31                       19                9.999999999999999e-12 
 32                       10                               0.0035 
 32                       11                               0.0129 
 32                       12                  0.08040000000000001 
 32                       13                               0.0326 
 32                       14                           4954437382 
 32                       15                            1232841.6 
 32                       16            stable                    
 32                       17                                0.298 
 32                       18                                0.098 
 33                       11                 0.008199999999999999 
 33                       12                                0.092 
 33                       13                              0.04146 
 33                       14                                 6.18 
 33                       15                              2190240 
 33                       16            stable                    
 33                       17                               2.5038 
 33                       18                                0.173 
 34                       10                                0.002 
 34                       11                               0.0055 
 34                       12                               0.0449 
 34                       13                              0.05373 
 34                       14                                 2.77 
 34                       15                                12.43 
 34                       16            stable                    
 34                       17                               1.5267 
 34                       18                   0.8464600000000001 
 35                       11                               0.0015 
 35                       12                               0.0113 
 35                       13                              0.03816 
 35                       14                                 0.78 
 35                       15                                 47.3 
 35                       16                              7548768 
 35                       17            stable                    
 35                       18                               1.7756 
 35                       19                               0.1752 
 35                       20                               0.0257 
 36                       12                               0.0039 
 36                       13                                 0.09 
 36                       14                                0.503 
 36                       15                                  5.6 
 36                       16            stable                    
 36                       17                        9508101803800 
 36                       18            stable                    
 36                       19                                0.341 
 36                       20                               0.1009 
 37                       11                                0.001 
 37                       12                                0.008 
 37                       13                               0.0114 
 37                       14                                0.141 
 37                       15                                 2.31 
 37                       16                                  303 
 37                       17            stable                    
 37                       18                            3024950.4 
 37                       19                              1.23651 
 37                       20                                0.181 
 38                       12                                0.002 
 38                       13                 0.009000000000000001 
 38                       14                                0.063 
 38                       15                                 0.64 
 38                       16                                10218 
 38                       17                               2233.8 
 38                       18            stable                    
 38                       19                               459.06 
 38                       20                               0.4437 
 39                       11                                0.001 
 39                       13                               0.0076 
 39                       14                               0.0412 
 39                       15                                0.282 
 39                       16                                 11.5 
 39                       17                                 3372 
 39                       18                           8457256168 
 39                       19            stable                    
 39                       20                               0.8603 
 39                       22                               0.0285 
 40                       12                                0.001 
 40                       13                                 0.01 
 40                       14                               0.0312 
 40                       15                                 0.15 
 40                       16                    8.800000000000001 
 40                       17                                   81 
 40                       18            stable                    
 40                       19                     3.9383043648e+16 
 40                       20            stable                    
 40                       21                               0.1823 
 40                       22                               0.0524 
 41                       13                                0.006 
 41                       14                                 0.02 
 41                       15                                0.101 
 41                       16                                 1.99 
 41                       17                                 38.4 
 41                       18                               6576.6 
 41                       19            stable                    
 41                       20                        3136758444400 
 41                       21                   0.5962999999999999 
 41                       22                               0.0819 
 42                       13                                0.003 
 42                       14                               0.0125 
 42                       15                               0.0485 
 42                       16                                1.016 
 42                       17                                  6.8 
 42                       18                         1038222865.4 
 42                       19                                44478 
 42                       20            stable                    
 42                       21                              0.68072 
 42                       22                               0.2083 
 42                       24                               0.0133 
 43                       13                                0.004 
 43                       14                                 0.03 
 43                       15                               0.0358 
 43                       16                                0.265 
 43                       17                                 3.13 
 43                       18                                322.2 
 43                       19                                80280 
 43                       20            stable                    
 43                       21                              14007.6 
 43                       22                                0.509 
 43                       23                               0.0793 
 43                       24                               0.0211 
 44                       14                                0.004 
 44                       15                               0.0185 
 44                       16                                  0.1 
 44                       17                   0.5620000000000001 
 44                       18                    712.1999999999999 
 44                       19                               1327.8 
 44                       20            stable                    
 44                       21                             14551.56 
 44                       22                         1865014326.6 
 44                       23                                0.111 
 44                       24                               0.0428 
 45                       14                                0.004 
 45                       15                                 0.01 
 45                       16                                0.068 
 45                       17                                0.413 
 45                       18                                21.48 
 45                       19                                 1068 
 45                       20                             14049504 
 45                       21            stable                    
 45                       22                                11088 
 45                       23                                0.547 
 45                       24                               0.0609 
 45                       26                               0.0025 
 46                       15                 0.009000000000000001 
 46                       16                                 0.05 
 46                       17                                0.232 
 46                       18                                  8.4 
 46                       19                                 96.3 
 46                       20            stable                    
 46                       21                    7236604.800000001 
 46                       22            stable                    
 46                       23                              0.42262 
 46                       24                               0.2243 
 46                       25                               0.0362 
 46                       26                                0.013 
 47                       15                                0.004 
 47                       16                                0.024 
 47                       17                                0.101 
 47                       18                                 1.23 
 47                       19                                17.38 
 47                       20                             391910.4 
 47                       21                            289370.88 
 47                       22            stable                    
 47                       23                                 1956 
 47                       24                               0.4616 
 47                       25                  0.08799999999999999 
 47                       26                               0.0219 
 48                       16                                 0.01 
 48                       17                                 0.03 
 48                       18                                0.415 
 48                       19                                 6.83 
 48                       20                      1.767187856e+27 
 48                       21                               157212 
 48                       22            stable                    
 48                       23                            1380110.4 
 48                       24                                77616 
 48                       25                               0.1581 
 48                       26                               0.0453 
 48                       28                               0.0028 
 49                       16                                0.004 
 49                       17                                0.035 
 49                       18                                0.236 
 49                       19                                 1.26 
 49                       20                               523.08 
 49                       21                               3430.8 
 49                       22            stable                    
 49                       23                             28512000 
 49                       24                                 2538 
 49                       25                                0.382 
 49                       26                  0.06470000000000001 
 49                       28                               0.0075 
 50                       17                                 0.01 
 50                       18                                0.106 
 50                       19                                0.472 
 50                       20                                13.45 
 50                       21                                102.5 
 50                       22            stable                    
 50                       23                      8.551926946e+24 
 50                       24            stable                    
 50                       25                              0.28321 
 50                       26                                0.152 
 50                       27                               0.0388 
 50                       28                               0.0185 
 51                       17                                0.005 
 51                       18                                 0.03 
 51                       19                                0.365 
 51                       20                                   10 
 51                       21                                 12.4 
 51                       22                                345.6 
 51                       23            stable                    
 51                       24                            2393409.6 
 51                       25                               2748.6 
 51                       26                               0.3054 
 51                       27                               0.0688 
 51                       28                               0.0238 
 52                       17                                0.002 
 52                       18                                 0.04 
 52                       19                                 0.11 
 52                       20                                  4.6 
 52                       21                    8.199999999999999 
 52                       22                                  102 
 52                       23                               224.58 
 52                       24            stable                    
 52                       25                             483062.4 
 52                       26                                29790 
 52                       27                               0.1117 
 52                       28                               0.0418 
 53                       18                                 0.02 
 53                       19                                 0.03 
 53                       20                                0.461 
 53                       21                                  2.4 
 53                       22                                 32.7 
 53                       23                                92.58 
 53                       24            stable                    
 53                       25                      116760626200000 
 53                       26                                510.6 
 53                       27                               0.2446 
 53                       28                  0.05520000000000001 
 54                       18                                0.005 
 54                       19                                 0.01 
 54                       20                                 0.09 
 54                       21                                0.526 
 54                       22                                  2.1 
 54                       23                                 49.8 
 54                       24            stable                    
 54                       25                           26963798.4 
 54                       26            stable                    
 54                       27                              0.19327 
 54                       28                               0.1141 
 54                       30                               0.0018 
 55                       19                                 0.01 
 55                       20                                0.022 
 55                       21                                0.096 
 55                       22                                  1.3 
 55                       23                                 6.54 
 55                       24                               209.82 
 55                       25            stable                    
 55                       26                        86977199.4412 
 55                       27                    63108.00000000001 
 55                       28                               0.2039 
 55                       29                               0.0559 
 55                       30                               0.0198 
 56                       19                                0.005 
 56                       20                                0.011 
 56                       21                                0.026 
 56                       22                                  0.2 
 56                       23                                0.216 
 56                       24                                356.4 
 56                       25                    9284.039999999999 
 56                       26            stable                    
 56                       27                            6673190.4 
 56                       28                               524880 
 56                       29                               0.0808 
 56                       30                               0.0324 
 57                       19                                0.002 
 57                       20                                0.008 
 57                       21                                0.022 
 57                       22                                0.095 
 57                       23                                 0.35 
 57                       24                                 21.1 
 57                       25                    85.40000000000001 
 57                       26            stable                    
 57                       27                           23484470.4 
 57                       28                               128160 
 57                       29                               0.1964 
 57                       30                               0.0457 
 58                       19                                0.002 
 58                       20                                0.004 
 58                       21                                0.012 
 58                       22                                0.055 
 58                       23                                0.191 
 58                       24                                    7 
 58                       25                                    3 
 58                       26            stable                    
 58                       27                            6120921.6 
 58                       28            stable                    
 58                       29                                3.204 
 58                       30                  0.08600000000000001 
 59                       19                                0.001 
 59                       20                                0.005 
 59                       21                                0.012 
 59                       22                               0.0285 
 59                       23                                0.095 
 59                       24                                 1.05 
 59                       25                                 4.59 
 59                       26                              3844800 
 59                       27            stable                    
 59                       28                        2556111006000 
 59                       29                                 81.5 
 59                       30                               0.1787 
 59                       32                               0.0133 
 60                       20                                0.002 
 60                       21                                 0.01 
 60                       22                               0.0222 
 60                       23                                0.122 
 60                       24                                 0.49 
 60                       25                                 0.28 
 60                       26                       82679146120000 
 60                       27                       166349179.7164 
 60                       28            stable                    
 60                       29                                 1422 
 60                       30                                142.8 
 60                       31                  0.07240000000000001 
 60                       32                                0.021 
 61                       20                                0.001 
 61                       21                                0.007 
 61                       22                                0.015 
 61                       23                  0.04820000000000001 
 61                       24                                0.243 
 61                       25                                0.709 
 61                       26                                358.8 
 61                       27                               5936.4 
 61                       28            stable                    
 61                       29                              12034.8 
 61                       30                    89.09999999999999 
 61                       31                               0.1659 
 61                       32                  0.04070000000000001 
 62                       21                                0.002 
 62                       22                 0.009000000000000001 
 62                       23                               0.0336 
 62                       24                                0.206 
 62                       25                                0.092 
 62                       26                                   68 
 62                       27                    92.40000000000001 
 62                       28            stable                    
 62                       29                    580.3200000000001 
 62                       30                              33094.8 
 62                       31                             0.116122 
 62                       32                               0.0825 
 63                       21                                0.001 
 63                       22                                 0.01 
 63                       23                               0.0196 
 63                       24                                0.129 
 63                       25                                0.275 
 63                       26                                  6.1 
 63                       27                                 26.9 
 63                       28                         3193560911.2 
 63                       29            stable                    
 63                       30                               2308.2 
 63                       31                                 32.4 
 63                       32                               0.1536 
 63                       34                               0.0132 
 64                       22                                0.005 
 64                       23                                0.015 
 64                       24                                0.043 
 64                       25                               0.0888 
 64                       26                                    2 
 64                       27                                  0.3 
 64                       28            stable                    
 64                       29                             45721.44 
 64                       30            stable                    
 64                       31                               157.62 
 64                       32                                 63.7 
 64                       33                  0.06900000000000001 
 64                       34                               0.0226 
 65                       22                                0.001 
 65                       23                                0.014 
 65                       24                               0.0275 
 65                       25                  0.09190000000000001 
 65                       26                                0.805 
 65                       27                                 1.16 
 65                       28                                 9063 
 65                       29            stable                    
 65                       30                             21076416 
 65                       31                    907.9799999999999 
 65                       32                                 30.9 
 65                       33                               0.1303 
 65                       34                               0.0342 
 66                       23                                 0.01 
 66                       24                               0.0238 
 66                       25                               0.0638 
 66                       26                                0.467 
 66                       27                                0.194 
 66                       28                               196560 
 66                       29                                307.2 
 66                       30            stable                    
 66                       31                              33494.4 
 66                       32                    8135.999999999999 
 66                       33                  0.09576999999999999 
 66                       34                                0.054 
 67                       23                                0.008 
 67                       24                                0.011 
 67                       25                  0.04670000000000001 
 67                       26                                0.394 
 67                       27                                0.329 
 67                       28                                   21 
 67                       29                               222588 
 67                       30            stable                    
 67                       31                            281810.88 
 67                       32                                 1134 
 67                       33                                 42.5 
 67                       34                                0.133 
 67                       36                               0.0074 
 68                       24                                 0.01 
 68                       25                               0.0337 
 68                       26                                0.188 
 68                       27                                  0.2 
 68                       28                                   29 
 68                       29                                 30.9 
 68                       30            stable                    
 68                       31                              4070.52 
 68                       32                             23418720 
 68                       33                                151.6 
 68                       34                                 35.5 
 68                       36                               0.0216 
 69                       24                                0.006 
 69                       25                               0.0221 
 69                       26                                0.162 
 69                       27                                 0.18 
 69                       28                                 11.4 
 69                       29                                  171 
 69                       30                                 3384 
 69                       31            stable                    
 69                       32                               140580 
 69                       33                                  912 
 69                       34                                 27.4 
 69                       35                              2.4e-08 
 69                       36                               0.0279 
 70                       24                                0.006 
 70                       25                               0.0199 
 70                       26                               0.0614 
 70                       27                                0.508 
 70                       28                                    6 
 70                       29                                 44.5 
 70                       30            stable                    
 70                       31                               1268.4 
 70                       32            stable                    
 70                       33                                 3156 
 70                       34                                 2466 
 70                       35                               0.0788 
 70                       36                                0.045 
 71                       25                                0.016 
 71                       26                               0.0343 
 71                       27                                 0.08 
 71                       28                                 2.56 
 71                       29                                 19.4 
 71                       30                                  144 
 71                       31            stable                    
 71                       32                               987552 
 71                       33                               235080 
 71                       34                                284.4 
 71                       35                                 21.4 
 71                       36                               0.0988 
 72                       25                                0.012 
 72                       26                                0.017 
 72                       27                               0.0515 
 72                       28                                 1.57 
 72                       29                                 6.63 
 72                       30                               167400 
 72                       31                                50490 
 72                       32            stable                    
 72                       33                                93600 
 72                       34                               725760 
 72                       35                    78.59999999999999 
 72                       36                                17.16 
 72                       37                             1.03e-07 
 73                       25                                0.012 
 73                       26                               0.0129 
 73                       27                                0.042 
 73                       28                                 0.84 
 73                       29                                  4.2 
 73                       30                                 24.5 
