!26Si (0+, 2+)  -> 26Al       e-capture,     with screening effects
!GT+F    USDB       Q = 5.0691 MeV
!Experimental data are used.
!
!g/cm^3           K                 erg          erg          erg          Log(1/s)          erg/s            erg/s
!Log(rhoY)        Log(T)            mu           dQ           Vs           Log(e-cap-rate)   nu-energy-loss   gamma-energy
7.00              7.00              1.95049e-06  5.68292e-08  1.73035e-08  -6.43860e-01      1.72840e-06      1.83075e-06
7.00              7.20              1.94857e-06  5.66049e-08  1.73035e-08  -6.43350e-01      1.73058e-06      1.83103e-06
7.00              7.40              1.94584e-06  5.63005e-08  1.73035e-08  -6.42760e-01      1.73309e-06      1.83135e-06
7.00              7.60              1.94360e-06  5.58999e-08  1.73035e-08  -6.41410e-01      1.73885e-06      1.83210e-06
7.00              7.80              1.94216e-06  5.53552e-08  1.73035e-08  -6.39880e-01      1.74539e-06      1.83294e-06
7.00              8.00              1.94120e-06  5.46502e-08  1.73035e-08  -6.38740e-01      1.75039e-06      1.83357e-06
7.00              8.05              1.94104e-06  5.44259e-08  1.73035e-08  -6.38530e-01      1.75136e-06      1.83369e-06
7.00              8.10              1.94088e-06  5.42016e-08  1.73035e-08  -6.38350e-01      1.75220e-06      1.83380e-06
7.00              8.15              1.94072e-06  5.39613e-08  1.73035e-08  -6.38190e-01      1.75297e-06      1.83389e-06
7.00              8.20              1.94056e-06  5.37050e-08  1.73035e-08  -6.38040e-01      1.75375e-06      1.83398e-06
7.00              8.25              1.94040e-06  5.34166e-08  1.73035e-08  -6.37930e-01      1.75434e-06      1.83405e-06
7.00              8.30              1.94008e-06  5.31282e-08  1.73035e-08  -6.37780e-01      1.75513e-06      1.83414e-06
7.00              8.35              1.93960e-06  5.28077e-08  1.73035e-08  -6.37710e-01      1.75565e-06      1.83420e-06
7.00              8.40              1.93927e-06  5.24713e-08  1.73035e-08  -6.37540e-01      1.75661e-06      1.83431e-06
7.00              8.45              1.93863e-06  5.21188e-08  1.73035e-08  -6.37390e-01      1.75753e-06      1.83441e-06
7.00              8.50              1.93799e-06  5.17343e-08  1.73035e-08  -6.37220e-01      1.75859e-06      1.83453e-06
7.00              8.55              1.93703e-06  5.13177e-08  1.73035e-08  -6.37070e-01      1.75965e-06      1.83464e-06
7.00              8.60              1.93575e-06  5.09012e-08  1.73035e-08  -6.36810e-01      1.76128e-06      1.83482e-06
7.00              8.65              1.93447e-06  5.04365e-08  1.73035e-08  -6.36450e-01      1.76346e-06      1.83507e-06
7.00              8.70              1.93255e-06  4.99559e-08  1.73035e-08  -6.36120e-01      1.76565e-06      1.83531e-06
7.00              8.75              1.93030e-06  4.94432e-08  1.73035e-08  -6.35650e-01      1.76862e-06      1.83564e-06
7.00              8.80              1.92742e-06  4.88984e-08  1.73035e-08  -6.35050e-01      1.77238e-06      1.83605e-06
7.00              8.85              1.92373e-06  4.83216e-08  1.73035e-08  -6.34380e-01      1.77674e-06      1.83653e-06
7.00              8.90              1.91909e-06  4.77288e-08  1.73035e-08  -6.33500e-01      1.78235e-06      1.83714e-06
7.00              8.95              1.91332e-06  4.70880e-08  1.73035e-08  -6.32460e-01      1.78916e-06      1.83789e-06
7.00              9.00              1.90595e-06  4.64311e-08  1.73035e-08  -6.31200e-01      1.79746e-06      1.83880e-06
7.00              9.05              1.89666e-06  4.57261e-08  1.73035e-08  -6.29620e-01      1.80788e-06      1.83993e-06
7.00              9.10              1.88512e-06  4.49891e-08  1.73035e-08  -6.27640e-01      1.82096e-06      1.84136e-06
7.00              9.15              1.87038e-06  4.42361e-08  1.73035e-08  -6.25210e-01      1.83722e-06      1.84313e-06
7.00              9.20              1.85196e-06  4.34350e-08  1.73035e-08  -6.22240e-01      1.85736e-06      1.84531e-06
7.00              9.25              1.82856e-06  4.26019e-08  1.73035e-08  -6.18600e-01      1.88232e-06      1.84799e-06
7.00              9.30              1.79908e-06  4.17367e-08  1.73035e-08  -6.14200e-01      1.91309e-06      1.85120e-06
7.00              9.35              1.76207e-06  4.08395e-08  1.73035e-08  -6.08840e-01      1.95137e-06      1.85502e-06
7.00              9.40              1.71529e-06  3.99102e-08  1.73035e-08  -6.02310e-01      1.99901e-06      1.85935e-06
7.00              9.45              1.65681e-06  3.89649e-08  1.73035e-08  -5.94360e-01      2.05864e-06      1.86394e-06
7.00              9.50              1.58375e-06  3.79716e-08  1.73035e-08  -5.84530e-01      2.13428e-06      1.86840e-06
7.00              9.55              1.49323e-06  4.06953e-08  1.73035e-08  -5.72650e-01      2.22864e-06      1.87181e-06
7.00              9.60              1.38252e-06  4.01025e-08  1.73035e-08  -5.56710e-01      2.35782e-06      1.87463e-06
7.00              9.65              1.24986e-06  3.48313e-08  1.73035e-08  -5.34530e-01      2.54179e-06      1.87817e-06
8.00              7.00              3.88304e-06  1.22951e-07  3.57766e-08   4.91520e-01      2.78170e-05      5.02193e-06
8.00              7.20              3.88352e-06  1.22663e-07  3.57766e-08   4.90840e-01      2.77722e-05      5.01638e-06
8.00              7.40              3.88416e-06  1.22278e-07  3.57766e-08   4.89710e-01      2.76956e-05      5.00715e-06
8.00              7.60              3.88464e-06  1.21749e-07  3.57766e-08   4.88360e-01      2.76064e-05      4.99609e-06
8.00              7.80              3.88464e-06  1.21044e-07  3.57766e-08   4.87070e-01      2.75176e-05      4.98575e-06
8.00              8.00              3.88432e-06  1.20083e-07  3.57766e-08   4.86400e-01      2.74733e-05      4.98036e-06
8.00              8.05              3.88416e-06  1.19795e-07  3.57766e-08   4.86330e-01      2.74669e-05      4.97990e-06
8.00              8.10              3.88416e-06  1.19490e-07  3.57766e-08   4.86300e-01      2.74669e-05      4.97967e-06
8.00              8.15              3.88400e-06  1.19154e-07  3.57766e-08   4.86290e-01      2.74669e-05      4.97978e-06
8.00              8.20              3.88400e-06  1.18801e-07  3.57766e-08   4.86320e-01      2.74733e-05      4.98013e-06
8.00              8.25              3.88384e-06  1.18417e-07  3.57766e-08   4.86370e-01      2.74796e-05      4.98059e-06
8.00              8.30              3.88368e-06  1.18016e-07  3.57766e-08   4.86410e-01      2.74796e-05      4.98104e-06
8.00              8.35              3.88352e-06  1.17584e-07  3.57766e-08   4.86480e-01      2.74859e-05      4.98173e-06
8.00              8.40              3.88336e-06  1.17103e-07  3.57766e-08   4.86590e-01      2.74986e-05      4.98276e-06
8.00              8.45              3.88304e-06  1.16606e-07  3.57766e-08   4.86660e-01      2.75049e-05      4.98357e-06
8.00              8.50              3.88271e-06  1.16078e-07  3.57766e-08   4.86770e-01      2.75176e-05      4.98472e-06
8.00              8.55              3.88239e-06  1.15501e-07  3.57766e-08   4.86910e-01      2.75303e-05      4.98609e-06
8.00              8.60              3.88191e-06  1.14892e-07  3.57766e-08   4.87080e-01      2.75429e-05      4.98782e-06
8.00              8.65              3.88111e-06  1.14235e-07  3.57766e-08   4.87230e-01      2.75620e-05      4.98942e-06
8.00              8.70              3.88031e-06  1.13530e-07  3.57766e-08   4.87450e-01      2.75810e-05      4.99172e-06
8.00              8.75              3.87919e-06  1.12793e-07  3.57766e-08   4.87710e-01      2.76064e-05      4.99437e-06
8.00              8.80              3.87791e-06  1.12008e-07  3.57766e-08   4.88030e-01      2.76382e-05      4.99759e-06
8.00              8.85              3.87615e-06  1.11159e-07  3.57766e-08   4.88380e-01      2.76765e-05      5.00139e-06
8.00              8.90              3.87406e-06  1.10262e-07  3.57766e-08   4.88830e-01      2.77211e-05      5.00599e-06
8.00              8.95              3.87134e-06  1.09317e-07  3.57766e-08   4.89370e-01      2.77722e-05      5.01165e-06
8.00              9.00              3.86797e-06  1.08323e-07  3.57766e-08   4.90040e-01      2.78362e-05      5.01869e-06
8.00              9.05              3.86381e-06  1.07250e-07  3.57766e-08   4.90850e-01      2.79197e-05      5.02725e-06
8.00              9.10              3.85836e-06  1.06128e-07  3.57766e-08   4.91860e-01      2.80227e-05      5.03791e-06
8.00              9.15              3.85179e-06  1.04943e-07  3.57766e-08   4.93100e-01      2.81456e-05      5.05115e-06
8.00              9.20              3.84330e-06  1.03693e-07  3.57766e-08   4.94650e-01      2.83081e-05      5.06769e-06
8.00              9.25              3.83257e-06  1.02363e-07  3.57766e-08   4.96540e-01      2.84977e-05      5.08827e-06
8.00              9.30              3.81927e-06  1.00985e-07  3.57766e-08   4.98870e-01      2.87416e-05      5.11423e-06
8.00              9.35              3.80229e-06  9.95272e-08  3.57766e-08   5.01760e-01      2.90476e-05      5.14767e-06
8.00              9.40              3.78114e-06  9.80051e-08  3.57766e-08   5.05340e-01      2.94314e-05      5.19219e-06
8.00              9.45              3.75438e-06  9.64030e-08  3.57766e-08   5.09730e-01      2.99096e-05      5.25279e-06
8.00              9.50              3.72073e-06  9.47207e-08  3.57766e-08   5.15140e-01      3.05078e-05      5.33839e-06
