!17F (5/2+, 1/2+) -> 17O    e-capture   with screening effects
!USDB ,    Q (17F-17O) =2.7604 MeV 
! Experimental energies and B(GT) are used.
!
!g/cm^3           K                 erg          erg          erg          Log(1/s)          erg/s            erg/s
!Log(rhoY)        Log(T)            mu           dQ           Vs           Log(e-cap-rate)   nu-energy-loss   gamma-energy
7.00              7.00              1.95658e-06  4.14323e-08  1.11191e-08  -1.26090e+00      2.83453e-07      9.74340e-24
7.00              7.20              1.95482e-06  4.11599e-08  1.11191e-08  -1.27220e+00      2.75709e-07      9.49971e-24
7.00              7.40              1.95209e-06  4.08074e-08  1.11191e-08  -1.27960e+00      2.70739e-07      9.34782e-24
7.00              7.60              1.94985e-06  4.03268e-08  1.11191e-08  -1.28080e+00      2.69954e-07      9.32632e-24
7.00              7.80              1.94825e-06  3.96859e-08  1.11191e-08  -1.28000e+00      2.70539e-07      9.32632e-24
7.00              8.00              1.94745e-06  3.88688e-08  1.11191e-08  -1.27920e+00      2.71126e-07      9.34782e-24
7.00              8.05              1.94729e-06  3.86125e-08  1.11191e-08  -1.27900e+00      2.71257e-07      9.34782e-24
7.00              8.10              1.94713e-06  3.83561e-08  1.11191e-08  -1.27890e+00      2.71375e-07      9.36937e-24
7.00              8.15              1.94697e-06  3.80837e-08  1.11191e-08  -1.27870e+00      2.71507e-07      9.41262e-24
7.00              8.20              1.94680e-06  3.77953e-08  1.11191e-08  -1.27850e+00      2.71650e-07      1.43453e-23
7.00              8.25              1.94648e-06  3.74749e-08  1.11191e-08  -1.27840e+00      2.71776e-07      2.64673e-22
7.00              8.30              1.94632e-06  3.71545e-08  1.11191e-08  -1.27820e+00      2.71951e-07      8.60420e-21
7.00              8.35              1.94584e-06  3.68020e-08  1.11191e-08  -1.27810e+00      2.72089e-07      1.98477e-19
7.00              8.40              1.94536e-06  3.64335e-08  1.11191e-08  -1.27780e+00      2.72308e-07      3.23378e-18
7.00              8.45              1.94488e-06  3.60330e-08  1.11191e-08  -1.27760e+00      2.72540e-07      3.88786e-17
7.00              8.50              1.94408e-06  3.56324e-08  1.11191e-08  -1.27730e+00      2.72804e-07      3.57528e-16
7.00              8.55              1.94312e-06  3.51838e-08  1.11191e-08  -1.27710e+00      2.73093e-07      2.58470e-15
7.00              8.60              1.94200e-06  3.47352e-08  1.11191e-08  -1.27670e+00      2.73502e-07      1.50699e-14
7.00              8.65              1.94056e-06  3.42545e-08  1.11191e-08  -1.27610e+00      2.74025e-07      7.25956e-14
7.00              8.70              1.93879e-06  3.37418e-08  1.11191e-08  -1.27560e+00      2.74594e-07      2.94517e-13
7.00              8.75              1.93639e-06  3.32131e-08  1.11191e-08  -1.27490e+00      2.75334e-07      1.02568e-12
7.00              8.80              1.93351e-06  3.26684e-08  1.11191e-08  -1.27390e+00      2.76268e-07      3.12831e-12
7.00              8.85              1.92982e-06  3.20916e-08  1.11191e-08  -1.27290e+00      2.77383e-07      8.43549e-12
7.00              8.90              1.92534e-06  3.14828e-08  1.11191e-08  -1.27150e+00      2.78805e-07      2.04649e-11
7.00              8.95              1.91941e-06  3.08579e-08  1.11191e-08  -1.26980e+00      2.80550e-07      4.51139e-11
7.00              9.00              1.91204e-06  3.02010e-08  1.11191e-08  -1.26770e+00      2.82709e-07      9.13925e-11
7.00              9.05              1.90291e-06  2.95281e-08  1.11191e-08  -1.26510e+00      2.85444e-07      1.71597e-10
7.00              9.10              1.89121e-06  2.88392e-08  1.11191e-08  -1.26180e+00      2.88909e-07      3.01308e-10
7.00              9.15              1.87663e-06  2.81182e-08  1.11191e-08  -1.25770e+00      2.93258e-07      4.98437e-10
7.00              9.20              1.85804e-06  2.90475e-08  1.11191e-08  -1.25290e+00      2.98435e-07      7.81647e-10
7.00              9.25              1.83481e-06  2.84867e-08  1.11191e-08  -1.24670e+00      3.05232e-07      1.17034e-09
7.00              9.30              1.80533e-06  2.58271e-08  1.11191e-08  -1.23880e+00      3.14087e-07      1.68271e-09
7.00              9.35              1.76816e-06  2.50100e-08  1.11191e-08  -1.22960e+00      3.24781e-07      2.33190e-09
7.00              9.40              1.72154e-06  2.41768e-08  1.11191e-08  -1.21850e+00      3.38166e-07      3.13192e-09
7.00              9.45              1.66306e-06  2.33117e-08  1.11191e-08  -1.20510e+00      3.54969e-07      4.09648e-09
7.00              9.50              1.59000e-06  2.24625e-08  1.11191e-08  -1.18910e+00      3.76245e-07      5.24095e-09
7.00              9.55              1.49948e-06  2.15973e-08  1.11191e-08  -1.16980e+00      4.03469e-07      6.59190e-09
7.00              9.60              1.38861e-06  2.07482e-08  1.11191e-08  -1.14590e+00      4.39249e-07      8.20371e-09
7.00              9.65              1.25611e-06  1.98990e-08  1.11191e-08  -1.11540e+00      4.88057e-07      1.01862e-08
8.00              7.00              3.89585e-06  8.99302e-08  2.29912e-08  -8.52460e-02      5.45055e-06      1.46120e-22
8.00              7.20              3.89633e-06  8.95777e-08  2.29912e-08  -8.51790e-02      5.45168e-06      1.46120e-22
8.00              7.40              3.89697e-06  8.90970e-08  2.29912e-08  -8.49400e-02      5.45532e-06      1.46120e-22
8.00              7.60              3.89745e-06  8.84562e-08  2.29912e-08  -8.45070e-02      5.46186e-06      1.46457e-22
8.00              7.80              3.89745e-06  8.76070e-08  2.29912e-08  -8.45730e-02      5.46148e-06      1.46457e-22
