!21Mg (5/2+, 1/2+, 3/2+, 9/2+) -> 21Na,   e-capture,  with screening effects
!USDB   GT+Fermi     Q(21Mg-21Na) =13.0974 MeV
!Experimental data are usded.
!
!g/cm^3           K                 erg          erg          erg          Log(1/s)          erg/s            erg/s
!Log(rhoY)        Log(T)            mu           dQ           Vs           Log(e-cap-rate)   nu-energy-loss   gamma-energy
7.00              7.00              1.95289e-06  5.09492e-08  1.48362e-08  -3.68090e-01      4.54214e-06      4.74964e-06
7.00              7.20              1.95113e-06  5.07249e-08  1.48362e-08  -3.70380e-01      4.51763e-06      4.72433e-06
7.00              7.40              1.94841e-06  5.04045e-08  1.48362e-08  -3.71190e-01      4.50921e-06      4.71553e-06
7.00              7.60              1.94600e-06  4.99719e-08  1.48362e-08  -3.70130e-01      4.52054e-06      4.72727e-06
7.00              7.80              1.94456e-06  4.93951e-08  1.48362e-08  -3.68610e-01      4.53702e-06      4.74417e-06
7.00              8.00              1.94376e-06  4.86421e-08  1.48362e-08  -3.67560e-01      4.54842e-06      4.75587e-06
7.00              8.05              1.94360e-06  4.84178e-08  1.48362e-08  -3.67380e-01      4.55051e-06      4.75796e-06
7.00              8.10              1.94344e-06  4.81775e-08  1.48362e-08  -3.67220e-01      4.55229e-06      4.75971e-06
7.00              8.15              1.94328e-06  4.79211e-08  1.48362e-08  -3.67090e-01      4.55387e-06      4.76135e-06
7.00              8.20              1.94296e-06  4.76487e-08  1.48362e-08  -3.66950e-01      4.55555e-06      4.76300e-06
7.00              8.25              1.94280e-06  4.73603e-08  1.48362e-08  -3.66860e-01      4.55670e-06      4.76399e-06
7.00              8.30              1.94248e-06  4.70559e-08  1.48362e-08  -3.66730e-01      4.55827e-06      4.76563e-06
7.00              8.35              1.94216e-06  4.67195e-08  1.48362e-08  -3.66670e-01      4.55922e-06      4.76640e-06
7.00              8.40              1.94168e-06  4.63670e-08  1.48362e-08  -3.66530e-01      4.56111e-06      4.76816e-06
7.00              8.45              1.94120e-06  4.59985e-08  1.48362e-08  -3.66400e-01      4.56279e-06      4.76980e-06
7.00              8.50              1.94040e-06  4.55979e-08  1.48362e-08  -3.66270e-01      4.56479e-06      4.77145e-06
7.00              8.55              1.93943e-06  4.51814e-08  1.48362e-08  -3.66150e-01      4.56657e-06      4.77310e-06
7.00              8.60              1.93831e-06  4.47328e-08  1.48362e-08  -3.65940e-01      4.56952e-06      4.77585e-06
7.00              8.65              1.93687e-06  4.42681e-08  1.48362e-08  -3.65640e-01      4.57373e-06      4.77970e-06
7.00              8.70              1.93495e-06  4.37715e-08  1.48362e-08  -3.65380e-01      4.57752e-06      4.78322e-06
7.00              8.75              1.93271e-06  4.32588e-08  1.48362e-08  -3.65000e-01      4.58301e-06      4.78829e-06
7.00              8.80              1.92982e-06  4.26980e-08  1.48362e-08  -3.64520e-01      4.58987e-06      4.79480e-06
7.00              8.85              1.92614e-06  4.21212e-08  1.48362e-08  -3.63990e-01      4.59770e-06      4.80209e-06
7.00              8.90              1.92165e-06  4.15124e-08  1.48362e-08  -3.63290e-01      4.60798e-06      4.81161e-06
7.00              8.95              1.91572e-06  4.08875e-08  1.48362e-08  -3.62460e-01      4.62020e-06      4.82303e-06
7.00              9.00              1.90835e-06  4.02146e-08  1.48362e-08  -3.61470e-01      4.63501e-06      4.83683e-06
7.00              9.05              1.89922e-06  3.95257e-08  1.48362e-08  -3.60220e-01      4.65372e-06      4.85401e-06
7.00              9.10              1.88752e-06  3.87887e-08  1.48362e-08  -3.58650e-01      4.67736e-06      4.87574e-06
7.00              9.15              1.87294e-06  3.80357e-08  1.48362e-08  -3.56700e-01      4.70653e-06      4.90253e-06
7.00              9.20              1.85436e-06  3.72506e-08  1.48362e-08  -3.54300e-01      4.74275e-06      4.93538e-06
7.00              9.25              1.83097e-06  3.64335e-08  1.48362e-08  -3.51370e-01      4.78741e-06      4.97566e-06
7.00              9.30              1.80149e-06  3.56004e-08  1.48362e-08  -3.47830e-01      4.84229e-06      5.02459e-06
7.00              9.35              1.76448e-06  3.47352e-08  1.48362e-08  -3.43480e-01      4.91033e-06      5.08488e-06
7.00              9.40              1.71785e-06  3.38380e-08  1.48362e-08  -3.38190e-01      4.99460e-06      5.15882e-06
7.00              9.45              1.65921e-06  3.58888e-08  1.48362e-08  -3.32000e-01      5.09542e-06      5.24627e-06
7.00              9.50              1.58632e-06  3.19634e-08  1.48362e-08  -3.23690e-01      5.23251e-06      5.36488e-06
7.00              9.55              1.49563e-06  3.09861e-08  1.48362e-08  -3.13560e-01      5.40332e-06      5.51163e-06
7.00              9.60              1.38492e-06  2.99607e-08  1.48362e-08  -3.00170e-01      5.63236e-06      5.70861e-06
7.00              9.65              1.25242e-06  2.89193e-08  1.48362e-08  -2.81520e-01      5.95649e-06      5.98922e-06
8.00              7.00              3.88816e-06  1.10342e-07  3.06657e-08   7.40070e-01      6.38132e-05      6.32718e-05
8.00              7.20              3.88864e-06  1.10037e-07  3.06657e-08   7.40000e-01      6.37985e-05      6.32573e-05
8.00              7.40              3.88928e-06  1.09621e-07  3.06657e-08   7.39630e-01      6.37398e-05      6.32136e-05
8.00              7.60              3.88976e-06  1.09060e-07  3.06657e-08   7.38830e-01      6.36225e-05      6.30972e-05
8.00              7.80              3.88976e-06  1.08307e-07  3.06657e-08   7.37750e-01      6.34615e-05      6.29376e-05
8.00              8.00              3.88944e-06  1.07282e-07  3.06657e-08   7.36990e-01      6.33447e-05      6.28218e-05
8.00              8.05              3.88928e-06  1.06977e-07  3.06657e-08   7.36890e-01      6.33301e-05      6.28073e-05
8.00              8.10              3.88928e-06  1.06657e-07  3.06657e-08   7.36830e-01      6.33301e-05      6.27929e-05
8.00              8.15              3.88912e-06  1.06304e-07  3.06657e-08   7.36810e-01      6.33156e-05      6.27929e-05
8.00              8.20              3.88912e-06  1.05920e-07  3.06657e-08   7.36820e-01      6.33301e-05      6.27929e-05
8.00              8.25              3.88896e-06  1.05519e-07  3.06657e-08   7.36860e-01      6.33301e-05      6.28073e-05
8.00              8.30              3.88880e-06  1.05087e-07  3.06657e-08   7.36890e-01      6.33447e-05      6.28073e-05
8.00              8.35              3.88864e-06  1.04638e-07  3.06657e-08   7.36950e-01      6.33593e-05      6.28218e-05
8.00              8.40              3.88848e-06  1.04141e-07  3.06657e-08   7.37040e-01      6.33739e-05      6.28363e-05
8.00              8.45              3.88816e-06  1.03613e-07  3.06657e-08   7.37100e-01      6.33885e-05      6.28507e-05
8.00              8.50              3.88784e-06  1.03052e-07  3.06657e-08   7.37200e-01      6.34031e-05      6.28652e-05
8.00              8.55              3.88752e-06  1.02459e-07  3.06657e-08   7.37310e-01      6.34177e-05      6.28797e-05
8.00              8.60              3.88688e-06  1.01818e-07  3.06657e-08   7.37460e-01      6.34469e-05      6.29087e-05
8.00              8.65              3.88624e-06  1.01129e-07  3.06657e-08   7.37580e-01      6.34761e-05      6.29231e-05
8.00              8.70              3.88544e-06  1.00408e-07  3.06657e-08   7.37770e-01      6.35200e-05      6.29521e-05
8.00              8.75              3.88432e-06  9.96394e-08  3.06657e-08   7.37980e-01      6.35639e-05      6.29956e-05
8.00              8.80              3.88304e-06  9.88223e-08  3.06657e-08   7.38240e-01      6.36225e-05      6.30392e-05
8.00              8.85              3.88127e-06  9.79571e-08  3.06657e-08   7.38530e-01      6.36811e-05      6.30972e-05
8.00              8.90              3.87919e-06  9.70278e-08  3.06657e-08   7.38890e-01      6.37544e-05      6.31699e-05
8.00              8.95              3.87647e-06  9.60665e-08  3.06657e-08   7.39330e-01      6.38426e-05      6.32427e-05
