!22Ne (0+, 2+) -> 22F,  e-capture,  with screening effects
!USDB   GT     Q(22Ne-22F) = -10.818 MeV
!Experimental data are used.
!
!g/cm^3           K                 erg          erg          erg          Log(1/s)          erg/s            erg/s
!Log(rhoY)        Log(T)            mu           dQ           Vs           Log(e-cap-rate)   nu-energy-loss   gamma-energy
7.00              7.00              1.95546e-06  4.47167e-08  1.23528e-08  -5.00000e+02      0.00000e+00      0.00000e+00
7.00              7.20              1.95353e-06  4.44604e-08  1.23528e-08  -5.00000e+02      0.00000e+00      0.00000e+00
7.00              7.40              1.95081e-06  4.41239e-08  1.23528e-08  -5.00000e+02      0.00000e+00      0.00000e+00
7.00              7.60              1.94857e-06  4.36593e-08  1.23528e-08  -5.00000e+02      0.00000e+00      0.00000e+00
7.00              7.80              1.94713e-06  4.30505e-08  1.23528e-08  -5.00000e+02      0.00000e+00      0.00000e+00
7.00              8.00              1.94616e-06  4.22494e-08  1.23528e-08  -5.00000e+02      0.00000e+00      0.00000e+00
7.00              8.05              1.94600e-06  4.20091e-08  1.23528e-08  -5.00000e+02      0.00000e+00      0.00000e+00
7.00              8.10              1.94584e-06  4.17527e-08  1.23528e-08  -5.00000e+02      0.00000e+00      0.00000e+00
7.00              8.15              1.94568e-06  4.14804e-08  1.23528e-08  -5.00000e+02      0.00000e+00      0.00000e+00
7.00              8.20              1.94552e-06  4.11920e-08  1.23528e-08  -5.00000e+02      0.00000e+00      0.00000e+00
7.00              8.25              1.94520e-06  4.08875e-08  1.23528e-08  -2.96780e+02     1.18771e-304     1.88239e-304
7.00              8.30              1.94504e-06  4.05671e-08  1.23528e-08  -2.65160e+02     5.68474e-273     8.02990e-273
7.00              8.35              1.94456e-06  4.02307e-08  1.23528e-08  -2.36960e+02     1.01091e-244     1.27265e-244
7.00              8.40              1.94424e-06  3.98622e-08  1.23528e-08  -2.11810e+02     1.60218e-219     1.79767e-219
7.00              8.45              1.94360e-06  3.94776e-08  1.23528e-08  -1.89380e+02     4.83850e-197     4.72836e-197
7.00              8.50              1.94296e-06  3.90771e-08  1.23528e-08  -1.69380e+02     5.42888e-177     4.83850e-177
7.00              8.55              1.94184e-06  3.86445e-08  1.23528e-08  -1.51530e+02     4.31231e-159     3.34742e-159
7.00              8.60              1.94072e-06  3.81959e-08  1.23528e-08  -1.35610e+02     4.02449e-143     2.78426e-143
7.00              8.65              1.93943e-06  3.77152e-08  1.23528e-08  -1.21410e+02     7.32336e-129     4.51555e-129
7.00              8.70              1.93751e-06  3.72025e-08  1.23528e-08  -1.08730e+02     3.84335e-116     2.11208e-116
7.00              8.75              1.93527e-06  3.66738e-08  1.23528e-08  -9.74250e+01     8.82491e-105     4.30240e-105
7.00              8.80              1.93239e-06  3.61291e-08  1.23528e-08  -8.73280e+01      1.24082e-94      5.39151e-95
7.00              8.85              1.92870e-06  3.55363e-08  1.23528e-08  -7.83160e+01      1.43123e-85      5.54256e-86
7.00              8.90              1.92405e-06  3.49435e-08  1.23528e-08  -7.02690e+01      1.79354e-77      6.17604e-78
7.00              8.95              1.91829e-06  3.43026e-08  1.23528e-08  -6.30830e+01      3.09535e-70      9.47786e-71
7.00              9.00              1.91092e-06  3.36457e-08  1.23528e-08  -5.66640e+01      9.13504e-64      2.48720e-64
