!28Mg (0+, 2+) -> 28Na,  e-capture,  with screening effects
!USDB   Q=-14.030 MeV
!Exp. energies, B(GT)
!g/cm^3           K                 erg          erg          erg          Log(1/s)          erg/s            erg/s
!Log(rhoY)        Log(T)            mu           dQ           Vs           Log(e-cap-rate)   nu-energy-loss   gamma-energy
7.00              7.00              1.95289e-06  5.09492e-08  1.48362e-08  -5.00000e+02      0.00000e+00      0.00000e+00
7.00              7.20              1.95113e-06  5.07249e-08  1.48362e-08  -5.00000e+02      0.00000e+00      0.00000e+00
7.00              7.40              1.94841e-06  5.04045e-08  1.48362e-08  -5.00000e+02      0.00000e+00      0.00000e+00
7.00              7.60              1.94600e-06  4.99719e-08  1.48362e-08  -5.00000e+02      0.00000e+00      0.00000e+00
7.00              7.80              1.94456e-06  4.93951e-08  1.48362e-08  -5.00000e+02      0.00000e+00      0.00000e+00
7.00              8.00              1.94376e-06  4.86421e-08  1.48362e-08  -5.00000e+02      0.00000e+00      0.00000e+00
7.00              8.05              1.94360e-06  4.84178e-08  1.48362e-08  -5.00000e+02      0.00000e+00      0.00000e+00
7.00              8.10              1.94344e-06  4.81775e-08  1.48362e-08  -5.00000e+02      0.00000e+00      0.00000e+00
7.00              8.15              1.94328e-06  4.79211e-08  1.48362e-08  -5.00000e+02      0.00000e+00      0.00000e+00
7.00              8.20              1.94296e-06  4.76487e-08  1.48362e-08  -5.00000e+02      0.00000e+00      0.00000e+00
7.00              8.25              1.94280e-06  4.73603e-08  1.48362e-08  -5.00000e+02      0.00000e+00      0.00000e+00
7.00              8.30              1.94248e-06  4.70559e-08  1.48362e-08  -5.00000e+02      0.00000e+00      0.00000e+00
7.00              8.35              1.94216e-06  4.67195e-08  1.48362e-08  -3.04970e+02     1.01091e-312     2.59843e-317
7.00              8.40              1.94168e-06  4.63670e-08  1.48362e-08  -2.72210e+02     6.52695e-280     1.92624e-284
7.00              8.45              1.94120e-06  4.59985e-08  1.48362e-08  -2.43000e+02     1.16067e-250     3.84335e-255
7.00              8.50              1.94040e-06  4.55979e-08  1.48362e-08  -2.16960e+02     1.46120e-224     5.18454e-229
7.00              8.55              1.93943e-06  4.51814e-08  1.48362e-08  -1.93730e+02     2.78426e-201     1.05855e-205
7.00              8.60              1.93831e-06  4.47328e-08  1.48362e-08  -1.73010e+02     1.63950e-180     6.52695e-185
7.00              8.65              1.93687e-06  4.42681e-08  1.48362e-08  -1.54530e+02     5.55534e-162     2.26313e-166
7.00              8.70              1.93495e-06  4.37715e-08  1.48362e-08  -1.38040e+02     1.88239e-145     8.02990e-150
7.00              8.75              1.93271e-06  4.32588e-08  1.48362e-08  -1.23330e+02     1.08320e-130     4.62073e-135
7.00              8.80              1.92982e-06  4.26980e-08  1.48362e-08  -1.10210e+02     1.63950e-117     6.99375e-122
7.00              8.85              1.92614e-06  4.21212e-08  1.48362e-08  -9.84980e+01     9.39097e-106     4.41276e-110
7.00              8.90              1.92165e-06  4.15124e-08  1.48362e-08  -8.80460e+01      2.99027e-95      1.76486e-99
7.00              8.95              1.91572e-06  4.08875e-08  1.48362e-08  -7.87160e+01      7.17316e-86      6.48202e-90
7.00              9.00              1.90835e-06  4.02146e-08  1.48362e-08  -7.03870e+01      1.72072e-77      2.77147e-81
7.00              9.05              1.89922e-06  3.95257e-08  1.48362e-08  -6.29500e+01      5.28093e-70      1.63196e-73
7.00              9.10              1.88752e-06  3.87887e-08  1.48362e-08  -5.63080e+01      2.60442e-63      1.56932e-66
7.00              9.15              1.87294e-06  3.80357e-08  1.48362e-08  -5.03750e+01      2.51021e-57      2.92220e-60
7.00              9.20              1.85436e-06  3.72506e-08  1.48362e-08  -4.50720e+01      5.65862e-52      1.24943e-54
7.00              9.25              1.83097e-06  3.64335e-08  1.48362e-08  -4.03350e+01      3.48105e-47      1.41811e-49
7.00              9.30              1.80149e-06  3.56004e-08  1.48362e-08  -3.61010e+01      6.70981e-43      4.88327e-45
7.00              9.35              1.76448e-06  3.47352e-08  1.48362e-08  -3.23160e+01      4.59950e-39      5.71098e-41
7.00              9.40              1.71785e-06  3.38380e-08  1.48362e-08  -2.89310e+01      1.25519e-35      2.55100e-37
7.00              9.45              1.65921e-06  3.58888e-08  1.48362e-08  -2.59030e+01      1.50560e-32      4.70663e-34
7.00              9.50              1.58632e-06  3.19634e-08  1.48362e-08  -2.31950e+01      8.68381e-30      4.03376e-31
