 neg. daughter mg21 z=12 n= 9 a=21 Q= 10.9120
  0.10 10.0 10.608 -99.999  -2.383   -2.004 -99.999 -99.999  -99.999
  0.20 10.0 10.608 -99.999  -2.383   -2.004 -87.625 -99.999  -88.914
  0.40 10.0 10.608 -99.999  -2.383   -2.003 -47.565 -99.999  -48.555
  0.70 10.0 10.608 -96.843  -2.381   -2.000 -30.061 -88.493  -30.810
  1.00 10.0 10.603 -67.467  -2.381   -1.999 -22.866 -63.010  -23.463
  1.50 10.0 10.603 -44.612  -2.375   -1.988 -17.145 -43.081  -17.571
  2.00 10.0 10.598 -33.169  -2.369   -1.976 -14.185 -33.016  -14.492
  3.00 10.0 10.588 -21.682  -2.356   -1.944 -11.138 -22.799  -11.279
  5.00 10.0 10.552 -12.463  -1.921   -1.278  -8.528 -14.327   -8.474
 10.00 10.0 10.389  -5.845  -0.458    0.331  -5.483  -7.402   -5.247
 30.00 10.0  8.651  -0.802   1.386    2.674  -2.554  -0.869    0.204
100.00 10.0  1.351   1.819   4.142    5.864  -1.679   4.258    5.828
  0.01 11.0 23.419 -99.999   0.322    1.430 -99.999 -99.999  -99.999
  0.10 11.0 23.424 -99.999   0.323    1.430 -99.999 -99.999  -99.999
  0.20 11.0 23.419 -99.999   0.322    1.429 -99.999 -99.999  -99.999
  0.40 11.0 23.419 -99.999   0.322    1.429 -99.999 -99.999  -99.999
  0.70 11.0 23.424 -96.843   0.323    1.430 -99.999 -99.999  -99.999
  1.00 11.0 23.419 -67.467   0.322    1.430 -87.457 -99.999  -88.055
  1.50 11.0 23.419 -44.612   0.323    1.430 -60.206 -86.142  -60.633
  2.00 11.0 23.419 -33.169   0.323    1.431 -46.494 -65.324  -46.800
  3.00 11.0 23.414 -21.682   0.317    1.426 -32.685 -44.347  -32.827
  5.00 11.0 23.399 -12.463   0.422    1.562 -21.477 -27.276  -21.424
 10.00 11.0 23.322  -5.845   1.517    2.719 -12.001 -13.920  -11.765
 30.00 11.0 22.504  -0.800   2.767    4.191  -4.842  -3.197   -2.123
100.00 11.0 14.012   1.901   4.728    6.467  -2.094   3.622    5.191
       end	   
 neg. daughter ti41 z=22 n=19 a=41 Q=-15.7800
 pos. daughter sc41 z=21 n=20 a=41 Q=-28.6435
              +++++++++ti41 -->sc41 +++++++++---------sc41 -->ti41 ----------
    t9  lrho   uf   lbeta+  leps-     lnu    lbeta-   leps+   lnubar
  0.01  1.0 -0.003   0.910  -4.943    1.501 -99.999 -99.999  -99.999
  0.10  1.0 -0.058   0.910  -5.446    1.501 -99.999 -99.999  -99.999
  0.20  1.0 -0.134   0.910  -5.587    1.501 -99.999 -99.999  -99.999
  0.40  1.0 -0.306   0.910  -5.718    1.501 -99.999 -99.999  -99.999
  0.70  1.0 -0.503   0.910  -5.170    1.501 -99.999 -92.857  -93.593
  1.00  1.0 -0.511   0.910  -3.902    1.501 -81.598 -65.648  -66.226
  1.50  1.0 -0.511   0.910  -2.770    1.501 -54.567 -44.351  -44.748
  2.00  1.0 -0.511   0.909  -2.130    1.501 -41.051 -33.585  -33.853
  3.00  1.0 -0.511   0.901  -1.379    1.499 -27.523 -22.645  -22.728
  5.00  1.0 -0.511   0.851  -0.629    1.494 -16.591 -13.569  -13.415
 10.00  1.0 -0.511   0.738   0.215    1.634  -8.017  -6.199   -5.704
 30.00  1.0 -0.511   0.618   2.081    3.273  -2.324  -0.322    0.761
100.00  1.0 -0.511   0.485   4.777    6.402  -0.521   3.481    5.124
  0.01  2.0 -0.001   0.910  -3.964    1.501 -99.999 -99.999  -99.999
  0.10  2.0 -0.038   0.910  -4.446    1.501 -99.999 -99.999  -99.999
  0.20  2.0 -0.095   0.910  -4.587    1.501 -99.999 -99.999  -99.999
  0.40  2.0 -0.227   0.910  -4.718    1.501 -99.999 -99.999  -99.999
  0.70  2.0 -0.446   0.910  -4.757    1.501 -99.999 -93.270  -94.006
  1.00  2.0 -0.506   0.910  -3.880    1.501 -81.598 -65.670  -66.248
  1.50  2.0 -0.511   0.910  -2.769    1.501 -54.567 -44.353  -44.750
  2.00  2.0 -0.511   0.909  -2.129    1.501 -41.051 -33.585  -33.853
  3.00  2.0 -0.511   0.901  -1.379    1.499 -27.523 -22.645  -22.728
  5.00  2.0 -0.511   0.851  -0.629    1.494 -16.591 -13.569  -13.415
 10.00  2.0 -0.511   0.738   0.215    1.634  -8.017  -6.199   -5.704
 30.00  2.0 -0.511   0.618   2.081    3.273  -2.324  -0.322    0.761
100.00  2.0 -0.511   0.485   4.777    6.402  -0.521   3.481    5.124
  0.01  3.0  0.003   0.910  -3.063    1.501 -99.999 -99.999  -99.999
  0.10  3.0 -0.018   0.910  -3.452    1.501 -99.999 -99.999  -99.999
  0.20  3.0 -0.055   0.910  -3.589    1.501 -99.999 -99.999  -99.999
  0.40  3.0 -0.147   0.910  -3.718    1.501 -99.999 -99.999  -99.999
  0.70  3.0 -0.314   0.910  -3.809    1.501 -99.999 -94.219  -94.954
  1.00  3.0 -0.465   0.910  -3.674    1.501 -81.598 -65.876  -66.454
  1.50  3.0 -0.506   0.910  -2.755    1.501 -54.567 -44.367  -44.764
  2.00  3.0 -0.510   0.909  -2.126    1.501 -41.051 -33.589  -33.856
  3.00  3.0 -0.511   0.901  -1.379    1.499 -27.523 -22.645  -22.729
  5.00  3.0 -0.511   0.851  -0.629    1.494 -16.591 -13.569  -13.415
 10.00  3.0 -0.511   0.738   0.215    1.634  -8.017  -6.199   -5.704
 30.00  3.0 -0.511   0.618   2.081    3.273  -2.324  -0.322    0.761
100.00  3.0 -0.511   0.485   4.777    6.402  -0.521   3.481    5.124
  0.01  4.0  0.012   0.910  -2.400    1.501 -99.999 -99.999  -99.999
  0.10  4.0  0.005   0.910  -2.508    1.501 -99.999 -99.999  -99.999
  0.20  4.0 -0.013   0.910  -2.609    1.501 -99.999 -99.999  -99.999
  0.40  4.0 -0.067   0.910  -2.724    1.501 -99.999 -99.999  -99.999
  0.70  4.0 -0.174   0.910  -2.812    1.501 -99.999 -95.225  -95.961
  1.00  4.0 -0.302   0.910  -2.854    1.501 -81.598 -66.698  -67.276
  1.50  4.0 -0.464   0.910  -2.614    1.501 -54.567 -44.509  -44.906
  2.00  4.0 -0.497   0.909  -2.095    1.501 -41.051 -33.620  -33.888
  3.00  4.0 -0.507   0.901  -1.374    1.499 -27.523 -22.651  -22.734
  5.00  4.0 -0.510   0.851  -0.628    1.494 -16.591 -13.570  -13.416
 10.00  4.0 -0.511   0.738   0.215    1.634  -8.017  -6.200   -5.704
 30.00  4.0 -0.511   0.618   2.081    3.273  -2.324  -0.322    0.761
100.00  4.0 -0.511   0.485   4.777    6.402  -0.521   3.481    5.124
  0.01  5.0  0.053   0.910  -1.693    1.503 -99.999 -99.999  -99.999
  0.10  5.0  0.052   0.910  -1.701    1.503 -99.999 -99.999  -99.999
  0.20  5.0  0.047   0.910  -1.719    1.503 -99.999 -99.999  -99.999
  0.40  5.0  0.026   0.910  -1.772    1.503 -99.999 -99.999  -99.999
  0.70  5.0 -0.026   0.910  -1.829    1.502 -99.999 -96.292  -97.027
  1.00  5.0 -0.098   0.910  -1.866    1.502 -81.600 -67.729  -68.307
  1.50  5.0 -0.246   0.910  -1.898    1.502 -54.568 -45.242  -45.640
  2.00  5.0 -0.383   0.909  -1.814    1.502 -41.052 -33.909  -34.176
  3.00  5.0 -0.476   0.901  -1.322    1.500 -27.523 -22.704  -22.787
  5.00  5.0 -0.502   0.851  -0.620    1.494 -16.591 -13.579  -13.424
 10.00  5.0 -0.509   0.738   0.216    1.635  -8.017  -6.200   -5.705
 30.00  5.0 -0.511   0.618   2.081    3.273  -2.324  -0.322    0.761
100.00  5.0 -0.511   0.485   4.777    6.402  -0.521   3.481    5.124
  0.01  6.0  0.215   0.910  -0.896    1.514 -99.999 -99.999  -99.999
  0.10  6.0  0.214   0.910  -0.896    1.514 -99.999 -99.999  -99.999
  0.20  6.0  0.213   0.910  -0.893    1.515 -99.999 -99.999  -99.999
  0.40  6.0  0.206   0.910  -0.898    1.514 -99.999 -99.999  -99.999
  0.70  6.0  0.189   0.910  -0.904    1.514 -99.999 -97.841  -98.577
  1.00  6.0  0.161   0.910  -0.913    1.514 -81.609 -69.033  -69.611
  1.50  6.0  0.093   0.910  -0.926    1.514 -54.577 -46.380  -46.778
  2.00  6.0  0.001   0.909  -0.936    1.513 -41.059 -34.875  -35.143
  3.00  6.0 -0.212   0.901  -0.907    1.509 -27.528 -23.147  -23.230
  5.00  6.0 -0.420   0.851  -0.542    1.501 -16.594 -13.661  -13.507
 10.00  6.0 -0.491   0.738   0.225    1.638  -8.018  -6.209   -5.714
 30.00  6.0 -0.509   0.618   2.081    3.273  -2.325  -0.322    0.761
100.00  6.0 -0.511   0.485   4.777    6.402  -0.521   3.481    5.124
  0.01  7.0  0.711   0.910   0.036    1.609 -99.999 -99.999  -99.999
  0.10  7.0  0.711   0.910   0.036    1.609 -99.999 -99.999  -99.999
  0.20  7.0  0.711   0.910   0.037    1.609 -99.999 -99.999  -99.999
  0.40  7.0  0.708   0.910   0.037    1.610 -99.999 -99.999  -99.999
  0.70  7.0  0.701   0.910   0.037    1.610 -99.999 -99.999  -99.999
  1.00  7.0  0.689   0.910   0.038    1.610 -81.679 -71.696  -72.274
  1.50  7.0  0.662   0.910   0.041    1.611 -54.645 -48.291  -48.689
  2.00  7.0  0.622   0.909   0.043    1.612 -41.125 -36.441  -36.709
  3.00  7.0  0.510   0.901   0.039    1.609 -27.586 -24.361  -24.443
  5.00  7.0  0.187   0.852   0.001    1.584 -16.629 -14.273  -14.116
 10.00  7.0 -0.315   0.740   0.307    1.677  -8.025  -6.298   -5.802
 30.00  7.0 -0.490   0.619   2.084    3.276  -2.325  -0.325    0.757
100.00  7.0 -0.509   0.485   4.777    6.402  -0.521   3.480    5.124
  0.01  8.0  1.936   0.910   1.086    2.157 -99.999 -99.999  -99.999
  0.10  8.0  1.936   0.910   1.086    2.157 -99.999 -99.999  -99.999
  0.20  8.0  1.935   0.910   1.086    2.157 -99.999 -99.999  -99.999
  0.40  8.0  1.934   0.910   1.086    2.157 -99.999 -99.999  -99.999
  0.70  8.0  1.931   0.910   1.086    2.157 -99.999 -99.999  -99.999
  1.00  8.0  1.925   0.910   1.087    2.158 -82.206 -77.926  -78.503
  1.50  8.0  1.913   0.910   1.089    2.160 -55.158 -52.495  -52.889
  2.00  8.0  1.895   0.909   1.090    2.163 -41.619 -39.648  -39.907
  3.00  8.0  1.844   0.901   1.084    2.161 -28.038 -26.601  -26.662
  5.00  8.0  1.681   0.853   1.019    2.117 -16.958 -15.778  -15.595
 10.00  8.0  0.982   0.746   0.880    2.046  -8.130  -6.952   -6.441
 30.00  8.0 -0.302   0.623   2.115    3.307  -2.333  -0.356    0.726
100.00  8.0 -0.492   0.485   4.777    6.403  -0.521   3.480    5.123
  0.01  9.0  4.671   0.910   2.249    3.307 -99.999 -99.999  -99.999
  0.10  9.0  4.671   0.910   2.249    3.307 -99.999 -99.999  -99.999
  0.20  9.0  4.671   0.910   2.249    3.307 -99.999 -99.999  -99.999
  0.40  9.0  4.671   0.910   2.250    3.308 -99.999 -99.999  -99.999
  0.70  9.0  4.665   0.910   2.249    3.307 -99.999 -99.999  -99.999
  1.00  9.0  4.665   0.910   2.250    3.308 -92.010 -91.735  -92.128
  1.50  9.0  4.660   0.910   2.251    3.310 -61.938 -61.727  -61.896
  2.00  9.0  4.650   0.909   2.250    3.310 -46.721 -46.591  -46.594
  3.00  9.0  4.625   0.901   2.240    3.302 -31.326 -31.272  -31.074
  5.00  9.0  4.551   0.853   2.165    3.236 -18.736 -18.672  -18.276
 10.00  9.0  4.197   0.748   1.978    3.081  -8.905  -8.572   -7.973
 30.00  9.0  1.461   0.653   2.399    3.590  -2.431  -0.650    0.433
100.00  9.0 -0.324   0.488   4.786    6.411  -0.524   3.471    5.114
  0.01 10.0 10.608   0.910   3.591    4.760 -99.999 -99.999  -99.999
  0.10 10.0 10.608   0.910   3.592    4.761 -99.999 -99.999  -99.999
  0.20 10.0 10.608   0.910   3.592    4.761 -99.999 -99.999  -99.999
  0.40 10.0 10.608   0.910   3.592    4.761 -99.999 -99.999  -99.999
  0.70 10.0 10.608   0.910   3.592    4.761 -99.999 -99.999  -99.999
  1.00 10.0 10.603   0.910   3.591    4.760 -99.999 -99.999  -99.999
  1.50 10.0 10.603   0.910   3.592    4.761 -81.349 -81.695  -81.610
  2.00 10.0 10.598   0.909   3.591    4.761 -61.271 -61.580  -61.398
  3.00 10.0 10.588   0.901   3.582    4.751 -41.049 -41.291  -40.982
  5.00 10.0 10.552   0.853   3.512    4.677 -24.586 -24.721  -24.263
 10.00 10.0 10.389   0.748   3.341    4.493 -11.835 -11.693  -11.060
 30.00 10.0  8.651   0.686   3.464    4.676  -3.260  -1.854   -0.771
100.00 10.0  1.351   0.515   4.868    6.495  -0.562   3.389    5.031
  0.01 11.0 23.419   0.910   5.157    6.509 -99.999 -99.999  -99.999
  0.10 11.0 23.424   0.910   5.157    6.509 -99.999 -99.999  -99.999
  0.20 11.0 23.419   0.910   5.157    6.509 -99.999 -99.999  -99.999
  0.40 11.0 23.419   0.910   5.157    6.509 -99.999 -99.999  -99.999
  0.70 11.0 23.424   0.910   5.157    6.509 -99.999 -99.999  -99.999
  1.00 11.0 23.419   0.910   5.157    6.509 -99.999 -99.999  -99.999
  1.50 11.0 23.419   0.910   5.157    6.509 -99.999 -99.999  -99.999
  2.00 11.0 23.419   0.909   5.157    6.508 -93.579 -93.889  -93.706
  3.00 11.0 23.414   0.901   5.149    6.500 -62.596 -62.839  -62.529
  5.00 11.0 23.399   0.853   5.097    6.439 -37.535 -37.670  -37.212
 10.00 11.0 23.322   0.748   4.977    6.293 -18.353 -18.211  -17.578
 30.00 11.0 22.504   0.688   4.970    6.312  -5.541  -4.181   -3.098
100.00 11.0 14.012   0.633   5.474    7.115  -0.970   2.759    4.397
       end	   
 neg. daughter sc41 z=21 n=20 a=41 Q=-28.6435
 pos. daughter ca41 z=20 n=21 a=41 Q=-35.1385
              +++++++++sc41 -->ca41 +++++++++---------ca41 -->sc41 ----------
    t9  lrho   uf   lbeta+  leps-     lnu    lbeta-   leps+   lnubar
  0.01  1.0 -0.003   0.074  -5.511    0.545 -99.999 -99.999  -99.999
  0.10  1.0 -0.058   0.074  -6.013    0.545 -99.999 -99.999  -99.999
  0.20  1.0 -0.134   0.074  -6.153    0.545 -99.999 -99.999  -99.999
  0.40  1.0 -0.306   0.074  -6.281    0.545 -99.999 -82.827  -83.807
  0.70  1.0 -0.503   0.074  -5.730    0.545 -66.660 -47.251  -47.985
  1.00  1.0 -0.511   0.074  -4.460    0.545 -46.868 -33.796  -34.371
  1.50  1.0 -0.511   0.074  -3.327    0.546 -31.475 -23.194  -23.588
  2.00  1.0 -0.511   0.074  -2.682    0.547 -23.778 -17.775  -18.038
  3.00  1.0 -0.511   0.073  -1.914    0.555 -16.085 -12.185  -12.262
  5.00  1.0 -0.511   0.066  -1.071    0.609  -9.941  -7.434   -7.270
 10.00  1.0 -0.511   0.006  -0.019    1.070  -5.390  -3.428   -2.920
 30.00  1.0 -0.511   0.821   1.939    3.177  -2.421   0.521    1.596
100.00  1.0 -0.511   1.489   4.609    6.280  -1.361   3.939    5.557
  0.01  2.0 -0.001   0.074  -4.532    0.545 -99.999 -99.999  -99.999
  0.10  2.0 -0.038   0.074  -5.013    0.545 -99.999 -99.999  -99.999
  0.20  2.0 -0.095   0.074  -5.153    0.545 -99.999 -99.999  -99.999
  0.40  2.0 -0.227   0.074  -5.282    0.545 -99.999 -83.827  -84.807
  0.70  2.0 -0.446   0.074  -5.317    0.545 -66.660 -47.664  -48.398
  1.00  2.0 -0.506   0.074  -4.438    0.545 -46.868 -33.818  -34.393
  1.50  2.0 -0.511   0.074  -3.326    0.546 -31.475 -23.196  -23.589
  2.00  2.0 -0.511   0.074  -2.682    0.547 -23.778 -17.775  -18.038
  3.00  2.0 -0.511   0.073  -1.914    0.555 -16.085 -12.185  -12.262
  5.00  2.0 -0.511   0.066  -1.071    0.609  -9.941  -7.434   -7.270
 10.00  2.0 -0.511   0.006  -0.019    1.070  -5.390  -3.428   -2.920
 30.00  2.0 -0.511   0.821   1.939    3.177  -2.421   0.521    1.596
100.00  2.0 -0.511   1.489   4.609    6.280  -1.361   3.939    5.557
  0.01  3.0  0.003   0.074  -3.631    0.546 -99.999 -99.999  -99.999
  0.10  3.0 -0.018   0.074  -4.019    0.545 -99.999 -99.999  -99.999
  0.20  3.0 -0.055   0.074  -4.155    0.545 -99.999 -99.999  -99.999
  0.40  3.0 -0.147   0.074  -4.282    0.545 -99.999 -84.829  -85.809
  0.70  3.0 -0.314   0.074  -4.370    0.545 -66.660 -48.613  -49.347
  1.00  3.0 -0.465   0.074  -4.233    0.545 -46.868 -34.024  -34.599
  1.50  3.0 -0.506   0.074  -3.311    0.546 -31.475 -23.210  -23.604
  2.00  3.0 -0.510   0.074  -2.679    0.547 -23.778 -17.778  -18.041
  3.00  3.0 -0.511   0.073  -1.913    0.555 -16.085 -12.185  -12.262
  5.00  3.0 -0.511   0.066  -1.071    0.609  -9.941  -7.434   -7.270
 10.00  3.0 -0.511   0.006  -0.019    1.070  -5.390  -3.428   -2.920
 30.00  3.0 -0.511   0.821   1.939    3.177  -2.421   0.521    1.596
100.00  3.0 -0.511   1.489   4.609    6.280  -1.361   3.939    5.557
  0.01  4.0  0.012   0.074  -2.967    0.546 -99.999 -99.999  -99.999
  0.10  4.0  0.005   0.074  -3.074    0.546 -99.999 -99.999  -99.999
  0.20  4.0 -0.013   0.074  -3.175    0.546 -99.999 -99.999  -99.999
  0.40  4.0 -0.067   0.074  -3.288    0.546 -99.999 -85.847  -86.827
  0.70  4.0 -0.174   0.074  -3.372    0.546 -66.660 -49.619  -50.353
  1.00  4.0 -0.302   0.074  -3.415    0.546 -46.868 -34.846  -35.421
  1.50  4.0 -0.464   0.074  -3.171    0.546 -31.475 -23.352  -23.746
  2.00  4.0 -0.497   0.074  -2.648    0.547 -23.779 -17.810  -18.073
  3.00  4.0 -0.507   0.073  -1.908    0.555 -16.085 -12.191  -12.267
  5.00  4.0 -0.510   0.066  -1.070    0.610  -9.941  -7.435   -7.271
 10.00  4.0 -0.511   0.006  -0.019    1.070  -5.390  -3.428   -2.920
 30.00  4.0 -0.511   0.821   1.939    3.177  -2.421   0.521    1.596
100.00  4.0 -0.511   1.489   4.609    6.280  -1.361   3.939    5.557
  0.01  5.0  0.053   0.074  -2.257    0.550 -99.999 -99.999  -99.999
  0.10  5.0  0.052   0.074  -2.265    0.550 -99.999 -99.999  -99.999
  0.20  5.0  0.047   0.074  -2.283    0.550 -99.999 -99.999  -99.999
  0.40  5.0  0.026   0.074  -2.334    0.549 -99.999 -87.016  -87.996
  0.70  5.0 -0.026   0.074  -2.390    0.549 -66.662 -50.686  -51.419
  1.00  5.0 -0.098   0.074  -2.426    0.548 -46.870 -35.877  -36.453
  1.50  5.0 -0.246   0.074  -2.454    0.548 -31.476 -24.085  -24.479
  2.00  5.0 -0.383   0.074  -2.366    0.549 -23.779 -18.098  -18.361
  3.00  5.0 -0.476   0.073  -1.856    0.556 -16.085 -12.244  -12.321
  5.00  5.0 -0.502   0.066  -1.062    0.611  -9.941  -7.444   -7.279
 10.00  5.0 -0.509   0.006  -0.018    1.070  -5.391  -3.429   -2.921
 30.00  5.0 -0.511   0.821   1.939    3.177  -2.421   0.521    1.596
100.00  5.0 -0.511   1.489   4.609    6.280  -1.361   3.939    5.557
  0.01  6.0  0.215   0.074  -1.454    0.573 -99.999 -99.999  -99.999
  0.10  6.0  0.214   0.074  -1.454    0.573 -99.999 -99.999  -99.999
  0.20  6.0  0.213   0.074  -1.453    0.573 -99.999 -99.999  -99.999
  0.40  6.0  0.206   0.074  -1.457    0.573 -99.999 -89.288  -90.269
  0.70  6.0  0.189   0.074  -1.462    0.573 -66.677 -52.235  -52.969
  1.00  6.0  0.161   0.074  -1.470    0.572 -46.884 -37.180  -37.756
  1.50  6.0  0.093   0.074  -1.481    0.572 -31.489 -25.223  -25.617
  2.00  6.0  0.001   0.074  -1.487    0.572 -23.791 -19.065  -19.328
  3.00  6.0 -0.212   0.074  -1.441    0.575 -16.093 -12.687  -12.763
  5.00  6.0 -0.420   0.067  -0.984    0.625  -9.944  -7.526   -7.361
 10.00  6.0 -0.491   0.006  -0.010    1.077  -5.392  -3.438   -2.930
 30.00  6.0 -0.509   0.821   1.940    3.177  -2.421   0.521    1.595
100.00  6.0 -0.511   1.489   4.609    6.280  -1.361   3.939    5.557
  0.01  7.0  0.711   0.074  -0.512    0.750 -99.999 -99.999  -99.999
  0.10  7.0  0.711   0.074  -0.512    0.750 -99.999 -99.999  -99.999
  0.20  7.0  0.711   0.074  -0.512    0.751 -99.999 -99.999  -99.999
  0.40  7.0  0.708   0.074  -0.511    0.751 -99.999 -95.611  -96.592
  0.70  7.0  0.701   0.074  -0.511    0.751 -66.784 -55.918  -56.652
  1.00  7.0  0.689   0.074  -0.509    0.752 -46.990 -39.843  -40.419
  1.50  7.0  0.662   0.074  -0.506    0.755 -31.592 -27.134  -27.528
  2.00  7.0  0.622   0.074  -0.501    0.758 -23.889 -20.631  -20.893
  3.00  7.0  0.510   0.074  -0.490    0.766 -16.188 -13.901  -13.974
  5.00  7.0  0.187   0.069  -0.441    0.794  -9.994  -8.138   -7.969
 10.00  7.0 -0.315   0.010   0.073    1.142  -5.405  -3.527   -3.018
 30.00  7.0 -0.490   0.821   1.943    3.180  -2.422   0.518    1.592
100.00  7.0 -0.509   1.489   4.609    6.280  -1.361   3.939    5.557
  0.01  8.0  1.936   0.074   0.555    1.497 -99.999 -99.999  -99.999
  0.10  8.0  1.936   0.074   0.555    1.497 -99.999 -99.999  -99.999
  0.20  8.0  1.935   0.074   0.555    1.497 -99.999 -99.999  -99.999
  0.40  8.0  1.934   0.074   0.555    1.498 -99.999 -99.999  -99.999
  0.70  8.0  1.931   0.074   0.555    1.498 -67.698 -64.774  -65.506
  1.00  8.0  1.925   0.074   0.556    1.500 -47.883 -46.073  -46.634
  1.50  8.0  1.913   0.074   0.558    1.503 -32.424 -31.337  -31.676
  2.00  8.0  1.895   0.074   0.561    1.507 -24.645 -23.837  -24.017
  3.00  8.0  1.844   0.074   0.569    1.519 -16.856 -16.140  -16.138
  5.00  8.0  1.681   0.070   0.590    1.550 -10.485  -9.643   -9.435
 10.00  8.0  0.982   0.023   0.652    1.654  -5.600  -4.180   -3.667
 30.00  8.0 -0.302   0.824   1.973    3.210  -2.433   0.487    1.561
100.00  8.0 -0.492   1.489   4.610    6.281  -1.361   3.938    5.556
  0.01  9.0  4.671   0.074   1.756    2.749 -99.999 -99.999  -99.999
  0.10  9.0  4.671   0.074   1.756    2.749 -99.999 -99.999  -99.999
  0.20  9.0  4.671   0.074   1.757    2.749 -99.999 -99.999  -99.999
  0.40  9.0  4.671   0.074   1.757    2.750 -99.999 -99.999  -99.999
  0.70  9.0  4.665   0.074   1.756    2.749 -84.465 -84.465  -84.911
  1.00  9.0  4.665   0.074   1.757    2.750 -59.916 -59.883  -60.191
  1.50  9.0  4.660   0.074   1.759    2.752 -40.659 -40.570  -40.730
  2.00  9.0  4.650   0.074   1.759    2.753 -30.927 -30.781  -30.841
  3.00  9.0  4.625   0.074   1.763    2.759 -21.073 -20.812  -20.739
  5.00  9.0  4.551   0.070   1.773    2.774 -13.026 -12.537  -12.296
 10.00  9.0  4.197   0.027   1.775    2.799  -6.805  -5.800   -5.278
 30.00  9.0  1.461   0.845   2.254    3.489  -2.564   0.193    1.265
100.00  9.0 -0.324   1.492   4.618    6.289  -1.365   3.929    5.547
  0.01 10.0 10.608   0.074   3.161    4.281 -99.999 -99.999  -99.999
  0.10 10.0 10.608   0.074   3.162    4.282 -99.999 -99.999  -99.999
  0.20 10.0 10.608   0.074   3.162    4.282 -99.999 -99.999  -99.999
  0.40 10.0 10.608   0.074   3.162    4.282 -99.999 -99.999  -99.999
  0.70 10.0 10.608   0.074   3.162    4.282 -99.999 -99.999  -99.999
  1.00 10.0 10.603   0.074   3.162    4.282 -89.838 -89.809  -90.115
  1.50 10.0 10.603   0.074   3.162    4.283 -60.622 -60.538  -60.695
  2.00 10.0 10.598   0.074   3.163    4.283 -45.910 -45.770  -45.827
  3.00 10.0 10.588   0.074   3.164    4.286 -31.085 -30.831  -30.755
  5.00 10.0 10.552   0.070   3.166    4.290 -19.067 -18.586  -18.343
 10.00 10.0 10.389   0.027   3.142    4.272  -9.895  -8.921   -8.398
 30.00 10.0  8.651   0.869   3.287    4.550  -3.513  -1.012    0.059
100.00 10.0  1.351   1.516   4.700    6.372  -1.406   3.847    5.464
  0.01 11.0 23.419   0.074   4.729    6.074 -99.999 -99.999  -99.999
  0.10 11.0 23.424   0.074   4.729    6.074 -99.999 -99.999  -99.999
  0.20 11.0 23.419   0.074   4.729    6.074 -99.999 -99.999  -99.999
  0.40 11.0 23.419   0.074   4.729    6.074 -99.999 -99.999  -99.999
  0.70 11.0 23.424   0.074   4.730    6.075 -99.999 -99.999  -99.999
  1.00 11.0 23.419   0.074   4.729    6.074 -99.999 -99.999  -99.999
  1.50 11.0 23.419   0.074   4.729    6.075 -99.999 -99.999  -99.999
  2.00 11.0 23.419   0.074   4.730    6.075 -78.219 -78.078  -78.136
  3.00 11.0 23.414   0.074   4.730    6.076 -52.633 -52.378  -52.303
