!28Na (1+, 2+, 3+, 2+, 2+) -> 28Mg,   beta-decay,  with screening effects
!USDB      Q=14..030 MeV
!Experimental energies, B(GT),  1+(g.s.), 2+(0.055MeV), 3+(1.131 MeV), 2+(1.254 MeV)
!Log(rhoY) Log(T) mu     dQ       Vs           decay-rate    nu-energy-loss  gamma-energy
!                     (MeV)   (MeV)     (MeV)       (1/s)            (MeV/s)        (MeV/s)  
1.000000e+07 1.000000e+07 1.952897e-06 -5.094932e-08 1.483619e-08 2.476281e+01 2.554532e-04 6.362258e-05
1.000000e+07 1.584893e+07 1.951135e-06 -5.072502e-08 1.483619e-08 2.476281e+01 2.554532e-04 6.362258e-05
1.000000e+07 2.511886e+07 1.948411e-06 -5.040458e-08 1.483619e-08 2.475711e+01 2.553944e-04 6.360794e-05
1.000000e+07 3.981072e+07 1.946008e-06 -4.997199e-08 1.483619e-08 2.475711e+01 2.553944e-04 6.359329e-05
1.000000e+07 6.309573e+07 1.944566e-06 -4.939521e-08 1.483619e-08 2.475141e+01 2.552768e-04 6.357865e-05
1.000000e+07 1.000000e+08 1.943765e-06 -4.864218e-08 1.483619e-08 2.468880e+01 2.546310e-04 6.349087e-05
1.000000e+07 1.122018e+08 1.943605e-06 -4.841788e-08 1.483619e-08 2.463202e+01 2.539869e-04 6.340322e-05
1.000000e+07 1.258925e+08 1.943444e-06 -4.817755e-08 1.483619e-08 2.453579e+01 2.529364e-04 6.327196e-05
1.000000e+07 1.412538e+08 1.943284e-06 -4.792120e-08 1.483619e-08 2.437811e+01 2.512530e-04 6.306833e-05
1.000000e+07 1.584893e+08 1.942964e-06 -4.764883e-08 1.483619e-08 2.414905e+01 2.487203e-04 6.274965e-05
1.000000e+07 1.778279e+08 1.942803e-06 -4.736044e-08 1.483619e-08 2.383966e+01 2.453078e-04 6.233204e-05
1.000000e+07 1.995262e+08 1.942483e-06 -4.705603e-08 1.483619e-08 2.343150e+01 2.408304e-04 6.177479e-05
1.000000e+07 2.238721e+08 1.942163e-06 -4.671957e-08 1.483619e-08 2.292979e+01 2.353484e-04 6.109579e-05
1.000000e+07 2.511886e+08 1.941682e-06 -4.636709e-08 1.483619e-08 2.234087e+01 2.289345e-04 6.031305e-05
1.000000e+07 2.818383e+08 1.941201e-06 -4.599859e-08 1.483619e-08 2.168703e+01 2.217743e-04 5.943076e-05
1.000000e+07 3.162278e+08 1.940400e-06 -4.559804e-08 1.483619e-08 2.098457e+01 2.140974e-04 5.848053e-05
1.000000e+07 3.548134e+08 1.939439e-06 -4.518148e-08 1.483619e-08 2.025816e+01 2.061633e-04 5.750575e-05
1.000000e+07 3.981072e+08 1.938317e-06 -4.473287e-08 1.483619e-08 1.952540e+01 1.981579e-04 5.652119e-05
1.000000e+07 4.466836e+08 1.936875e-06 -4.426823e-08 1.483619e-08 1.881049e+01 1.903318e-04 5.555348e-05
1.000000e+07 5.011872e+08 1.934953e-06 -4.377156e-08 1.483619e-08 1.812592e+01 1.828569e-04 5.464008e-05
1.000000e+07 5.623413e+08 1.932710e-06 -4.325886e-08 1.483619e-08 1.748236e+01 1.758374e-04 5.376644e-05
1.000000e+07 6.309573e+08 1.929826e-06 -4.269810e-08 1.483619e-08 1.688496e+01 1.693212e-04 5.295553e-05
1.000000e+07 7.079458e+08 1.926141e-06 -4.212131e-08 1.483619e-08 1.633804e+01 1.633094e-04 5.221693e-05
1.000000e+07 7.943282e+08 1.921655e-06 -4.151248e-08 1.483619e-08 1.583799e+01 1.578379e-04 5.154794e-05
1.000000e+07 8.912509e+08 1.915727e-06 -4.088763e-08 1.483619e-08 1.538509e+01 1.529366e-04 5.093441e-05
1.000000e+07 1.000000e+09 1.908357e-06 -4.021472e-08 1.483619e-08 1.497959e+01 1.484948e-04 5.038617e-05
1.000000e+07 1.122018e+09 1.899224e-06 -3.952578e-08 1.483619e-08 1.461841e+01 1.445145e-04 4.988975e-05
1.000000e+07 1.258925e+09 1.887528e-06 -3.878878e-08 1.483619e-08 1.429223e+01 1.409650e-04 4.944374e-05
1.000000e+07 1.412538e+09 1.872948e-06 -3.803575e-08 1.483619e-08 1.400232e+01 1.377880e-04 4.905817e-05
1.000000e+07 1.584893e+09 1.854363e-06 -3.725068e-08 1.483619e-08 1.374358e+01 1.349619e-04 4.870923e-05
1.000000e+07 1.778279e+09 1.830971e-06 -3.643357e-08 1.483619e-08 1.351139e+01 1.324376e-04 4.840735e-05
1.000000e+07 1.995262e+09 1.801491e-06 -3.560044e-08 1.483619e-08 1.330454e+01 1.301701e-04 4.815166e-05
1.000000e+07 2.238721e+09 1.764481e-06 -3.473526e-08 1.483619e-08 1.311898e+01 1.281478e-04 4.795251e-05
1.000000e+07 2.511886e+09 1.717857e-06 -3.383804e-08 1.483619e-08 1.295388e+01 1.263314e-04 4.783120e-05
1.000000e+07 2.818383e+09 1.659218e-06 -3.588883e-08 1.483619e-08 1.281445e+01 1.247991e-04 4.784222e-05
1.000000e+07 3.162278e+09 1.586318e-06 -3.196349e-08 1.483619e-08 1.267068e+01 1.232002e-04 4.785324e-05
1.000000e+07 3.548134e+09 1.495635e-06 -3.098616e-08 1.483619e-08 1.255163e+01 1.218460e-04 4.805198e-05
1.000000e+07 3.981072e+09 1.384924e-06 -2.996077e-08 1.483619e-08 1.244801e+01 1.206733e-04 4.838506e-05
1.000000e+07 4.466836e+09 1.252424e-06 -2.891935e-08 1.483619e-08 1.236232e+01 1.196496e-04 4.886651e-05

1.000000e+08 1.000000e+07 3.888170e-06 -1.103421e-07 3.066573e-08 2.385064e+01 2.404425e-04 5.821184e-05
1.000000e+08 1.584893e+07 3.888651e-06 -1.100377e-07 3.066573e-08 2.385064e+01 2.404425e-04 5.819843e-05
1.000000e+08 2.511886e+07 3.889292e-06 -1.096212e-07 3.066573e-08 2.384515e+01 2.404425e-04 5.819843e-05
1.000000e+08 3.981072e+07 3.889773e-06 -1.090604e-07 3.066573e-08 2.384515e+01 2.404425e-04 5.819843e-05
1.000000e+08 6.309573e+07 3.889773e-06 -1.083074e-07 3.066573e-08 2.384515e+01 2.403872e-04 5.819843e-05
1.000000e+08 1.000000e+08 3.889452e-06 -1.072820e-07 3.066573e-08 2.378483e+01 2.397791e-04 5.811809e-05
1.000000e+08 1.122018e+08 3.889292e-06 -1.069776e-07 3.066573e-08 2.373012e+01 2.391725e-04 5.803785e-05
1.000000e+08 1.258925e+08 3.889292e-06 -1.066571e-07 3.066573e-08 2.363197e+01 2.381285e-04 5.790437e-05
1.000000e+08 1.412538e+08 3.889132e-06 -1.063046e-07 3.066573e-08 2.348010e+01 2.365437e-04 5.770472e-05
1.000000e+08 1.584893e+08 3.889132e-06 -1.059201e-07 3.066573e-08 2.325948e+01 2.341592e-04 5.741314e-05
1.000000e+08 1.778279e+08 3.888972e-06 -1.055196e-07 3.066573e-08 2.295091e+01 2.308401e-04 5.700478e-05
1.000000e+08 1.995262e+08 3.888811e-06 -1.050870e-07 3.066573e-08 2.255278e+01 2.266268e-04 5.648216e-05
1.000000e+08 2.238721e+08 3.888651e-06 -1.046384e-07 3.066573e-08 2.205972e+01 2.213662e-04 5.583562e-05
1.000000e+08 2.511886e+08 3.888491e-06 -1.041417e-07 3.066573e-08 2.148820e+01 2.152342e-04 5.508220e-05
1.000000e+08 2.818383e+08 3.888170e-06 -1.036130e-07 3.066573e-08 2.084971e+01 2.084065e-04 5.423895e-05
1.000000e+08 3.162278e+08 3.887850e-06 -1.030522e-07 3.066573e-08 2.016508e+01 2.010996e-04 5.333488e-05
1.000000e+08 3.548134e+08 3.887530e-06 -1.024594e-07 3.066573e-08 1.945360e+01 1.935135e-04 5.240966e-05
1.000000e+08 3.981072e+08 3.886889e-06 -1.018185e-07 3.066573e-08 1.874131e+01 1.858709e-04 5.146492e-05
1.000000e+08 4.466836e+08 3.886248e-06 -1.011296e-07 3.066573e-08 1.804264e+01 1.784068e-04 5.054885e-05
1.000000e+08 5.011872e+08 3.885447e-06 -1.004086e-07 3.066573e-08 1.737401e+01 1.712818e-04 4.967196e-05
1.000000e+08 5.623413e+08 3.884325e-06 -9.963957e-08 3.066573e-08 1.674557e+01 1.645930e-04 4.883276e-05
1.000000e+08 6.309573e+08 3.883043e-06 -9.882246e-08 3.066573e-08 1.616218e+01 1.583475e-04 4.806305e-05
1.000000e+08 7.079458e+08 3.881281e-06 -9.795729e-08 3.066573e-08 1.562788e+01 1.526199e-04 4.735996e-05
1.000000e+08 7.943282e+08 3.879198e-06 -9.702802e-08 3.066573e-08 1.513910e+01 1.474047e-04 4.672091e-05
1.000000e+08 8.912509e+08 3.876475e-06 -9.606671e-08 3.066573e-08 1.469941e+01 1.427287e-04 4.613296e-05
1.000000e+08 1.000000e+09 3.873110e-06 -9.502530e-08 3.066573e-08 1.430211e+01 1.384877e-04 4.560488e-05
1.000000e+08 1.122018e+09 3.868944e-06 -9.395184e-08 3.066573e-08 1.394762e+01 1.346825e-04 4.513478e-05
1.000000e+08 1.258925e+09 3.863497e-06 -9.279827e-08 3.066573e-08 1.363013e+01 1.313141e-04 4.472098e-05
1.000000e+08 1.412538e+09 3.856768e-06 -9.159663e-08 3.066573e-08 1.334750e+01 1.282955e-04 4.435181e-05
1.000000e+08 1.584893e+09 3.848436e-06 -9.033091e-08 3.066573e-08 1.309483e+01 1.256063e-04 4.401607e-05
1.000000e+08 1.778279e+09 3.837702e-06 -8.900110e-08 3.066573e-08 1.286767e+01 1.232002e-04 4.374328e-05
1.000000e+08 1.995262e+09 3.824404e-06 -8.760720e-08 3.066573e-08 1.266777e+01 1.210630e-04 4.351223e-05
1.000000e+08 2.238721e+09 3.807421e-06 -8.614922e-08 3.066573e-08 1.248533e+01 1.191547e-04 4.333226e-05
1.000000e+08 2.511886e+09 3.786272e-06 -8.462715e-08 3.066573e-08 1.232537e+01 1.174387e-04 4.323260e-05
1.000000e+08 2.818383e+09 3.759515e-06 -8.304099e-08 3.066573e-08 1.218148e+01 1.159074e-04 4.321269e-05
1.000000e+08 3.162278e+09 3.725870e-06 -8.139074e-08 3.066573e-08 1.205313e+01 1.145279e-04 4.331231e-05
1.000000e+08 3.548134e+09 3.683412e-06 -7.967641e-08 3.066573e-08 1.194263e+01 1.133212e-04 4.354229e-05
1.000000e+08 3.981072e+09 3.630059e-06 -7.791401e-08 3.066573e-08 1.184677e+01 1.123082e-04 4.392495e-05
1.000000e+08 4.466836e+09 3.563088e-06 -7.607151e-08 3.066573e-08 1.177064e+01 1.114324e-04 4.446428e-05

1.047129e+08 1.000000e+07 3.956263e-06 -1.120565e-07 3.113036e-08 2.379578e+01 2.396687e-04 5.791770e-05
1.047129e+08 1.584893e+07 3.954821e-06 -1.117521e-07 3.113036e-08 2.379578e+01 2.396135e-04 5.791770e-05
1.047129e+08 2.511886e+07 3.952418e-06 -1.113355e-07 3.113036e-08 2.379030e+01 2.396135e-04 5.791770e-05
1.047129e+08 3.981072e+07 3.949854e-06 -1.107747e-07 3.113036e-08 2.379578e+01 2.396687e-04 5.793104e-05
1.047129e+08 6.309573e+07 3.948092e-06 -1.100057e-07 3.113036e-08 2.379578e+01 2.396687e-04 5.794438e-05
1.047129e+08 1.000000e+08 3.947131e-06 -1.089803e-07 3.113036e-08 2.373559e+01 2.390624e-04 5.786438e-05
1.047129e+08 1.122018e+08 3.946970e-06 -1.086759e-07 3.113036e-08 2.368100e+01 2.384577e-04 5.778449e-05
1.047129e+08 1.258925e+08 3.946810e-06 -1.083554e-07 3.113036e-08 2.358305e+01 2.374167e-04 5.765159e-05
1.047129e+08 1.412538e+08 3.946810e-06 -1.080030e-07 3.113036e-08 2.343150e+01 2.357824e-04 5.745281e-05
1.047129e+08 1.584893e+08 3.946650e-06 -1.076184e-07 3.113036e-08 2.321133e+01 2.334056e-04 5.716251e-05
1.047129e+08 1.778279e+08 3.946650e-06 -1.072179e-07 3.113036e-08 2.290340e+01 2.301502e-04 5.675594e-05
1.047129e+08 1.995262e+08 3.946490e-06 -1.067853e-07 3.113036e-08 2.250609e+01 2.258974e-04 5.623560e-05
1.047129e+08 2.238721e+08 3.946330e-06 -1.063207e-07 3.113036e-08 2.201405e+01 2.207046e-04 5.557907e-05
1.047129e+08 2.511886e+08 3.946009e-06 -1.058240e-07 3.113036e-08 2.144371e+01 2.145909e-04 5.482912e-05
1.047129e+08 2.818383e+08 3.945849e-06 -1.052953e-07 3.113036e-08 2.080655e+01 2.077836e-04 5.398975e-05
1.047129e+08 3.162278e+08 3.945368e-06 -1.047185e-07 3.113036e-08 2.012334e+01 2.004524e-04 5.308983e-05
1.047129e+08 3.548134e+08 3.945048e-06 -1.041257e-07 3.113036e-08 1.941333e+01 1.928907e-04 5.215684e-05
1.047129e+08 3.981072e+08 3.944567e-06 -1.034848e-07 3.113036e-08 1.869821e+01 1.852726e-04 5.122846e-05
1.047129e+08 4.466836e+08 3.943926e-06 -1.027959e-07 3.113036e-08 1.800528e+01 1.778326e-04 5.030502e-05
1.047129e+08 5.011872e+08 3.942965e-06 -1.020589e-07 3.113036e-08 1.733804e+01 1.707306e-04 4.943236e-05
1.047129e+08 5.623413e+08 3.942004e-06 -1.012898e-07 3.113036e-08 1.671091e+01 1.640255e-04 4.860840e-05
1.047129e+08 6.309573e+08 3.940562e-06 -1.004567e-07 3.113036e-08 1.612501e+01 1.578016e-04 4.784222e-05
1.047129e+08 7.079458e+08 3.938960e-06 -9.959151e-08 3.113036e-08 1.559193e+01 1.521288e-04 4.713150e-05
1.047129e+08 7.943282e+08 3.936877e-06 -9.866224e-08 3.113036e-08 1.510428e+01 1.469303e-04 4.648484e-05
1.047129e+08 8.912509e+08 3.934153e-06 -9.768491e-08 3.113036e-08 1.466561e+01 1.422366e-04 4.591042e-05
1.047129e+08 1.000000e+09 3.930949e-06 -9.664350e-08 3.113036e-08 1.426921e+01 1.380102e-04 4.538489e-05
1.047129e+08 1.122018e+09 3.926783e-06 -9.555402e-08 3.113036e-08 1.391233e+01 1.342182e-04 4.491706e-05
1.047129e+08 1.258925e+09 3.921496e-06 -9.440045e-08 3.113036e-08 1.359565e+01 1.308613e-04 4.449501e-05
1.047129e+08 1.412538e+09 3.914927e-06 -9.318279e-08 3.113036e-08 1.331374e+01 1.278237e-04 4.412770e-05
1.047129e+08 1.584893e+09 3.906595e-06 -9.190104e-08 3.113036e-08 1.306171e+01 1.251444e-04 4.380375e-05
1.047129e+08 1.778279e+09 3.896021e-06 -9.055521e-08 3.113036e-08 1.283512e+01 1.227754e-04 4.352225e-05
1.047129e+08 1.995262e+09 3.882883e-06 -8.916132e-08 3.113036e-08 1.263572e+01 1.206178e-04 4.329236e-05
1.047129e+08 2.238721e+09 3.866221e-06 -8.768731e-08 3.113036e-08 1.245375e+01 1.187166e-04 4.311330e-05
1.047129e+08 2.511886e+09 3.845392e-06 -8.614922e-08 3.113036e-08 1.229419e+01 1.170069e-04 4.301415e-05
1.047129e+08 2.818383e+09 3.819116e-06 -8.454704e-08 3.113036e-08 1.215066e+01 1.154812e-04 4.300424e-05
