!27Na (5/2+, 3/2+, 1/2+)  -> 27Mg     beta-decay,   with screening effects
!USDB      Q=9.069 MeV
!Experimental data are used.
!
!Log(rhoY) Log(T)  dQ     Vs      mu       e-cap-rate    nu-energy-loss  gamma-energy
!                 (MeV)     (MeV)     (MeV)       (1/s)             (MeV/s)        (MeV/s)  
3.630781e+08 2.238721e+09 -1.402709e-07 4.678366e-08 5.848918e-06 1.930857e+00 1.085379e-05 2.477544e-06
3.630781e+08 2.511886e+09 -1.383002e-07 4.678366e-08 5.834979e-06 1.941065e+00 1.094413e-05 2.474294e-06
3.630781e+08 2.818383e+09 -1.362334e-07 4.678366e-08 5.817676e-06 1.951686e+00 1.104184e-05 2.473952e-06
3.630781e+08 3.162278e+09 -1.340544e-07 4.678366e-08 5.795726e-06 1.963360e+00 1.115222e-05 2.477030e-06
3.630781e+08 3.548134e+09 -1.317953e-07 4.678366e-08 5.768168e-06 1.976697e+00 1.128162e-05 2.483941e-06
3.630781e+08 3.981072e+09 -1.294241e-07 4.678366e-08 5.733561e-06 1.992554e+00 1.143751e-05 2.495349e-06
3.630781e+08 4.466836e+09 -1.269567e-07 4.678366e-08 5.689822e-06 2.011963e+00 1.162977e-05 2.512068e-06

3.801894e+08 1.000000e+07 -1.725548e-07 4.750464e-08 5.981258e-06 1.598674e+00 8.365681e-06 2.833096e-06
3.801894e+08 1.584893e+07 -1.722023e-07 4.750464e-08 5.983822e-06 1.598122e+00 8.361637e-06 2.831987e-06
3.801894e+08 2.511886e+07 -1.717217e-07 4.750464e-08 5.987186e-06 1.595255e+00 8.340293e-06 2.826385e-06
3.801894e+08 3.981072e+07 -1.710808e-07 4.750464e-08 5.989429e-06 1.592062e+00 8.316705e-06 2.820144e-06
3.801894e+08 6.309573e+07 -1.701836e-07 4.750464e-08 5.990711e-06 1.590230e+00 8.303502e-06 2.816575e-06
3.801894e+08 1.000000e+08 -1.689819e-07 4.750464e-08 5.991352e-06 1.589352e+00 8.297768e-06 2.813593e-06
3.801894e+08 1.122018e+08 -1.686294e-07 4.750464e-08 5.991512e-06 1.589571e+00 8.299679e-06 2.812427e-06
3.801894e+08 1.258925e+08 -1.682449e-07 4.750464e-08 5.991512e-06 1.590303e+00 8.305032e-06 2.810615e-06
3.801894e+08 1.412538e+08 -1.678284e-07 4.750464e-08 5.991512e-06 1.591696e+00 8.315365e-06 2.807963e-06
3.801894e+08 1.584893e+08 -1.673797e-07 4.750464e-08 5.991512e-06 1.594116e+00 8.333190e-06 2.803892e-06
3.801894e+08 1.778279e+08 -1.668991e-07 4.750464e-08 5.991352e-06 1.597938e+00 8.360867e-06 2.798216e-06
3.801894e+08 1.995262e+08 -1.663864e-07 4.750464e-08 5.991352e-06 1.603430e+00 8.400813e-06 2.790367e-06
3.801894e+08 2.238721e+08 -1.658417e-07 4.750464e-08 5.991192e-06 1.610905e+00 8.454955e-06 2.779978e-06
3.801894e+08 2.511886e+08 -1.652488e-07 4.750464e-08 5.991032e-06 1.620466e+00 8.524154e-06 2.767014e-06
3.801894e+08 2.818383e+08 -1.646080e-07 4.750464e-08 5.990871e-06 1.632112e+00 8.608576e-06 2.751321e-06
3.801894e+08 3.162278e+08 -1.639351e-07 4.750464e-08 5.990711e-06 1.645811e+00 8.707857e-06 2.733199e-06
3.801894e+08 3.548134e+08 -1.631981e-07 4.750464e-08 5.990391e-06 1.661231e+00 8.819446e-06 2.712760e-06
3.801894e+08 3.981072e+08 -1.624290e-07 4.750464e-08 5.990070e-06 1.678031e+00 8.941107e-06 2.690613e-06
3.801894e+08 4.466836e+08 -1.615959e-07 4.750464e-08 5.989590e-06 1.695821e+00 9.069875e-06 2.667358e-06
3.801894e+08 5.011872e+08 -1.607147e-07 4.750464e-08 5.989109e-06 1.714115e+00 9.202404e-06 2.643330e-06
3.801894e+08 5.623413e+08 -1.597694e-07 4.750464e-08 5.988468e-06 1.732527e+00 9.336010e-06 2.619156e-06
3.801894e+08 6.309573e+08 -1.587600e-07 4.750464e-08 5.987507e-06 1.750774e+00 9.468721e-06 2.595382e-06
3.801894e+08 7.079458e+08 -1.576866e-07 4.750464e-08 5.986546e-06 1.768439e+00 9.597570e-06 2.572298e-06
3.801894e+08 7.943282e+08 -1.565490e-07 4.750464e-08 5.985104e-06 1.785418e+00 9.721680e-06 2.550241e-06
3.801894e+08 8.912509e+08 -1.553474e-07 4.750464e-08 5.983341e-06 1.801524e+00 9.839914e-06 2.529480e-06
3.801894e+08 1.000000e+09 -1.540656e-07 4.750464e-08 5.981258e-06 1.816645e+00 9.951792e-06 2.510102e-06
3.801894e+08 1.122018e+09 -1.526878e-07 4.750464e-08 5.978535e-06 1.830796e+00 1.005730e-05 2.492420e-06
3.801894e+08 1.258925e+09 -1.512458e-07 4.750464e-08 5.975170e-06 1.843996e+00 1.015690e-05 2.476460e-06
3.801894e+08 1.412538e+09 -1.497237e-07 4.750464e-08 5.970844e-06 1.856308e+00 1.025088e-05 2.462245e-06
3.801894e+08 1.584893e+09 -1.481055e-07 4.750464e-08 5.965397e-06 1.867798e+00 1.034049e-05 2.450029e-06
3.801894e+08 1.778279e+09 -1.463912e-07 4.750464e-08 5.958507e-06 1.878711e+00 1.042729e-05 2.439840e-06
3.801894e+08 1.995262e+09 -1.445967e-07 4.750464e-08 5.950016e-06 1.889078e+00 1.051263e-05 2.431819e-06
3.801894e+08 2.238721e+09 -1.427062e-07 4.750464e-08 5.939121e-06 1.899241e+00 1.059891e-05 2.426115e-06
3.801894e+08 2.511886e+09 -1.407195e-07 4.750464e-08 5.925663e-06 1.909414e+00 1.068861e-05 2.423044e-06
3.801894e+08 2.818383e+09 -1.386206e-07 4.750464e-08 5.908519e-06 1.920083e+00 1.078602e-05 2.422877e-06
3.801894e+08 3.162278e+09 -1.364256e-07 4.750464e-08 5.886890e-06 1.931746e+00 1.089611e-05 2.426115e-06
3.801894e+08 3.548134e+09 -1.341505e-07 4.750464e-08 5.859813e-06 1.945181e+00 1.102558e-05 2.433220e-06
3.801894e+08 3.981072e+09 -1.317633e-07 4.750464e-08 5.825687e-06 1.961146e+00 1.118179e-05 2.444901e-06
3.801894e+08 4.466836e+09 -1.292639e-07 4.750464e-08 5.782588e-06 1.980660e+00 1.137447e-05 2.461848e-06

3.981072e+08 1.000000e+07 -1.752464e-07 4.822562e-08 6.075306e-06 1.563436e+00 8.097693e-06 2.763957e-06
3.981072e+08 1.584893e+07 -1.748940e-07 4.822562e-08 6.076268e-06 1.563148e+00 8.095829e-06 2.763384e-06
3.981072e+08 2.511886e+07 -1.743973e-07 4.822562e-08 6.077870e-06 1.562500e+00 8.091356e-06 2.762176e-06
3.981072e+08 3.981072e+07 -1.737404e-07 4.822562e-08 6.079953e-06 1.561169e+00 8.081860e-06 2.759633e-06
3.981072e+08 6.309573e+07 -1.728592e-07 4.822562e-08 6.081715e-06 1.559948e+00 8.073304e-06 2.757219e-06
3.981072e+08 1.000000e+08 -1.716415e-07 4.822562e-08 6.082516e-06 1.559409e+00 8.070144e-06 2.754935e-06
3.981072e+08 1.122018e+08 -1.712891e-07 4.822562e-08 6.082516e-06 1.559732e+00 8.072746e-06 2.753920e-06
3.981072e+08 1.258925e+08 -1.708885e-07 4.822562e-08 6.082516e-06 1.560415e+00 8.077953e-06 2.752145e-06
3.981072e+08 1.412538e+08 -1.704720e-07 4.822562e-08 6.082516e-06 1.561852e+00 8.088562e-06 2.749611e-06
3.981072e+08 1.584893e+08 -1.700233e-07 4.822562e-08 6.082516e-06 1.564300e+00 8.106275e-06 2.745689e-06
3.981072e+08 1.778279e+08 -1.695427e-07 4.822562e-08 6.082356e-06 1.568086e+00 8.133572e-06 2.740068e-06
3.981072e+08 1.995262e+08 -1.690300e-07 4.822562e-08 6.082356e-06 1.573548e+00 8.172996e-06 2.732318e-06
3.981072e+08 2.238721e+08 -1.684692e-07 4.822562e-08 6.082196e-06 1.580920e+00 8.226239e-06 2.722145e-06
3.981072e+08 2.511886e+08 -1.678764e-07 4.822562e-08 6.082035e-06 1.590413e+00 8.294521e-06 2.709326e-06
3.981072e+08 2.818383e+08 -1.672516e-07 4.822562e-08 6.081875e-06 1.601954e+00 8.377825e-06 2.693961e-06
3.981072e+08 3.162278e+08 -1.665626e-07 4.822562e-08 6.081715e-06 1.615511e+00 8.475226e-06 2.675970e-06
3.981072e+08 3.548134e+08 -1.658256e-07 4.822562e-08 6.081555e-06 1.630797e+00 8.585020e-06 2.655836e-06
3.981072e+08 3.981072e+08 -1.650566e-07 4.822562e-08 6.081074e-06 1.647479e+00 8.705051e-06 2.634155e-06
3.981072e+08 4.466836e+08 -1.642234e-07 4.822562e-08 6.080594e-06 1.665060e+00 8.831842e-06 2.611147e-06
3.981072e+08 5.011872e+08 -1.633262e-07 4.822562e-08 6.080113e-06 1.683178e+00 8.962338e-06 2.587446e-06
3.981072e+08 5.623413e+08 -1.623809e-07 4.822562e-08 6.079472e-06 1.701453e+00 9.094133e-06 2.563724e-06
3.981072e+08 6.309573e+08 -1.613555e-07 4.822562e-08 6.078671e-06 1.719491e+00 9.224468e-06 2.540220e-06
3.981072e+08 7.079458e+08 -1.602821e-07 4.822562e-08 6.077549e-06 1.737001e+00 9.351285e-06 2.517511e-06
3.981072e+08 7.943282e+08 -1.591285e-07 4.822562e-08 6.076268e-06 1.753800e+00 9.473518e-06 2.495751e-06
3.981072e+08 8.912509e+08 -1.579109e-07 4.822562e-08 6.074505e-06 1.769783e+00 9.590060e-06 2.475263e-06
3.981072e+08 1.000000e+09 -1.566131e-07 4.822562e-08 6.072422e-06 1.784802e+00 9.700437e-06 2.456299e-06
3.981072e+08 1.122018e+09 -1.552512e-07 4.822562e-08 6.069699e-06 1.798829e+00 9.804406e-06 2.438829e-06
3.981072e+08 1.258925e+09 -1.537933e-07 4.822562e-08 6.066334e-06 1.811924e+00 9.902647e-06 2.423156e-06
3.981072e+08 1.412538e+09 -1.522391e-07 4.822562e-08 6.062168e-06 1.824148e+00 9.995426e-06 2.409191e-06
3.981072e+08 1.584893e+09 -1.506209e-07 4.822562e-08 6.056881e-06 1.835566e+00 1.008396e-05 2.397184e-06
3.981072e+08 1.778279e+09 -1.488906e-07 4.822562e-08 6.050152e-06 1.846375e+00 1.016977e-05 2.387159e-06
3.981072e+08 1.995262e+09 -1.470801e-07 4.822562e-08 6.041661e-06 1.856735e+00 1.025442e-05 2.379366e-06
3.981072e+08 2.238721e+09 -1.451735e-07 4.822562e-08 6.030926e-06 1.866852e+00 1.034002e-05 2.373894e-06
3.981072e+08 2.511886e+09 -1.431708e-07 4.822562e-08 6.017628e-06 1.877025e+00 1.042921e-05 2.370944e-06
3.981072e+08 2.818383e+09 -1.410559e-07 4.822562e-08 6.000805e-06 1.887731e+00 1.052643e-05 2.370999e-06
3.981072e+08 3.162278e+09 -1.388449e-07 4.822562e-08 5.979496e-06 1.899459e+00 1.063656e-05 2.374441e-06
3.981072e+08 3.548134e+09 -1.365378e-07 4.822562e-08 5.952740e-06 1.912890e+00 1.076568e-05 2.381723e-06
3.981072e+08 3.981072e+09 -1.341185e-07 4.822562e-08 5.919094e-06 1.928990e+00 1.092223e-05 2.393599e-06
3.981072e+08 4.466836e+09 -1.316031e-07 4.822562e-08 5.876796e-06 1.948633e+00 1.111530e-05 2.410801e-06

4.168694e+08 1.000000e+07 -1.779541e-07 4.896262e-08 6.170956e-06 1.535465e+00 7.886990e-06 2.709326e-06
4.168694e+08 1.584893e+07 -1.776017e-07 4.896262e-08 6.171437e-06 1.535147e+00 7.884993e-06 2.708827e-06
4.168694e+08 2.511886e+07 -1.771210e-07 4.896262e-08 6.172238e-06 1.534440e+00 7.880092e-06 2.707455e-06
4.168694e+08 3.981072e+07 -1.764641e-07 4.896262e-08 6.173360e-06 1.532745e+00 7.867945e-06 2.704216e-06
4.168694e+08 6.309573e+07 -1.755669e-07 4.896262e-08 6.174481e-06 1.530629e+00 7.852922e-06 2.700109e-06
4.168694e+08 1.000000e+08 -1.743492e-07 4.896262e-08 6.174962e-06 1.529361e+00 7.844428e-06 2.696443e-06
4.168694e+08 1.122018e+08 -1.739807e-07 4.896262e-08 6.174962e-06 1.529502e+00 7.845693e-06 2.695078e-06
4.168694e+08 1.258925e+08 -1.735962e-07 4.896262e-08 6.174962e-06 1.530171e+00 7.850391e-06 2.693279e-06
4.168694e+08 1.412538e+08 -1.731796e-07 4.896262e-08 6.174962e-06 1.531511e+00 7.860159e-06 2.690551e-06
4.168694e+08 1.584893e+08 -1.727310e-07 4.896262e-08 6.174962e-06 1.533875e+00 7.877552e-06 2.686651e-06
4.168694e+08 1.778279e+08 -1.722344e-07 4.896262e-08 6.174802e-06 1.537588e+00 7.904080e-06 2.681089e-06
4.168694e+08 1.995262e+08 -1.717217e-07 4.896262e-08 6.174802e-06 1.542979e+00 7.942758e-06 2.673445e-06
4.168694e+08 2.238721e+08 -1.711609e-07 4.896262e-08 6.174642e-06 1.550315e+00 7.995236e-06 2.663369e-06
4.168694e+08 2.511886e+08 -1.705681e-07 4.896262e-08 6.174481e-06 1.559696e+00 8.062344e-06 2.650765e-06
4.168694e+08 2.818383e+08 -1.699272e-07 4.896262e-08 6.174321e-06 1.571122e+00 8.144254e-06 2.635611e-06
4.168694e+08 3.162278e+08 -1.692383e-07 4.896262e-08 6.174161e-06 1.584565e+00 8.240078e-06 2.617889e-06
4.168694e+08 3.548134e+08 -1.685013e-07 4.896262e-08 6.173840e-06 1.599669e+00 8.348170e-06 2.598133e-06
4.168694e+08 3.981072e+08 -1.677162e-07 4.896262e-08 6.173520e-06 1.616144e+00 8.466059e-06 2.576626e-06
4.168694e+08 4.466836e+08 -1.668670e-07 4.896262e-08 6.173039e-06 1.633616e+00 8.590952e-06 2.554061e-06
4.168694e+08 5.011872e+08 -1.659698e-07 4.896262e-08 6.172559e-06 1.651543e+00 8.719294e-06 2.530762e-06
4.168694e+08 5.623413e+08 -1.650245e-07 4.896262e-08 6.171918e-06 1.669629e+00 8.848941e-06 2.507329e-06
4.168694e+08 6.309573e+08 -1.639991e-07 4.896262e-08 6.171117e-06 1.687524e+00 8.977208e-06 2.484227e-06
4.168694e+08 7.079458e+08 -1.629097e-07 4.896262e-08 6.169995e-06 1.704865e+00 9.102094e-06 2.461848e-06
4.168694e+08 7.943282e+08 -1.617561e-07 4.896262e-08 6.168713e-06 1.721512e+00 9.222556e-06 2.440458e-06
4.168694e+08 8.912509e+08 -1.605224e-07 4.896262e-08 6.167111e-06 1.737321e+00 9.337085e-06 2.420312e-06
4.168694e+08 1.000000e+09 -1.592246e-07 4.896262e-08 6.165028e-06 1.752226e+00 9.445856e-06 2.401603e-06
4.168694e+08 1.122018e+09 -1.578308e-07 4.896262e-08 6.162305e-06 1.766119e+00 9.548415e-06 2.384467e-06
4.168694e+08 1.258925e+09 -1.563728e-07 4.896262e-08 6.159100e-06 1.779099e+00 9.644979e-06 2.368980e-06
4.168694e+08 1.412538e+09 -1.548187e-07 4.896262e-08 6.154774e-06 1.791266e+00 9.736913e-06 2.355382e-06
4.168694e+08 1.584893e+09 -1.531684e-07 4.896262e-08 6.149647e-06 1.802603e+00 9.824519e-06 2.343588e-06
4.168694e+08 1.778279e+09 -1.514381e-07 4.896262e-08 6.143079e-06 1.813343e+00 9.909034e-06 2.333787e-06
4.168694e+08 1.995262e+09 -1.496116e-07 4.896262e-08 6.134747e-06 1.823644e+00 9.992895e-06 2.326169e-06
4.168694e+08 2.238721e+09 -1.476890e-07 4.896262e-08 6.124173e-06 1.833707e+00 1.007770e-05 2.320873e-06
4.168694e+08 2.511886e+09 -1.456542e-07 4.896262e-08 6.111035e-06 1.843911e+00 1.016673e-05 2.318149e-06
4.168694e+08 2.818383e+09 -1.435233e-07 4.896262e-08 6.094372e-06 1.854599e+00 1.026340e-05 2.318362e-06
4.168694e+08 3.162278e+09 -1.412963e-07 4.896262e-08 6.073544e-06 1.866337e+00 1.037317e-05 2.321942e-06
4.168694e+08 3.548134e+09 -1.389731e-07 4.896262e-08 6.047108e-06 1.879879e+00 1.050247e-05 2.329492e-06
4.168694e+08 3.981072e+09 -1.365378e-07 4.896262e-08 6.014103e-06 1.896007e+00 1.065887e-05 2.341539e-06
4.168694e+08 4.466836e+09 -1.339903e-07 4.896262e-08 5.972286e-06 1.915843e+00 1.085229e-05 2.359018e-06

4.365158e+08 1.000000e+07 -1.807259e-07 4.971565e-08 6.267087e-06 1.499823e+00 7.622217e-06 2.640349e-06
4.365158e+08 1.584893e+07 -1.803734e-07 4.971565e-08 6.267248e-06 1.499581e+00 7.620462e-06 2.639802e-06
4.365158e+08 2.511886e+07 -1.798767e-07 4.971565e-08 6.267728e-06 1.499098e+00 7.617480e-06 2.638951e-06
4.365158e+08 3.981072e+07 -1.792199e-07 4.971565e-08 6.268209e-06 1.498442e+00 7.613096e-06 2.637736e-06
4.365158e+08 6.309573e+07 -1.783066e-07 4.971565e-08 6.268689e-06 1.497856e+00 7.609416e-06 2.636643e-06
4.365158e+08 1.000000e+08 -1.770890e-07 4.971565e-08 6.268850e-06 1.497787e+00 7.609591e-06 2.635247e-06
4.365158e+08 1.122018e+08 -1.767205e-07 4.971565e-08 6.268850e-06 1.498097e+00 7.612220e-06 2.634276e-06
4.365158e+08 1.258925e+08 -1.763359e-07 4.971565e-08 6.268850e-06 1.498856e+00 7.617831e-06 2.632700e-06
4.365158e+08 1.412538e+08 -1.759194e-07 4.971565e-08 6.268850e-06 1.500307e+00 7.628187e-06 2.630276e-06
4.365158e+08 1.584893e+08 -1.754547e-07 4.971565e-08 6.268850e-06 1.502692e+00 7.645419e-06 2.626524e-06
4.365158e+08 1.778279e+08 -1.749741e-07 4.971565e-08 6.268689e-06 1.506399e+00 7.671871e-06 2.621086e-06
4.365158e+08 1.995262e+08 -1.744454e-07 4.971565e-08 6.268689e-06 1.511750e+00 7.709945e-06 2.613613e-06
4.365158e+08 2.238721e+08 -1.738846e-07 4.971565e-08 6.268529e-06 1.519008e+00 7.761601e-06 2.603702e-06
4.365158e+08 2.511886e+08 -1.732758e-07 4.971565e-08 6.268369e-06 1.528305e+00 7.827648e-06 2.591322e-06
4.365158e+08 2.818383e+08 -1.726349e-07 4.971565e-08 6.268209e-06 1.539643e+00 7.908085e-06 2.576329e-06
4.365158e+08 3.162278e+08 -1.719460e-07 4.971565e-08 6.268049e-06 1.552923e+00 8.002419e-06 2.558947e-06
4.365158e+08 3.548134e+08 -1.712090e-07 4.971565e-08 6.267888e-06 1.567906e+00 8.108701e-06 2.539460e-06
4.365158e+08 3.981072e+08 -1.704239e-07 4.971565e-08 6.267408e-06 1.584200e+00 8.224534e-06 2.518380e-06
4.365158e+08 4.466836e+08 -1.695747e-07 4.971565e-08 6.267087e-06 1.601474e+00 8.347209e-06 2.496096e-06
4.365158e+08 5.011872e+08 -1.686615e-07 4.971565e-08 6.266446e-06 1.619273e+00 8.473665e-06 2.473212e-06
4.365158e+08 5.623413e+08 -1.677002e-07 4.971565e-08 6.265806e-06 1.637156e+00 8.601047e-06 2.450199e-06
4.365158e+08 6.309573e+08 -1.666748e-07 4.971565e-08 6.265004e-06 1.654855e+00 8.727529e-06 2.427456e-06
4.365158e+08 7.079458e+08 -1.655853e-07 4.971565e-08 6.264043e-06 1.672014e+00 8.850164e-06 2.405422e-06
4.365158e+08 7.943282e+08 -1.644157e-07 4.971565e-08 6.262761e-06 1.688496e+00 8.968531e-06 2.384357e-06
4.365158e+08 8.912509e+08 -1.631820e-07 4.971565e-08 6.261159e-06 1.704159e+00 9.081369e-06 2.364565e-06
4.365158e+08 1.000000e+09 -1.618682e-07 4.971565e-08 6.259076e-06 1.718898e+00 9.188430e-06 2.346180e-06
4.365158e+08 1.122018e+09 -1.604743e-07 4.971565e-08 6.256353e-06 1.732726e+00 9.289264e-06 2.329332e-06
4.365158e+08 1.258925e+09 -1.590003e-07 4.971565e-08 6.253148e-06 1.745581e+00 9.384720e-06 2.314202e-06
4.365158e+08 1.412538e+09 -1.574302e-07 4.971565e-08 6.248983e-06 1.757600e+00 9.475046e-06 2.300760e-06
4.365158e+08 1.584893e+09 -1.557639e-07 4.971565e-08 6.243856e-06 1.768887e+00 9.561396e-06 2.289240e-06
4.365158e+08 1.778279e+09 -1.540176e-07 4.971565e-08 6.237287e-06 1.779590e+00 9.645424e-06 2.279666e-06
4.365158e+08 1.995262e+09 -1.521751e-07 4.971565e-08 6.229116e-06 1.789823e+00 9.728397e-06 2.272225e-06
4.365158e+08 2.238721e+09 -1.502364e-07 4.971565e-08 6.218862e-06 1.799865e+00 9.812537e-06 2.267155e-06
4.365158e+08 2.511886e+09 -1.481856e-07 4.971565e-08 6.205884e-06 1.810006e+00 9.900823e-06 2.264599e-06
4.365158e+08 2.818383e+09 -1.460387e-07 4.971565e-08 6.189542e-06 1.820749e+00 9.997267e-06 2.265016e-06
4.365158e+08 3.162278e+09 -1.437957e-07 4.971565e-08 6.168874e-06 1.832525e+00 1.010674e-05 2.268827e-06
4.365158e+08 3.548134e+09 -1.414405e-07 4.971565e-08 6.143079e-06 1.846120e+00 1.023579e-05 2.276519e-06
4.365158e+08 3.981072e+09 -1.389731e-07 4.971565e-08 6.110394e-06 1.862387e+00 1.039229e-05 2.288818e-06
4.365158e+08 4.466836e+09 -1.364096e-07 4.971565e-08 6.069378e-06 1.882305e+00 1.058550e-05 2.306435e-06

4.570882e+08 1.000000e+07 -1.835297e-07 5.046867e-08 6.363539e-06 1.471635e+00 7.414320e-06 2.585897e-06
4.570882e+08 1.584893e+07 -1.831772e-07 5.046867e-08 6.363699e-06 1.471330e+00 7.412613e-06 2.585421e-06
4.570882e+08 2.511886e+07 -1.826806e-07 5.046867e-08 6.363859e-06 1.470686e+00 7.408176e-06 2.584171e-06
4.570882e+08 3.981072e+07 -1.820076e-07 5.046867e-08 6.364019e-06 1.469366e+00 7.399141e-06 2.581733e-06
4.570882e+08 6.309573e+07 -1.811104e-07 5.046867e-08 6.364179e-06 1.467709e+00 7.387735e-06 2.578584e-06
4.570882e+08 1.000000e+08 -1.798767e-07 5.046867e-08 6.364179e-06 1.466594e+00 7.380424e-06 2.575202e-06
4.570882e+08 1.122018e+08 -1.795082e-07 5.046867e-08 6.364179e-06 1.466763e+00 7.381784e-06 2.573898e-06
4.570882e+08 1.258925e+08 -1.791237e-07 5.046867e-08 6.364179e-06 1.467371e+00 7.386374e-06 2.572120e-06
4.570882e+08 1.412538e+08 -1.786911e-07 5.046867e-08 6.364179e-06 1.468690e+00 7.395564e-06 2.569516e-06
4.570882e+08 1.584893e+08 -1.782425e-07 5.046867e-08 6.364179e-06 1.471025e+00 7.412271e-06 2.565732e-06
4.570882e+08 1.778279e+08 -1.777458e-07 5.046867e-08 6.364019e-06 1.474654e+00 7.438088e-06 2.560303e-06
4.570882e+08 1.995262e+08 -1.772171e-07 5.046867e-08 6.364019e-06 1.479926e+00 7.475346e-06 2.552944e-06
4.570882e+08 2.238721e+08 -1.766564e-07 5.046867e-08 6.363859e-06 1.487099e+00 7.525950e-06 2.543146e-06
4.570882e+08 2.511886e+08 -1.760475e-07 5.046867e-08 6.363699e-06 1.496270e+00 7.590866e-06 2.530995e-06
4.570882e+08 2.818383e+08 -1.754067e-07 5.046867e-08 6.363539e-06 1.507509e+00 7.669928e-06 2.516294e-06
4.570882e+08 3.162278e+08 -1.747017e-07 5.046867e-08 6.363378e-06 1.520618e+00 7.762495e-06 2.499144e-06
4.570882e+08 3.548134e+08 -1.739647e-07 5.046867e-08 6.363218e-06 1.535465e+00 7.867039e-06 2.480055e-06
4.570882e+08 3.981072e+08 -1.731636e-07 5.046867e-08 6.362898e-06 1.551601e+00 7.980890e-06 2.459242e-06
4.570882e+08 4.466836e+08 -1.723145e-07 5.046867e-08 6.362417e-06 1.568664e+00 8.101423e-06 2.437369e-06
4.570882e+08 5.011872e+08 -1.714012e-07 5.046867e-08 6.361936e-06 1.586244e+00 8.225481e-06 2.414856e-06
4.570882e+08 5.623413e+08 -1.704399e-07 5.046867e-08 6.361295e-06 1.603984e+00 8.350862e-06 2.392221e-06
4.570882e+08 6.309573e+08 -1.693985e-07 5.046867e-08 6.360494e-06 1.621474e+00 8.475031e-06 2.369852e-06
4.570882e+08 7.079458e+08 -1.682930e-07 5.046867e-08 6.359533e-06 1.638476e+00 8.595503e-06 2.348180e-06
4.570882e+08 7.943282e+08 -1.671234e-07 5.046867e-08 6.358251e-06 1.654817e+00 8.712069e-06 2.327509e-06
4.570882e+08 8.912509e+08 -1.658737e-07 5.046867e-08 6.356489e-06 1.670321e+00 8.823102e-06 2.308082e-06
4.570882e+08 1.000000e+09 -1.645599e-07 5.046867e-08 6.354566e-06 1.684884e+00 8.928146e-06 2.289978e-06
4.570882e+08 1.122018e+09 -1.631500e-07 5.046867e-08 6.352003e-06 1.698596e+00 9.027579e-06 2.273533e-06
4.570882e+08 1.258925e+09 -1.616600e-07 5.046867e-08 6.348798e-06 1.711315e+00 9.121396e-06 2.258610e-06
4.570882e+08 1.412538e+09 -1.600738e-07 5.046867e-08 6.344793e-06 1.723257e+00 9.210460e-06 2.245439e-06
4.570882e+08 1.584893e+09 -1.584075e-07 5.046867e-08 6.339666e-06 1.734443e+00 9.295683e-06 2.234145e-06
4.570882e+08 1.778279e+09 -1.566451e-07 5.046867e-08 6.333257e-06 1.745059e+00 9.378671e-06 2.224853e-06
4.570882e+08 1.995262e+09 -1.547866e-07 5.046867e-08 6.325246e-06 1.755214e+00 9.460657e-06 2.217590e-06
4.570882e+08 2.238721e+09 -1.528320e-07 5.046867e-08 6.314992e-06 1.765265e+00 9.544019e-06 2.212694e-06
4.570882e+08 2.511886e+09 -1.507651e-07 5.046867e-08 6.302175e-06 1.775415e+00 9.632107e-06 2.210402e-06
4.570882e+08 2.818383e+09 -1.486022e-07 5.046867e-08 6.286153e-06 1.786117e+00 9.727725e-06 2.210962e-06
4.570882e+08 3.162278e+09 -1.463271e-07 5.046867e-08 6.265806e-06 1.797960e+00 9.836969e-06 2.214937e-06
4.570882e+08 3.548134e+09 -1.439559e-07 5.046867e-08 6.240331e-06 1.811632e+00 9.966010e-06 2.222856e-06
4.570882e+08 3.981072e+09 -1.414725e-07 5.046867e-08 6.208127e-06 1.827932e+00 1.012235e-05 2.235277e-06
4.570882e+08 4.466836e+09 -1.388770e-07 5.046867e-08 6.167752e-06 1.847992e+00 1.031552e-05 2.253156e-06

4.786301e+08 1.000000e+07 -1.863816e-07 5.125374e-08 6.460310e-06 1.435754e+00 7.153710e-06 2.517163e-06
4.786301e+08 1.584893e+07 -1.860131e-07 5.125374e-08 6.460470e-06 1.435456e+00 7.151898e-06 2.516699e-06
4.786301e+08 2.511886e+07 -1.855324e-07 5.125374e-08 6.460631e-06 1.434994e+00 7.148934e-06 2.515772e-06
4.786301e+08 3.981072e+07 -1.848595e-07 5.125374e-08 6.460791e-06 1.434300e+00 7.144327e-06 2.514498e-06
4.786301e+08 6.309573e+07 -1.839463e-07 5.125374e-08 6.461111e-06 1.433772e+00 7.141202e-06 2.513514e-06
4.786301e+08 1.000000e+08 -1.827126e-07 5.125374e-08 6.461111e-06 1.433739e+00 7.141695e-06 2.512241e-06
4.786301e+08 1.122018e+08 -1.823441e-07 5.125374e-08 6.461111e-06 1.434069e+00 7.144162e-06 2.511316e-06
4.786301e+08 1.258925e+08 -1.819436e-07 5.125374e-08 6.461111e-06 1.434829e+00 7.149757e-06 2.509870e-06
4.786301e+08 1.412538e+08 -1.815110e-07 5.125374e-08 6.461111e-06 1.436184e+00 7.159477e-06 2.507444e-06
4.786301e+08 1.584893e+08 -1.810624e-07 5.125374e-08 6.461111e-06 1.438534e+00 7.176147e-06 2.503810e-06
