!25Si (5/2+, 3/2+, 1/2+, 3/2+)  -> 25Al       e-capture,  with screening effects
!GT+F   USDB     Q=12.7427 MeV
!Experimental data are used.
!
!Log(rhoY) Log(T) mu    dQ        Vs          capture-rate    nu-energy-loss  gamma-energy
!                   (MeV)    (MeV)   (MeV)       (1/s)           (MeV/s)           (MeV/s)  
2.884032e+08 1.584893e+07 5.465677e-06 1.749260e-07 5.059684e-08 1.492107e+01 1.932464e-04 1.605873e-04
2.884032e+08 2.511886e+07 5.467279e-06 1.744934e-07 5.059684e-08 1.493482e+01 1.934244e-04 1.606983e-04
2.884032e+08 3.981072e+07 5.468240e-06 1.739006e-07 5.059684e-08 1.496925e+01 1.939150e-04 1.611058e-04
2.884032e+08 6.309573e+07 5.467920e-06 1.730995e-07 5.059684e-08 1.500030e+01 1.943620e-04 1.614401e-04
2.884032e+08 1.000000e+08 5.467599e-06 1.720100e-07 5.059684e-08 1.502104e+01 1.946755e-04 1.616633e-04
2.884032e+08 1.122018e+08 5.467439e-06 1.716896e-07 5.059684e-08 1.502450e+01 1.947203e-04 1.617377e-04
2.884032e+08 1.258925e+08 5.467439e-06 1.713371e-07 5.059684e-08 1.503142e+01 1.948100e-04 1.618122e-04
2.884032e+08 1.412538e+08 5.467279e-06 1.709526e-07 5.059684e-08 1.503834e+01 1.948998e-04 1.618868e-04
2.884032e+08 1.584893e+08 5.467279e-06 1.705521e-07 5.059684e-08 1.504527e+01 1.949895e-04 1.619613e-04
2.884032e+08 1.778279e+08 5.467119e-06 1.701195e-07 5.059684e-08 1.505220e+01 1.950794e-04 1.620732e-04
2.884032e+08 1.995262e+08 5.467119e-06 1.696548e-07 5.059684e-08 1.506260e+01 1.952142e-04 1.621852e-04
2.884032e+08 2.238721e+08 5.466798e-06 1.691421e-07 5.059684e-08 1.507301e+01 1.953491e-04 1.623347e-04
2.884032e+08 2.511886e+08 5.466798e-06 1.686134e-07 5.059684e-08 1.508343e+01 1.955291e-04 1.624843e-04
2.884032e+08 2.818383e+08 5.466478e-06 1.680206e-07 5.059684e-08 1.509732e+01 1.956642e-04 1.626340e-04
2.884032e+08 3.162278e+08 5.466318e-06 1.674118e-07 5.059684e-08 1.510776e+01 1.958445e-04 1.628213e-04
2.884032e+08 3.548134e+08 5.465997e-06 1.667389e-07 5.059684e-08 1.512168e+01 1.960249e-04 1.630089e-04
2.884032e+08 3.981072e+08 5.465677e-06 1.660339e-07 5.059684e-08 1.513561e+01 1.962056e-04 1.631591e-04
2.884032e+08 4.466836e+08 5.465196e-06 1.652649e-07 5.059684e-08 1.514956e+01 1.963864e-04 1.633471e-04
2.884032e+08 5.011872e+08 5.464555e-06 1.644638e-07 5.059684e-08 1.516352e+01 1.966126e-04 1.635352e-04
2.884032e+08 5.623413e+08 5.463914e-06 1.635986e-07 5.059684e-08 1.517749e+01 1.967938e-04 1.637236e-04
2.884032e+08 6.309573e+08 5.462953e-06 1.626693e-07 5.059684e-08 1.519498e+01 1.970204e-04 1.639122e-04
2.884032e+08 7.079458e+08 5.461671e-06 1.616760e-07 5.059684e-08 1.520898e+01 1.972928e-04 1.641010e-04
2.884032e+08 7.943282e+08 5.460229e-06 1.606185e-07 5.059684e-08 1.522299e+01 1.975656e-04 1.642901e-04
2.884032e+08 8.912509e+08 5.458307e-06 1.594970e-07 5.059684e-08 1.524053e+01 1.978387e-04 1.645172e-04
2.884032e+08 1.000000e+09 5.456064e-06 1.583114e-07 5.059684e-08 1.526160e+01 1.981579e-04 1.647446e-04
2.884032e+08 1.122018e+09 5.453020e-06 1.570457e-07 5.059684e-08 1.528270e+01 1.985232e-04 1.650104e-04
2.884032e+08 1.258925e+09 5.449335e-06 1.556999e-07 5.059684e-08 1.530735e+01 1.989809e-04 1.653146e-04
2.884032e+08 1.412538e+09 5.444528e-06 1.542739e-07 5.059684e-08 1.533557e+01 1.994855e-04 1.656194e-04
2.884032e+08 1.584893e+09 5.438600e-06 1.527679e-07 5.059684e-08 1.536739e+01 2.001296e-04 1.660395e-04
2.884032e+08 1.778279e+09 5.431070e-06 1.511817e-07 5.059684e-08 1.540636e+01 2.008683e-04 1.664989e-04
2.884032e+08 1.995262e+09 5.421777e-06 1.494994e-07 5.059684e-08 1.545254e+01 2.017954e-04 1.670365e-04
2.884032e+08 2.238721e+09 5.409921e-06 1.477210e-07 5.059684e-08 1.550958e+01 2.029137e-04 1.677302e-04
2.884032e+08 2.511886e+09 5.395021e-06 1.458464e-07 5.059684e-08 1.557758e+01 2.042732e-04 1.685820e-04
2.884032e+08 2.818383e+09 5.376115e-06 1.438758e-07 5.059684e-08 1.566030e+01 2.059261e-04 1.695943e-04
2.884032e+08 3.162278e+09 5.352563e-06 1.418090e-07 5.059684e-08 1.576522e+01 2.080709e-04 1.708486e-04
2.884032e+08 3.548134e+09 5.322762e-06 1.396460e-07 5.059684e-08 1.589278e+01 2.106742e-04 1.723897e-04
2.884032e+08 3.981072e+09 5.285432e-06 1.373709e-07 5.059684e-08 1.605092e+01 2.139495e-04 1.742655e-04
2.884032e+08 4.466836e+09 5.238167e-06 1.349997e-07 5.059684e-08 1.624800e+01 2.180777e-04 1.765677e-04

3.019952e+08 1.000000e+07 5.539698e-06 1.779702e-07 5.136589e-08 1.560271e+01 2.027736e-04 1.679621e-04
3.019952e+08 1.584893e+07 5.542261e-06 1.776497e-07 5.136589e-08 1.573983e+01 2.047441e-04 1.694772e-04
3.019952e+08 2.511886e+07 5.545626e-06 1.772171e-07 5.136589e-08 1.587084e+01 2.065434e-04 1.709273e-04
3.019952e+08 3.981072e+07 5.547869e-06 1.766243e-07 5.136589e-08 1.588913e+01 2.068289e-04 1.711242e-04
3.019952e+08 6.309573e+07 5.549150e-06 1.758072e-07 5.136589e-08 1.588913e+01 2.067813e-04 1.710848e-04
3.019952e+08 1.000000e+08 5.549791e-06 1.747177e-07 5.136589e-08 1.588913e+01 2.068289e-04 1.710848e-04
3.019952e+08 1.122018e+08 5.549952e-06 1.743813e-07 5.136589e-08 1.588913e+01 2.068289e-04 1.711242e-04
3.019952e+08 1.258925e+08 5.549952e-06 1.740288e-07 5.136589e-08 1.589278e+01 2.068766e-04 1.711636e-04
3.019952e+08 1.412538e+08 5.549952e-06 1.736603e-07 5.136589e-08 1.589644e+01 2.069719e-04 1.712424e-04
3.019952e+08 1.584893e+08 5.549952e-06 1.732437e-07 5.136589e-08 1.590377e+01 2.070195e-04 1.713213e-04
3.019952e+08 1.778279e+08 5.549791e-06 1.728111e-07 5.136589e-08 1.591109e+01 2.071626e-04 1.714397e-04
3.019952e+08 1.995262e+08 5.549791e-06 1.723305e-07 5.136589e-08 1.592209e+01 2.072580e-04 1.715581e-04
3.019952e+08 2.238721e+08 5.549631e-06 1.718338e-07 5.136589e-08 1.593309e+01 2.074012e-04 1.716767e-04
3.019952e+08 2.511886e+08 5.549471e-06 1.712891e-07 5.136589e-08 1.594410e+01 2.075923e-04 1.718744e-04
3.019952e+08 2.818383e+08 5.549311e-06 1.707123e-07 5.136589e-08 1.595512e+01 2.077358e-04 1.720328e-04
3.019952e+08 3.162278e+08 5.549150e-06 1.700874e-07 5.136589e-08 1.596982e+01 2.079272e-04 1.721913e-04
3.019952e+08 3.548134e+08 5.548830e-06 1.694145e-07 5.136589e-08 1.598453e+01 2.081188e-04 1.723897e-04
3.019952e+08 3.981072e+08 5.548349e-06 1.686935e-07 5.136589e-08 1.599926e+01 2.083106e-04 1.725485e-04
3.019952e+08 4.466836e+08 5.548029e-06 1.679405e-07 5.136589e-08 1.601401e+01 2.085025e-04 1.727473e-04
3.019952e+08 5.011872e+08 5.547388e-06 1.671234e-07 5.136589e-08 1.602876e+01 2.087427e-04 1.729463e-04
3.019952e+08 5.623413e+08 5.546587e-06 1.662422e-07 5.136589e-08 1.604353e+01 2.089351e-04 1.731455e-04
3.019952e+08 6.309573e+08 5.545626e-06 1.653129e-07 5.136589e-08 1.605832e+01 2.091757e-04 1.733450e-04
3.019952e+08 7.079458e+08 5.544504e-06 1.643196e-07 5.136589e-08 1.607681e+01 2.094167e-04 1.735447e-04
3.019952e+08 7.943282e+08 5.543062e-06 1.632621e-07 5.136589e-08 1.609163e+01 2.097062e-04 1.737846e-04
3.019952e+08 8.912509e+08 5.541140e-06 1.621246e-07 5.136589e-08 1.611017e+01 2.099961e-04 1.739848e-04
3.019952e+08 1.000000e+09 5.538896e-06 1.609230e-07 5.136589e-08 1.613244e+01 2.103833e-04 1.742253e-04
3.019952e+08 1.122018e+09 5.536013e-06 1.596572e-07 5.136589e-08 1.615102e+01 2.107712e-04 1.745064e-04
3.019952e+08 1.258925e+09 5.532328e-06 1.582954e-07 5.136589e-08 1.617708e+01 2.112085e-04 1.747879e-04
3.019952e+08 1.412538e+09 5.527681e-06 1.568694e-07 5.136589e-08 1.620690e+01 2.117929e-04 1.751505e-04
3.019952e+08 1.584893e+09 5.521753e-06 1.553474e-07 5.136589e-08 1.624052e+01 2.124278e-04 1.755542e-04
3.019952e+08 1.778279e+09 5.514383e-06 1.537452e-07 5.136589e-08 1.628171e+01 2.132118e-04 1.760400e-04
3.019952e+08 1.995262e+09 5.505090e-06 1.520469e-07 5.136589e-08 1.633052e+01 2.141467e-04 1.766490e-04
3.019952e+08 2.238721e+09 5.493395e-06 1.502524e-07 5.136589e-08 1.638702e+01 2.153334e-04 1.773419e-04
3.019952e+08 2.511886e+09 5.478815e-06 1.483619e-07 5.136589e-08 1.645887e+01 2.167261e-04 1.782015e-04
3.019952e+08 2.818383e+09 5.460229e-06 1.463752e-07 5.136589e-08 1.654627e+01 2.185301e-04 1.792715e-04
3.019952e+08 3.162278e+09 5.436998e-06 1.442923e-07 5.136589e-08 1.665329e+01 2.207046e-04 1.805973e-04
3.019952e+08 3.548134e+09 5.407678e-06 1.420973e-07 5.136589e-08 1.678804e+01 2.234659e-04 1.821845e-04
3.019952e+08 3.981072e+09 5.370828e-06 1.398062e-07 5.136589e-08 1.695118e+01 2.268879e-04 1.841668e-04
3.019952e+08 4.466836e+09 5.324365e-06 1.374190e-07 5.136589e-08 1.715932e+01 2.312125e-04 1.865139e-04

3.162278e+08 1.000000e+07 5.632143e-06 1.807259e-07 5.215096e-08 1.672245e+01 2.185301e-04 1.801405e-04
3.162278e+08 1.584893e+07 5.632304e-06 1.804055e-07 5.215096e-08 1.673016e+01 2.186308e-04 1.802650e-04
3.162278e+08 2.511886e+07 5.632784e-06 1.799729e-07 5.215096e-08 1.674943e+01 2.189330e-04 1.804726e-04
3.162278e+08 3.981072e+07 5.633265e-06 1.793641e-07 5.215096e-08 1.677645e+01 2.193367e-04 1.807637e-04
3.162278e+08 6.309573e+07 5.633746e-06 1.785630e-07 5.215096e-08 1.679191e+01 2.195388e-04 1.809303e-04
3.162278e+08 1.000000e+08 5.634066e-06 1.774575e-07 5.215096e-08 1.679577e+01 2.195894e-04 1.809720e-04
3.162278e+08 1.122018e+08 5.634066e-06 1.771370e-07 5.215096e-08 1.679964e+01 2.196399e-04 1.810136e-04
3.162278e+08 1.258925e+08 5.634066e-06 1.767845e-07 5.215096e-08 1.680351e+01 2.196905e-04 1.810553e-04
3.162278e+08 1.412538e+08 5.633906e-06 1.764000e-07 5.215096e-08 1.680738e+01 2.197411e-04 1.811387e-04
3.162278e+08 1.584893e+08 5.633906e-06 1.759835e-07 5.215096e-08 1.681512e+01 2.198423e-04 1.812222e-04
3.162278e+08 1.778279e+08 5.633906e-06 1.755509e-07 5.215096e-08 1.682287e+01 2.199436e-04 1.813474e-04
3.162278e+08 1.995262e+08 5.633746e-06 1.750702e-07 5.215096e-08 1.683062e+01 2.200956e-04 1.814727e-04
3.162278e+08 2.238721e+08 5.633585e-06 1.745575e-07 5.215096e-08 1.684225e+01 2.202477e-04 1.815981e-04
3.162278e+08 2.511886e+08 5.633585e-06 1.740128e-07 5.215096e-08 1.685777e+01 2.203999e-04 1.817654e-04
3.162278e+08 2.818383e+08 5.633265e-06 1.734360e-07 5.215096e-08 1.686941e+01 2.206029e-04 1.819748e-04
3.162278e+08 3.162278e+08 5.633105e-06 1.727951e-07 5.215096e-08 1.688496e+01 2.207554e-04 1.821425e-04
3.162278e+08 3.548134e+08 5.632784e-06 1.721222e-07 5.215096e-08 1.689663e+01 2.209588e-04 1.823523e-04
3.162278e+08 3.981072e+08 5.632464e-06 1.714012e-07 5.215096e-08 1.691220e+01 2.212133e-04 1.825624e-04
3.162278e+08 4.466836e+08 5.631983e-06 1.706322e-07 5.215096e-08 1.692778e+01 2.214172e-04 1.827306e-04
3.162278e+08 5.011872e+08 5.631502e-06 1.698151e-07 5.215096e-08 1.694338e+01 2.216212e-04 1.829411e-04
3.162278e+08 5.623413e+08 5.630701e-06 1.689339e-07 5.215096e-08 1.695899e+01 2.218765e-04 1.831518e-04
3.162278e+08 6.309573e+08 5.629740e-06 1.680046e-07 5.215096e-08 1.697462e+01 2.221321e-04 1.833628e-04
3.162278e+08 7.079458e+08 5.628619e-06 1.669952e-07 5.215096e-08 1.699417e+01 2.223880e-04 1.835741e-04
3.162278e+08 7.943282e+08 5.627177e-06 1.659218e-07 5.215096e-08 1.700983e+01 2.226954e-04 1.837855e-04
3.162278e+08 8.912509e+08 5.625414e-06 1.647842e-07 5.215096e-08 1.702943e+01 2.230033e-04 1.840396e-04
3.162278e+08 1.000000e+09 5.623011e-06 1.635826e-07 5.215096e-08 1.705297e+01 2.233630e-04 1.842940e-04
3.162278e+08 1.122018e+09 5.620287e-06 1.623008e-07 5.215096e-08 1.707654e+01 2.237749e-04 1.845913e-04
3.162278e+08 1.258925e+09 5.616602e-06 1.609390e-07 5.215096e-08 1.710015e+01 2.242391e-04 1.848891e-04
3.162278e+08 1.412538e+09 5.611956e-06 1.594970e-07 5.215096e-08 1.713168e+01 2.248595e-04 1.852726e-04
3.162278e+08 1.584893e+09 5.606188e-06 1.579589e-07 5.215096e-08 1.716722e+01 2.255336e-04 1.856997e-04
3.162278e+08 1.778279e+09 5.598978e-06 1.563407e-07 5.215096e-08 1.721076e+01 2.263661e-04 1.862136e-04
3.162278e+08 1.995262e+09 5.589846e-06 1.546264e-07 5.215096e-08 1.725838e+01 2.273062e-04 1.868148e-04
3.162278e+08 2.238721e+09 5.578310e-06 1.528159e-07 5.215096e-08 1.732208e+01 2.285658e-04 1.875475e-04
3.162278e+08 2.511886e+09 5.563890e-06 1.509254e-07 5.215096e-08 1.739402e+01 2.300442e-04 1.884566e-04
3.162278e+08 2.818383e+09 5.545786e-06 1.489066e-07 5.215096e-08 1.748638e+01 2.319056e-04 1.895446e-04
3.162278e+08 3.162278e+09 5.522714e-06 1.468078e-07 5.215096e-08 1.759543e+01 2.341592e-04 1.909024e-04
3.162278e+08 3.548134e+09 5.493875e-06 1.445967e-07 5.215096e-08 1.773373e+01 2.370344e-04 1.925801e-04
3.162278e+08 3.981072e+09 5.457666e-06 1.422896e-07 5.215096e-08 1.790606e+01 2.406087e-04 1.946307e-04
3.162278e+08 4.466836e+09 5.411844e-06 1.398703e-07 5.215096e-08 1.811757e+01 2.451384e-04 1.971112e-04

3.311311e+08 1.000000e+07 5.726512e-06 1.835297e-07 5.295205e-08 1.768072e+01 2.321193e-04 1.905949e-04
3.311311e+08 1.584893e+07 5.725550e-06 1.832093e-07 5.295205e-08 1.768479e+01 2.321728e-04 1.906388e-04
3.311311e+08 2.511886e+07 5.724108e-06 1.827767e-07 5.295205e-08 1.769701e+01 2.323332e-04 1.908145e-04
3.311311e+08 3.981072e+07 5.722026e-06 1.821679e-07 5.295205e-08 1.771332e+01 2.326009e-04 1.909463e-04
3.311311e+08 6.309573e+07 5.720584e-06 1.813508e-07 5.295205e-08 1.772964e+01 2.328152e-04 1.911223e-04
3.311311e+08 1.000000e+08 5.719622e-06 1.802452e-07 5.295205e-08 1.774598e+01 2.330834e-04 1.913424e-04
3.311311e+08 1.122018e+08 5.719622e-06 1.799248e-07 5.295205e-08 1.775007e+01 2.331371e-04 1.913865e-04
3.311311e+08 1.258925e+08 5.719462e-06 1.795563e-07 5.295205e-08 1.775824e+01 2.332444e-04 1.914747e-04
3.311311e+08 1.412538e+08 5.719462e-06 1.791718e-07 5.295205e-08 1.776642e+01 2.333519e-04 1.915629e-04
3.311311e+08 1.584893e+08 5.719302e-06 1.787712e-07 5.295205e-08 1.777461e+01 2.334594e-04 1.916952e-04
3.311311e+08 1.778279e+08 5.719302e-06 1.783226e-07 5.295205e-08 1.778279e+01 2.335669e-04 1.918277e-04
3.311311e+08 1.995262e+08 5.719142e-06 1.778420e-07 5.295205e-08 1.779508e+01 2.337283e-04 1.919602e-04
3.311311e+08 2.238721e+08 5.719142e-06 1.773293e-07 5.295205e-08 1.780738e+01 2.338898e-04 1.921371e-04
3.311311e+08 2.511886e+08 5.718821e-06 1.767845e-07 5.295205e-08 1.781968e+01 2.340514e-04 1.923142e-04
3.311311e+08 2.818383e+08 5.718661e-06 1.761917e-07 5.295205e-08 1.783610e+01 2.342671e-04 1.924914e-04
3.311311e+08 3.162278e+08 5.718501e-06 1.755669e-07 5.295205e-08 1.784843e+01 2.344830e-04 1.927131e-04
3.311311e+08 3.548134e+08 5.718180e-06 1.748779e-07 5.295205e-08 1.786488e+01 2.346990e-04 1.928907e-04
3.311311e+08 3.981072e+08 5.717860e-06 1.741570e-07 5.295205e-08 1.788134e+01 2.349153e-04 1.931129e-04
3.311311e+08 4.466836e+08 5.717379e-06 1.733879e-07 5.295205e-08 1.789781e+01 2.351318e-04 1.933354e-04
3.311311e+08 5.011872e+08 5.716899e-06 1.725548e-07 5.295205e-08 1.791431e+01 2.354026e-04 1.935581e-04
3.311311e+08 5.623413e+08 5.716098e-06 1.716736e-07 5.295205e-08 1.793081e+01 2.356195e-04 1.937364e-04
3.311311e+08 6.309573e+08 5.715136e-06 1.707283e-07 5.295205e-08 1.794734e+01 2.358910e-04 1.939596e-04
3.311311e+08 7.079458e+08 5.714015e-06 1.697189e-07 5.295205e-08 1.796801e+01 2.361627e-04 1.941830e-04
3.311311e+08 7.943282e+08 5.712733e-06 1.686455e-07 5.295205e-08 1.798457e+01 2.364892e-04 1.944515e-04
3.311311e+08 8.912509e+08 5.710810e-06 1.674919e-07 5.295205e-08 1.800528e+01 2.368161e-04 1.946755e-04
3.311311e+08 1.000000e+09 5.708567e-06 1.662742e-07 5.295205e-08 1.802603e+01 2.371982e-04 1.949446e-04
3.311311e+08 1.122018e+09 5.705844e-06 1.649925e-07 5.295205e-08 1.805095e+01 2.376355e-04 1.952591e-04
3.311311e+08 1.258925e+09 5.702159e-06 1.636146e-07 5.295205e-08 1.808007e+01 2.381285e-04 1.955741e-04
3.311311e+08 1.412538e+09 5.697673e-06 1.621566e-07 5.295205e-08 1.810923e+01 2.387324e-04 1.959798e-04
3.311311e+08 1.584893e+09 5.692065e-06 1.606185e-07 5.295205e-08 1.814680e+01 2.394481e-04 1.964316e-04
3.311311e+08 1.778279e+09 5.684855e-06 1.589843e-07 5.295205e-08 1.819282e+01 2.403318e-04 1.969297e-04
3.311311e+08 1.995262e+09 5.675883e-06 1.572540e-07 5.295205e-08 1.824316e+01 2.413856e-04 1.975656e-04
3.311311e+08 2.238721e+09 5.664668e-06 1.554435e-07 5.295205e-08 1.830628e+01 2.426673e-04 1.983405e-04
3.311311e+08 2.511886e+09 5.650408e-06 1.535209e-07 5.295205e-08 1.838654e+01 2.441807e-04 1.993018e-04
3.311311e+08 2.818383e+09 5.632464e-06 1.515021e-07 5.295205e-08 1.847992e+01 2.460998e-04 2.004524e-04
3.311311e+08 3.162278e+09 5.609873e-06 1.493712e-07 5.295205e-08 1.859516e+01 2.484914e-04 2.018419e-04
3.311311e+08 3.548134e+09 5.581514e-06 1.471442e-07 5.295205e-08 1.873700e+01 2.514845e-04 2.035688e-04
3.311311e+08 3.981072e+09 5.545626e-06 1.448050e-07 5.295205e-08 1.891908e+01 2.552768e-04 2.056891e-04
3.311311e+08 4.466836e+09 5.500604e-06 1.423697e-07 5.295205e-08 1.913815e+01 2.599629e-04 2.082626e-04

3.467369e+08 1.000000e+07 5.802936e-06 1.863816e-07 5.376916e-08 1.888861e+01 2.492937e-04 2.037564e-04
3.467369e+08 1.584893e+07 5.804538e-06 1.860612e-07 5.376916e-08 1.888426e+01 2.492363e-04 2.037095e-04
3.467369e+08 2.511886e+07 5.806621e-06 1.856126e-07 5.376916e-08 1.887557e+01 2.491216e-04 2.036626e-04
3.467369e+08 3.981072e+07 5.807582e-06 1.850037e-07 5.376916e-08 1.884517e+01 2.486631e-04 2.032878e-04
3.467369e+08 6.309573e+07 5.806941e-06 1.841866e-07 5.376916e-08 1.880182e+01 2.480912e-04 2.028202e-04
3.467369e+08 1.000000e+08 5.806300e-06 1.830811e-07 5.376916e-08 1.878019e+01 2.478057e-04 2.026335e-04
3.467369e+08 1.122018e+08 5.806300e-06 1.827447e-07 5.376916e-08 1.878019e+01 2.478057e-04 2.026335e-04
3.467369e+08 1.258925e+08 5.806140e-06 1.823922e-07 5.376916e-08 1.878452e+01 2.478628e-04 2.026802e-04
3.467369e+08 1.412538e+08 5.806140e-06 1.820076e-07 5.376916e-08 1.878884e+01 2.479199e-04 2.027269e-04
3.467369e+08 1.584893e+08 5.805980e-06 1.815911e-07 5.376916e-08 1.879750e+01 2.480341e-04 2.028202e-04
3.467369e+08 1.778279e+08 5.805980e-06 1.811425e-07 5.376916e-08 1.880615e+01 2.481483e-04 2.029604e-04
3.467369e+08 1.995262e+08 5.805820e-06 1.806618e-07 5.376916e-08 1.881915e+01 2.482626e-04 2.031006e-04
3.467369e+08 2.238721e+08 5.805820e-06 1.801491e-07 5.376916e-08 1.883215e+01 2.484342e-04 2.032878e-04
3.467369e+08 2.511886e+08 5.805659e-06 1.795884e-07 5.376916e-08 1.884517e+01 2.486631e-04 2.034751e-04
3.467369e+08 2.818383e+08 5.805499e-06 1.789955e-07 5.376916e-08 1.885819e+01 2.488349e-04 2.036626e-04
3.467369e+08 3.162278e+08 5.805179e-06 1.783707e-07 5.376916e-08 1.887557e+01 2.490642e-04 2.038503e-04
3.467369e+08 3.548134e+08 5.805019e-06 1.776818e-07 5.376916e-08 1.889296e+01 2.492937e-04 2.040851e-04
3.467369e+08 3.981072e+08 5.804538e-06 1.769608e-07 5.376916e-08 1.890602e+01 2.495234e-04 2.043202e-04
3.467369e+08 4.466836e+08 5.804057e-06 1.761757e-07 5.376916e-08 1.892344e+01 2.497533e-04 2.045556e-04
3.467369e+08 5.011872e+08 5.803577e-06 1.753426e-07 5.376916e-08 1.894087e+01 2.500410e-04 2.047441e-04
3.467369e+08 5.623413e+08 5.802936e-06 1.744454e-07 5.376916e-08 1.896269e+01 2.502714e-04 2.049799e-04
3.467369e+08 6.309573e+08 5.801974e-06 1.735001e-07 5.376916e-08 1.898017e+01 2.505597e-04 2.052160e-04
3.467369e+08 7.079458e+08 5.800853e-06 1.724907e-07 5.376916e-08 1.899766e+01 2.508484e-04 2.054524e-04
3.467369e+08 7.943282e+08 5.799411e-06 1.714012e-07 5.376916e-08 1.901516e+01 2.511952e-04 2.057365e-04
3.467369e+08 8.912509e+08 5.797809e-06 1.702476e-07 5.376916e-08 1.903707e+01 2.515425e-04 2.059735e-04
3.467369e+08 1.000000e+09 5.795405e-06 1.690300e-07 5.376916e-08 1.905900e+01 2.519482e-04 2.062582e-04
3.467369e+08 1.122018e+09 5.792682e-06 1.677162e-07 5.376916e-08 1.908534e+01 2.524128e-04 2.065434e-04
3.467369e+08 1.258925e+09 5.789157e-06 1.663383e-07 5.376916e-08 1.911613e+01 2.529364e-04 2.069242e-04
3.467369e+08 1.412538e+09 5.784671e-06 1.648643e-07 5.376916e-08 1.914697e+01 2.535778e-04 2.073057e-04
3.467369e+08 1.584893e+09 5.779223e-06 1.633102e-07 5.376916e-08 1.918669e+01 2.543380e-04 2.077836e-04
3.467369e+08 1.778279e+09 5.772174e-06 1.616760e-07 5.376916e-08 1.923535e+01 2.552180e-04 2.083106e-04
3.467369e+08 1.995262e+09 5.763362e-06 1.599296e-07 5.376916e-08 1.928857e+01 2.563370e-04 2.089832e-04
3.467369e+08 2.238721e+09 5.752147e-06 1.580871e-07 5.376916e-08 1.935530e+01 2.576388e-04 2.098028e-04
3.467369e+08 2.511886e+09 5.738047e-06 1.561485e-07 5.376916e-08 1.943122e+01 2.592455e-04 2.107712e-04
3.467369e+08 2.818383e+09 5.720423e-06 1.541137e-07 5.376916e-08 1.952990e+01 2.612831e-04 2.119880e-04
3.467369e+08 3.162278e+09 5.698153e-06 1.519668e-07 5.376916e-08 1.965169e+01 2.637614e-04 2.134574e-04
3.467369e+08 3.548134e+09 5.670115e-06 1.497237e-07 5.376916e-08 1.980159e+01 2.668771e-04 2.152342e-04
3.467369e+08 3.981072e+09 5.635027e-06 1.473685e-07 5.376916e-08 1.998481e+01 2.708391e-04 2.174760e-04
3.467369e+08 4.466836e+09 5.590647e-06 1.449012e-07 5.376916e-08 2.021622e+01 2.757473e-04 2.201463e-04

3.630781e+08 1.000000e+07 5.895862e-06 1.892655e-07 5.458627e-08 1.985180e+01 2.630942e-04 2.142946e-04
3.630781e+08 1.584893e+07 5.895382e-06 1.889451e-07 5.458627e-08 1.984266e+01 2.629125e-04 2.141467e-04
3.630781e+08 2.511886e+07 5.894741e-06 1.884965e-07 5.458627e-08 1.983353e+01 2.628520e-04 2.140974e-04
3.630781e+08 3.981072e+07 5.894100e-06 1.879037e-07 5.458627e-08 1.983810e+01 2.629125e-04 2.140974e-04
3.630781e+08 6.309573e+07 5.894100e-06 1.870705e-07 5.458627e-08 1.984266e+01 2.630336e-04 2.141960e-04
3.630781e+08 1.000000e+08 5.894260e-06 1.859490e-07 5.458627e-08 1.985180e+01 2.631548e-04 2.142946e-04
3.630781e+08 1.122018e+08 5.894260e-06 1.856286e-07 5.458627e-08 1.985638e+01 2.632154e-04 2.143440e-04
3.630781e+08 1.258925e+08 5.894260e-06 1.852601e-07 5.458627e-08 1.986095e+01 2.632760e-04 2.144427e-04
3.630781e+08 1.412538e+08 5.894260e-06 1.848756e-07 5.458627e-08 1.987010e+01 2.633973e-04 2.145415e-04
3.630781e+08 1.584893e+08 5.894100e-06 1.844590e-07 5.458627e-08 1.987925e+01 2.635186e-04 2.146403e-04
3.630781e+08 1.778279e+08 5.894100e-06 1.840104e-07 5.458627e-08 1.988841e+01 2.636400e-04 2.147392e-04
3.630781e+08 1.995262e+08 5.893940e-06 1.835297e-07 5.458627e-08 1.989757e+01 2.637614e-04 2.149371e-04
3.630781e+08 2.238721e+08 5.893940e-06 1.830010e-07 5.458627e-08 1.991132e+01 2.639437e-04 2.150856e-04
3.630781e+08 2.511886e+08 5.893779e-06 1.824563e-07 5.458627e-08 1.992967e+01 2.641869e-04 2.152838e-04
3.630781e+08 2.818383e+08 5.893459e-06 1.818474e-07 5.458627e-08 1.994344e+01 2.643695e-04 2.155318e-04
3.630781e+08 3.162278e+08 5.893299e-06 1.812066e-07 5.458627e-08 1.996181e+01 2.646131e-04 2.157304e-04
3.630781e+08 3.548134e+08 5.892978e-06 1.805336e-07 5.458627e-08 1.998021e+01 2.648569e-04 2.159789e-04
3.630781e+08 3.981072e+08 5.892658e-06 1.797966e-07 5.458627e-08 1.999401e+01 2.651010e-04 2.161779e-04
3.630781e+08 4.466836e+08 5.892177e-06 1.790116e-07 5.458627e-08 2.001244e+01 2.653452e-04 2.164269e-04
3.630781e+08 5.011872e+08 5.891697e-06 1.781624e-07 5.458627e-08 2.003088e+01 2.656509e-04 2.166762e-04
3.630781e+08 5.623413e+08 5.891056e-06 1.772652e-07 5.458627e-08 2.004934e+01 2.658957e-04 2.169258e-04
