!25Si (5/2+, 3/2+, 1/2+, 3/2+)  -> 25Al       e-capture,  with screening effects
!GT+F   USDB     Q=12.7427 MeV
!Experimental data are used.
!
!Log(rhoY) Log(T) mu    dQ        Vs          capture-rate    nu-energy-loss  gamma-energy
!                   (MeV)    (MeV)   (MeV)       (1/s)           (MeV/s)           (MeV/s)  
3.019952e+09 7.943282e+08 1.185309e-05 3.644959e-07 1.099736e-07 3.010925e+02 5.300432e-03 3.352828e-03
3.019952e+09 8.912509e+08 1.185229e-05 3.629098e-07 1.099736e-07 3.013700e+02 5.305317e-03 3.355918e-03
3.019952e+09 1.000000e+09 1.185149e-05 3.612275e-07 1.099736e-07 3.016477e+02 5.312651e-03 3.359784e-03
3.019952e+09 1.122018e+09 1.184972e-05 3.594331e-07 1.099736e-07 3.018561e+02 5.317547e-03 3.362880e-03
3.019952e+09 1.258925e+09 1.184812e-05 3.574944e-07 1.099736e-07 3.022039e+02 5.324898e-03 3.366753e-03
3.019952e+09 1.412538e+09 1.184652e-05 3.554436e-07 1.099736e-07 3.025520e+02 5.333488e-03 3.371408e-03
3.019952e+09 1.584893e+09 1.184331e-05 3.532647e-07 1.099736e-07 3.028308e+02 5.340861e-03 3.374515e-03
3.019952e+09 1.778279e+09 1.183995e-05 3.509255e-07 1.099736e-07 3.032494e+02 5.350709e-03 3.379958e-03
3.019952e+09 1.995262e+09 1.183594e-05 3.484421e-07 1.099736e-07 3.036687e+02 5.361809e-03 3.385410e-03
3.019952e+09 2.238721e+09 1.183018e-05 3.458145e-07 1.099736e-07 3.041585e+02 5.375406e-03 3.391652e-03
3.019952e+09 2.511886e+09 1.182361e-05 3.430107e-07 1.099736e-07 3.047193e+02 5.391521e-03 3.399471e-03
3.019952e+09 2.818383e+09 1.181544e-05 3.400307e-07 1.099736e-07 3.054921e+02 5.411421e-03 3.409662e-03
3.019952e+09 3.162278e+09 1.180390e-05 3.368904e-07 1.099736e-07 3.061963e+02 5.432645e-03 3.419883e-03
3.019952e+09 3.548134e+09 1.179092e-05 3.335418e-07 1.099736e-07 3.072557e+02 5.462750e-03 3.433296e-03
3.019952e+09 3.981072e+09 1.177362e-05 3.300170e-07 1.099736e-07 3.084608e+02 5.498083e-03 3.448350e-03
3.019952e+09 4.466836e+09 1.175151e-05 3.263000e-07 1.099736e-07 3.099560e+02 5.540020e-03 3.465064e-03

3.162278e+09 1.000000e+07 1.202901e-05 3.901148e-07 1.116719e-07 3.159366e+02 5.600300e-03 3.510034e-03
3.162278e+09 1.584893e+07 1.203061e-05 3.897143e-07 1.116719e-07 3.160094e+02 5.601590e-03 3.510034e-03
3.162278e+09 2.511886e+07 1.203397e-05 3.891535e-07 1.116719e-07 3.160094e+02 5.601590e-03 3.510842e-03
3.162278e+09 3.981072e+07 1.203638e-05 3.883845e-07 1.116719e-07 3.161550e+02 5.605461e-03 3.512459e-03
3.162278e+09 6.309573e+07 1.203798e-05 3.873430e-07 1.116719e-07 3.163006e+02 5.608043e-03 3.514077e-03
3.162278e+09 1.000000e+08 1.203894e-05 3.859171e-07 1.116719e-07 3.163734e+02 5.610626e-03 3.515696e-03
3.162278e+09 1.122018e+08 1.203894e-05 3.854845e-07 1.116719e-07 3.164463e+02 5.610626e-03 3.515696e-03
3.162278e+09 1.258925e+08 1.203894e-05 3.850199e-07 1.116719e-07 3.165192e+02 5.611918e-03 3.517315e-03
3.162278e+09 1.412538e+08 1.203894e-05 3.845232e-07 1.116719e-07 3.165920e+02 5.614503e-03 3.518125e-03
3.162278e+09 1.584893e+08 1.203894e-05 3.839785e-07 1.116719e-07 3.167379e+02 5.615796e-03 3.520556e-03
3.162278e+09 1.778279e+08 1.203894e-05 3.834017e-07 1.116719e-07 3.168838e+02 5.619676e-03 3.522989e-03
3.162278e+09 1.995262e+08 1.203894e-05 3.827768e-07 1.116719e-07 3.171027e+02 5.622265e-03 3.525424e-03
3.162278e+09 2.238721e+08 1.203894e-05 3.821039e-07 1.116719e-07 3.173219e+02 5.627446e-03 3.528672e-03
3.162278e+09 2.511886e+08 1.203894e-05 3.813669e-07 1.116719e-07 3.176143e+02 5.631334e-03 3.531924e-03
3.162278e+09 2.818383e+08 1.203894e-05 3.805818e-07 1.116719e-07 3.178337e+02 5.636523e-03 3.535178e-03
3.162278e+09 3.162278e+08 1.203894e-05 3.797487e-07 1.116719e-07 3.181266e+02 5.641717e-03 3.539251e-03
3.162278e+09 3.548134e+08 1.203894e-05 3.788355e-07 1.116719e-07 3.184198e+02 5.646916e-03 3.543328e-03
3.162278e+09 3.981072e+08 1.203894e-05 3.778581e-07 1.116719e-07 3.187132e+02 5.652119e-03 3.547409e-03
3.162278e+09 4.466836e+08 1.203798e-05 3.768167e-07 1.116719e-07 3.189334e+02 5.656025e-03 3.550678e-03
3.162278e+09 5.011872e+08 1.203798e-05 3.756952e-07 1.116719e-07 3.192273e+02 5.661237e-03 3.554768e-03
3.162278e+09 5.623413e+08 1.203718e-05 3.744936e-07 1.116719e-07 3.194479e+02 5.665149e-03 3.558044e-03
3.162278e+09 6.309573e+08 1.203718e-05 3.731958e-07 1.116719e-07 3.198159e+02 5.671675e-03 3.562143e-03
3.162278e+09 7.079458e+08 1.203638e-05 3.718179e-07 1.116719e-07 3.200369e+02 5.676901e-03 3.565425e-03
3.162278e+09 7.943282e+08 1.203638e-05 3.703279e-07 1.116719e-07 3.203318e+02 5.683440e-03 3.569532e-03
3.162278e+09 8.912509e+08 1.203478e-05 3.687417e-07 1.116719e-07 3.205531e+02 5.687368e-03 3.571999e-03
3.162278e+09 1.000000e+09 1.203397e-05 3.670434e-07 1.116719e-07 3.208485e+02 5.693919e-03 3.576114e-03
3.162278e+09 1.122018e+09 1.203317e-05 3.652330e-07 1.116719e-07 3.212181e+02 5.701791e-03 3.580233e-03
3.162278e+09 1.258925e+09 1.203157e-05 3.632943e-07 1.116719e-07 3.215141e+02 5.709674e-03 3.584357e-03
3.162278e+09 1.412538e+09 1.202901e-05 3.612275e-07 1.116719e-07 3.218103e+02 5.716251e-03 3.587660e-03
3.162278e+09 1.584893e+09 1.202660e-05 3.590325e-07 1.116719e-07 3.221811e+02 5.725472e-03 3.592620e-03
3.162278e+09 1.778279e+09 1.202324e-05 3.566773e-07 1.116719e-07 3.225522e+02 5.736029e-03 3.597587e-03
3.162278e+09 1.995262e+09 1.201843e-05 3.541779e-07 1.116719e-07 3.229238e+02 5.746604e-03 3.602561e-03
3.162278e+09 2.238721e+09 1.201347e-05 3.515343e-07 1.116719e-07 3.235192e+02 5.762505e-03 3.610034e-03
3.162278e+09 2.511886e+09 1.200690e-05 3.486985e-07 1.116719e-07 3.241156e+02 5.778449e-03 3.618356e-03
3.162278e+09 2.818383e+09 1.199792e-05 3.457024e-07 1.116719e-07 3.247880e+02 5.798442e-03 3.627532e-03
3.162278e+09 3.162278e+09 1.198735e-05 3.425301e-07 1.116719e-07 3.256867e+02 5.822524e-03 3.639245e-03
3.162278e+09 3.548134e+09 1.197421e-05 3.391655e-07 1.116719e-07 3.267383e+02 5.853442e-03 3.652677e-03
3.162278e+09 3.981072e+09 1.195707e-05 3.356086e-07 1.116719e-07 3.279442e+02 5.889946e-03 3.667848e-03
3.162278e+09 4.466836e+09 1.193576e-05 3.318595e-07 1.116719e-07 3.295338e+02 5.934871e-03 3.686475e-03

3.311311e+09 1.000000e+07 1.221967e-05 3.961550e-07 1.133863e-07 3.368992e+02 6.021592e-03 3.745513e-03
3.311311e+09 1.584893e+07 1.222047e-05 3.957545e-07 1.133863e-07 3.368992e+02 6.021592e-03 3.745513e-03
3.311311e+09 2.511886e+07 1.222143e-05 3.951937e-07 1.133863e-07 3.368217e+02 6.020205e-03 3.744651e-03
3.311311e+09 3.981072e+07 1.222303e-05 3.944247e-07 1.133863e-07 3.367441e+02 6.018819e-03 3.743789e-03
3.311311e+09 6.309573e+07 1.222383e-05 3.933833e-07 1.133863e-07 3.366666e+02 6.016048e-03 3.742065e-03
3.311311e+09 1.000000e+08 1.222463e-05 3.919413e-07 1.133863e-07 3.366666e+02 6.016048e-03 3.742927e-03
3.311311e+09 1.122018e+08 1.222463e-05 3.915087e-07 1.133863e-07 3.367441e+02 6.017434e-03 3.743789e-03
3.311311e+09 1.258925e+08 1.222463e-05 3.910441e-07 1.133863e-07 3.367441e+02 6.018819e-03 3.744651e-03
3.311311e+09 1.412538e+08 1.222463e-05 3.905474e-07 1.133863e-07 3.368992e+02 6.020205e-03 3.746376e-03
3.311311e+09 1.584893e+08 1.222463e-05 3.900027e-07 1.133863e-07 3.370544e+02 6.022978e-03 3.748101e-03
3.311311e+09 1.778279e+08 1.222463e-05 3.894098e-07 1.133863e-07 3.372097e+02 6.025753e-03 3.750691e-03
3.311311e+09 1.995262e+08 1.222463e-05 3.887850e-07 1.133863e-07 3.374427e+02 6.029917e-03 3.753283e-03
3.311311e+09 2.238721e+08 1.222463e-05 3.880961e-07 1.133863e-07 3.376758e+02 6.034083e-03 3.756741e-03
3.311311e+09 2.511886e+08 1.222463e-05 3.873751e-07 1.133863e-07 3.379092e+02 6.039644e-03 3.760203e-03
3.311311e+09 2.818383e+08 1.222463e-05 3.865900e-07 1.133863e-07 3.382206e+02 6.043817e-03 3.764535e-03
3.311311e+09 3.162278e+08 1.222383e-05 3.857409e-07 1.133863e-07 3.383763e+02 6.047993e-03 3.767136e-03
3.311311e+09 3.548134e+08 1.222383e-05 3.848276e-07 1.133863e-07 3.386881e+02 6.053566e-03 3.771476e-03
3.311311e+09 3.981072e+08 1.222383e-05 3.838503e-07 1.133863e-07 3.390002e+02 6.059144e-03 3.775820e-03
3.311311e+09 4.466836e+08 1.222383e-05 3.827928e-07 1.133863e-07 3.393907e+02 6.064728e-03 3.780170e-03
3.311311e+09 5.011872e+08 1.222383e-05 3.816713e-07 1.133863e-07 3.397035e+02 6.071714e-03 3.784524e-03
3.311311e+09 5.623413e+08 1.222303e-05 3.804537e-07 1.133863e-07 3.399382e+02 6.075910e-03 3.788012e-03
3.311311e+09 6.309573e+08 1.222303e-05 3.791559e-07 1.133863e-07 3.402515e+02 6.082909e-03 3.792375e-03
3.311311e+09 7.079458e+08 1.222223e-05 3.777620e-07 1.133863e-07 3.404866e+02 6.087112e-03 3.795870e-03
3.311311e+09 7.943282e+08 1.222143e-05 3.762720e-07 1.133863e-07 3.408003e+02 6.092721e-03 3.799368e-03
3.311311e+09 8.912509e+08 1.222047e-05 3.746698e-07 1.133863e-07 3.410358e+02 6.099740e-03 3.802868e-03
3.311311e+09 1.000000e+09 1.221967e-05 3.729715e-07 1.133863e-07 3.413501e+02 6.106766e-03 3.807249e-03
3.311311e+09 1.122018e+09 1.221806e-05 3.711450e-07 1.133863e-07 3.416646e+02 6.112394e-03 3.810757e-03
3.311311e+09 1.258925e+09 1.221646e-05 3.691903e-07 1.133863e-07 3.419794e+02 6.120844e-03 3.814269e-03
3.311311e+09 1.412538e+09 1.221486e-05 3.671075e-07 1.133863e-07 3.423734e+02 6.129306e-03 3.819542e-03
3.311311e+09 1.584893e+09 1.221150e-05 3.648965e-07 1.133863e-07 3.426889e+02 6.137780e-03 3.823062e-03
3.311311e+09 1.778279e+09 1.220829e-05 3.625253e-07 1.133863e-07 3.430836e+02 6.149096e-03 3.829229e-03
3.311311e+09 1.995262e+09 1.220413e-05 3.600098e-07 1.133863e-07 3.435579e+02 6.161853e-03 3.835406e-03
3.311311e+09 2.238721e+09 1.219932e-05 3.573342e-07 1.133863e-07 3.441914e+02 6.177479e-03 3.842477e-03
3.311311e+09 2.511886e+09 1.219275e-05 3.544823e-07 1.133863e-07 3.448260e+02 6.194572e-03 3.851335e-03
3.311311e+09 2.818383e+09 1.218458e-05 3.514702e-07 1.133863e-07 3.455413e+02 6.216004e-03 3.861102e-03
3.311311e+09 3.162278e+09 1.217384e-05 3.482659e-07 1.133863e-07 3.464176e+02 6.241821e-03 3.873569e-03
3.311311e+09 3.548134e+09 1.216071e-05 3.448853e-07 1.133863e-07 3.475362e+02 6.273520e-03 3.887866e-03
3.311311e+09 3.981072e+09 1.214356e-05 3.412964e-07 1.133863e-07 3.488189e+02 6.311191e-03 3.903115e-03
3.311311e+09 4.466836e+09 1.212306e-05 3.375152e-07 1.133863e-07 3.505097e+02 6.360794e-03 3.922937e-03

3.467369e+09 1.000000e+07 1.241369e-05 4.022914e-07 1.151327e-07 3.590046e+02 6.467126e-03 3.993110e-03
3.467369e+09 1.584893e+07 1.241369e-05 4.018908e-07 1.151327e-07 3.590046e+02 6.467126e-03 3.993110e-03
3.467369e+09 2.511886e+07 1.241369e-05 4.013301e-07 1.151327e-07 3.589219e+02 6.465637e-03 3.992191e-03
3.467369e+09 3.981072e+07 1.241289e-05 4.005610e-07 1.151327e-07 3.585915e+02 6.459684e-03 3.988516e-03
3.467369e+09 6.309573e+07 1.241289e-05 3.995036e-07 1.151327e-07 3.582614e+02 6.453738e-03 3.985761e-03
3.467369e+09 1.000000e+08 1.241289e-05 3.980616e-07 1.151327e-07 3.581789e+02 6.452252e-03 3.984844e-03
3.467369e+09 1.122018e+08 1.241289e-05 3.976290e-07 1.151327e-07 3.582614e+02 6.453738e-03 3.985761e-03
3.467369e+09 1.258925e+08 1.241289e-05 3.971644e-07 1.151327e-07 3.583439e+02 6.455224e-03 3.986679e-03
3.467369e+09 1.412538e+08 1.241289e-05 3.966517e-07 1.151327e-07 3.584264e+02 6.456710e-03 3.988516e-03
3.467369e+09 1.584893e+08 1.241289e-05 3.961070e-07 1.151327e-07 3.585915e+02 6.459684e-03 3.990353e-03
3.467369e+09 1.778279e+08 1.241289e-05 3.955142e-07 1.151327e-07 3.587567e+02 6.462660e-03 3.993110e-03
3.467369e+09 1.995262e+08 1.241289e-05 3.948893e-07 1.151327e-07 3.590046e+02 6.467126e-03 3.995870e-03
3.467369e+09 2.238721e+08 1.241289e-05 3.942004e-07 1.151327e-07 3.592527e+02 6.471595e-03 3.999552e-03
3.467369e+09 2.511886e+08 1.241289e-05 3.934634e-07 1.151327e-07 3.595837e+02 6.476067e-03 4.003237e-03
3.467369e+09 2.818383e+08 1.241289e-05 3.926783e-07 1.151327e-07 3.598322e+02 6.482034e-03 4.006926e-03
3.467369e+09 3.162278e+08 1.241289e-05 3.918291e-07 1.151327e-07 3.601638e+02 6.488007e-03 4.011542e-03
3.467369e+09 3.548134e+08 1.241209e-05 3.908999e-07 1.151327e-07 3.604126e+02 6.492490e-03 4.015238e-03
3.467369e+09 3.981072e+08 1.241209e-05 3.899225e-07 1.151327e-07 3.607447e+02 6.498473e-03 4.019863e-03
3.467369e+09 4.466836e+08 1.241209e-05 3.888651e-07 1.151327e-07 3.610771e+02 6.504461e-03 4.024494e-03
3.467369e+09 5.011872e+08 1.241209e-05 3.877276e-07 1.151327e-07 3.614099e+02 6.510454e-03 4.029130e-03
3.467369e+09 5.623413e+08 1.241113e-05 3.865099e-07 1.151327e-07 3.616596e+02 6.516454e-03 4.032843e-03
3.467369e+09 6.309573e+08 1.241113e-05 3.851961e-07 1.151327e-07 3.619929e+02 6.522458e-03 4.037489e-03
3.467369e+09 7.079458e+08 1.241033e-05 3.838022e-07 1.151327e-07 3.623264e+02 6.528468e-03 4.040279e-03
3.467369e+09 7.943282e+08 1.240952e-05 3.822962e-07 1.151327e-07 3.625768e+02 6.534484e-03 4.044933e-03
3.467369e+09 8.912509e+08 1.240872e-05 3.806940e-07 1.151327e-07 3.629109e+02 6.540505e-03 4.048660e-03
3.467369e+09 1.000000e+09 1.240792e-05 3.789797e-07 1.151327e-07 3.632453e+02 6.548040e-03 4.052391e-03
3.467369e+09 1.122018e+09 1.240632e-05 3.771372e-07 1.151327e-07 3.634963e+02 6.555583e-03 4.056125e-03
3.467369e+09 1.258925e+09 1.240472e-05 3.751665e-07 1.151327e-07 3.638313e+02 6.563135e-03 4.060797e-03
3.467369e+09 1.412538e+09 1.240296e-05 3.730836e-07 1.151327e-07 3.642504e+02 6.572208e-03 4.065475e-03
3.467369e+09 1.584893e+09 1.240055e-05 3.708406e-07 1.151327e-07 3.646700e+02 6.582810e-03 4.071096e-03
3.467369e+09 1.778279e+09 1.239735e-05 3.684694e-07 1.151327e-07 3.650901e+02 6.594947e-03 4.076724e-03
3.467369e+09 1.995262e+09 1.239318e-05 3.659219e-07 1.151327e-07 3.655948e+02 6.608628e-03 4.083300e-03
3.467369e+09 2.238721e+09 1.238741e-05 3.632302e-07 1.151327e-07 3.661002e+02 6.622337e-03 4.089887e-03
3.467369e+09 2.511886e+09 1.238165e-05 3.603623e-07 1.151327e-07 3.668597e+02 6.642190e-03 4.100259e-03
3.467369e+09 2.818383e+09 1.237348e-05 3.573342e-07 1.151327e-07 3.676207e+02 6.665171e-03 4.110658e-03
3.467369e+09 3.162278e+09 1.236290e-05 3.540978e-07 1.151327e-07 3.685530e+02 6.691312e-03 4.122981e-03
3.467369e+09 3.548134e+09 1.234976e-05 3.506852e-07 1.151327e-07 3.696579e+02 6.723746e-03 4.137246e-03
3.467369e+09 3.981072e+09 1.233342e-05 3.470803e-07 1.151327e-07 3.710223e+02 6.765678e-03 4.154429e-03
3.467369e+09 4.466836e+09 1.231291e-05 3.432671e-07 1.151327e-07 3.727348e+02 6.817283e-03 4.175527e-03

3.630781e+09 1.000000e+07 1.260675e-05 4.085399e-07 1.169111e-07 3.821202e+02 6.939230e-03 4.253156e-03
3.630781e+09 1.584893e+07 1.260675e-05 4.081233e-07 1.169111e-07 3.821202e+02 6.939230e-03 4.253156e-03
3.630781e+09 2.511886e+07 1.260595e-05 4.075625e-07 1.169111e-07 3.820322e+02 6.937633e-03 4.252177e-03
3.630781e+09 3.981072e+07 1.260515e-05 4.067935e-07 1.169111e-07 3.816805e+02 6.931246e-03 4.248262e-03
3.630781e+09 6.309573e+07 1.260435e-05 4.057200e-07 1.169111e-07 3.813291e+02 6.923271e-03 4.243374e-03
3.630781e+09 1.000000e+08 1.260435e-05 4.042781e-07 1.169111e-07 3.812414e+02 6.921677e-03 4.243374e-03
3.630781e+09 1.122018e+08 1.260435e-05 4.038455e-07 1.169111e-07 3.812414e+02 6.923271e-03 4.244351e-03
3.630781e+09 1.258925e+08 1.260435e-05 4.033648e-07 1.169111e-07 3.813291e+02 6.924865e-03 4.245329e-03
3.630781e+09 1.412538e+08 1.260435e-05 4.028682e-07 1.169111e-07 3.815048e+02 6.926460e-03 4.246306e-03
3.630781e+09 1.584893e+08 1.260435e-05 4.023074e-07 1.169111e-07 3.815926e+02 6.929650e-03 4.249240e-03
3.630781e+09 1.778279e+08 1.260435e-05 4.017146e-07 1.169111e-07 3.818563e+02 6.932842e-03 4.252177e-03
3.630781e+09 1.995262e+08 1.260435e-05 4.010897e-07 1.169111e-07 3.820322e+02 6.937633e-03 4.255115e-03
3.630781e+09 2.238721e+08 1.260339e-05 4.004008e-07 1.169111e-07 3.822082e+02 6.940828e-03 4.258055e-03
3.630781e+09 2.511886e+08 1.260339e-05 3.996478e-07 1.169111e-07 3.825604e+02 6.945625e-03 4.261979e-03
3.630781e+09 2.818383e+08 1.260339e-05 3.988627e-07 1.169111e-07 3.828247e+02 6.952025e-03 4.265906e-03
3.630781e+09 3.162278e+08 1.260339e-05 3.979975e-07 1.169111e-07 3.831775e+02 6.958431e-03 4.270820e-03
3.630781e+09 3.548134e+08 1.260339e-05 3.970843e-07 1.169111e-07 3.835306e+02 6.964843e-03 4.275740e-03
3.630781e+09 3.981072e+08 1.260339e-05 3.960909e-07 1.169111e-07 3.838840e+02 6.971260e-03 4.280666e-03
3.630781e+09 4.466836e+08 1.260339e-05 3.950175e-07 1.169111e-07 3.842377e+02 6.977684e-03 4.285597e-03
3.630781e+09 5.011872e+08 1.260259e-05 3.938799e-07 1.169111e-07 3.845032e+02 6.982506e-03 4.289546e-03
3.630781e+09 5.623413e+08 1.260259e-05 3.926623e-07 1.169111e-07 3.848575e+02 6.990549e-03 4.294487e-03
3.630781e+09 6.309573e+08 1.260179e-05 3.913485e-07 1.169111e-07 3.852122e+02 6.995380e-03 4.297455e-03
3.630781e+09 7.079458e+08 1.260179e-05 3.899386e-07 1.169111e-07 3.855671e+02 7.003438e-03 4.302405e-03
3.630781e+09 7.943282e+08 1.260099e-05 3.884165e-07 1.169111e-07 3.858336e+02 7.009892e-03 4.306370e-03
3.630781e+09 8.912509e+08 1.260018e-05 3.867983e-07 1.169111e-07 3.861891e+02 7.016351e-03 4.311330e-03
3.630781e+09 1.000000e+09 1.259938e-05 3.850679e-07 1.169111e-07 3.865449e+02 7.024434e-03 4.315303e-03
3.630781e+09 1.122018e+09 1.259778e-05 3.832254e-07 1.169111e-07 3.868121e+02 7.030906e-03 4.319279e-03
3.630781e+09 1.258925e+09 1.259602e-05 3.812548e-07 1.169111e-07 3.871685e+02 7.040627e-03 4.324255e-03
3.630781e+09 1.412538e+09 1.259442e-05 3.791399e-07 1.169111e-07 3.876145e+02 7.050360e-03 4.329236e-03
3.630781e+09 1.584893e+09 1.259201e-05 3.768968e-07 1.169111e-07 3.880610e+02 7.061733e-03 4.335222e-03
3.630781e+09 1.778279e+09 1.258865e-05 3.744936e-07 1.169111e-07 3.885080e+02 7.073125e-03 4.340216e-03
3.630781e+09 1.995262e+09 1.258464e-05 3.719461e-07 1.169111e-07 3.890451e+02 7.087798e-03 4.347217e-03
3.630781e+09 2.238721e+09 1.257968e-05 3.692224e-07 1.169111e-07 3.895830e+02 7.104137e-03 4.355232e-03
3.630781e+09 2.511886e+09 1.257311e-05 3.663385e-07 1.169111e-07 3.903013e+02 7.123793e-03 4.364267e-03
3.630781e+09 2.818383e+09 1.256494e-05 3.632783e-07 1.169111e-07 3.911110e+02 7.146795e-03 4.375335e-03
3.630781e+09 3.162278e+09 1.255436e-05 3.600259e-07 1.169111e-07 3.920126e+02 7.173173e-03 4.388452e-03
3.630781e+09 3.548134e+09 1.254203e-05 3.565812e-07 1.169111e-07 3.932783e+02 7.209602e-03 4.404649e-03
3.630781e+09 3.981072e+09 1.252568e-05 3.529442e-07 1.169111e-07 3.947299e+02 7.252894e-03 4.421924e-03
3.630781e+09 4.466836e+09 1.250598e-05 3.490990e-07 1.169111e-07 3.965519e+02 7.308215e-03 4.444381e-03

3.801894e+09 1.000000e+07 1.280142e-05 4.148685e-07 1.187055e-07 4.064433e+02 7.438944e-03 4.525966e-03
3.801894e+09 1.584893e+07 1.280062e-05 4.144519e-07 1.187055e-07 4.064433e+02 7.440657e-03 4.525966e-03
3.801894e+09 2.511886e+07 1.280062e-05 4.138912e-07 1.187055e-07 4.064433e+02 7.438944e-03 4.525966e-03
3.801894e+09 3.981072e+07 1.279982e-05 4.131061e-07 1.187055e-07 4.062562e+02 7.435519e-03 4.523882e-03
3.801894e+09 6.309573e+07 1.279901e-05 4.120487e-07 1.187055e-07 4.058822e+02 7.428674e-03 4.519718e-03
3.801894e+09 1.000000e+08 1.279821e-05 4.105907e-07 1.187055e-07 4.056953e+02 7.425254e-03 4.518677e-03
3.801894e+09 1.122018e+08 1.279821e-05 4.101421e-07 1.187055e-07 4.056953e+02 7.426964e-03 4.518677e-03
3.801894e+09 1.258925e+08 1.279821e-05 4.096774e-07 1.187055e-07 4.057887e+02 7.428674e-03 4.519718e-03
3.801894e+09 1.412538e+08 1.279821e-05 4.091647e-07 1.187055e-07 4.059757e+02 7.430385e-03 4.521800e-03
3.801894e+09 1.584893e+08 1.279821e-05 4.086040e-07 1.187055e-07 4.061627e+02 7.433807e-03 4.523882e-03
3.801894e+09 1.778279e+08 1.279821e-05 4.080112e-07 1.187055e-07 4.063498e+02 7.437232e-03 4.527008e-03
3.801894e+09 1.995262e+08 1.279821e-05 4.073703e-07 1.187055e-07 4.066305e+02 7.442371e-03 4.531180e-03
3.801894e+09 2.238721e+08 1.279821e-05 4.066813e-07 1.187055e-07 4.069115e+02 7.447514e-03 4.534311e-03
3.801894e+09 2.511886e+08 1.279821e-05 4.059443e-07 1.187055e-07 4.071927e+02 7.452660e-03 4.539534e-03
3.801894e+09 2.818383e+08 1.279821e-05 4.051433e-07 1.187055e-07 4.075679e+02 7.459527e-03 4.543717e-03
3.801894e+09 3.162278e+08 1.279821e-05 4.042781e-07 1.187055e-07 4.078496e+02 7.466401e-03 4.548951e-03
3.801894e+09 3.548134e+08 1.279821e-05 4.033488e-07 1.187055e-07 4.082254e+02 7.473281e-03 4.554192e-03
3.801894e+09 3.981072e+08 1.279725e-05 4.023555e-07 1.187055e-07 4.085075e+02 7.478445e-03 4.557339e-03
3.801894e+09 4.466836e+08 1.279725e-05 4.012820e-07 1.187055e-07 4.088839e+02 7.485336e-03 4.562589e-03
3.801894e+09 5.011872e+08 1.279725e-05 4.001284e-07 1.187055e-07 4.093549e+02 7.492234e-03 4.567844e-03
3.801894e+09 5.623413e+08 1.279645e-05 3.988948e-07 1.187055e-07 4.096378e+02 7.499137e-03 4.572054e-03
3.801894e+09 6.309573e+08 1.279645e-05 3.975810e-07 1.187055e-07 4.100152e+02 7.506047e-03 4.577320e-03
3.801894e+09 7.079458e+08 1.279565e-05 3.961550e-07 1.187055e-07 4.102986e+02 7.512964e-03 4.581538e-03
3.801894e+09 7.943282e+08 1.279565e-05 3.946330e-07 1.187055e-07 4.106766e+02 7.521619e-03 4.586816e-03
3.801894e+09 8.912509e+08 1.279485e-05 3.930148e-07 1.187055e-07 4.110551e+02 7.528549e-03 4.591042e-03
3.801894e+09 1.000000e+09 1.279325e-05 3.912684e-07 1.187055e-07 4.113391e+02 7.535487e-03 4.595273e-03
3.801894e+09 1.122018e+09 1.279245e-05 3.894098e-07 1.187055e-07 4.117181e+02 7.544167e-03 4.600566e-03
3.801894e+09 1.258925e+09 1.279084e-05 3.874231e-07 1.187055e-07 4.120975e+02 7.552858e-03 4.604806e-03
3.801894e+09 1.412538e+09 1.278828e-05 3.852922e-07 1.187055e-07 4.124772e+02 7.563300e-03 4.609049e-03
3.801894e+09 1.584893e+09 1.278588e-05 3.830332e-07 1.187055e-07 4.128573e+02 7.573756e-03 4.615421e-03
3.801894e+09 1.778279e+09 1.278251e-05 3.806139e-07 1.187055e-07 4.133329e+02 7.585973e-03 4.621802e-03
3.801894e+09 1.995262e+09 1.277931e-05 3.780504e-07 1.187055e-07 4.139997e+02 7.603461e-03 4.629257e-03
3.801894e+09 2.238721e+09 1.277354e-05 3.753107e-07 1.187055e-07 4.145720e+02 7.619234e-03 4.636725e-03
3.801894e+09 2.511886e+09 1.276793e-05 3.724107e-07 1.187055e-07 4.153364e+02 7.640316e-03 4.647413e-03
3.801894e+09 2.818383e+09 1.275960e-05 3.693185e-07 1.187055e-07 4.161980e+02 7.664985e-03 4.659199e-03
3.801894e+09 3.162278e+09 1.274983e-05 3.660501e-07 1.187055e-07 4.172535e+02 7.695048e-03 4.673167e-03
3.801894e+09 3.548134e+09 1.273669e-05 3.625733e-07 1.187055e-07 4.184080e+02 7.730566e-03 4.688256e-03
3.801894e+09 3.981072e+09 1.272115e-05 3.589043e-07 1.187055e-07 4.199523e+02 7.776986e-03 4.707727e-03
3.801894e+09 4.466836e+09 1.270160e-05 3.550271e-07 1.187055e-07 4.218907e+02 7.834500e-03 4.730546e-03

3.981072e+09 1.000000e+07 1.299608e-05 4.212932e-07 1.205320e-07 4.319167e+02 7.969137e-03 4.812950e-03
3.981072e+09 1.584893e+07 1.299608e-05 4.208767e-07 1.205320e-07 4.319167e+02 7.969137e-03 4.812950e-03
3.981072e+09 2.511886e+07 1.299608e-05 4.203159e-07 1.205320e-07 4.319167e+02 7.970972e-03 4.812950e-03
3.981072e+09 3.981072e+07 1.299608e-05 4.195308e-07 1.205320e-07 4.320162e+02 7.970972e-03 4.814058e-03
