!20F (2+, 3+, 4+, 1+, 5+) -> 20O,  e-capture,  with screening effects
!USDB   GT    Q(20F-20O) = -3.8135 MeV
!Experimental data are taken into account
!Log(rhoY) Log(T) mu     dQ       Vs        e-cap-rate    nu-energy-loss  gamma-energy
!                    (MeV)   (MeV)   (MeV)        (1/s)           (MeV/s)           (MeV/s)  
1.000000e+07 1.000000e+07 1.956582e-06 4.143237e-08 1.111913e-08 0.000000e+00 0.000000e+00 0.000000e+00
1.000000e+07 1.584893e+07 1.954820e-06 4.116000e-08 1.111913e-08 0.000000e+00 0.000000e+00 0.000000e+00
1.000000e+07 2.511886e+07 1.952096e-06 4.080752e-08 1.111913e-08 0.000000e+00 0.000000e+00 0.000000e+00
1.000000e+07 3.981072e+07 1.949853e-06 4.032687e-08 1.111913e-08 0.000000e+00 0.000000e+00 0.000000e+00
1.000000e+07 6.309573e+07 1.948251e-06 3.968600e-08 1.111913e-08 2.511886e-259 4.515557e-267 0.000000e+00
1.000000e+07 1.000000e+08 1.947450e-06 3.886889e-08 1.111913e-08 1.659587e-166 6.091318e-174 1.134257e-256
1.000000e+07 1.122018e+08 1.947290e-06 3.861254e-08 1.111913e-08 3.388442e-149 1.461206e-156 3.586834e-230
1.000000e+07 1.258925e+08 1.947129e-06 3.835619e-08 1.111913e-08 9.549926e-134 4.728368e-141 1.530070e-206
1.000000e+07 1.412538e+08 1.946969e-06 3.808382e-08 1.111913e-08 5.754399e-120 3.271232e-127 1.839549e-185
1.000000e+07 1.584893e+08 1.946809e-06 3.779543e-08 1.111913e-08 1.202264e-107 7.847138e-115 1.187712e-166
1.000000e+07 1.778279e+08 1.946488e-06 3.747499e-08 1.111913e-08 1.153453e-96 8.525332e-104 7.156675e-150
1.000000e+07 1.995262e+08 1.946328e-06 3.715455e-08 1.111913e-08 7.447320e-87 6.218868e-94 6.526965e-135
1.000000e+07 2.238721e+08 1.945848e-06 3.680207e-08 1.111913e-08 4.305266e-78 4.052391e-85 1.495241e-121
1.000000e+07 2.511886e+08 1.945367e-06 3.643357e-08 1.111913e-08 2.851018e-70 3.011004e-77 1.243688e-109
1.000000e+07 2.818383e+08 1.944886e-06 3.603303e-08 1.111913e-08 2.741574e-63 3.256202e-70 5.354406e-99
1.000000e+07 3.162278e+08 1.944085e-06 3.563248e-08 1.111913e-08 4.797334e-57 6.407835e-64 1.677688e-89
1.000000e+07 3.548134e+08 1.943124e-06 3.518387e-08 1.111913e-08 1.819701e-51 2.727164e-58 5.043259e-81
1.000000e+07 3.981072e+08 1.942002e-06 3.473526e-08 1.111913e-08 1.774189e-46 2.990276e-53 1.891086e-73
1.000000e+07 4.466836e+08 1.940560e-06 3.425461e-08 1.111913e-08 5.140437e-42 9.743417e-49 1.098276e-66
1.000000e+07 5.011872e+08 1.938798e-06 3.374191e-08 1.111913e-08 5.035006e-38 1.073276e-44 1.215378e-60
1.000000e+07 5.623413e+08 1.936395e-06 3.321319e-08 1.111913e-08 1.879317e-34 4.505171e-41 3.059929e-55
1.000000e+07 6.309573e+08 1.933511e-06 3.266845e-08 1.111913e-08 2.992265e-31 8.066986e-38 2.068766e-50
1.000000e+07 7.079458e+08 1.929826e-06 3.209167e-08 1.111913e-08 2.197860e-28 6.678998e-35 4.312323e-46
1.000000e+07 7.943282e+08 1.925340e-06 3.148284e-08 1.111913e-08 8.184648e-26 2.797121e-32 3.152908e-42
1.000000e+07 8.912509e+08 1.919412e-06 3.085799e-08 1.111913e-08 1.655770e-23 6.378393e-30 9.072173e-39
1.000000e+07 1.000000e+09 1.912042e-06 3.020109e-08 1.111913e-08 1.945360e-21 8.466644e-28 1.131648e-35
1.000000e+07 1.122018e+09 1.902909e-06 2.952818e-08 1.111913e-08 1.406048e-19 6.897811e-26 6.725294e-33
1.000000e+07 1.258925e+09 1.891213e-06 2.883924e-08 1.111913e-08 6.606934e-18 3.661941e-24 2.059261e-30
1.000000e+07 1.412538e+09 1.876633e-06 2.811826e-08 1.111913e-08 2.103778e-16 1.317381e-22 3.481058e-28
1.000000e+07 1.584893e+09 1.858048e-06 2.904752e-08 1.111913e-08 4.709773e-15 3.332048e-21 3.441211e-26
1.000000e+07 1.778279e+09 1.834817e-06 2.848676e-08 1.111913e-08 7.780366e-14 6.218868e-20 2.126725e-24
1.000000e+07 1.995262e+09 1.805336e-06 2.582714e-08 1.111913e-08 9.749896e-13 8.824931e-19 8.643931e-23
1.000000e+07 2.238721e+09 1.768166e-06 2.501003e-08 1.111913e-08 9.418896e-12 9.654089e-18 2.375261e-21
1.000000e+07 2.511886e+09 1.721542e-06 2.417690e-08 1.111913e-08 7.244360e-11 8.408360e-17 4.631389e-20
1.000000e+07 2.818383e+09 1.663063e-06 2.331172e-08 1.111913e-08 4.541507e-10 5.978763e-16 6.617764e-19
1.000000e+07 3.162278e+09 1.590003e-06 2.246256e-08 1.111913e-08 2.365375e-09 3.532737e-15 7.173173e-18
1.000000e+07 3.548134e+09 1.499480e-06 2.159739e-08 1.111913e-08 1.044239e-08 1.771378e-14 6.063331e-17
1.000000e+07 3.981072e+09 1.388609e-06 2.074823e-08 1.111913e-08 3.990249e-08 7.691505e-14 4.136293e-16
