!27P (1/2+, 3/2+, 5/2+, 5/2+)  -> 27Si       e-capture, with screening effects
!GT+F    USDB              Q=11.6685 MeV
!Experimental data (energiies) are used.
! 
!Log(rhoY) Log(T) mu    dQ        Vs        e-cap-rate    nu-energy-loss  gamma-energy
!                   (MeV)    (MeV)   (MeV)       (1/s)           (MeV/s)           (MeV/s)  
1.000000e+07 1.000000e+07 1.949212e-06 5.964916e-08 1.853722e-08 3.502918e-01 3.376302e-06 3.411861e-06
1.000000e+07 1.584893e+07 1.947290e-06 5.944088e-08 1.853722e-08 3.507600e-01 3.381048e-06 3.416499e-06
1.000000e+07 2.511886e+07 1.944726e-06 5.913646e-08 1.853722e-08 3.513177e-01 3.386736e-06 3.422010e-06
1.000000e+07 3.981072e+07 1.942323e-06 5.875194e-08 1.853722e-08 3.523060e-01 3.396654e-06 3.431716e-06
1.000000e+07 6.309573e+07 1.940881e-06 5.822322e-08 1.853722e-08 3.533865e-01 3.407621e-06 3.442400e-06
1.000000e+07 1.000000e+08 1.939920e-06 5.751826e-08 1.853722e-08 3.542664e-01 3.416578e-06 3.451050e-06
1.000000e+07 1.122018e+08 1.939759e-06 5.732600e-08 1.853722e-08 3.544296e-01 3.418388e-06 3.452720e-06
1.000000e+07 1.258925e+08 1.939599e-06 5.710170e-08 1.853722e-08 3.545765e-01 3.419883e-06 3.454071e-06
1.000000e+07 1.412538e+08 1.939439e-06 5.686137e-08 1.853722e-08 3.546909e-01 3.421222e-06 3.455344e-06
1.000000e+07 1.584893e+08 1.939279e-06 5.660502e-08 1.853722e-08 3.548134e-01 3.422562e-06 3.456538e-06
1.000000e+07 1.778279e+08 1.939118e-06 5.633265e-08 1.853722e-08 3.548869e-01 3.423508e-06 3.457334e-06
1.000000e+07 1.995262e+08 1.938798e-06 5.604426e-08 1.853722e-08 3.549932e-01 3.424769e-06 3.458448e-06
1.000000e+07 2.238721e+08 1.938478e-06 5.572382e-08 1.853722e-08 3.550422e-01 3.425558e-06 3.458926e-06
1.000000e+07 2.511886e+08 1.937997e-06 5.540338e-08 1.853722e-08 3.551567e-01 3.427057e-06 3.460121e-06
1.000000e+07 2.818383e+08 1.937516e-06 5.505090e-08 1.853722e-08 3.552630e-01 3.428399e-06 3.461237e-06
1.000000e+07 3.162278e+08 1.936715e-06 5.466638e-08 1.853722e-08 3.553694e-01 3.429978e-06 3.462353e-06
1.000000e+07 3.548134e+08 1.935754e-06 5.426584e-08 1.853722e-08 3.554594e-01 3.431479e-06 3.463389e-06
1.000000e+07 3.981072e+08 1.934632e-06 5.384927e-08 1.853722e-08 3.556313e-01 3.433850e-06 3.465224e-06
1.000000e+07 4.466836e+08 1.933190e-06 5.340066e-08 1.853722e-08 3.558771e-01 3.437172e-06 3.467858e-06
1.000000e+07 5.011872e+08 1.931268e-06 5.292001e-08 1.853722e-08 3.560902e-01 3.440340e-06 3.470095e-06
1.000000e+07 5.623413e+08 1.929025e-06 5.240731e-08 1.853722e-08 3.564019e-01 3.444779e-06 3.473452e-06
1.000000e+07 6.309573e+08 1.926141e-06 5.187859e-08 1.853722e-08 3.568042e-01 3.450335e-06 3.477694e-06
1.000000e+07 7.079458e+08 1.922456e-06 5.130180e-08 1.853722e-08 3.572399e-01 3.456697e-06 3.482421e-06
1.000000e+07 7.943282e+08 1.917809e-06 5.070900e-08 1.853722e-08 3.578162e-01 3.464985e-06 3.488601e-06
1.000000e+07 8.912509e+08 1.912042e-06 5.006812e-08 1.853722e-08 3.585172e-01 3.474972e-06 3.496080e-06
1.000000e+07 1.000000e+09 1.904672e-06 4.941123e-08 1.853722e-08 3.593354e-01 3.487075e-06 3.504946e-06
1.000000e+07 1.122018e+09 1.895379e-06 4.872229e-08 1.853722e-08 3.603711e-01 3.502284e-06 3.516101e-06
1.000000e+07 1.258925e+09 1.883843e-06 4.798529e-08 1.853722e-08 3.616846e-01 3.521367e-06 3.530216e-06
