!20O (0+, 2+) -> 20F,   beta-decay,  with screening effects
!USDB   GT    Q(20O-20F) = 3.8135 MeV
!Experimental data are taken into account
!
!Log(rhoY) Log(T) mu     dQ       Vs          decay-rate    nu-energy-loss  gamma-energy
!                    (MeV)   (MeV)   (MeV)        (1/s)           (MeV/s)           (MeV/s)  
1.000000e+07 1.000000e+07 1.956582e-06 -4.143237e-08 1.111913e-08 4.160064e-02 9.003499e-08 7.043870e-08
1.000000e+07 1.584893e+07 1.954820e-06 -4.116000e-08 1.111913e-08 4.180228e-02 9.072173e-08 7.078012e-08
1.000000e+07 2.511886e+07 1.952096e-06 -4.080752e-08 1.111913e-08 4.191795e-02 9.114048e-08 7.099231e-08
1.000000e+07 3.981072e+07 1.949853e-06 -4.032687e-08 1.111913e-08 4.191795e-02 9.116147e-08 7.099231e-08
1.000000e+07 6.309573e+07 1.948251e-06 -3.968600e-08 1.111913e-08 4.187936e-02 9.103561e-08 7.092695e-08
1.000000e+07 1.000000e+08 1.947450e-06 -3.886889e-08 1.111913e-08 4.183117e-02 9.090993e-08 7.084534e-08
1.000000e+07 1.122018e+08 1.947290e-06 -3.861254e-08 1.111913e-08 4.182154e-02 9.086807e-08 7.082903e-08
1.000000e+07 1.258925e+08 1.947129e-06 -3.835619e-08 1.111913e-08 4.181191e-02 9.084715e-08 7.079642e-08
1.000000e+07 1.412538e+08 1.946969e-06 -3.808382e-08 1.111913e-08 4.179266e-02 9.080532e-08 7.078012e-08
1.000000e+07 1.584893e+08 1.946809e-06 -3.779543e-08 1.111913e-08 4.178304e-02 9.076351e-08 7.074753e-08
1.000000e+07 1.778279e+08 1.946488e-06 -3.747499e-08 1.111913e-08 4.176380e-02 9.074262e-08 7.073125e-08
1.000000e+07 1.995262e+08 1.946328e-06 -3.715455e-08 1.111913e-08 4.175418e-02 9.072173e-08 7.071496e-08
1.000000e+07 2.238721e+08 1.945848e-06 -3.680207e-08 1.111913e-08 4.174457e-02 9.067996e-08 7.068240e-08
1.000000e+07 2.511886e+08 1.945367e-06 -3.643357e-08 1.111913e-08 4.172535e-02 9.065908e-08 7.066613e-08
1.000000e+07 2.818383e+08 1.944886e-06 -3.603303e-08 1.111913e-08 4.171574e-02 9.063821e-08 7.064986e-08
1.000000e+07 3.162278e+08 1.944085e-06 -3.563248e-08 1.111913e-08 4.170614e-02 9.061734e-08 7.061733e-08
1.000000e+07 3.548134e+08 1.943124e-06 -3.518387e-08 1.111913e-08 4.169654e-02 9.061734e-08 7.060107e-08
1.000000e+07 3.981072e+08 1.942002e-06 -3.473526e-08 1.111913e-08 4.168694e-02 9.059648e-08 7.058482e-08
1.000000e+07 4.466836e+08 1.940560e-06 -3.425461e-08 1.111913e-08 4.166775e-02 9.059648e-08 7.056857e-08
1.000000e+07 5.011872e+08 1.938798e-06 -3.374191e-08 1.111913e-08 4.166775e-02 9.061734e-08 7.056857e-08
1.000000e+07 5.623413e+08 1.936395e-06 -3.321319e-08 1.111913e-08 4.165815e-02 9.065908e-08 7.055232e-08
1.000000e+07 6.309573e+08 1.933511e-06 -3.266845e-08 1.111913e-08 4.165815e-02 9.072173e-08 7.055232e-08
1.000000e+07 7.079458e+08 1.929826e-06 -3.209167e-08 1.111913e-08 4.166775e-02 9.080532e-08 7.056857e-08
1.000000e+07 7.943282e+08 1.925340e-06 -3.148284e-08 1.111913e-08 4.167734e-02 9.093086e-08 7.058482e-08
1.000000e+07 8.912509e+08 1.919412e-06 -3.085799e-08 1.111913e-08 4.170614e-02 9.109852e-08 7.063359e-08
1.000000e+07 1.000000e+09 1.912042e-06 -3.020109e-08 1.111913e-08 4.173496e-02 9.132955e-08 7.068240e-08
1.000000e+07 1.122018e+09 1.902909e-06 -2.952818e-08 1.111913e-08 4.178304e-02 9.162443e-08 7.076383e-08
1.000000e+07 1.258925e+09 1.891213e-06 -2.883924e-08 1.111913e-08 4.185044e-02 9.200497e-08 7.087798e-08
1.000000e+07 1.412538e+09 1.876633e-06 -2.811826e-08 1.111913e-08 4.193725e-02 9.249352e-08 7.102501e-08
1.000000e+07 1.584893e+09 1.858048e-06 -2.904752e-08 1.111913e-08 4.212113e-02 9.328489e-08 7.133642e-08
1.000000e+07 1.778279e+09 1.834817e-06 -2.848676e-08 1.111913e-08 4.227659e-02 9.406137e-08 7.159972e-08
1.000000e+07 1.995262e+09 1.805336e-06 -2.582714e-08 1.111913e-08 4.237405e-02 9.475700e-08 7.176477e-08
1.000000e+07 2.238721e+09 1.768166e-06 -2.501003e-08 1.111913e-08 4.259906e-02 9.589839e-08 7.216246e-08
1.000000e+07 2.511886e+09 1.721542e-06 -2.417690e-08 1.111913e-08 4.289434e-02 9.734447e-08 7.267940e-08
1.000000e+07 2.818383e+09 1.663063e-06 -2.331172e-08 1.111913e-08 4.328127e-02 9.919992e-08 7.338568e-08
1.000000e+07 3.162278e+09 1.590003e-06 -2.246256e-08 1.111913e-08 4.379253e-02 1.016977e-07 7.432096e-08
1.000000e+07 3.548134e+09 1.499480e-06 -2.159739e-08 1.111913e-08 4.445289e-02 1.050053e-07 7.559817e-08
1.000000e+07 3.981072e+09 1.388609e-06 -2.074823e-08 1.111913e-08 4.532105e-02 1.093733e-07 7.730566e-08
1.000000e+07 4.466836e+09 1.256109e-06 -1.989908e-08 1.111913e-08 4.638740e-02 1.149506e-07 7.950809e-08

1.000000e+08 1.000000e+07 3.895861e-06 -8.993036e-08 2.299128e-08 7.500669e-03 7.744820e-09 1.270315e-08
1.000000e+08 1.584893e+07 3.896342e-06 -8.957788e-08 2.299128e-08 7.493764e-03 7.735908e-09 1.269145e-08
1.000000e+08 2.511886e+07 3.896982e-06 -8.909723e-08 2.299128e-08 7.481695e-03 7.718116e-09 1.266809e-08
1.000000e+08 3.981072e+07 3.897463e-06 -8.845636e-08 2.299128e-08 7.461051e-03 7.689734e-09 1.263605e-08
1.000000e+08 6.309573e+07 3.897463e-06 -8.760720e-08 2.299128e-08 7.454182e-03 7.682655e-09 1.262442e-08
1.000000e+08 1.000000e+08 3.897143e-06 -8.646965e-08 2.299128e-08 7.457616e-03 7.691505e-09 1.263023e-08
1.000000e+08 1.122018e+08 3.896982e-06 -8.613320e-08 2.299128e-08 7.457616e-03 7.693276e-09 1.263023e-08
1.000000e+08 1.258925e+08 3.896982e-06 -8.576470e-08 2.299128e-08 7.455899e-03 7.693276e-09 1.262732e-08
1.000000e+08 1.412538e+08 3.896822e-06 -8.538017e-08 2.299128e-08 7.454182e-03 7.693276e-09 1.262442e-08
1.000000e+08 1.584893e+08 3.896822e-06 -8.496361e-08 2.299128e-08 7.450750e-03 7.691505e-09 1.261860e-08
1.000000e+08 1.778279e+08 3.896662e-06 -8.453102e-08 2.299128e-08 7.447320e-03 7.689734e-09 1.261279e-08
1.000000e+08 1.995262e+08 3.896502e-06 -8.405036e-08 2.299128e-08 7.445605e-03 7.689734e-09 1.260989e-08
1.000000e+08 2.238721e+08 3.896342e-06 -8.355369e-08 2.299128e-08 7.443891e-03 7.691505e-09 1.260408e-08
1.000000e+08 2.511886e+08 3.896181e-06 -8.302497e-08 2.299128e-08 7.440464e-03 7.695048e-09 1.260118e-08
1.000000e+08 2.818383e+08 3.895861e-06 -8.244818e-08 2.299128e-08 7.442177e-03 7.703912e-09 1.260408e-08
1.000000e+08 3.162278e+08 3.895540e-06 -8.183935e-08 2.299128e-08 7.443891e-03 7.714563e-09 1.260699e-08
1.000000e+08 3.548134e+08 3.895060e-06 -8.119848e-08 2.299128e-08 7.447320e-03 7.732346e-09 1.261279e-08
1.000000e+08 3.981072e+08 3.894579e-06 -8.050955e-08 2.299128e-08 7.454182e-03 7.755527e-09 1.262442e-08
1.000000e+08 4.466836e+08 3.893938e-06 -7.978856e-08 2.299128e-08 7.466207e-03 7.791325e-09 1.264478e-08
1.000000e+08 5.011872e+08 3.893137e-06 -7.901952e-08 2.299128e-08 7.483418e-03 7.836305e-09 1.267101e-08
1.000000e+08 5.623413e+08 3.892016e-06 -7.821843e-08 2.299128e-08 7.505852e-03 7.896076e-09 1.271192e-08
