!24Al (4+, 1+, 2+, 2+, 1+, 3+, 5+, 3+, 2+)  -> 24Mg    e-capture, with screening effects
!GT+F    USDB               Q=13.885 MeV
!Experimental data are  used.
!
!Log(rhoY) Log(T) mu    dq        Vs        e-cap-rate    nu-energy-loss  gamma-energy
!                   (MeV)    (MeV)   (MeV)       (1/s)           (MeV/s)           (MeV/s)  
1.000000e+07 1.000000e+07 1.951776e-06 5.392938e-08 1.606987e-08 1.755941e-01 1.419441e-06 2.609224e-06
1.000000e+07 1.584893e+07 1.949853e-06 5.370507e-08 1.606987e-08 1.755012e-01 1.418699e-06 2.607902e-06
1.000000e+07 2.511886e+07 1.947129e-06 5.340066e-08 1.606987e-08 1.755618e-01 1.419225e-06 2.608743e-06
1.000000e+07 3.981072e+07 1.944886e-06 5.298409e-08 1.606987e-08 1.760881e-01 1.423765e-06 2.616624e-06
1.000000e+07 6.309573e+07 1.943284e-06 5.242333e-08 1.606987e-08 1.767340e-01 1.429296e-06 2.626221e-06
1.000000e+07 1.000000e+08 1.942483e-06 5.168633e-08 1.606987e-08 1.771903e-01 1.433304e-06 2.633063e-06
1.000000e+07 1.122018e+08 1.942323e-06 5.146202e-08 1.606987e-08 1.772719e-01 1.434063e-06 2.634276e-06
1.000000e+07 1.258925e+08 1.942163e-06 5.123772e-08 1.606987e-08 1.773413e-01 1.434711e-06 2.635308e-06
1.000000e+07 1.412538e+08 1.942002e-06 5.098137e-08 1.606987e-08 1.774026e-01 1.435312e-06 2.636279e-06
1.000000e+07 1.584893e+08 1.941842e-06 5.072502e-08 1.606987e-08 1.774639e-01 1.435924e-06 2.637189e-06
1.000000e+07 1.778279e+08 1.941522e-06 5.043663e-08 1.606987e-08 1.775088e-01 1.436377e-06 2.637797e-06
1.000000e+07 1.995262e+08 1.941362e-06 5.013221e-08 1.606987e-08 1.775661e-01 1.437005e-06 2.638708e-06
1.000000e+07 2.238721e+08 1.940881e-06 4.981178e-08 1.606987e-08 1.775947e-01 1.437396e-06 2.639133e-06
1.000000e+07 2.511886e+08 1.940560e-06 4.945930e-08 1.606987e-08 1.776642e-01 1.438144e-06 2.640166e-06
1.000000e+07 2.818383e+08 1.939920e-06 4.909080e-08 1.606987e-08 1.777215e-01 1.438863e-06 2.641078e-06
1.000000e+07 3.162278e+08 1.939118e-06 4.870627e-08 1.606987e-08 1.777870e-01 1.439674e-06 2.642052e-06
1.000000e+07 3.548134e+08 1.938157e-06 4.830573e-08 1.606987e-08 1.778484e-01 1.440497e-06 2.642964e-06
1.000000e+07 3.981072e+08 1.937036e-06 4.785712e-08 1.606987e-08 1.779467e-01 1.441751e-06 2.644486e-06
1.000000e+07 4.466836e+08 1.935594e-06 4.739248e-08 1.606987e-08 1.780902e-01 1.443439e-06 2.646679e-06
1.000000e+07 5.011872e+08 1.933831e-06 4.691183e-08 1.606987e-08 1.782174e-01 1.445125e-06 2.648630e-06
1.000000e+07 5.623413e+08 1.931428e-06 4.639913e-08 1.606987e-08 1.784021e-01 1.447416e-06 2.651437e-06
1.000000e+07 6.309573e+08 1.928704e-06 4.583837e-08 1.606987e-08 1.786323e-01 1.450305e-06 2.654919e-06
1.000000e+07 7.079458e+08 1.925019e-06 4.526159e-08 1.606987e-08 1.788834e-01 1.453641e-06 2.658773e-06
1.000000e+07 7.943282e+08 1.920373e-06 4.466878e-08 1.606987e-08 1.792091e-01 1.457909e-06 2.663614e-06
1.000000e+07 8.912509e+08 1.914605e-06 4.402791e-08 1.606987e-08 1.795808e-01 1.463044e-06 2.669140e-06
1.000000e+07 1.000000e+09 1.907235e-06 4.335499e-08 1.606987e-08 1.799990e-01 1.469225e-06 2.675293e-06
1.000000e+07 1.122018e+09 1.897942e-06 4.266605e-08 1.606987e-08 1.804970e-01 1.476908e-06 2.682571e-06
