!23Mg (3/2+, 5/2+,7/2+,1/2+)  -> 23Na,  e-capture, with screening effects
!GT+F  USDB
!Experimental data used.   Q=4.056 MeV
!
!Log(rhoY) Log(T) mu     Dq        Vs        e-cap-rate    nu-energy-loss  gamma-energy
!               (MeV)                                    (1/s)        (MeV/s)        (MeV/s)  
1.000000e+07 1.000000e+07 1.967797e-06 5.094932e-08 1.490027e-08 6.591739e-02 4.608518e-07 1.634976e-08
1.000000e+07 1.584893e+07 1.965875e-06 5.078911e-08 1.490027e-08 6.556922e-02 4.582277e-07 1.625217e-08
1.000000e+07 2.511886e+07 1.963151e-06 5.046867e-08 1.490027e-08 6.543348e-02 4.573001e-07 1.621852e-08
1.000000e+07 3.981072e+07 1.960908e-06 4.998802e-08 1.490027e-08 6.559942e-02 4.584810e-07 1.626714e-08
1.000000e+07 6.309573e+07 1.959466e-06 4.934714e-08 1.490027e-08 6.582638e-02 4.602156e-07 1.633847e-08
1.000000e+07 1.000000e+08 1.958505e-06 4.870627e-08 1.490027e-08 6.599332e-02 4.614146e-07 1.639500e-08
1.000000e+07 1.122018e+08 1.958345e-06 4.838584e-08 1.490027e-08 6.602372e-02 4.616271e-07 1.640632e-08
1.000000e+07 1.258925e+08 1.958184e-06 4.822562e-08 1.490027e-08 6.603893e-02 4.618185e-07 1.641388e-08
1.000000e+07 1.412538e+08 1.958024e-06 4.790518e-08 1.490027e-08 6.605413e-02 4.619887e-07 1.642522e-08
1.000000e+07 1.584893e+08 1.957864e-06 4.758475e-08 1.490027e-08 6.608456e-02 4.621589e-07 1.643657e-08
1.000000e+07 1.778279e+08 1.957704e-06 4.742453e-08 1.490027e-08 6.609978e-02 4.622866e-07 1.644415e-08
1.000000e+07 1.995262e+08 1.957383e-06 4.710409e-08 1.490027e-08 6.611500e-02 4.624782e-07 1.645551e-08
1.000000e+07 2.238721e+08 1.957063e-06 4.678366e-08 1.490027e-08 6.613022e-02 4.625954e-07 1.646688e-08
1.000000e+07 2.511886e+08 1.956582e-06 4.630300e-08 1.490027e-08 6.614545e-02 4.628298e-07 1.648205e-08
1.000000e+07 2.818383e+08 1.955941e-06 4.598257e-08 1.490027e-08 6.617592e-02 4.630536e-07 1.649724e-08
1.000000e+07 3.162278e+08 1.955300e-06 4.566213e-08 1.490027e-08 6.619116e-02 4.633096e-07 1.651624e-08
1.000000e+07 3.548134e+08 1.954339e-06 4.518148e-08 1.490027e-08 6.622165e-02 4.635871e-07 1.653908e-08
1.000000e+07 3.981072e+08 1.953218e-06 4.470082e-08 1.490027e-08 6.626741e-02 4.640142e-07 1.656957e-08
1.000000e+07 4.466836e+08 1.951776e-06 4.422017e-08 1.490027e-08 6.631320e-02 4.645915e-07 1.660777e-08
1.000000e+07 5.011872e+08 1.949853e-06 4.373951e-08 1.490027e-08 6.637431e-02 4.651803e-07 1.664989e-08
1.000000e+07 5.623413e+08 1.947610e-06 4.325886e-08 1.490027e-08 6.645077e-02 4.659951e-07 1.671134e-08
1.000000e+07 6.309573e+08 1.944726e-06 4.277821e-08 1.490027e-08 6.654264e-02 4.670370e-07 1.678848e-08
