!26Na (3+, 1+, 1+, 2+)  -> 26Mg     beta-decay,  with screening effects
!USDB      Q=9.3538 MeV
!Experimental data are used.
!
!Log(rhoY) Log(T) mu    dQ        Vs         decay-rate    nu-energy-loss  gamma-energy
!                   (MeV)    (MeV)   (MeV)       (1/s)           (MeV/s)           (MeV/s)  
1.000000e+07 1.000000e+07 1.952897e-06 -5.094932e-08 1.483619e-08 6.617745e-01 3.985578e-06 2.301979e-06
1.000000e+07 1.584893e+07 1.951135e-06 -5.072502e-08 1.483619e-08 6.617897e-01 3.985853e-06 2.302138e-06
1.000000e+07 2.511886e+07 1.948411e-06 -5.040458e-08 1.483619e-08 6.617440e-01 3.985578e-06 2.301979e-06
1.000000e+07 3.981072e+07 1.946008e-06 -4.997199e-08 1.483619e-08 6.615764e-01 3.984293e-06 2.301290e-06
1.000000e+07 6.309573e+07 1.944566e-06 -4.939521e-08 1.483619e-08 6.613632e-01 3.982734e-06 2.300389e-06
1.000000e+07 1.000000e+08 1.943765e-06 -4.864218e-08 1.483619e-08 6.612566e-01 3.982092e-06 2.299383e-06
1.000000e+07 1.122018e+08 1.943605e-06 -4.841788e-08 1.483619e-08 6.614545e-01 3.983926e-06 2.299118e-06
1.000000e+07 1.258925e+08 1.943444e-06 -4.817755e-08 1.483619e-08 6.620183e-01 3.988883e-06 2.298748e-06
1.000000e+07 1.412538e+08 1.943284e-06 -4.792120e-08 1.483619e-08 6.632695e-01 3.999828e-06 2.298324e-06
1.000000e+07 1.584893e+08 1.942964e-06 -4.764883e-08 1.483619e-08 6.657942e-01 4.021623e-06 2.297742e-06
1.000000e+07 1.778279e+08 1.942803e-06 -4.736044e-08 1.483619e-08 6.703012e-01 4.060704e-06 2.296949e-06
1.000000e+07 1.995262e+08 1.942483e-06 -4.705603e-08 1.483619e-08 6.778132e-01 4.125545e-06 2.295785e-06
1.000000e+07 2.238721e+08 1.942163e-06 -4.671957e-08 1.483619e-08 6.894456e-01 4.226018e-06 2.294200e-06
1.000000e+07 2.511886e+08 1.941682e-06 -4.636709e-08 1.483619e-08 7.062688e-01 4.371307e-06 2.292035e-06
1.000000e+07 2.818383e+08 1.941201e-06 -4.599859e-08 1.483619e-08 7.293399e-01 4.570369e-06 2.289187e-06
1.000000e+07 3.162278e+08 1.940400e-06 -4.559804e-08 1.483619e-08 7.594689e-01 4.830269e-06 2.285606e-06
1.000000e+07 3.548134e+08 1.939439e-06 -4.518148e-08 1.483619e-08 7.970178e-01 5.154200e-06 2.281189e-06
1.000000e+07 3.981072e+08 1.938317e-06 -4.473287e-08 1.483619e-08 8.419223e-01 5.541423e-06 2.276100e-06
1.000000e+07 4.466836e+08 1.936875e-06 -4.426823e-08 1.483619e-08 8.937067e-01 5.987855e-06 2.270290e-06
1.000000e+07 5.011872e+08 1.934953e-06 -4.377156e-08 1.483619e-08 9.514216e-01 6.485169e-06 2.264025e-06
1.000000e+07 5.623413e+08 1.932710e-06 -4.325886e-08 1.483619e-08 1.013804e+00 7.022655e-06 2.257466e-06
1.000000e+07 6.309573e+08 1.929826e-06 -4.269810e-08 1.483619e-08 1.079573e+00 7.588943e-06 2.250719e-06
1.000000e+07 7.079458e+08 1.926141e-06 -4.212131e-08 1.483619e-08 1.146830e+00 8.167917e-06 2.243992e-06
1.000000e+07 7.943282e+08 1.921655e-06 -4.151248e-08 1.483619e-08 1.214146e+00 8.747245e-06 2.237388e-06
1.000000e+07 8.912509e+08 1.915727e-06 -4.088763e-08 1.483619e-08 1.279764e+00 9.311750e-06 2.230855e-06
1.000000e+07 1.000000e+09 1.908357e-06 -4.021472e-08 1.483619e-08 1.342178e+00 9.849208e-06 2.224289e-06
1.000000e+07 1.122018e+09 1.899224e-06 -3.952578e-08 1.483619e-08 1.399942e+00 1.034693e-05 2.217539e-06
1.000000e+07 1.258925e+09 1.887528e-06 -3.878878e-08 1.483619e-08 1.451878e+00 1.079571e-05 2.210351e-06
1.000000e+07 1.412538e+09 1.872948e-06 -3.803575e-08 1.483619e-08 1.497201e+00 1.118823e-05 2.202527e-06
1.000000e+07 1.584893e+09 1.854363e-06 -3.725068e-08 1.483619e-08 1.535324e+00 1.152050e-05 2.193923e-06
1.000000e+07 1.778279e+09 1.830971e-06 -3.643357e-08 1.483619e-08 1.566138e+00 1.179129e-05 2.184446e-06
1.000000e+07 1.995262e+09 1.801491e-06 -3.560044e-08 1.483619e-08 1.589827e+00 1.200249e-05 2.174159e-06
1.000000e+07 2.238721e+09 1.764481e-06 -3.473526e-08 1.483619e-08 1.606830e+00 1.215770e-05 2.163123e-06
1.000000e+07 2.511886e+09 1.717857e-06 -3.383804e-08 1.483619e-08 1.617857e+00 1.226285e-05 2.151549e-06
1.000000e+07 2.818383e+09 1.659218e-06 -3.588883e-08 1.483619e-08 1.625399e+00 1.233904e-05 2.142650e-06
1.000000e+07 3.162278e+09 1.586318e-06 -3.196349e-08 1.483619e-08 1.625324e+00 1.235069e-05 2.127655e-06
1.000000e+07 3.548134e+09 1.495635e-06 -3.098616e-08 1.483619e-08 1.623454e+00 1.234756e-05 2.115735e-06
1.000000e+07 3.981072e+09 1.384924e-06 -2.996077e-08 1.483619e-08 1.618900e+00 1.232172e-05 2.104027e-06
1.000000e+07 4.466836e+09 1.252424e-06 -2.891935e-08 1.483619e-08 1.612278e+00 1.227782e-05 2.092480e-06

1.000000e+08 1.000000e+07 3.888170e-06 -1.103421e-07 3.066573e-08 5.621730e-01 3.123499e-06 1.850267e-06
1.000000e+08 1.584893e+07 3.888651e-06 -1.100377e-07 3.066573e-08 5.621083e-01 3.123139e-06 1.850062e-06
1.000000e+08 2.511886e+07 3.889292e-06 -1.096212e-07 3.066573e-08 5.620824e-01 3.123067e-06 1.850015e-06
1.000000e+08 3.981072e+07 3.889773e-06 -1.090604e-07 3.066573e-08 5.621083e-01 3.123499e-06 1.850207e-06
1.000000e+08 6.309573e+07 3.889773e-06 -1.083074e-07 3.066573e-08 5.621471e-01 3.124074e-06 1.850463e-06
1.000000e+08 1.000000e+08 3.889452e-06 -1.072820e-07 3.066573e-08 5.622119e-01 3.124865e-06 1.850245e-06
1.000000e+08 1.122018e+08 3.889292e-06 -1.069776e-07 3.066573e-08 5.624061e-01 3.126665e-06 1.850058e-06
1.000000e+08 1.258925e+08 3.889292e-06 -1.066571e-07 3.066573e-08 5.629502e-01 3.131276e-06 1.849785e-06
1.000000e+08 1.412538e+08 3.889132e-06 -1.063046e-07 3.066573e-08 5.641440e-01 3.141241e-06 1.849410e-06
1.000000e+08 1.584893e+08 3.889132e-06 -1.059201e-07 3.066573e-08 5.665392e-01 3.161122e-06 1.848882e-06
1.000000e+08 1.778279e+08 3.888972e-06 -1.055196e-07 3.066573e-08 5.708211e-01 3.196622e-06 1.848133e-06
1.000000e+08 1.995262e+08 3.888811e-06 -1.050870e-07 3.066573e-08 5.779630e-01 3.255677e-06 1.847104e-06
1.000000e+08 2.238721e+08 3.888651e-06 -1.046384e-07 3.066573e-08 5.890199e-01 3.347043e-06 1.845671e-06
1.000000e+08 2.511886e+08 3.888491e-06 -1.041417e-07 3.066573e-08 6.050343e-01 3.479215e-06 1.843738e-06
1.000000e+08 2.818383e+08 3.888170e-06 -1.036130e-07 3.066573e-08 6.269891e-01 3.660339e-06 1.841265e-06
1.000000e+08 3.162278e+08 3.887850e-06 -1.030522e-07 3.066573e-08 6.556771e-01 3.896918e-06 1.838135e-06
1.000000e+08 3.548134e+08 3.887530e-06 -1.024594e-07 3.066573e-08 6.914328e-01 4.191807e-06 1.834346e-06
1.000000e+08 3.981072e+08 3.886889e-06 -1.018185e-07 3.066573e-08 7.341926e-01 4.544136e-06 1.829925e-06
1.000000e+08 4.466836e+08 3.886248e-06 -1.011296e-07 3.066573e-08 7.835018e-01 4.950526e-06 1.824998e-06
1.000000e+08 5.011872e+08 3.885447e-06 -1.004086e-07 3.066573e-08 8.384381e-01 5.403203e-06 1.819631e-06
1.000000e+08 5.623413e+08 3.884325e-06 -9.963957e-08 3.066573e-08 8.978153e-01 5.892116e-06 1.814021e-06
1.000000e+08 6.309573e+08 3.883043e-06 -9.882246e-08 3.066573e-08 9.604041e-01 6.407245e-06 1.808278e-06
1.000000e+08 7.079458e+08 3.881281e-06 -9.795729e-08 3.066573e-08 1.024399e+00 6.933960e-06 1.802600e-06
1.000000e+08 7.943282e+08 3.879198e-06 -9.702802e-08 3.066573e-08 1.088449e+00 7.460901e-06 1.797001e-06
1.000000e+08 8.912509e+08 3.876475e-06 -9.606671e-08 3.066573e-08 1.150875e+00 7.974460e-06 1.791519e-06
1.000000e+08 1.000000e+09 3.873110e-06 -9.502530e-08 3.066573e-08 1.210269e+00 8.463525e-06 1.786065e-06
1.000000e+08 1.122018e+09 3.868944e-06 -9.395184e-08 3.066573e-08 1.265232e+00 8.916847e-06 1.780542e-06
1.000000e+08 1.258925e+09 3.863497e-06 -9.279827e-08 3.066573e-08 1.314771e+00 9.326127e-06 1.774791e-06
1.000000e+08 1.412538e+09 3.856768e-06 -9.159663e-08 3.066573e-08 1.358001e+00 9.685037e-06 1.768701e-06
1.000000e+08 1.584893e+09 3.848436e-06 -9.033091e-08 3.066573e-08 1.394537e+00 9.990364e-06 1.762184e-06
1.000000e+08 1.778279e+09 3.837702e-06 -8.900110e-08 3.066573e-08 1.424197e+00 1.024098e-05 1.755267e-06
1.000000e+08 1.995262e+09 3.824404e-06 -8.760720e-08 3.066573e-08 1.447205e+00 1.043858e-05 1.748060e-06
1.000000e+08 2.238721e+09 3.807421e-06 -8.614922e-08 3.066573e-08 1.464030e+00 1.058745e-05 1.740738e-06
1.000000e+08 2.511886e+09 3.786272e-06 -8.462715e-08 3.066573e-08 1.475367e+00 1.069329e-05 1.733578e-06
1.000000e+08 2.818383e+09 3.759515e-06 -8.304099e-08 3.066573e-08 1.482006e+00 1.076245e-05 1.726952e-06
1.000000e+08 3.162278e+09 3.725870e-06 -8.139074e-08 3.066573e-08 1.484841e+00 1.080243e-05 1.721208e-06
1.000000e+08 3.548134e+09 3.683412e-06 -7.967641e-08 3.066573e-08 1.484704e+00 1.081985e-05 1.716767e-06
1.000000e+08 3.981072e+09 3.630059e-06 -7.791401e-08 3.066573e-08 1.482450e+00 1.082160e-05 1.713986e-06
1.000000e+08 4.466836e+09 3.563088e-06 -7.607151e-08 3.066573e-08 1.478802e+00 1.081412e-05 1.713248e-06

1.047129e+08 1.000000e+07 3.956263e-06 -1.120565e-07 3.113036e-08 5.573012e-01 3.084617e-06 1.830068e-06
1.047129e+08 1.584893e+07 3.954821e-06 -1.117521e-07 3.113036e-08 5.572371e-01 3.084191e-06 1.829816e-06
1.047129e+08 2.511886e+07 3.952418e-06 -1.113355e-07 3.113036e-08 5.572499e-01 3.084475e-06 1.829963e-06
1.047129e+08 3.981072e+07 3.949854e-06 -1.107747e-07 3.113036e-08 5.575836e-01 3.087246e-06 1.831371e-06
