!24Mg (0+, 2+) -> 24Na,  e-capture,  with screening effects
!USDB      Q=-5.5156 MeV
!Experimental energies and FF 2+(1.369 MeV)  -> 4+(g.s.) is included 
!Log(rhoY) Log(T) mu     dQ       Vs        e-cap-rate    nu-energy-loss  gamma-energy
!                    (MeV)   (MeV)   (MeV)        (1/s)           (MeV/s)           (MeV/s)  
1.000000e+07 1.000000e+07 1.952897e-06 5.094932e-08 1.483619e-08 0.000000e+00 0.000000e+00 0.000000e+00
1.000000e+07 1.584893e+07 1.951135e-06 5.072502e-08 1.483619e-08 0.000000e+00 0.000000e+00 0.000000e+00
1.000000e+07 2.511886e+07 1.948411e-06 5.040458e-08 1.483619e-08 0.000000e+00 0.000000e+00 0.000000e+00
1.000000e+07 3.981072e+07 1.946008e-06 4.997199e-08 1.483619e-08 0.000000e+00 0.000000e+00 0.000000e+00
1.000000e+07 6.309573e+07 1.944566e-06 4.939521e-08 1.483619e-08 0.000000e+00 0.000000e+00 0.000000e+00
1.000000e+07 1.000000e+08 1.943765e-06 4.864218e-08 1.483619e-08 2.754229e-258 9.878962e-266 3.347428e-282
1.000000e+07 1.122018e+08 1.943605e-06 4.841788e-08 1.483619e-08 1.318257e-231 5.428893e-239 6.233204e-253
1.000000e+07 1.258925e+08 1.943444e-06 4.817755e-08 1.483619e-08 8.317638e-208 4.024494e-215 8.029922e-227
1.000000e+07 1.412538e+08 1.943284e-06 4.792120e-08 1.483619e-08 1.348963e-186 7.323376e-194 1.530070e-203
1.000000e+07 1.584893e+08 1.942964e-06 4.764883e-08 1.483619e-08 1.230269e-167 7.847138e-175 9.219584e-183
1.000000e+07 1.778279e+08 1.942803e-06 4.736044e-08 1.483619e-08 9.549926e-151 6.834572e-158 3.124002e-164
1.000000e+07 1.995262e+08 1.942483e-06 4.705603e-08 1.483619e-08 1.148154e-135 9.434335e-143 1.083207e-147
1.000000e+07 2.238721e+08 1.942163e-06 4.671957e-08 1.483619e-08 3.311311e-122 3.052891e-129 5.952663e-133
1.000000e+07 2.511886e+08 1.941682e-06 4.636709e-08 1.483619e-08 3.311311e-110 3.505188e-117 8.804634e-120
1.000000e+07 2.818383e+08 1.941201e-06 4.599859e-08 1.483619e-08 1.721869e-99 2.026335e-106 4.951210e-108
1.000000e+07 3.162278e+08 1.940400e-06 4.559804e-08 1.483619e-08 6.561453e-90 8.663858e-97 1.533597e-97
1.000000e+07 3.548134e+08 1.939439e-06 4.518148e-08 1.483619e-08 2.679168e-81 3.987597e-88 3.553950e-88
1.000000e+07 3.981072e+08 1.938317e-06 4.473287e-08 1.483619e-08 2.027683e-73 3.386190e-80 8.292993e-80
1.000000e+07 4.466836e+08 1.936875e-06 4.426823e-08 1.483619e-08 3.837072e-66 7.189709e-73 2.464401e-72
1.000000e+07 5.011872e+08 1.934953e-06 4.377156e-08 1.483619e-08 1.606941e-59 3.378402e-66 1.176823e-65
1.000000e+07 5.623413e+08 1.932710e-06 4.325886e-08 1.483619e-08 1.442115e-53 3.409662e-60 1.098276e-59
1.000000e+07 6.309573e+08 1.929826e-06 4.269810e-08 1.483619e-08 3.097419e-48 8.235905e-55 2.391725e-54
1.000000e+07 7.079458e+08 1.926141e-06 4.212131e-08 1.483619e-08 1.828100e-43 5.466525e-50 1.421384e-49
1.000000e+07 7.943282e+08 1.921655e-06 4.151248e-08 1.483619e-08 3.404082e-39 1.144752e-45 2.658957e-45
1.000000e+07 8.912509e+08 1.915727e-06 4.088763e-08 1.483619e-08 2.254239e-35 8.525332e-42 1.768933e-41
1.000000e+07 1.000000e+09 1.908357e-06 4.021472e-08 1.483619e-08 5.942922e-32 2.533444e-38 4.695819e-38
1.000000e+07 1.122018e+09 1.899224e-06 3.952578e-08 1.483619e-08 6.902398e-29 3.309111e-35 5.479126e-35
1.000000e+07 1.258925e+09 1.887528e-06 3.878878e-08 1.483619e-08 3.854784e-26 2.083106e-32 3.081139e-32
1.000000e+07 1.412538e+09 1.872948e-06 3.803575e-08 1.483619e-08 1.122018e-23 6.818853e-30 9.030490e-30
1.000000e+07 1.584893e+09 1.854363e-06 3.725068e-08 1.483619e-08 1.828100e-21 1.252308e-27 1.491802e-27
1.000000e+07 1.778279e+09 1.830971e-06 3.643357e-08 1.483619e-08 1.774189e-19 1.369971e-25 1.481533e-25
1.000000e+07 1.995262e+09 1.801491e-06 3.560044e-08 1.483619e-08 1.088930e-17 9.477882e-24 9.412637e-24
1.000000e+07 2.238721e+09 1.764481e-06 3.473526e-08 1.483619e-08 4.436086e-16 4.372314e-22 4.043070e-22
1.000000e+07 2.511886e+09 1.717857e-06 3.383804e-08 1.483619e-08 1.267652e-14 1.405113e-20 1.235126e-20
1.000000e+07 2.818383e+09 1.659218e-06 3.588883e-08 1.483619e-08 2.606154e-13 3.271232e-19 2.765103e-19
1.000000e+07 3.162278e+09 1.586318e-06 3.196349e-08 1.483619e-08 4.092607e-12 5.803785e-18 4.783120e-18
1.000000e+07 3.548134e+09 1.495635e-06 3.098616e-08 1.483619e-08 4.954502e-11 7.938004e-17 6.407835e-17
1.000000e+07 3.981072e+09 1.384924e-06 2.996077e-08 1.483619e-08 4.774193e-10 8.649904e-16 6.866119e-16
1.000000e+07 4.466836e+09 1.252424e-06 2.891935e-08 1.483619e-08 3.760971e-09 7.709235e-15 5.981517e-15

1.000000e+08 1.000000e+07 3.888170e-06 1.103421e-07 3.066573e-08 0.000000e+00 0.000000e+00 0.000000e+00
1.000000e+08 1.584893e+07 3.888651e-06 1.100377e-07 3.066573e-08 0.000000e+00 0.000000e+00 0.000000e+00
1.000000e+08 2.511886e+07 3.889292e-06 1.096212e-07 3.066573e-08 0.000000e+00 0.000000e+00 0.000000e+00
1.000000e+08 3.981072e+07 3.889773e-06 1.090604e-07 3.066573e-08 0.000000e+00 0.000000e+00 0.000000e+00
