!28Si (0+, 2+) -> 28Al,  e-capture,  with screening effects
!USDB                 Q = -4.6423 MeV
!Experimental data are used.
!
!Log(rhoY) Log(T) mu     dQ       Vs        e-cap-rate    nu-energy-loss  gamma-energy
!                     (MeV)   (MeV)   (MeV)        (1/s)              (MeV/s)       (MeV/s)  
1.000000e+07 1.000000e+07 1.950494e-06 5.682932e-08 1.730354e-08 0.000000e+00 0.000000e+00 0.000000e+00
1.000000e+07 1.584893e+07 1.948571e-06 5.660502e-08 1.730354e-08 0.000000e+00 0.000000e+00 0.000000e+00
1.000000e+07 2.511886e+07 1.945848e-06 5.630061e-08 1.730354e-08 0.000000e+00 0.000000e+00 0.000000e+00
1.000000e+07 3.981072e+07 1.943605e-06 5.590006e-08 1.730354e-08 0.000000e+00 0.000000e+00 0.000000e+00
1.000000e+07 6.309573e+07 1.942163e-06 5.535532e-08 1.730354e-08 0.000000e+00 0.000000e+00 0.000000e+00
1.000000e+07 1.000000e+08 1.941201e-06 5.465036e-08 1.730354e-08 1.412538e-208 5.066538e-216 6.091318e-219
1.000000e+07 1.122018e+08 1.941041e-06 5.442605e-08 1.730354e-08 1.174898e-186 4.838506e-194 7.668516e-197
1.000000e+07 1.258925e+08 1.940881e-06 5.420175e-08 1.730354e-08 4.365158e-167 2.064008e-174 4.118237e-177
1.000000e+07 1.412538e+08 1.940721e-06 5.396142e-08 1.730354e-08 1.148154e-149 6.378393e-157 1.495241e-159
1.000000e+07 1.584893e+08 1.940560e-06 5.370507e-08 1.730354e-08 4.570882e-134 2.915488e-141 8.029922e-144
1.000000e+07 1.778279e+08 1.940400e-06 5.341668e-08 1.730354e-08 3.467369e-120 2.539284e-127 7.847138e-130
1.000000e+07 1.995262e+08 1.940080e-06 5.312829e-08 1.730354e-08 8.912509e-108 7.323376e-115 2.481483e-117
1.000000e+07 2.238721e+08 1.939599e-06 5.280785e-08 1.730354e-08 1.066596e-96 9.901735e-104 3.603390e-106
1.000000e+07 2.511886e+08 1.939279e-06 5.247140e-08 1.730354e-08 8.109611e-87 8.486162e-94 3.241241e-96
1.000000e+07 2.818383e+08 1.938638e-06 5.211892e-08 1.730354e-08 5.333349e-78 6.290879e-85 2.481483e-87
1.000000e+07 3.162278e+08 1.937997e-06 5.173439e-08 1.730354e-08 4.064433e-70 5.403950e-77 2.166264e-79
1.000000e+07 3.548134e+08 1.937036e-06 5.131783e-08 1.730354e-08 4.456562e-63 6.648311e-70 2.671230e-72
1.000000e+07 3.981072e+08 1.935754e-06 5.090126e-08 1.730354e-08 8.709636e-57 1.461206e-63 5.817164e-66
1.000000e+07 4.466836e+08 1.934472e-06 5.043663e-08 1.730354e-08 3.647539e-51 6.897811e-58 2.677388e-60
1.000000e+07 5.011872e+08 1.932550e-06 4.995597e-08 1.730354e-08 3.872576e-46 8.235905e-53 3.095361e-55
1.000000e+07 5.623413e+08 1.930306e-06 4.944327e-08 1.730354e-08 1.205036e-41 2.882115e-48 1.036839e-50
1.000000e+07 6.309573e+08 1.927423e-06 4.889853e-08 1.730354e-08 1.270574e-37 3.425400e-44 1.171416e-46
1.000000e+07 7.079458e+08 1.923738e-06 4.832175e-08 1.730354e-08 5.035006e-34 1.526551e-40 4.928461e-43
1.000000e+07 7.943282e+08 1.919091e-06 4.772894e-08 1.730354e-08 8.433348e-31 2.882115e-37 8.703848e-40
1.000000e+07 8.912509e+08 1.913323e-06 4.708807e-08 1.730354e-08 6.501297e-28 2.504444e-34 7.058482e-37
1.000000e+07 1.000000e+09 1.905953e-06 4.643118e-08 1.730354e-08 2.529298e-25 1.098276e-31 2.875486e-34
1.000000e+07 1.122018e+09 1.896661e-06 4.572622e-08 1.730354e-08 5.308844e-23 2.598432e-29 6.378393e-32
1.000000e+07 1.258925e+09 1.885125e-06 4.498921e-08 1.730354e-08 6.441693e-21 3.562143e-27 8.466644e-30
1.000000e+07 1.412538e+09 1.870385e-06 4.423619e-08 1.730354e-08 4.797334e-19 2.997170e-25 7.493959e-28
1.000000e+07 1.584893e+09 1.851960e-06 4.343510e-08 1.730354e-08 2.317395e-17 1.631967e-23 4.985530e-26
1.000000e+07 1.778279e+09 1.828568e-06 4.260197e-08 1.730354e-08 7.568329e-16 6.035473e-22 2.677388e-24
1.000000e+07 1.995262e+09 1.799088e-06 4.173679e-08 1.730354e-08 1.745822e-14 1.572937e-20 1.158007e-22
1.000000e+07 2.238721e+09 1.762078e-06 4.083957e-08 1.730354e-08 2.958012e-13 3.017945e-19 3.870003e-21
1.000000e+07 2.511886e+09 1.715294e-06 3.991030e-08 1.730354e-08 3.810658e-12 4.402621e-18 9.788391e-20
1.000000e+07 2.818383e+09 1.656814e-06 3.896502e-08 1.730354e-08 3.837072e-11 5.031660e-17 1.873749e-18
1.000000e+07 3.162278e+09 1.583755e-06 3.797167e-08 1.730354e-08 3.115301e-10 4.627126e-16 2.752398e-17
1.000000e+07 3.548134e+09 1.493232e-06 4.069537e-08 1.730354e-08 2.076825e-09 3.497126e-15 3.153634e-16
1.000000e+07 3.981072e+09 1.382521e-06 4.010257e-08 1.730354e-08 1.181408e-08 2.255336e-14 2.919519e-15
1.000000e+07 4.466836e+09 1.249861e-06 3.483139e-08 1.730354e-08 5.865432e-08 1.269145e-13 2.234659e-14

1.000000e+08 1.000000e+07 3.883043e-06 1.229513e-07 3.577668e-08 0.000000e+00 0.000000e+00 0.000000e+00
