!25Na (5/2+, 3/2+, 1/2+, 3/2_{2}+)  -> 25Mg     beta-decay    with screening effects
!USDB         Q=3.8349 MeV
!Experimental are data used.
!
!Log(rhoY) Log(T) mu    dQ        Vs         decay-rate    nu-energy-loss  gamma-energy
!                   (MeV)    (MeV)   (MeV)       (1/s)           (MeV/s)           (MeV/s)  
1.000000e+07 1.000000e+07 1.952897e-06 -5.094932e-08 1.483619e-08 1.024236e-02 2.877473e-08 6.440377e-09
1.000000e+07 1.584893e+07 1.951135e-06 -5.072502e-08 1.483619e-08 1.024944e-02 2.880125e-08 6.446312e-09
1.000000e+07 2.511886e+07 1.948411e-06 -5.040458e-08 1.483619e-08 1.024944e-02 2.880125e-08 6.446312e-09
1.000000e+07 3.981072e+07 1.946008e-06 -4.997199e-08 1.483619e-08 1.024236e-02 2.877473e-08 6.440377e-09
1.000000e+07 6.309573e+07 1.944566e-06 -4.939521e-08 1.483619e-08 1.023057e-02 2.873501e-08 6.430005e-09
1.000000e+07 1.000000e+08 1.943765e-06 -4.864218e-08 1.483619e-08 1.022116e-02 2.870194e-08 6.421128e-09
1.000000e+07 1.122018e+08 1.943605e-06 -4.841788e-08 1.483619e-08 1.021880e-02 2.869534e-08 6.419649e-09
1.000000e+07 1.258925e+08 1.943444e-06 -4.817755e-08 1.483619e-08 1.021645e-02 2.868873e-08 6.416694e-09
1.000000e+07 1.412538e+08 1.943284e-06 -4.792120e-08 1.483619e-08 1.021645e-02 2.868873e-08 6.415216e-09
1.000000e+07 1.584893e+08 1.942964e-06 -4.764883e-08 1.483619e-08 1.021645e-02 2.868873e-08 6.410786e-09
1.000000e+07 1.778279e+08 1.942803e-06 -4.736044e-08 1.483619e-08 1.021880e-02 2.870194e-08 6.407835e-09
1.000000e+07 1.995262e+08 1.942483e-06 -4.705603e-08 1.483619e-08 1.022586e-02 2.872178e-08 6.401936e-09
1.000000e+07 2.238721e+08 1.942163e-06 -4.671957e-08 1.483619e-08 1.023764e-02 2.876811e-08 6.394569e-09
1.000000e+07 2.511886e+08 1.941682e-06 -4.636709e-08 1.483619e-08 1.025652e-02 2.884107e-08 6.384271e-09
1.000000e+07 2.818383e+08 1.941201e-06 -4.599859e-08 1.483619e-08 1.028253e-02 2.894085e-08 6.369587e-09
1.000000e+07 3.162278e+08 1.940400e-06 -4.559804e-08 1.483619e-08 1.032048e-02 2.908113e-08 6.352012e-09
1.000000e+07 3.548134e+08 1.939439e-06 -4.518148e-08 1.483619e-08 1.037051e-02 2.926249e-08 6.330111e-09
1.000000e+07 3.981072e+08 1.938317e-06 -4.473287e-08 1.483619e-08 1.043038e-02 2.948569e-08 6.303929e-09
1.000000e+07 4.466836e+08 1.936875e-06 -4.426823e-08 1.483619e-08 1.050268e-02 2.975167e-08 6.273520e-09
1.000000e+07 5.011872e+08 1.934953e-06 -4.377156e-08 1.483619e-08 1.058279e-02 3.005462e-08 6.240384e-09
