!27Mg (1/2+, 3/2+, 5/2, 5/2)  -> 27Na,  e-capture,  with screening effects
!USDB        Q=-9.0690 MeV
!Experimental data are used.
!
!Log(rhoY) Log(T)  dQ     Vs      mu       e-cap-rate    nu-energy-loss  gamma-energy
!                 (MeV)     (MeV)     (MeV)       (1/s)             (MeV/s)        (MeV/s)  
2.089296e+08 4.466836e+08 1.310743e-07 3.901308e-08 4.927344e-06 2.328091e-79 4.342215e-86 3.004079e-87
2.089296e+08 5.011872e+08 1.302733e-07 3.901308e-08 4.926704e-06 4.092607e-71 8.564683e-78 6.161853e-79
2.089296e+08 5.623413e+08 1.294081e-07 3.901308e-08 4.925902e-06 9.440609e-64 2.221832e-70 1.628213e-71
2.089296e+08 6.309573e+08 1.284948e-07 3.901308e-08 4.924781e-06 3.614099e-57 9.565580e-64 6.977684e-65
2.089296e+08 7.079458e+08 1.275175e-07 3.901308e-08 4.923499e-06 2.747894e-51 8.179209e-58 5.870990e-59
2.089296e+08 7.943282e+08 1.264761e-07 3.901308e-08 4.921897e-06 5.000345e-46 1.669980e-52 1.166034e-53
2.089296e+08 8.912509e+08 1.253706e-07 3.901308e-08 4.919814e-06 2.529298e-41 9.499731e-48 6.349087e-49
2.089296e+08 1.000000e+09 1.242010e-07 3.901308e-08 4.917090e-06 4.092607e-37 1.728667e-43 1.098276e-44
2.089296e+08 1.122018e+09 1.229673e-07 3.901308e-08 4.913726e-06 2.393316e-33 1.136871e-39 6.803170e-41
2.089296e+08 1.258925e+09 1.216695e-07 3.901308e-08 4.909720e-06 5.662393e-30 3.024902e-36 1.693212e-37
2.089296e+08 1.412538e+09 1.202917e-07 3.901308e-08 4.904433e-06 5.970353e-27 3.586834e-33 1.860850e-34
2.089296e+08 1.584893e+09 1.188337e-07 3.901308e-08 4.897864e-06 3.061963e-24 2.073535e-30 9.924561e-32
2.089296e+08 1.778279e+09 1.173116e-07 3.901308e-08 4.889533e-06 8.260379e-22 6.290879e-28 2.765103e-29
2.089296e+08 1.995262e+09 1.156934e-07 3.901308e-08 4.878959e-06 1.253141e-19 1.073276e-25 4.322264e-27
2.089296e+08 2.238721e+09 1.140111e-07 3.901308e-08 4.865821e-06 1.135011e-17 1.095750e-23 4.033772e-25
2.089296e+08 2.511886e+09 1.122327e-07 3.901308e-08 4.849158e-06 6.516284e-16 7.091062e-22 2.380736e-23
2.089296e+08 2.818383e+09 1.103902e-07 3.901308e-08 4.828169e-06 2.471724e-14 3.038864e-20 9.347841e-22
2.089296e+08 3.162278e+09 1.084516e-07 3.901308e-08 4.801894e-06 6.486344e-13 8.988998e-19 2.574609e-20
2.089296e+08 3.548134e+09 1.064328e-07 3.901308e-08 4.768729e-06 1.221800e-11 1.912984e-17 5.196504e-19
2.089296e+08 3.981072e+09 1.043340e-07 3.901308e-08 4.727072e-06 1.704904e-10 3.013084e-16 8.085582e-18
2.089296e+08 4.466836e+09 1.021550e-07 3.901308e-08 4.674681e-06 1.816352e-09 3.628368e-15 1.010907e-16

2.187762e+08 1.000000e+07 1.434272e-07 3.960589e-08 5.011299e-06 0.000000e+00 0.000000e+00 0.000000e+00
2.187762e+08 1.584893e+07 1.430907e-07 3.960589e-08 5.010337e-06 0.000000e+00 0.000000e+00 0.000000e+00
2.187762e+08 2.511886e+07 1.426421e-07 3.960589e-08 5.008895e-06 0.000000e+00 0.000000e+00 0.000000e+00
2.187762e+08 3.981072e+07 1.420172e-07 3.960589e-08 5.006813e-06 0.000000e+00 0.000000e+00 0.000000e+00
2.187762e+08 6.309573e+07 1.411841e-07 3.960589e-08 5.005050e-06 0.000000e+00 0.000000e+00 0.000000e+00
2.187762e+08 1.000000e+08 1.400626e-07 3.960589e-08 5.004249e-06 0.000000e+00 0.000000e+00 0.000000e+00
2.187762e+08 1.122018e+08 1.397261e-07 3.960589e-08 5.004089e-06 8.317638e-301 3.586834e-308 8.804634e-311
2.187762e+08 1.258925e+08 1.393736e-07 3.960589e-08 5.003929e-06 1.071519e-268 5.305317e-276 2.315855e-278
2.187762e+08 1.412538e+08 1.389891e-07 3.960589e-08 5.003929e-06 4.466836e-240 2.481483e-247 1.882397e-249
2.187762e+08 1.584893e+08 1.385725e-07 3.960589e-08 5.003768e-06 1.621810e-214 1.034454e-221 1.187712e-223
2.187762e+08 1.778279e+08 1.381239e-07 3.960589e-08 5.003768e-06 9.772372e-192 6.993769e-199 1.187712e-200
2.187762e+08 1.995262e+08 1.376433e-07 3.960589e-08 5.003608e-06 2.041738e-171 1.677688e-178 3.932886e-180
2.187762e+08 2.238721e+08 1.371306e-07 3.960589e-08 5.003448e-06 2.818383e-153 2.539284e-160 7.847138e-162
2.187762e+08 2.511886e+08 1.365858e-07 3.960589e-08 5.003288e-06 4.168694e-137 4.312323e-144 1.639500e-145
2.187762e+08 2.818383e+08 1.359930e-07 3.960589e-08 5.003127e-06 1.122018e-122 1.332635e-129 6.091318e-131
2.187762e+08 3.162278e+08 1.353682e-07 3.960589e-08 5.002807e-06 8.709636e-110 1.134257e-116 6.091318e-118
2.187762e+08 3.548134e+08 1.346953e-07 3.960589e-08 5.002487e-06 2.735269e-98 4.043070e-105 2.424998e-106
2.187762e+08 3.981072e+08 1.339743e-07 3.960589e-08 5.002166e-06 5.081594e-88 8.427743e-95 5.517106e-96
2.187762e+08 4.466836e+08 1.332052e-07 3.960589e-08 5.001686e-06 7.498942e-79 1.395440e-85 9.676344e-87
2.187762e+08 5.011872e+08 1.324042e-07 3.960589e-08 5.001045e-06 1.158777e-70 2.430588e-77 1.744662e-78
2.187762e+08 5.623413e+08 1.315230e-07 3.960589e-08 5.000083e-06 2.393316e-63 5.632631e-70 4.118237e-71
2.187762e+08 6.309573e+08 1.306097e-07 3.960589e-08 4.999122e-06 8.260379e-57 2.186308e-63 1.594819e-64
2.187762e+08 7.079458e+08 1.296164e-07 3.960589e-08 4.997840e-06 5.754399e-51 1.712818e-57 1.229451e-58
2.187762e+08 7.943282e+08 1.285749e-07 3.960589e-08 4.996238e-06 9.660509e-46 3.226349e-52 2.252741e-53
2.187762e+08 8.912509e+08 1.274694e-07 3.960589e-08 4.994155e-06 4.549881e-41 1.708879e-47 1.142119e-48
2.187762e+08 1.000000e+09 1.262998e-07 3.960589e-08 4.991592e-06 6.918310e-37 2.915488e-43 1.856570e-44
2.187762e+08 1.122018e+09 1.250501e-07 3.960589e-08 4.988227e-06 3.819443e-33 1.814309e-39 1.085704e-40
2.187762e+08 1.258925e+09 1.237364e-07 3.960589e-08 4.984222e-06 8.590135e-30 4.588929e-36 2.568688e-37
2.187762e+08 1.412538e+09 1.223425e-07 3.960589e-08 4.979095e-06 8.649679e-27 5.196504e-33 2.702162e-34
2.187762e+08 1.584893e+09 1.208685e-07 3.960589e-08 4.972526e-06 4.265795e-24 2.888759e-30 1.385834e-31
2.187762e+08 1.778279e+09 1.193304e-07 3.960589e-08 4.964355e-06 1.111732e-21 8.447171e-28 3.721442e-29
2.187762e+08 1.995262e+09 1.177122e-07 3.960589e-08 4.953941e-06 1.633052e-19 1.398657e-25 5.632631e-27
2.187762e+08 2.238721e+09 1.159978e-07 3.960589e-08 4.940963e-06 1.438799e-17 1.389029e-23 5.113418e-25
2.187762e+08 2.511886e+09 1.142194e-07 3.960589e-08 4.924621e-06 8.053784e-16 8.764180e-22 2.942465e-23
2.187762e+08 2.818383e+09 1.123449e-07 3.960589e-08 4.904113e-06 2.992265e-14 3.670382e-20 1.131648e-21
2.187762e+08 3.162278e+09 1.103902e-07 3.960589e-08 4.878157e-06 7.691304e-13 1.065887e-18 3.052891e-20
2.187762e+08 3.548134e+09 1.083554e-07 3.960589e-08 4.845473e-06 1.422329e-11 2.226954e-17 6.049386e-19
2.187762e+08 3.981072e+09 1.062406e-07 3.960589e-08 4.804457e-06 1.956140e-10 3.457095e-16 9.283491e-18
2.187762e+08 4.466836e+09 1.040456e-07 3.960589e-08 4.752707e-06 2.055891e-09 4.106873e-15 1.144752e-16

2.290868e+08 1.000000e+07 1.456542e-07 4.021472e-08 5.082756e-06 0.000000e+00 0.000000e+00 0.000000e+00
2.290868e+08 1.584893e+07 1.453177e-07 4.021472e-08 5.081474e-06 0.000000e+00 0.000000e+00 0.000000e+00
2.290868e+08 2.511886e+07 1.448691e-07 4.021472e-08 5.079391e-06 0.000000e+00 0.000000e+00 0.000000e+00
2.290868e+08 3.981072e+07 1.442443e-07 4.021472e-08 5.078270e-06 0.000000e+00 0.000000e+00 0.000000e+00
2.290868e+08 6.309573e+07 1.434111e-07 4.021472e-08 5.078750e-06 0.000000e+00 0.000000e+00 0.000000e+00
2.290868e+08 1.000000e+08 1.422736e-07 4.021472e-08 5.079231e-06 0.000000e+00 0.000000e+00 0.000000e+00
2.290868e+08 1.122018e+08 1.419371e-07 4.021472e-08 5.079231e-06 9.332543e-299 3.932886e-306 9.654089e-309
2.290868e+08 1.258925e+08 1.415846e-07 4.021472e-08 5.079231e-06 7.244360e-267 3.505188e-274 1.530070e-276
2.290868e+08 1.412538e+08 1.411841e-07 4.021472e-08 5.079231e-06 1.905461e-238 1.058550e-245 7.847138e-248
2.290868e+08 1.584893e+08 1.407675e-07 4.021472e-08 5.079231e-06 4.677351e-213 2.915488e-220 3.347428e-222
2.290868e+08 1.778279e+08 1.403189e-07 4.021472e-08 5.079071e-06 1.905461e-190 1.395440e-197 2.315855e-199
2.290868e+08 1.995262e+08 1.398383e-07 4.021472e-08 5.079071e-06 2.951209e-170 2.369798e-177 5.555348e-179
2.290868e+08 2.238721e+08 1.393256e-07 4.021472e-08 5.078911e-06 2.951209e-152 2.720892e-159 8.408360e-161
2.290868e+08 2.511886e+08 1.387648e-07 4.021472e-08 5.078750e-06 3.467369e-136 3.586834e-143 1.363676e-144
2.290868e+08 2.818383e+08 1.381880e-07 4.021472e-08 5.078590e-06 7.413102e-122 8.604216e-129 4.024494e-130
2.290868e+08 3.162278e+08 1.375472e-07 4.021472e-08 5.078270e-06 4.677351e-109 6.091318e-116 3.271232e-117
2.290868e+08 3.548134e+08 1.368742e-07 4.021472e-08 5.077949e-06 1.221800e-97 1.801820e-104 1.080715e-105
2.290868e+08 3.981072e+08 1.361533e-07 4.021472e-08 5.077629e-06 1.927525e-87 3.204139e-94 2.092721e-95
2.290868e+08 4.466836e+08 1.353842e-07 4.021472e-08 5.077148e-06 2.460368e-78 4.588929e-85 3.174763e-86
2.290868e+08 5.011872e+08 1.345671e-07 4.021472e-08 5.076347e-06 3.341950e-70 7.009892e-77 5.043259e-78
2.290868e+08 5.623413e+08 1.336859e-07 4.021472e-08 5.075546e-06 6.151769e-63 1.447809e-69 1.058550e-70
2.290868e+08 6.309573e+08 1.327566e-07 4.021472e-08 5.074585e-06 1.918669e-56 5.078218e-63 3.704344e-64
2.290868e+08 7.079458e+08 1.317633e-07 4.021472e-08 5.073303e-06 1.218990e-50 3.628368e-57 2.604422e-58
2.290868e+08 7.943282e+08 1.307058e-07 4.021472e-08 5.071701e-06 1.887991e-45 6.305381e-52 4.392495e-53
2.290868e+08 8.912509e+08 1.295843e-07 4.021472e-08 5.069618e-06 8.260379e-41 3.102497e-47 2.078315e-48
2.290868e+08 1.000000e+09 1.284147e-07 4.021472e-08 5.067054e-06 1.177606e-36 4.974063e-43 3.160176e-44
2.290868e+08 1.122018e+09 1.271490e-07 4.021472e-08 5.063850e-06 6.137620e-33 2.915488e-39 1.744662e-40
2.290868e+08 1.258925e+09 1.258352e-07 4.021472e-08 5.059845e-06 1.312200e-29 7.009892e-36 3.923840e-37
2.290868e+08 1.412538e+09 1.244253e-07 4.021472e-08 5.054718e-06 1.261828e-26 7.580735e-33 3.941952e-34
2.290868e+08 1.584893e+09 1.229513e-07 4.021472e-08 5.048309e-06 5.984116e-24 4.043070e-30 1.939596e-31
2.290868e+08 1.778279e+09 1.213972e-07 4.021472e-08 5.040298e-06 1.499685e-21 1.142119e-27 5.031660e-29
2.290868e+08 1.995262e+09 1.197630e-07 4.021472e-08 5.030044e-06 2.137962e-19 1.831097e-25 7.374139e-27
2.290868e+08 2.238721e+09 1.180326e-07 4.021472e-08 5.017387e-06 1.832314e-17 1.768933e-23 6.496977e-25
2.290868e+08 2.511886e+09 1.162382e-07 4.021472e-08 5.001205e-06 9.977001e-16 1.088206e-21 3.645116e-23
2.290868e+08 2.818383e+09 1.143476e-07 4.021472e-08 4.981017e-06 3.630781e-14 4.453601e-20 1.369971e-21
2.290868e+08 3.162278e+09 1.123769e-07 4.021472e-08 4.955383e-06 9.141132e-13 1.266809e-18 3.628368e-20
2.290868e+08 3.548134e+09 1.103101e-07 4.021472e-08 4.923179e-06 1.663413e-11 2.598432e-17 7.074753e-19
2.290868e+08 3.981072e+09 1.081792e-07 4.021472e-08 4.882804e-06 2.248537e-10 3.973849e-16 1.065887e-17
2.290868e+08 4.466836e+09 1.059522e-07 4.021472e-08 4.832015e-06 2.330773e-09 4.655982e-15 1.296317e-16

2.398833e+08 1.000000e+07 1.479133e-07 4.082355e-08 5.157257e-06 0.000000e+00 0.000000e+00 0.000000e+00
2.398833e+08 1.584893e+07 1.475768e-07 4.082355e-08 5.157097e-06 0.000000e+00 0.000000e+00 0.000000e+00
2.398833e+08 2.511886e+07 1.471282e-07 4.082355e-08 5.156777e-06 0.000000e+00 0.000000e+00 0.000000e+00
2.398833e+08 3.981072e+07 1.465033e-07 4.082355e-08 5.156616e-06 0.000000e+00 0.000000e+00 0.000000e+00
2.398833e+08 6.309573e+07 1.456542e-07 4.082355e-08 5.156136e-06 0.000000e+00 0.000000e+00 0.000000e+00
2.398833e+08 1.000000e+08 1.445166e-07 4.082355e-08 5.155975e-06 0.000000e+00 0.000000e+00 0.000000e+00
2.398833e+08 1.122018e+08 1.441802e-07 4.082355e-08 5.155975e-06 1.122018e-296 4.728368e-304 1.160677e-306
2.398833e+08 1.258925e+08 1.438117e-07 4.082355e-08 5.155815e-06 5.248075e-265 2.539284e-272 1.108438e-274
2.398833e+08 1.412538e+08 1.434272e-07 4.082355e-08 5.155815e-06 8.709636e-237 4.728368e-244 3.586834e-246
2.398833e+08 1.584893e+08 1.430106e-07 4.082355e-08 5.155815e-06 1.380384e-211 8.804634e-219 1.010907e-220
2.398833e+08 1.778279e+08 1.425460e-07 4.082355e-08 5.155655e-06 3.981072e-189 2.849124e-196 4.838506e-198
2.398833e+08 1.995262e+08 1.420653e-07 4.082355e-08 5.155655e-06 4.365158e-169 3.505188e-176 8.216963e-178
2.398833e+08 2.238721e+08 1.415526e-07 4.082355e-08 5.155495e-06 3.311311e-151 3.052891e-158 9.219584e-160
2.398833e+08 2.511886e+08 1.409918e-07 4.082355e-08 5.155335e-06 2.951209e-135 3.052891e-142 1.160677e-143
2.398833e+08 2.818383e+08 1.403990e-07 4.082355e-08 5.155174e-06 5.011872e-121 5.817164e-128 2.720892e-129
2.398833e+08 3.162278e+08 1.397582e-07 4.082355e-08 5.154854e-06 2.570396e-108 3.347428e-115 1.797676e-116
2.398833e+08 3.548134e+08 1.390852e-07 4.082355e-08 5.154533e-06 5.571857e-97 8.235905e-104 4.939822e-105
2.398833e+08 3.981072e+08 1.383643e-07 4.082355e-08 5.154213e-06 7.464488e-87 1.237973e-93 8.104222e-95
2.398833e+08 4.466836e+08 1.375792e-07 4.082355e-08 5.153732e-06 8.222426e-78 1.533597e-84 1.060990e-85
2.398833e+08 5.011872e+08 1.367621e-07 4.082355e-08 5.153092e-06 9.794900e-70 2.054524e-76 1.478125e-77
2.398833e+08 5.623413e+08 1.358809e-07 4.082355e-08 5.152130e-06 1.603245e-62 3.773213e-69 2.765103e-70
2.398833e+08 6.309573e+08 1.349356e-07 4.082355e-08 5.151169e-06 4.508167e-56 1.193195e-62 8.723913e-64
2.398833e+08 7.079458e+08 1.339422e-07 4.082355e-08 5.150047e-06 2.612161e-50 7.775195e-57 5.580991e-58
2.398833e+08 7.943282e+08 1.328688e-07 4.082355e-08 5.148285e-06 3.723917e-45 1.243688e-51 8.683830e-53
2.398833e+08 8.912509e+08 1.317473e-07 4.082355e-08 5.146362e-06 1.513561e-40 5.684749e-47 3.808126e-48
2.398833e+08 1.000000e+09 1.305616e-07 4.082355e-08 5.143799e-06 2.023019e-36 8.525332e-43 5.428893e-44
2.398833e+08 1.122018e+09 1.292959e-07 4.082355e-08 5.140755e-06 9.954054e-33 4.728368e-39 2.829510e-40
2.398833e+08 1.258925e+09 1.279661e-07 4.082355e-08 5.136749e-06 2.018366e-29 1.078230e-35 6.035473e-37
2.398833e+08 1.412538e+09 1.265402e-07 4.082355e-08 5.131783e-06 1.853532e-26 1.113554e-32 5.790437e-34
2.398833e+08 1.584893e+09 1.250501e-07 4.082355e-08 5.125374e-06 8.433348e-24 5.697854e-30 2.733451e-31
2.398833e+08 1.778279e+09 1.234800e-07 4.082355e-08 5.117363e-06 2.037042e-21 1.551355e-27 6.834572e-29
2.398833e+08 1.995262e+09 1.218298e-07 4.082355e-08 5.107429e-06 2.805434e-19 2.408304e-25 9.698650e-27
2.398833e+08 2.238721e+09 1.200994e-07 4.082355e-08 5.094772e-06 2.338837e-17 2.257934e-23 8.292993e-25
2.398833e+08 2.511886e+09 1.182729e-07 4.082355e-08 5.079071e-06 1.241652e-15 1.354289e-21 4.536400e-23
2.398833e+08 2.818383e+09 1.163824e-07 4.082355e-08 5.059044e-06 4.415704e-14 5.416407e-20 1.666139e-21
2.398833e+08 3.162278e+09 1.143796e-07 4.082355e-08 5.033889e-06 1.091440e-12 1.512555e-18 4.322264e-20
2.398833e+08 3.548134e+09 1.123128e-07 4.082355e-08 5.002166e-06 1.945360e-11 3.045870e-17 8.273920e-19
2.398833e+08 3.981072e+09 1.101499e-07 4.082355e-08 4.962432e-06 2.590598e-10 4.578374e-16 1.229451e-17
2.398833e+08 4.466836e+09 1.078908e-07 4.082355e-08 4.912284e-06 2.647890e-09 5.288242e-15 1.474726e-16

2.511886e+08 1.000000e+07 1.502044e-07 4.144840e-08 5.231278e-06 0.000000e+00 0.000000e+00 0.000000e+00
2.511886e+08 1.584893e+07 1.498839e-07 4.144840e-08 5.232079e-06 0.000000e+00 0.000000e+00 0.000000e+00
2.511886e+08 2.511886e+07 1.494193e-07 4.144840e-08 5.233681e-06 0.000000e+00 0.000000e+00 0.000000e+00
2.511886e+08 3.981072e+07 1.487945e-07 4.144840e-08 5.234642e-06 0.000000e+00 0.000000e+00 0.000000e+00
2.511886e+08 6.309573e+07 1.479453e-07 4.144840e-08 5.234322e-06 0.000000e+00 0.000000e+00 0.000000e+00
2.511886e+08 1.000000e+08 1.468078e-07 4.144840e-08 5.233841e-06 0.000000e+00 0.000000e+00 0.000000e+00
2.511886e+08 1.122018e+08 1.464553e-07 4.144840e-08 5.233841e-06 1.479108e-294 6.091318e-302 1.461206e-304
2.511886e+08 1.258925e+08 1.460868e-07 4.144840e-08 5.233681e-06 3.981072e-263 1.926244e-270 8.408360e-273
2.511886e+08 1.412538e+08 1.457022e-07 4.144840e-08 5.233681e-06 4.168694e-235 2.263139e-242 1.716767e-244
2.511886e+08 1.584893e+08 1.452697e-07 4.144840e-08 5.233681e-06 4.365158e-210 2.720892e-217 3.124002e-219
2.511886e+08 1.778279e+08 1.448211e-07 4.144840e-08 5.233521e-06 8.511380e-188 6.233204e-195 1.034454e-196
2.511886e+08 1.995262e+08 1.443404e-07 4.144840e-08 5.233361e-06 6.760830e-168 5.428893e-175 1.272657e-176
2.511886e+08 2.238721e+08 1.438117e-07 4.144840e-08 5.233361e-06 3.801894e-150 3.505188e-157 1.058550e-158
2.511886e+08 2.511886e+08 1.432509e-07 4.144840e-08 5.233040e-06 2.570396e-134 2.720892e-141 1.034454e-142
2.511886e+08 2.818383e+08 1.426581e-07 4.144840e-08 5.232880e-06 3.467369e-120 4.118237e-127 1.882397e-128
2.511886e+08 3.162278e+08 1.420172e-07 4.144840e-08 5.232720e-06 1.445440e-107 1.882397e-114 1.010907e-115
2.511886e+08 3.548134e+08 1.413283e-07 4.144840e-08 5.232399e-06 2.606154e-96 3.852222e-103 2.310528e-104
2.511886e+08 3.981072e+08 1.405913e-07 4.144840e-08 5.231919e-06 2.951209e-86 4.905817e-93 3.204139e-94
2.511886e+08 4.466836e+08 1.398222e-07 4.144840e-08 5.231438e-06 2.798981e-77 5.220490e-84 3.620023e-85
2.511886e+08 5.011872e+08 1.389891e-07 4.144840e-08 5.230797e-06 2.924152e-69 6.119435e-76 4.402621e-77
2.511886e+08 5.623413e+08 1.380919e-07 4.144840e-08 5.230156e-06 4.255984e-62 1.001639e-68 7.323376e-70
2.511886e+08 6.309573e+08 1.371466e-07 4.144840e-08 5.229035e-06 1.076465e-55 2.849124e-62 2.078315e-63
2.511886e+08 7.079458e+08 1.361533e-07 4.144840e-08 5.227913e-06 5.675446e-50 1.685432e-56 1.212583e-57
2.511886e+08 7.943282e+08 1.350798e-07 4.144840e-08 5.226311e-06 7.430191e-45 2.481483e-51 1.732652e-52
2.511886e+08 8.912509e+08 1.339422e-07 4.144840e-08 5.224389e-06 2.805434e-40 1.053686e-46 7.058482e-48
2.511886e+08 1.000000e+09 1.327406e-07 4.144840e-08 5.221825e-06 3.499452e-36 1.478125e-42 9.390988e-44
2.511886e+08 1.122018e+09 1.314749e-07 4.144840e-08 5.218781e-06 1.621810e-32 7.703912e-39 4.610110e-40
2.511886e+08 1.258925e+09 1.301291e-07 4.144840e-08 5.214775e-06 3.126079e-29 1.666139e-35 9.326341e-37
2.511886e+08 1.412538e+09 1.287031e-07 4.144840e-08 5.209809e-06 2.741574e-26 1.647067e-32 8.544985e-34
2.511886e+08 1.584893e+09 1.271971e-07 4.144840e-08 5.203720e-06 1.193988e-23 8.066986e-30 3.870003e-31
2.511886e+08 1.778279e+09 1.256109e-07 4.144840e-08 5.195710e-06 2.779713e-21 2.116953e-27 9.326341e-29
2.511886e+08 1.995262e+09 1.239446e-07 4.144840e-08 5.185936e-06 3.706807e-19 3.182082e-25 1.281478e-26
2.511886e+08 2.238721e+09 1.221983e-07 4.144840e-08 5.173439e-06 2.992265e-17 2.895418e-23 1.063436e-24
2.511886e+08 2.511886e+09 1.203558e-07 4.144840e-08 5.157898e-06 1.552387e-15 1.689318e-21 5.671675e-23
2.511886e+08 2.818383e+09 1.184331e-07 4.144840e-08 5.138351e-06 5.382698e-14 6.602544e-20 2.035688e-21
2.511886e+08 3.162278e+09 1.164304e-07 4.144840e-08 5.113518e-06 1.303167e-12 1.805973e-18 5.160732e-20
2.511886e+08 3.548134e+09 1.143316e-07 4.144840e-08 5.082435e-06 2.280342e-11 3.570354e-17 9.698650e-19
2.511886e+08 3.981072e+09 1.121526e-07 4.144840e-08 5.043022e-06 2.989510e-10 5.283373e-16 1.418115e-17
2.511886e+08 4.466836e+09 1.098775e-07 4.144840e-08 4.993835e-06 3.013006e-09 6.017434e-15 1.677302e-16

2.630268e+08 1.000000e+07 1.525436e-07 4.207325e-08 5.304017e-06 0.000000e+00 0.000000e+00 0.000000e+00
2.630268e+08 1.584893e+07 1.522071e-07 4.207325e-08 5.305459e-06 0.000000e+00 0.000000e+00 0.000000e+00
2.630268e+08 2.511886e+07 1.517425e-07 4.207325e-08 5.307542e-06 0.000000e+00 0.000000e+00 0.000000e+00
2.630268e+08 3.981072e+07 1.511176e-07 4.207325e-08 5.309945e-06 0.000000e+00 0.000000e+00 0.000000e+00
2.630268e+08 6.309573e+07 1.502685e-07 4.207325e-08 5.311868e-06 0.000000e+00 0.000000e+00 0.000000e+00
2.630268e+08 1.000000e+08 1.491149e-07 4.207325e-08 5.312508e-06 0.000000e+00 0.000000e+00 0.000000e+00
2.630268e+08 1.122018e+08 1.487784e-07 4.207325e-08 5.312669e-06 2.041738e-292 8.408360e-300 2.017025e-302
2.630268e+08 1.258925e+08 1.484099e-07 4.207325e-08 5.312669e-06 3.235937e-261 1.565710e-268 6.678998e-271
2.630268e+08 1.412538e+08 1.480094e-07 4.207325e-08 5.312669e-06 2.089296e-233 1.160677e-240 8.604216e-243
2.630268e+08 1.584893e+08 1.475768e-07 4.207325e-08 5.312508e-06 1.445440e-208 9.009720e-216 1.034454e-217
2.630268e+08 1.778279e+08 1.471282e-07 4.207325e-08 5.312508e-06 1.949845e-186 1.395440e-193 2.369798e-195
2.630268e+08 1.995262e+08 1.466315e-07 4.207325e-08 5.312348e-06 1.071519e-166 8.804634e-174 2.064008e-175
2.630268e+08 2.238721e+08 1.461028e-07 4.207325e-08 5.312348e-06 4.570882e-149 4.214163e-156 1.272657e-157
2.630268e+08 2.511886e+08 1.455420e-07 4.207325e-08 5.312188e-06 2.344229e-133 2.481483e-140 9.434335e-142
2.630268e+08 2.818383e+08 1.449492e-07 4.207325e-08 5.312028e-06 2.511886e-119 2.915488e-126 1.363676e-127
2.630268e+08 3.162278e+08 1.443084e-07 4.207325e-08 5.311707e-06 8.317638e-107 1.083207e-113 5.817164e-115
2.630268e+08 3.548134e+08 1.436194e-07 4.207325e-08 5.311387e-06 1.247384e-95 1.843789e-102 1.105888e-103
2.630268e+08 3.981072e+08 1.428824e-07 4.207325e-08 5.311066e-06 1.193988e-85 1.980210e-92 1.293336e-93
2.630268e+08 4.466836e+08 1.420813e-07 4.207325e-08 5.310586e-06 9.705100e-77 1.814309e-83 1.255195e-84
2.630268e+08 5.011872e+08 1.412482e-07 4.207325e-08 5.309945e-06 8.871560e-69 1.860850e-75 1.338786e-76
2.630268e+08 5.623413e+08 1.403510e-07 4.207325e-08 5.309144e-06 1.142878e-61 2.689746e-68 1.971112e-69
2.630268e+08 6.309573e+08 1.394057e-07 4.207325e-08 5.308183e-06 2.600160e-55 6.881947e-62 5.020088e-63
2.630268e+08 7.079458e+08 1.383963e-07 4.207325e-08 5.307061e-06 1.244515e-49 3.704344e-56 2.658957e-57
2.630268e+08 7.943282e+08 1.373228e-07 4.207325e-08 5.305459e-06 1.496236e-44 5.008542e-51 3.489083e-52
2.630268e+08 8.912509e+08 1.361693e-07 4.207325e-08 5.303536e-06 5.236004e-40 1.966579e-46 1.317381e-47
2.630268e+08 1.000000e+09 1.349676e-07 4.207325e-08 5.301133e-06 6.123504e-36 2.580544e-42 1.643279e-43
2.630268e+08 1.122018e+09 1.336859e-07 4.207325e-08 5.297929e-06 2.673006e-32 1.266809e-38 7.598210e-40
2.630268e+08 1.258925e+09 1.323240e-07 4.207325e-08 5.294083e-06 4.875285e-29 2.598432e-35 1.454492e-36
2.630268e+08 1.412538e+09 1.308821e-07 4.207325e-08 5.289277e-06 4.073803e-26 2.447436e-32 1.269730e-33
2.630268e+08 1.584893e+09 1.293760e-07 4.207325e-08 5.283189e-06 1.702159e-23 1.150036e-29 5.517106e-31
2.630268e+08 1.778279e+09 1.277739e-07 4.207325e-08 5.275338e-06 3.810658e-21 2.902093e-27 1.278531e-28
2.630268e+08 1.995262e+09 1.260916e-07 4.207325e-08 5.265725e-06 4.920395e-19 4.214163e-25 1.697115e-26
2.630268e+08 2.238721e+09 1.243292e-07 4.207325e-08 5.253548e-06 3.854784e-17 3.721442e-23 1.369971e-24
2.630268e+08 2.511886e+09 1.224706e-07 4.207325e-08 5.238167e-06 1.945360e-15 2.116953e-21 7.107409e-23
2.630268e+08 2.818383e+09 1.205320e-07 4.207325e-08 5.218781e-06 6.576578e-14 8.085582e-20 2.487203e-21
2.630268e+08 3.162278e+09 1.185133e-07 4.207325e-08 5.194428e-06 1.559553e-12 2.161281e-18 6.190294e-20
2.630268e+08 3.548134e+09 1.163824e-07 4.207325e-08 5.163666e-06 2.685344e-11 4.194800e-17 1.142119e-18
2.630268e+08 3.981072e+09 1.141874e-07 4.207325e-08 5.125053e-06 3.458597e-10 6.112394e-16 1.639500e-17
