!23Na -> 23Ne,  e-capture,  with screening effects
!USDB           Q= -4.37581 MeV
!Transitions from 3/2+, 5/2+, 7/2+, 1/2+ states of 23Na are included.  
!Experimental data are used.
!
!Log(rhoY) Log(T) mu    dQ      Vs          e-cap-rate     nu-energy-loss    gamma-energy
1.000000e+07 1.000000e+07 1.967797e-06 4.788916e-08 1.360251e-08 0.000000e+00 0.000000e+00 0.000000e+00
1.000000e+07 1.584893e+07 1.965875e-06 4.764883e-08 1.360251e-08 0.000000e+00 0.000000e+00 0.000000e+00
1.000000e+07 2.511886e+07 1.963151e-06 4.731238e-08 1.360251e-08 0.000000e+00 0.000000e+00 0.000000e+00
1.000000e+07 3.981072e+07 1.960908e-06 4.686377e-08 1.360251e-08 0.000000e+00 0.000000e+00 0.000000e+00
1.000000e+07 6.309573e+07 1.959466e-06 4.627096e-08 1.360251e-08 6.194411e-305 1.760805e-312 0.000000e+00
1.000000e+07 1.000000e+08 1.958505e-06 4.550191e-08 1.360251e-08 3.396253e-195 1.447809e-202 4.985530e-252
1.000000e+07 1.122018e+08 1.958345e-06 4.526159e-08 1.360251e-08 9.311079e-175 4.382393e-182 5.008542e-226
1.000000e+07 1.258925e+08 1.958184e-06 4.502126e-08 1.360251e-08 1.588547e-156 8.273920e-164 7.901532e-203
1.000000e+07 1.412538e+08 1.958024e-06 4.476491e-08 1.360251e-08 2.917427e-140 1.697115e-147 3.887866e-182
1.000000e+07 1.584893e+08 1.957864e-06 4.447652e-08 1.360251e-08 9.571941e-126 6.218868e-133 1.136871e-163
1.000000e+07 1.778279e+08 1.957704e-06 4.418812e-08 1.360251e-08 8.491805e-113 6.218868e-120 3.355145e-147
1.000000e+07 1.995262e+08 1.957383e-06 4.386769e-08 1.360251e-08 3.069022e-101 2.521804e-108 1.666139e-132
1.000000e+07 2.238721e+08 1.957063e-06 4.353123e-08 1.360251e-08 6.287819e-91 5.814486e-98 2.136541e-119
1.000000e+07 2.511886e+08 1.956582e-06 4.317875e-08 1.360251e-08 1.022116e-81 1.063681e-88 1.080715e-107
1.000000e+07 2.818383e+08 1.955941e-06 4.279423e-08 1.360251e-08 1.709622e-73 2.002679e-80 3.007539e-97
1.000000e+07 3.162278e+08 1.955300e-06 4.239368e-08 1.360251e-08 3.781813e-66 4.985530e-73 6.343242e-88
1.000000e+07 3.548134e+08 1.954339e-06 4.197712e-08 1.360251e-08 1.374042e-59 2.038033e-66 1.336938e-79
1.000000e+07 3.981072e+08 1.953218e-06 4.152851e-08 1.360251e-08 1.006700e-53 1.679621e-60 3.655201e-72
1.000000e+07 4.466836e+08 1.951776e-06 4.104785e-08 1.360251e-08 1.755497e-48 3.294665e-55 1.602549e-65
1.000000e+07 5.011872e+08 1.949853e-06 4.055118e-08 1.360251e-08 8.544763e-44 1.803895e-50 1.381692e-59
1.000000e+07 5.623413e+08 1.947610e-06 4.002246e-08 1.360251e-08 1.331067e-39 3.161632e-46 2.786194e-54
1.000000e+07 6.309573e+08 1.944726e-06 3.946169e-08 1.360251e-08 7.526620e-36 2.010996e-42 1.543872e-49
1.000000e+07 7.079458e+08 1.941041e-06 3.888491e-08 1.360251e-08 1.719095e-32 5.170247e-39 2.695326e-45
